track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Container Madness (IRE),Miss S Doyle,2,M Brassil,7th,5 l,4,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Young Fitzy (IRE),Mr R James,0,N Lee,6th,5 l,8,12-3t,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Tingarran Express (IRE),Mr J W Hannon,0,Miss D O'Shea,5th,1/2 l,6,11-8,83,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Derby De Thaix (FR),Miss H Heffernan,4,James Andrew Fahey,4th,1 1/4 l,10,11-10,85,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Chosen Shant (IRE),Ms C Skerry,4,Ciaran Murphy,3rd,1 1/2 l,7,11-9t,84,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Poppy Rose (IRE),Mr S Connor,0,S R B Crawford,2nd,1 1/2 l,6,11-12,87,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Cristiano Marealdo (IRE),Mr J Dunne,0,P J Rothwell,1st,N/A,5,11-8p,83,True,95,5
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Rodney (IRE),Mr Paddy Hanlon,7,J J Hanlon,6th,37 l,4,12-0p1,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Dream Shaper (IRE),Miss A B O'Connor,3,I Madden,5th,1 1/4 l,4,12-0,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Cullagh West (IRE),Mr R W Barron,5,S Fahey,4th,39 l,5,11-7,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Iris Emery (FR),Mr P W Mullins,0,W P Mullins,3rd,1 3/4 l,5,11-7,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Typhoon Flyer (IRE),Mr J W Hendrick,7,Yvonne Latta,2nd,8 l,5,12-0t,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Wingmen (IRE),Mr H C Swan,5,G Elliott,1st,N/A,5,12-0,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Rodney (IRE),Mr Paddy Hanlon,7,J J Hanlon,6th,37 l,4,12-0p1,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Dream Shaper (IRE),Miss A B O'Connor,3,I Madden,5th,1 1/4 l,4,12-0,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Cullagh West (IRE),Mr R W Barron,5,S Fahey,4th,39 l,5,11-7,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Iris Emery (FR),Mr P W Mullins,0,W P Mullins,3rd,1 3/4 l,5,11-7,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Typhoon Flyer (IRE),Mr J W Hendrick,7,Yvonne Latta,2nd,8 l,5,12-0t,-,True,95,6
Naas Racing Results | 14th December 2023 15:30,N/A,15:30,Soft,2m,Wingmen (IRE),Mr H C Swan,5,G Elliott,1st,N/A,5,12-0,-,True,95,6
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,6th,3/4 l,2,9-0,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Elliott (IRE),S Foley,0,M G Quinn,5th,7 l,2,9-10,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Scorchio (IRE),J J G Ryan,5,J Davison,4th,3/4 l,2,9-5p,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Moral Turpitude (IRE),O McSweeney,5,Daniel Murphy,3rd,1 1/4 l,2,9-5tp,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Tarsus (IRE),C Horgan,7,A Slattery,2nd,1/2 l,2,9-10t,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Francis Meynell (IRE),C T Keane,0,M O'Callaghan,1st,N/A,2,9-10,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,6th,3/4 l,2,9-0,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Elliott (IRE),S Foley,0,M G Quinn,5th,7 l,2,9-10,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Scorchio (IRE),J J G Ryan,5,J Davison,4th,3/4 l,2,9-5p,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Moral Turpitude (IRE),O McSweeney,5,Daniel Murphy,3rd,1 1/4 l,2,9-5tp,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Tarsus (IRE),C Horgan,7,A Slattery,2nd,1/2 l,2,9-10t,-,True,95,7
Dundalk Racing Results | 15th December 2023 16:45,N/A,16:45,Standard,5f,Francis Meynell (IRE),C T Keane,0,M O'Callaghan,1st,N/A,2,9-10,-,True,95,7
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Abbey Actress (IRE),J M Sheridan,0,John O'Donoghue,14th,12 l,2,8-11h1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Get Your Groove On (IRE),R P Cleary,0,Peter Maher,13th,6 1/2 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Melody Bells (IRE),D E Sheehy,3,D Dias,12th,8 1/2 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Labhaoise (IRE),J A Heffernan,0,N Lupini,11th,3 1/2 l,2,8-13,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Miss Antino (IRE),C Horgan,7,A Slattery,10th,1/2 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Waystar (IRE),Siobhan Rutledge,3,J C McConnell,9th,2 3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Soaring Free (IRE),N G McCullagh,0,M Halford & T Collins,8th,1 3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Ragtime Milly (IRE),S Foley,0,Yvonne Latta,7th,1 1/2 l,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Pepper Noir (IRE),C D Hayes,0,G P Cromwell,6th,3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Buckhead Betty (IRE),N M Crosse,0,J P O'Brien,5th,1 l,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Sweet Delta Dawn (USA),D P McDonogh,0,J P O'Brien,4th,1/2 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Step It Out (IRE),L F Roche,0,M O'Callaghan,3rd,1 1/4 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Go Girl Go (IRE),J A Powell,3,A Murray,2nd,1 3/4 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Clarita (IRE),R Whearty,5,G P Cromwell,1st,N/A,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Abbey Actress (IRE),J M Sheridan,0,John O'Donoghue,14th,12 l,2,8-11h1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Get Your Groove On (IRE),R P Cleary,0,Peter Maher,13th,6 1/2 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Melody Bells (IRE),D E Sheehy,3,D Dias,12th,8 1/2 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Labhaoise (IRE),J A Heffernan,0,N Lupini,11th,3 1/2 l,2,8-13,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Miss Antino (IRE),C Horgan,7,A Slattery,10th,1/2 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Waystar (IRE),Siobhan Rutledge,3,J C McConnell,9th,2 3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Soaring Free (IRE),N G McCullagh,0,M Halford & T Collins,8th,1 3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Ragtime Milly (IRE),S Foley,0,Yvonne Latta,7th,1 1/2 l,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Pepper Noir (IRE),C D Hayes,0,G P Cromwell,6th,3/4 l,2,8-9,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Buckhead Betty (IRE),N M Crosse,0,J P O'Brien,5th,1 l,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Sweet Delta Dawn (USA),D P McDonogh,0,J P O'Brien,4th,1/2 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Step It Out (IRE),L F Roche,0,M O'Callaghan,3rd,1 1/4 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Go Girl Go (IRE),J A Powell,3,A Murray,2nd,1 3/4 l,2,8-11,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:15,N/A,17:15,Standard,7f,Clarita (IRE),R Whearty,5,G P Cromwell,1st,N/A,2,9-1,-,True,95,8
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Irredentist (IRE),L F Roche,0,P J F Murphy,14th,14 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Becausedellasaidso (IRE),J M Sheridan,0,P W Flynn,13th,3 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Pretty Brown Eyes (IRE),J Kearney,5,L Comer,12th,2 3/4 l,3,9-3t,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Dawn Rider (IRE),D P McDonogh,0,J P O'Brien,11th,Neck,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Second Girl (IRE),N M Crosse,0,L Comer,10th,Short Head,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Mooretown Lad (IRE),C T Keane,0,M O'Callaghan,9th,Head,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Yamalia Star (IRE),L T McAteer,0,J Davison,8th,Short Head,3,9-3p,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Nation At War (IRE),S T McCullagh,3,L Comer,7th,2 1/4 l,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Pro Bono Alexander (IRE),J A Heffernan,0,W P Browne,6th,1/2 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Easy Way (IRE),O McSweeney,5,L Comer,5th,1 1/2 l,3,9-8t,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Nituna (IRE),R C Colgan,0,S Lavery,4th,Nose,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,State Actor (IRE),D W O'Connor,0,W T Farrell,3rd,1 1/2 l,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Oriental Dancer,R P Whelan,0,M Halford & T Collins,2nd,3 1/2 l,3,9-3h1,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Swan Band,C D Hayes,0,E Lynam,1st,N/A,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Irredentist (IRE),L F Roche,0,P J F Murphy,14th,14 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Becausedellasaidso (IRE),J M Sheridan,0,P W Flynn,13th,3 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Pretty Brown Eyes (IRE),J Kearney,5,L Comer,12th,2 3/4 l,3,9-3t,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Dawn Rider (IRE),D P McDonogh,0,J P O'Brien,11th,Neck,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Second Girl (IRE),N M Crosse,0,L Comer,10th,Short Head,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Mooretown Lad (IRE),C T Keane,0,M O'Callaghan,9th,Head,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Yamalia Star (IRE),L T McAteer,0,J Davison,8th,Short Head,3,9-3p,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Nation At War (IRE),S T McCullagh,3,L Comer,7th,2 1/4 l,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Pro Bono Alexander (IRE),J A Heffernan,0,W P Browne,6th,1/2 l,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Easy Way (IRE),O McSweeney,5,L Comer,5th,1 1/2 l,3,9-8t,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Nituna (IRE),R C Colgan,0,S Lavery,4th,Nose,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,State Actor (IRE),D W O'Connor,0,W T Farrell,3rd,1 1/2 l,3,9-8,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Oriental Dancer,R P Whelan,0,M Halford & T Collins,2nd,3 1/2 l,3,9-3h1,-,True,95,9
Dundalk Racing Results | 15th December 2023 17:45,N/A,17:45,Standard,1m,Swan Band,C D Hayes,0,E Lynam,1st,N/A,3,9-3,-,True,95,9
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Mister X (IRE),C D Fahy,7,J C McConnell,14th,54 l,3,9-11,61,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Bronze River,K G Kennedy,7,J C McConnell,13th,Short Head,6,8-12t,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Zero Fighter (IRE),Kyle Faulkner,7,E D Delany,12th,Neck,3,8-12p,48,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Capernoity (IRE),C Horgan,4,J F Levins,11th,1 1/2 l,3,8-11,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,International Lady (IRE),R M Mulligan,7,Kevin Smith,10th,1 1/4 l,5,9-13,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Fahari (IRE),Adam Caffrey,0,A McGuinness,9th,Neck,3,9-8v1,58,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Flag High (IRE),S P Bird,7,J C McConnell,8th,1 l,4,8-12ht1,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Roman Palace (IRE),O McSweeney,0,L Comer,7th,1 l,4,9-0,49,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Feature This (IRE),R Whearty,0,P W Flynn,6th,1/2 l,4,10-0tp,63,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Master Garvey (IRE),H J Horgan,2,Joseph Murray,5th,1/2 l,3,9-2t,52,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Jalo (IRE),J J G Ryan,0,G A Kingston,4th,1 1/4 l,3,9-12tb1,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Play It Again Zaam (IRE),S D Bowen,0,Conor Maxwell,3rd,1/2 l,3,9-4p,54,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Monzoon,J Kearney,0,H D McGuigan,2nd,1 3/4 l,6,10-2,65,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Run The Jewels (IRE),C M Hogan,7,M McCullagh,1st,N/A,6,9-13,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Mister X (IRE),C D Fahy,7,J C McConnell,14th,54 l,3,9-11,61,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Bronze River,K G Kennedy,7,J C McConnell,13th,Short Head,6,8-12t,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Zero Fighter (IRE),Kyle Faulkner,7,E D Delany,12th,Neck,3,8-12p,48,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Capernoity (IRE),C Horgan,4,J F Levins,11th,1 1/2 l,3,8-11,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,International Lady (IRE),R M Mulligan,7,Kevin Smith,10th,1 1/4 l,5,9-13,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Fahari (IRE),Adam Caffrey,0,A McGuinness,9th,Neck,3,9-8v1,58,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Flag High (IRE),S P Bird,7,J C McConnell,8th,1 l,4,8-12ht1,47,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Roman Palace (IRE),O McSweeney,0,L Comer,7th,1 l,4,9-0,49,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Feature This (IRE),R Whearty,0,P W Flynn,6th,1/2 l,4,10-0tp,63,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Master Garvey (IRE),H J Horgan,2,Joseph Murray,5th,1/2 l,3,9-2t,52,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Jalo (IRE),J J G Ryan,0,G A Kingston,4th,1 1/4 l,3,9-12tb1,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Play It Again Zaam (IRE),S D Bowen,0,Conor Maxwell,3rd,1/2 l,3,9-4p,54,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Monzoon,J Kearney,0,H D McGuigan,2nd,1 3/4 l,6,10-2,65,True,95,10
Dundalk Racing Results | 15th December 2023 18:15,N/A,18:15,Standard,1m,Run The Jewels (IRE),C M Hogan,7,M McCullagh,1st,N/A,6,9-13,62,True,95,10
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Chummie (IRE),Sorcha Woods,7,T M Walsh,NR,N/A,5,9-2,51,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Chimeric (IRE),P A Harnett,0,J F Levins,14th,9 1/2 l,6,10-0p,63,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Jazz Dreamers (IRE),O McSweeney,0,S Fahey,13th,1/2 l,5,9-8,57,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Coviglia (IRE),J Coen,0,H D McGuigan,12th,1 l,9,10-0,63,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Phoenix Open (USA),C Horgan,4,S M Duffy,11th,1 1/4 l,7,8-12tp,47,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Kiwi Kiss (FR),C Stone-Walsh,0,G P Cromwell,10th,1 1/4 l,7,9-10,59,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Summer Snow (IRE),C M Hogan,7,R O'Sullivan,9th,Head,3,9-4p1,54,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Indiana Grey (IRE),J Kearney,0,P Martin,8th,3/4 l,7,9-13tb,62,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Arthur's Victory (IRE),J J G Ryan,0,J Nash,7th,Neck,5,10-1,64,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Kudbegood (IRE),S D Bowen,0,P J F Murphy,6th,Head,8,9-0p,49,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Cousin Shay,H J Horgan,2,J C McConnell,5th,Neck,4,9-1,50,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,4th,3/4 l,8,9-9ht,58,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Ten To Ten (IRE),J Cleary,4,L Comer,3rd,3/4 l,5,8-12p,47,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Nibras Rainbow (IRE),R Whearty,0,P W Flynn,2nd,1/2 l,3,9-10p,60,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,1st,N/A,6,10-0v,63,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Chummie (IRE),Sorcha Woods,7,T M Walsh,NR,N/A,5,9-2,51,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Chimeric (IRE),P A Harnett,0,J F Levins,14th,9 1/2 l,6,10-0p,63,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Jazz Dreamers (IRE),O McSweeney,0,S Fahey,13th,1/2 l,5,9-8,57,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Coviglia (IRE),J Coen,0,H D McGuigan,12th,1 l,9,10-0,63,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Phoenix Open (USA),C Horgan,4,S M Duffy,11th,1 1/4 l,7,8-12tp,47,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Kiwi Kiss (FR),C Stone-Walsh,0,G P Cromwell,10th,1 1/4 l,7,9-10,59,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Summer Snow (IRE),C M Hogan,7,R O'Sullivan,9th,Head,3,9-4p1,54,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Indiana Grey (IRE),J Kearney,0,P Martin,8th,3/4 l,7,9-13tb,62,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Arthur's Victory (IRE),J J G Ryan,0,J Nash,7th,Neck,5,10-1,64,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Kudbegood (IRE),S D Bowen,0,P J F Murphy,6th,Head,8,9-0p,49,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Cousin Shay,H J Horgan,2,J C McConnell,5th,Neck,4,9-1,50,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,4th,3/4 l,8,9-9ht,58,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Ten To Ten (IRE),J Cleary,4,L Comer,3rd,3/4 l,5,8-12p,47,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Nibras Rainbow (IRE),R Whearty,0,P W Flynn,2nd,1/2 l,3,9-10p,60,True,95,11
Dundalk Racing Results | 15th December 2023 18:45,N/A,18:45,Standard,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,1st,N/A,6,10-0v,63,True,95,11
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Marsa (IRE),C D Hayes,0,E Lynam,NR,N/A,4,9-1,77,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Charming Lady (IRE),R Whearty,5,T G McCourt,13th,1 3/4 l,3,9-0,76,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Prisoner's Dilemma,D W O'Connor,0,J F Levins,12th,1/2 l,7,9-10tp,86,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Rough Diamond (IRE),Sorcha Woods,7,E Lynam,11th,1 l,6,9-10,86,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Ostraka (IRE),R P Whelan,0,M Halford & T Collins,10th,Head,3,9-2b,78,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Final Voyage (IRE),S B Kelly,0,J P Murtagh,9th,1 3/4 l,5,10-2,92,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Gobi Star (IRE),J Kearney,5,P Martin,8th,Short Head,5,9-1tb,77,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Collective Power (IRE),C T Keane,0,E Lynam,7th,1/2 l,5,9-6,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Volatile Analyst (USA),Adam Caffrey,5,A McGuinness,6th,Head,6,9-6,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Inishmot Prince (IRE),J J G Ryan,5,T G McCourt,5th,Head,5,9-6v,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Jered Maddox,L T McAteer,0,D Marnane,4th,1/2 l,7,9-1,77,True,95,12
