track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Eva Said No (IRE),C. Halpin,7,T. Gibney,6th,1/2 l,6,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Bonne Derreen (IRE),Patrick O'Hanlon,5,Mark John Scallan,5th,38 l,5,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,The Folkes Tiara (IRE),C. Brassil,5,Henry de Bromhead,4th,15 l,6,11-4t,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Good Girl Robin (IRE),A. P. Kelly,0,Miss D. M. O'Shea,3rd,25 l,5,10-11t,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Mangan Sue (IRE),Peter Carberry,0,Anthony John Black,2nd,5 l,6,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Don't Tell Allen (IRE),I. J. Power,0,John Queally,1st,N/A,7,11-4,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Perceval Legallois (FR),S. D. Torrens,0,Gavin Patrick Cromwell,UR,N/A,5,11-12,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Gaye Niniski (IRE),D. Robinson,0,R. P. Rath,PU,N/A,7,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Vibrance,D. J. McInerney,0,Joseph Patrick O'Brien,PU,N/A,6,11-5,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,As You Do (IRE),Derek Thomas McGrath,7,David Richard Barry,PU,N/A,7,11-4,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Qatar Spirit (FR),C. M. Quirke,7,Timothy Cleary,8th,79 l,8,11-12,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Croi Corcra (IRE),C. P. McNamara,0,Colin Bowe,7th,49 l,5,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Eva Said No (IRE),C. Halpin,7,T. Gibney,6th,1/2 l,6,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Bonne Derreen (IRE),Patrick O'Hanlon,5,Mark John Scallan,5th,38 l,5,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,The Folkes Tiara (IRE),C. Brassil,5,Henry de Bromhead,4th,15 l,6,11-4t,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Good Girl Robin (IRE),A. P. Kelly,0,Miss D. M. O'Shea,3rd,25 l,5,10-11t,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Mangan Sue (IRE),Peter Carberry,0,Anthony John Black,2nd,5 l,6,10-11,-,True,2,24
Wexford Racing Results | 8th June 2022 15:10,N/A,15:10,Yielding (Good In Places),3m 110y,Don't Tell Allen (IRE),I. J. Power,0,John Queally,1st,N/A,7,11-4,-,True,2,24
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Mooney Boy (IRE),C. M. Quirke,7,P. J. Rothwell,PU,N/A,5,10-12p1,86,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Lesssaidthebetter,S. D. Torrens,0,P. J. Rothwell,10th,3 3/4 l,8,10-10,84,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Balgowlah (IRE),C. P. McNamara,0,Colin A. McBratney,9th,8 1/2 l,7,10-6p,80,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Hastobedone (IRE),Mr C. Smithers,7,P. J. Rothwell,8th,13 l,6,10-12,86,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Yulong Voice,Kieran Callaghan,7,Shane Nolan,7th,2 1/2 l,5,11-10t,98,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Iridescent (USA),M. P. Fogarty,0,Jonathan Fogarty,6th,2 1/2 l,8,11-10,98,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Raven Queen (IRE),A. P. Kelly,7,Daniel G. Murphy,5th,Neck,8,10-10,84,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Roccorionach (IRE),N. T. Prendergast,7,Miss Evanna McCutcheon,4th,8 1/2 l,5,10-6,80,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Bonne Debut (IRE),Patrick O'Hanlon,5,Mark John Scallan,3rd,1/2 l,6,12-1,103,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Journey West (IRE),S. O'Callaghan,0,Colin A. McBratney,2nd,3 1/2 l,6,11-2b,90,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Bearwithmenow (IRE),G. Bourke,7,J. P. Flavin,1st,N/A,5,10-7,81,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Mooney Boy (IRE),C. M. Quirke,7,P. J. Rothwell,PU,N/A,5,10-12p1,86,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Lesssaidthebetter,S. D. Torrens,0,P. J. Rothwell,10th,3 3/4 l,8,10-10,84,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Balgowlah (IRE),C. P. McNamara,0,Colin A. McBratney,9th,8 1/2 l,7,10-6p,80,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Hastobedone (IRE),Mr C. Smithers,7,P. J. Rothwell,8th,13 l,6,10-12,86,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Yulong Voice,Kieran Callaghan,7,Shane Nolan,7th,2 1/2 l,5,11-10t,98,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Iridescent (USA),M. P. Fogarty,0,Jonathan Fogarty,6th,2 1/2 l,8,11-10,98,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Raven Queen (IRE),A. P. Kelly,7,Daniel G. Murphy,5th,Neck,8,10-10,84,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Roccorionach (IRE),N. T. Prendergast,7,Miss Evanna McCutcheon,4th,8 1/2 l,5,10-6,80,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Bonne Debut (IRE),Patrick O'Hanlon,5,Mark John Scallan,3rd,1/2 l,6,12-1,103,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Journey West (IRE),S. O'Callaghan,0,Colin A. McBratney,2nd,3 1/2 l,6,11-2b,90,True,2,25
Wexford Racing Results | 8th June 2022 15:45,N/A,15:45,Yielding (Good In Places),3m 110y,Bearwithmenow (IRE),G. Bourke,7,J. P. Flavin,1st,N/A,5,10-7,81,True,2,25
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Baptism Of Fire (IRE),C. G. O'Dwyer,7,Henry de Bromhead,5th,14 l,7,11-10p,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Il Courra (IRE),Patrick O'Hanlon,5,C. W. J. Farrell,4th,6 1/2 l,7,11-10t,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Fest Deiz (FR),I. J. Power,0,Kieran Purcell,3rd,14 l,7,11-10,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Effernock Fizz (IRE),Conor Orr,0,Miss Katy Brown,2nd,9 l,7,10-11,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Ganapathi (FR),Kieran Callaghan,7,W. P. Mullins,1st,N/A,6,11-10t,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Baptism Of Fire (IRE),C. G. O'Dwyer,7,Henry de Bromhead,5th,14 l,7,11-10p,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Il Courra (IRE),Patrick O'Hanlon,5,C. W. J. Farrell,4th,6 1/2 l,7,11-10t,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Fest Deiz (FR),I. J. Power,0,Kieran Purcell,3rd,14 l,7,11-10,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Effernock Fizz (IRE),Conor Orr,0,Miss Katy Brown,2nd,9 l,7,10-11,-,True,2,26
Wexford Racing Results | 8th June 2022 16:20,N/A,16:20,Yielding (Good In Places),2m 4f,Ganapathi (FR),Kieran Callaghan,7,W. P. Mullins,1st,N/A,6,11-10t,-,True,2,26
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Neptunus Equester (IRE),Patrick O'Hanlon,2,P. J. Rothwell,UR,N/A,7,11-0,81,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Capture the Drama (IRE),S. O'Callaghan,4,Aengus King,PU,N/A,14,10-0p,67,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Presenting Cody (IRE),Kieran Callaghan,4,Mark McNiff,F,N/A,7,12-0,95,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Greenway Machine (IRE),Mr C. Smithers,4,Ms Helen P. Markham,10th,1 l,10,11-1,82,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Crimson Chief (IRE),Derek Thomas McGrath,4,J. Morrison,9th,3/4 l,10,11-7,88,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,I Don't Get It (IRE),Gearoid Patrick Brouder,2,Neill McCluskey,8th,14 l,8,11-2,83,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Garrai Phaidin (IRE),Jack Foley,0,Shane Kieran Ryder,7th,2 l,13,10-10t,77,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Steelers Appeal (IRE),N. T. Prendergast,4,Miss Evanna McCutcheon,6th,Head,9,11-12,93,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Go Battle (IRE),S. A. Mulcahy,4,Philip Michael Byrne,5th,10 l,8,10-13,80,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Dalileo (IRE),Shane Fenelon,4,John Joseph Hanlon,4th,3 3/4 l,7,11-12p,93,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Trans Wood (IRE),Philip Donovan,2,Gordon Michael Doyle,3rd,7 l,10,10-12,79,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Meehall (IRE),M. M. McDonagh,0,Eric McNamara,2nd,3 1/2 l,6,11-3h,84,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Where's Bunny (IRE),R. J. Condon,4,N. Dooly,1st,N/A,7,11-13,94,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Neptunus Equester (IRE),Patrick O'Hanlon,2,P. J. Rothwell,UR,N/A,7,11-0,81,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Capture the Drama (IRE),S. O'Callaghan,4,Aengus King,PU,N/A,14,10-0p,67,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Presenting Cody (IRE),Kieran Callaghan,4,Mark McNiff,F,N/A,7,12-0,95,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Greenway Machine (IRE),Mr C. Smithers,4,Ms Helen P. Markham,10th,1 l,10,11-1,82,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Crimson Chief (IRE),Derek Thomas McGrath,4,J. Morrison,9th,3/4 l,10,11-7,88,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,I Don't Get It (IRE),Gearoid Patrick Brouder,2,Neill McCluskey,8th,14 l,8,11-2,83,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Garrai Phaidin (IRE),Jack Foley,0,Shane Kieran Ryder,7th,2 l,13,10-10t,77,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Steelers Appeal (IRE),N. T. Prendergast,4,Miss Evanna McCutcheon,6th,Head,9,11-12,93,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Go Battle (IRE),S. A. Mulcahy,4,Philip Michael Byrne,5th,10 l,8,10-13,80,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Dalileo (IRE),Shane Fenelon,4,John Joseph Hanlon,4th,3 3/4 l,7,11-12p,93,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Trans Wood (IRE),Philip Donovan,2,Gordon Michael Doyle,3rd,7 l,10,10-12,79,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Meehall (IRE),M. M. McDonagh,0,Eric McNamara,2nd,3 1/2 l,6,11-3h,84,True,2,27
Wexford Racing Results | 8th June 2022 16:55,N/A,16:55,Yielding (Good In Places),2m 4f,Where's Bunny (IRE),R. J. Condon,4,N. Dooly,1st,N/A,7,11-13,94,True,2,27
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Blue Markie (IRE),D. P. Maxwell,7,Andrew McNamara,UR,N/A,8,11-8,96,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Sidetracked,J. C. Canavan,7,P. J. F. Murphy,PU,N/A,9,11-0b1,88,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Krisquin (IRE),Conor Orr,0,Shane Nolan,PU,N/A,11,10-1tb,75,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Esthers Marvel (IRE),R. J. Condon,7,David Kenneth Budds,PU,N/A,9,11-12tp,100,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Follow the Crowd (IRE),S. D. Torrens,0,Aidan Anthony Howard,F,N/A,7,11-12p,100,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Diegos Way (IRE),K. E. Buckley,5,Cian Michael Collins,8th,1 3/4 l,9,11-5,93,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Chenery (IRE),Mr R. P. Geoghegan,7,P. Kiely,7th,8 1/2 l,9,11-4p,92,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Clarabello (FR),Patrick O'Hanlon,5,Miss Elizabeth Doyle,6th,2 1/2 l,7,11-10b,98,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Zalika (IRE),C. P. McNamara,0,Paul John Gilligan,5th,1 l,7,10-9p1,83,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Three Loud Knocks (IRE),C. M. Quirke,7,Brian Mortell,4th,3 l,10,11-1,89,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,I'm Not Alone (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,3rd,7 l,8,10-12tp,86,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Steps Match (IRE),I. J. Power,0,Michael Butler,2nd,Neck,7,11-5p,93,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Secret Cargo (IRE),Mikey Hamill,0,Philip Fenton,1st,N/A,8,11-10,98,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Blue Markie (IRE),D. P. Maxwell,7,Andrew McNamara,UR,N/A,8,11-8,96,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Sidetracked,J. C. Canavan,7,P. J. F. Murphy,PU,N/A,9,11-0b1,88,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Krisquin (IRE),Conor Orr,0,Shane Nolan,PU,N/A,11,10-1tb,75,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Esthers Marvel (IRE),R. J. Condon,7,David Kenneth Budds,PU,N/A,9,11-12tp,100,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Follow the Crowd (IRE),S. D. Torrens,0,Aidan Anthony Howard,F,N/A,7,11-12p,100,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Diegos Way (IRE),K. E. Buckley,5,Cian Michael Collins,8th,1 3/4 l,9,11-5,93,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Chenery (IRE),Mr R. P. Geoghegan,7,P. Kiely,7th,8 1/2 l,9,11-4p,92,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Clarabello (FR),Patrick O'Hanlon,5,Miss Elizabeth Doyle,6th,2 1/2 l,7,11-10b,98,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Zalika (IRE),C. P. McNamara,0,Paul John Gilligan,5th,1 l,7,10-9p1,83,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Three Loud Knocks (IRE),C. M. Quirke,7,Brian Mortell,4th,3 l,10,11-1,89,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,I'm Not Alone (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,3rd,7 l,8,10-12tp,86,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Steps Match (IRE),I. J. Power,0,Michael Butler,2nd,Neck,7,11-5p,93,True,2,28
Wexford Racing Results | 8th June 2022 17:30,N/A,17:30,Yielding (Good In Places),3m 1f 70y,Secret Cargo (IRE),Mikey Hamill,0,Philip Fenton,1st,N/A,8,11-10,98,True,2,28
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Nelliestar (IRE),James J. Doyle,0,R. K. Watson,13th,11 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,All In The Hips (IRE),G. F. Carroll,0,Jack W. Davison,12th,4 3/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Okyle Lass (IRE),Seamie Heffernan,0,Rodger Sweeney,11th,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Amemri,William James Lee,0,David Marnane,10th,3 3/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Fendi,L. T. McAteer,3,James M. Barrett,9th,2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Lashes (IRE),R. P. Whelan,0,M. Halford,8th,2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Miss Yvonne (IRE),T. P. Madden,0,Mrs J. Harrington,7th,2 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Tir Tairngire (IRE),C. T. Keane,0,John Stephen O'Donoghue,6th,1/2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Finsceal Go Deo (IRE),K. J. Manning,0,J. S. Bolger,5th,3 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Excelia (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Ardad's Great,Shane Foley,0,Mrs J. Harrington,3rd,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Silmaniya (IRE),S. B. Kelly,0,John Patrick Murtagh,2nd,3 1/2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Badb (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Nelliestar (IRE),James J. Doyle,0,R. K. Watson,13th,11 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,All In The Hips (IRE),G. F. Carroll,0,Jack W. Davison,12th,4 3/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Okyle Lass (IRE),Seamie Heffernan,0,Rodger Sweeney,11th,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Amemri,William James Lee,0,David Marnane,10th,3 3/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Fendi,L. T. McAteer,3,James M. Barrett,9th,2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Lashes (IRE),R. P. Whelan,0,M. Halford,8th,2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Miss Yvonne (IRE),T. P. Madden,0,Mrs J. Harrington,7th,2 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Tir Tairngire (IRE),C. T. Keane,0,John Stephen O'Donoghue,6th,1/2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Finsceal Go Deo (IRE),K. J. Manning,0,J. S. Bolger,5th,3 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Excelia (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Ardad's Great,Shane Foley,0,Mrs J. Harrington,3rd,1 1/4 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Silmaniya (IRE),S. B. Kelly,0,John Patrick Murtagh,2nd,3 1/2 l,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:05,N/A,17:05,Good,6f,Badb (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-2,-,True,2,29
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Misty at Sea (IRE),J. A. Powell,7,R. R. Roberts,13th,1/2 l,6,10-1,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Vento Del Pozzo (IRE),S. McCullagh,5,W. M. Roper,12th,1 3/4 l,4,9-10,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Ballybeg Boy (IRE),D. W. O'Connor,0,John McConnell,11th,4 1/4 l,3,9-8,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Jedi Power (IRE),Sorcha Woods,7,Edward Lynam,10th,1/2 l,3,9-3tv1,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Vivaia (IRE),C. D. Hayes,0,D. K. Weld,9th,Neck,3,9-3b1,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Gobi Star (IRE),S. M. Crosse,0,Edward Lynam,8th,Short Head,4,10-1,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Ali Babes (IRE),G. M. Ryan,0,P. J. Hassett,7th,1 1/4 l,3,9-3,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Jupiter Express (IRE),J. M. Sheridan,3,K. J. Condon,6th,Head,3,9-8,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Lucky Queen (IRE),L. T. McAteer,3,P. J. F. Murphy,5th,Neck,3,9-3,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Baby Rosabella (IRE),C. T. Keane,0,Jack W. Davison,4th,3/4 l,3,9-3,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,Un Bacio Ancora (IRE),Declan McDonogh,0,Eddie & Patrick Harty,3rd,1/2 l,3,9-3,-,True,2,30
Cork Racing Results | 8th June 2022 17:40,N/A,17:40,Good,5f,De Velara (FR),W. M. Lordan,0,W. P. Browne,2nd,1 1/4 l,3,9-8,-,True,2,30
