track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Prospect House (IRE),Kieran Callaghan,4,Jamie Albert Sloan,PU,N/A,4,11-7,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Autumn Philtre (IRE),A. P. Kelly,4,Charles P. Keegan,PU,N/A,6,11-12p1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Aill Dubh (IRE),Philip Donovan,2,Michael Flannery,PU,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Areyougoinforone (IRE),L. C. Kavanagh,4,Ray Hackett,PU,N/A,6,11-12h1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Itso Vango (IRE),J. P. O'Sullivan,0,Miss Elizabeth Doyle,PU,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Wee Terry (IRE),Miss A. M. King,4,Mark McNiff,11th,97 l,4,11-7,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Didnt Ask (IRE),Jack G. Gilligan,4,Paul John Gilligan,10th,8 l,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Talkingthetalk (IRE),S. Fitzgerald,0,Leonard Whitmore,9th,13 l,5,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Highlander Casseul (FR),B. P. Kennedy,4,J. G. Coogan,8th,8 l,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,The Grey Monty (FR),K. E. Buckley,2,John McConnell,7th,5 1/2 l,5,11-5t1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Latest Model (IRE),Shane Fenelon,4,John Joseph Hanlon,6th,Nose,5,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Kilmurry Jj (IRE),A. M. McCurtin,0,Michael Barry,5th,2 1/4 l,5,11-12t,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Butty O Brien (IRE),E. Walsh,0,Patrick Magee,4th,11 l,6,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Call Her Now (IRE),S. O'Callaghan,4,Mrs Lorna Fowler,3rd,15 l,5,11-5h1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Scenic Look (IRE),D. P. Maxwell,4,Adrian Murray,2nd,11 l,4,11-0,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,The Gradual Slope (IRE),M. M. McDonagh,4,Sean O. O'Brien,1st,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Prospect House (IRE),Kieran Callaghan,4,Jamie Albert Sloan,PU,N/A,4,11-7,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Autumn Philtre (IRE),A. P. Kelly,4,Charles P. Keegan,PU,N/A,6,11-12p1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Aill Dubh (IRE),Philip Donovan,2,Michael Flannery,PU,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Areyougoinforone (IRE),L. C. Kavanagh,4,Ray Hackett,PU,N/A,6,11-12h1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Itso Vango (IRE),J. P. O'Sullivan,0,Miss Elizabeth Doyle,PU,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Wee Terry (IRE),Miss A. M. King,4,Mark McNiff,11th,97 l,4,11-7,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Didnt Ask (IRE),Jack G. Gilligan,4,Paul John Gilligan,10th,8 l,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Talkingthetalk (IRE),S. Fitzgerald,0,Leonard Whitmore,9th,13 l,5,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Highlander Casseul (FR),B. P. Kennedy,4,J. G. Coogan,8th,8 l,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,The Grey Monty (FR),K. E. Buckley,2,John McConnell,7th,5 1/2 l,5,11-5t1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Latest Model (IRE),Shane Fenelon,4,John Joseph Hanlon,6th,Nose,5,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Kilmurry Jj (IRE),A. M. McCurtin,0,Michael Barry,5th,2 1/4 l,5,11-12t,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Butty O Brien (IRE),E. Walsh,0,Patrick Magee,4th,11 l,6,11-5,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Call Her Now (IRE),S. O'Callaghan,4,Mrs Lorna Fowler,3rd,15 l,5,11-5h1,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,Scenic Look (IRE),D. P. Maxwell,4,Adrian Murray,2nd,11 l,4,11-0,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:10,N/A,14:10,Good To Yielding,2m 2f 59y,The Gradual Slope (IRE),M. M. McDonagh,4,Sean O. O'Brien,1st,N/A,5,11-12,-,True,2,1
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Fairland (IRE),C. M. Quirke,7,Michael J. Bowe,6th,40 l,5,10-10,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Highland Sting (IRE),Donagh Meyler,0,John Patrick Ryan,5th,8 l,6,11-3,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Chiricahua (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,1 l,5,11-10tp,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Level Neverending (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,4 1/2 l,5,11-10p,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Rockanrye (IRE),M. M. McDonagh,0,Sean O. O'Brien,2nd,1/2 l,6,11-3,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,He Fitz In (IRE),D. E. Mullins,0,D. E. Fitzgerald,1st,N/A,6,11-3p,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Fairland (IRE),C. M. Quirke,7,Michael J. Bowe,6th,40 l,5,10-10,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Highland Sting (IRE),Donagh Meyler,0,John Patrick Ryan,5th,8 l,6,11-3,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Chiricahua (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,1 l,5,11-10tp,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Level Neverending (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,4 1/2 l,5,11-10p,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,Rockanrye (IRE),M. M. McDonagh,0,Sean O. O'Brien,2nd,1/2 l,6,11-3,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 14:45,N/A,14:45,Good To Yielding,3m 95y,He Fitz In (IRE),D. E. Mullins,0,D. E. Fitzgerald,1st,N/A,6,11-3p,-,True,2,2
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Silverstrand (IRE),S. D. Torrens,0,John McConnell,PU,N/A,6,11-10t,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Major Jim (IRE),L. P. Dempsey,0,Shane Nolan,PU,N/A,9,11-2,80,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Toor Hawk (IRE),I. J. Power,0,Ms M. Flynn,F,N/A,8,11-10,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Rudy Catrail (IRE),Shane Fenelon,7,E. Sheehy,13th,4 1/2 l,11,11-12,90,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,I Don't Get It (IRE),Gearoid Patrick Brouder,5,Neill McCluskey,12th,21 l,8,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Duffys Hodey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,6 1/2 l,5,11-8,86,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Porky Rush (IRE),Mr J. P. Kirwan,7,Ms M. Flynn,10th,1 1/2 l,7,11-7,85,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Chitchat Sally (IRE),S. F. O'Keeffe,0,Conor O'Keeffe,9th,1 1/2 l,6,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Homard De Chausey (FR),Richard Deegan,0,Paul Nolan,8th,16 l,5,11-11,89,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Chief Seattle (IRE),J. P. Shinnick,7,John Patrick Ryan,7th,3/4 l,7,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Back The West (IRE),D. E. Mullins,0,I. Madden,6th,3 3/4 l,7,11-7t,85,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Dicey Rylee (IRE),Keith Donoghue,0,Mrs Gillian Callaghan,5th,10 l,6,11-9t,87,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,King's War (IRE),M. F. Mooney,0,Mrs Ann Mooney,4th,Head,13,11-2t,80,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Whatsstoppingyou (IRE),B. J. Cooper,0,Ray Hackett,3rd,Neck,6,11-9,87,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Rosy Story (IRE),R. A. Doyle,0,P. Tobin,2nd,3/4 l,9,11-6tp,84,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,1st,N/A,5,11-10,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Silverstrand (IRE),S. D. Torrens,0,John McConnell,PU,N/A,6,11-10t,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Major Jim (IRE),L. P. Dempsey,0,Shane Nolan,PU,N/A,9,11-2,80,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Toor Hawk (IRE),I. J. Power,0,Ms M. Flynn,F,N/A,8,11-10,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Rudy Catrail (IRE),Shane Fenelon,7,E. Sheehy,13th,4 1/2 l,11,11-12,90,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,I Don't Get It (IRE),Gearoid Patrick Brouder,5,Neill McCluskey,12th,21 l,8,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Duffys Hodey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,6 1/2 l,5,11-8,86,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Porky Rush (IRE),Mr J. P. Kirwan,7,Ms M. Flynn,10th,1 1/2 l,7,11-7,85,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Chitchat Sally (IRE),S. F. O'Keeffe,0,Conor O'Keeffe,9th,1 1/2 l,6,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Homard De Chausey (FR),Richard Deegan,0,Paul Nolan,8th,16 l,5,11-11,89,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Chief Seattle (IRE),J. P. Shinnick,7,John Patrick Ryan,7th,3/4 l,7,11-5,83,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Back The West (IRE),D. E. Mullins,0,I. Madden,6th,3 3/4 l,7,11-7t,85,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Dicey Rylee (IRE),Keith Donoghue,0,Mrs Gillian Callaghan,5th,10 l,6,11-9t,87,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,King's War (IRE),M. F. Mooney,0,Mrs Ann Mooney,4th,Head,13,11-2t,80,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Whatsstoppingyou (IRE),B. J. Cooper,0,Ray Hackett,3rd,Neck,6,11-9,87,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Rosy Story (IRE),R. A. Doyle,0,P. Tobin,2nd,3/4 l,9,11-6tp,84,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:20,N/A,15:20,Good To Yielding,3m 95y,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,1st,N/A,5,11-10,88,True,2,3
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Millyinthemiddle (IRE),Donagh Meyler,0,Emmet Mullins,PU,N/A,7,11-11,99,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Always Enchanting,Fergus Gillard,3,E. J. O'Grady,13th,6 1/2 l,5,11-7,95,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Profound (IRE),Derek Thomas McGrath,7,J. Morrison,12th,1 l,7,11-6,94,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Tim Rocco (GER),Jordan Colin Gainford,0,Peter Fahey,11th,Head,10,10-13,87,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Jakie Mac (IRE),D. E. Mullins,0,Damian Murphy,10th,1 l,6,11-121,100,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Helios Smart (FR),Sean Flanagan,0,Barry Connell,9th,3/4 l,5,11-7,95,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,For the Cause (IRE),S. D. Torrens,0,John McConnell,8th,Neck,7,11-5t1,93,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Longhouse Force (IRE),D. J. O'Keeffe,0,Brian M. McMahon,7th,3 3/4 l,5,11-5,93,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Berliet Express (IRE),J. P. O'Sullivan,5,P. J. Rothwell,6th,1 1/2 l,6,11-0t,88,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Dixon Line,S. O'Callaghan,7,Adrian Sexton,5th,Head,4,11-7,100,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Tullypole Annie (IRE),J. W. Kennedy,0,Peter John Flood,4th,3 1/2 l,4,11-4,97,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Makfils (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,5,11-9t,97,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Run Like Fada (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,2nd,8 l,5,11-11,99,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Darkened (IRE),J. J. Slevin,0,Denis Hogan,1st,N/A,6,11-13tb,101,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Millyinthemiddle (IRE),Donagh Meyler,0,Emmet Mullins,PU,N/A,7,11-11,99,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Always Enchanting,Fergus Gillard,3,E. J. O'Grady,13th,6 1/2 l,5,11-7,95,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Profound (IRE),Derek Thomas McGrath,7,J. Morrison,12th,1 l,7,11-6,94,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Tim Rocco (GER),Jordan Colin Gainford,0,Peter Fahey,11th,Head,10,10-13,87,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Jakie Mac (IRE),D. E. Mullins,0,Damian Murphy,10th,1 l,6,11-121,100,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Helios Smart (FR),Sean Flanagan,0,Barry Connell,9th,3/4 l,5,11-7,95,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,For the Cause (IRE),S. D. Torrens,0,John McConnell,8th,Neck,7,11-5t1,93,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Longhouse Force (IRE),D. J. O'Keeffe,0,Brian M. McMahon,7th,3 3/4 l,5,11-5,93,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Berliet Express (IRE),J. P. O'Sullivan,5,P. J. Rothwell,6th,1 1/2 l,6,11-0t,88,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Dixon Line,S. O'Callaghan,7,Adrian Sexton,5th,Head,4,11-7,100,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Tullypole Annie (IRE),J. W. Kennedy,0,Peter John Flood,4th,3 1/2 l,4,11-4,97,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Makfils (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,5,11-9t,97,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Run Like Fada (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,2nd,8 l,5,11-11,99,True,2,4
Kilbeggan Racing Results | 5th June 2022 15:55,N/A,15:55,Good To Yielding,2m,Darkened (IRE),J. J. Slevin,0,Denis Hogan,1st,N/A,6,11-13tb,101,True,2,4
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Watch House Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,PU,N/A,5,11-12t,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Act of God,Phillip Enright,0,E. J. O'Grady,F,N/A,7,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Evies Vladimir (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,BD,N/A,5,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Hammersmith (IRE),Jack Foley,0,James A. Nash,3rd,3 3/4 l,6,11-12tp,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Custers Mistake (IRE),I. J. Power,0,Mark McNiff,2nd,44 l,5,11-12t,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Call Me Lyreen (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Watch House Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,PU,N/A,5,11-12t,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Act of God,Phillip Enright,0,E. J. O'Grady,F,N/A,7,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Evies Vladimir (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,BD,N/A,5,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Hammersmith (IRE),Jack Foley,0,James A. Nash,3rd,3 3/4 l,6,11-12tp,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Custers Mistake (IRE),I. J. Power,0,Mark McNiff,2nd,44 l,5,11-12t,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:25,N/A,16:25,Good To Yielding,2m 3f 200y,Call Me Lyreen (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-12,-,True,2,5
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Presenting Bonnie (IRE),D. E. Mullins,0,John Patrick Ryan,9th,48 l,7,11-4,110,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Hoke Colburn (IRE),Phillip Enright,0,Brian M. McMahon,8th,2 l,10,11-6,112,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Filon D'oudairies (FR),M. P. Walsh,0,J. P. Broderick,7th,4 1/2 l,7,11-3,109,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Weihnachts (IRE),S. D. Torrens,0,P. J. Rothwell,6th,9 1/2 l,8,11-11tp,117,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,My Manekineko,Jack Foley,0,James A. Nash,5th,Neck,13,11-8,114,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Turbo (IRE),K. C. Sexton,0,J. R. Finn,4th,9 l,9,11-6t,112,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Presenting Point (IRE),D. J. O'Keeffe,0,Eoghan O'Grady,3rd,5 l,8,11-4b,110,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Grangeclare Native (IRE),L. P. Dempsey,0,Oliver McKiernan,2nd,5 1/2 l,7,11-0tb,106,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Jack Hackett (IRE),M. M. McDonagh,0,Ciaran Murphy,1st,N/A,8,12-0v1,120,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Presenting Bonnie (IRE),D. E. Mullins,0,John Patrick Ryan,9th,48 l,7,11-4,110,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Hoke Colburn (IRE),Phillip Enright,0,Brian M. McMahon,8th,2 l,10,11-6,112,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Filon D'oudairies (FR),M. P. Walsh,0,J. P. Broderick,7th,4 1/2 l,7,11-3,109,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Weihnachts (IRE),S. D. Torrens,0,P. J. Rothwell,6th,9 1/2 l,8,11-11tp,117,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,My Manekineko,Jack Foley,0,James A. Nash,5th,Neck,13,11-8,114,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Turbo (IRE),K. C. Sexton,0,J. R. Finn,4th,9 l,9,11-6t,112,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Presenting Point (IRE),D. J. O'Keeffe,0,Eoghan O'Grady,3rd,5 l,8,11-4b,110,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Grangeclare Native (IRE),L. P. Dempsey,0,Oliver McKiernan,2nd,5 1/2 l,7,11-0tb,106,True,2,6
Kilbeggan Racing Results | 5th June 2022 16:55,N/A,16:55,Good To Yielding,2m 3f 200y,Jack Hackett (IRE),M. M. McDonagh,0,Ciaran Murphy,1st,N/A,8,12-0v1,120,True,2,6
Kilbeggan Racing Results | 5th June 2022 17:25,N/A,17:25,Good To Yielding  Flat (Turf),2m,Fairy Tree (IRE),Mr J. Kelly Smith,7,Matthew J. Smith,9th,4 l,5,11-7,-,True,2,7
