track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Minaun View,Gary Carroll,0,H De Bromhead,5th,2 l,3,9-3t,72,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Dolly Hello (IRE),Colin Keane,0,R O'Sullivan,4th,1/2 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Treasure Rose (IRE),Ben Coen,0,J P Murtagh,3rd,Short Head,3,9-3,76,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Therewillbeglory (IRE),Andrew Slattery,0,A Slattery,2nd,1 1/4 l,3,9-3p1,75,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Tea Rose (IRE),Ronan Whelan,0,A P O'Brien,1st,N/A,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Spirit Of Indalo (IRE),Ross Coakley,0,R Brabazon,16th,12 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Mullacurry Maid (IRE),Rory Cleary,0,D Kinsella,15th,3 l,3,9-3t1,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Eyesforthefuture (IRE),Wesley Joyce,3,P M Verling,14th,4 3/4 l,3,9-3t,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Dress Dance (IRE),Robbie Colgan,0,S Lavery,13th,1 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Rest Your Mind (IRE),J M Sheridan,0,John E & Kiely,12th,Short Head,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Ready To Mingle (IRE),Billy Lee,0,W McCreery,11th,1 3/4 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Famed Again (IRE),Donagh O'Connor,0,Miss H McLoughlin,10th,1 1/4 l,3,9-3h,70,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Rocket Robyn,Wayne Hassett,3,M Hassett,9th,1/2 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Marmeladova (IRE),Jamie Powell,0,K J Condon,8th,Head,4,9-5,77,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Tina's Charm (IRE),Chris Hayes,0,D K Weld,7th,2 1/4 l,3,9-3,72,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Beautiful Affair (IRE),Dylan Browne McMonagle,0,J P O'Brien,6th,1/2 l,3,9-3p,71,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Minaun View,Gary Carroll,0,H De Bromhead,5th,2 l,3,9-3t,72,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Dolly Hello (IRE),Colin Keane,0,R O'Sullivan,4th,1/2 l,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Treasure Rose (IRE),Ben Coen,0,J P Murtagh,3rd,Short Head,3,9-3,76,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Therewillbeglory (IRE),Andrew Slattery,0,A Slattery,2nd,1 1/4 l,3,9-3p1,75,True,23,20
Naas Racing Results | 11th October 2025 17:00,2025-10-11,17:00,Yielding,7f,Tea Rose (IRE),Ronan Whelan,0,A P O'Brien,1st,N/A,3,9-3,-,True,23,20
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Midnight Strike (IRE),Dylan Browne McMonagle,0,J P O'Brien,13th,Neck,3,9-9,92,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Musical Act (IRE),Billy Lee,0,Ciaran Murphy,12th,3 3/4 l,4,10-0,95,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Facethepuckout (IRE),Leigh Roche,0,M O'Callaghan,11th,2 l,9,8-8,75,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Brewing,Robbie Colgan,0,Kevin Coleman,10th,5 l,6,9-9,90,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Rowdy Yeats (IRE),Colin Keane,0,N Meade,9th,6 1/2 l,3,9-6,89,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,I Am Superman (IRE),Jamie Powell,0,M O'Callaghan,8th,1 3/4 l,9,9-3t,84,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,On A Session (USA),Nicola Burns,7,K P Cotter,7th,1 1/4 l,9,9-1,82,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Bishopton (IRE),Wayne Hassett,3,N Lupini,6th,1 1/4 l,3,9-1,84,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Genuine Article,Jack Kearney,3,G Keane,5th,3/4 l,5,9-11tp,92,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,San Aer (IRE),Chris Hayes,0,R O'Sullivan,4th,Neck,7,8-8t,75,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Tina's Indian (IRE),Ronan Whelan,0,M Fahey,3rd,Head,4,9-13,94,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Chicago Fireball (IRE),Ben Coen,0,J P Murtagh,2nd,1 1/2 l,4,9-9,90,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Serengeti (FR),M Crehan,3,A P O'Brien,1st,N/A,3,9-12,95,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Midnight Strike (IRE),Dylan Browne McMonagle,0,J P O'Brien,13th,Neck,3,9-9,92,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Musical Act (IRE),Billy Lee,0,Ciaran Murphy,12th,3 3/4 l,4,10-0,95,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Facethepuckout (IRE),Leigh Roche,0,M O'Callaghan,11th,2 l,9,8-8,75,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Brewing,Robbie Colgan,0,Kevin Coleman,10th,5 l,6,9-9,90,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Rowdy Yeats (IRE),Colin Keane,0,N Meade,9th,6 1/2 l,3,9-6,89,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,I Am Superman (IRE),Jamie Powell,0,M O'Callaghan,8th,1 3/4 l,9,9-3t,84,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,On A Session (USA),Nicola Burns,7,K P Cotter,7th,1 1/4 l,9,9-1,82,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Bishopton (IRE),Wayne Hassett,3,N Lupini,6th,1 1/4 l,3,9-1,84,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Genuine Article,Jack Kearney,3,G Keane,5th,3/4 l,5,9-11tp,92,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,San Aer (IRE),Chris Hayes,0,R O'Sullivan,4th,Neck,7,8-8t,75,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Tina's Indian (IRE),Ronan Whelan,0,M Fahey,3rd,Head,4,9-13,94,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Chicago Fireball (IRE),Ben Coen,0,J P Murtagh,2nd,1 1/2 l,4,9-9,90,True,23,21
Naas Racing Results | 11th October 2025 17:30,2025-10-11,17:30,Yielding,7f,Serengeti (FR),M Crehan,3,A P O'Brien,1st,N/A,3,9-12,95,True,23,21
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Hardy Stuff (USA),Jack Kennedy,0,G Elliott,PU,N/A,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Kenny's Jewel (IRE),S Cleary-Farrell,7,Ms M Mullins,PU,N/A,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ribadora (IRE),Darragh O'Keeffe,0,E McCarthy,13th,6 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,It's Bobsled Time,Kevin Sexton,0,Richard Morrissey,12th,3 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ocean Murphy,Tiernan Power Roche,5,P J Rothwell,11th,7 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Powerful Rosie (GER),R Deegan,0,Liz Doyle,10th,2 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Miners Cabin (IRE),Phillip Enright,0,Kevin Coleman,9th,8 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Wee Fallon (IRE),James Smith,5,J C McConnell,8th,5 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Tipu Sultan (IRE),Mr H C Swan,0,D Hogan,7th,8 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Infinity Succes (FR),Michael Kenneally,7,D Queally,6th,1 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Rare Times (IRE),Danny Mullins,0,Ms M Mullins,5th,4 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Out Of Aces (IRE),J J Slevin,0,J P O'Brien,4th,1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ronnie's Rascal (IRE),Brian Hayes,0,W P Mullins,3rd,3 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Lucy The Wire (IRE),Daniel King,0,D Hogan,2nd,5 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Quinta Do Lago (FR),Donagh Meyler,0,Mrs J Harrington,1st,N/A,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Hardy Stuff (USA),Jack Kennedy,0,G Elliott,PU,N/A,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Kenny's Jewel (IRE),S Cleary-Farrell,7,Ms M Mullins,PU,N/A,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ribadora (IRE),Darragh O'Keeffe,0,E McCarthy,13th,6 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,It's Bobsled Time,Kevin Sexton,0,Richard Morrissey,12th,3 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ocean Murphy,Tiernan Power Roche,5,P J Rothwell,11th,7 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Powerful Rosie (GER),R Deegan,0,Liz Doyle,10th,2 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Miners Cabin (IRE),Phillip Enright,0,Kevin Coleman,9th,8 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Wee Fallon (IRE),James Smith,5,J C McConnell,8th,5 1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Tipu Sultan (IRE),Mr H C Swan,0,D Hogan,7th,8 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Infinity Succes (FR),Michael Kenneally,7,D Queally,6th,1 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Rare Times (IRE),Danny Mullins,0,Ms M Mullins,5th,4 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Out Of Aces (IRE),J J Slevin,0,J P O'Brien,4th,1/2 l,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Ronnie's Rascal (IRE),Brian Hayes,0,W P Mullins,3rd,3 1/4 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Lucy The Wire (IRE),Daniel King,0,D Hogan,2nd,5 1/2 l,3,10-7,-,True,23,22
Cork Racing Results | 12th October 2025 13:10,2025-10-12,13:10,Good (Good To Yielding In Places),2m 1f 70y,Quinta Do Lago (FR),Donagh Meyler,0,Mrs J Harrington,1st,N/A,3,11-0,-,True,23,22
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Brother Hollie (IRE),Alan King,7,M M McNiff,10th,Neck,3,11-0t1,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Sporting Aclaim,G Brouder,3,D Hogan,9th,3 1/4 l,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Rua Mor (IRE),R A Doyle,0,J G Coogan,8th,4 3/4 l,3,11-0h1,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Felicity Smoak (IRE),Eoin Staples,7,P Nolan,7th,2 l,3,10-7,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Kasper Hauser,Phillip Enright,0,Kevin Coleman,6th,Neck,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,I'll Be Handy (IRE),James Smith,5,M J Smith,5th,1 1/4 l,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Crooked Path (IRE),Daniel King,0,D Hogan,4th,Head,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Bridezilla (IRE),Cian Quirke,0,A Slattery,3rd,1 3/4 l,3,10-7,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Kibris (IRE),J J Slevin,0,J P O'Brien,2nd,2 1/2 l,3,11-0t,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Wizard Of Odds (IRE),Philip Byrnes,0,W Durkan,1st,N/A,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Brother Hollie (IRE),Alan King,7,M M McNiff,10th,Neck,3,11-0t1,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Sporting Aclaim,G Brouder,3,D Hogan,9th,3 1/4 l,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Rua Mor (IRE),R A Doyle,0,J G Coogan,8th,4 3/4 l,3,11-0h1,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Felicity Smoak (IRE),Eoin Staples,7,P Nolan,7th,2 l,3,10-7,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Kasper Hauser,Phillip Enright,0,Kevin Coleman,6th,Neck,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,I'll Be Handy (IRE),James Smith,5,M J Smith,5th,1 1/4 l,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Crooked Path (IRE),Daniel King,0,D Hogan,4th,Head,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Bridezilla (IRE),Cian Quirke,0,A Slattery,3rd,1 3/4 l,3,10-7,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Kibris (IRE),J J Slevin,0,J P O'Brien,2nd,2 1/2 l,3,11-0t,-,True,23,23
Cork Racing Results | 12th October 2025 13:42,2025-10-12,13:42,Good (Good To Yielding In Places),1m 7f 110y,Wizard Of Odds (IRE),Philip Byrnes,0,W Durkan,1st,N/A,3,11-0,-,True,23,23
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Rinnaseer King (IRE),G Brouder,3,T P O'Connor,PU,N/A,6,10-6h,78,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Pachmena (IRE),James Smith,5,M J Smith,F,N/A,8,12-0ht,100,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Red Night Sky (IRE),Kevin A Murphy,7,L J Archdeacon,15th,1 l,7,10-6,78,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Buckaway Freddie (IRE),Alex Harvey,0,J C McConnell,14th,25 l,5,11-9,95,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Katzoff (IRE),M P O'Connor,0,J Morrison,13th,18 l,8,10-3,75,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Stonecarthy (IRE),Paddy Cody,7,K Purcell,12th,15 l,6,10-12,84,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Tedworth (IRE),John Shinnick,3,Michael Barry,11th,11 l,5,10-8p,80,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Tea It Is (IRE),Phillip Enright,0,D Hogan,10th,12 l,8,10-2tp,74,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Corkbeg (IRE),Mr Alan O'Sullivan,7,D H Kelly,9th,1 1/4 l,8,11-2t,88,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Bay Brook (IRE),Eoin G Kelly,7,A Murray,8th,1 l,4,11-9,96,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Gypsy Poet (IRE),Conor Stone-Walsh,0,Liz Doyle,7th,Head,4,10-4,77,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Coillte M C G (IRE),Michael Kenneally,7,Ms Debbie Hartnett,6th,5 1/2 l,5,11-11,97,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Getaway Henry (IRE),Donagh Meyler,0,Daniel O'leary,5th,Neck,8,10-11p1,83,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Mon Sheriffe,Tiernan Power Roche,5,P J Rothwell,4th,2 3/4 l,4,11-10,97,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Rhythmic Tune (IRE),Daniel King,0,M A Molloy,3rd,3 l,6,11-5,91,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Onefortheditch (IRE),Darragh O'Keeffe,0,E F Gallagher,2nd,8 1/2 l,7,11-12,98,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Jaadil (IRE),Sam Ewing,0,D E Fitzgerald,1st,N/A,4,10-10,83,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Rinnaseer King (IRE),G Brouder,3,T P O'Connor,PU,N/A,6,10-6h,78,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Pachmena (IRE),James Smith,5,M J Smith,F,N/A,8,12-0ht,100,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Red Night Sky (IRE),Kevin A Murphy,7,L J Archdeacon,15th,1 l,7,10-6,78,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Buckaway Freddie (IRE),Alex Harvey,0,J C McConnell,14th,25 l,5,11-9,95,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Katzoff (IRE),M P O'Connor,0,J Morrison,13th,18 l,8,10-3,75,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Stonecarthy (IRE),Paddy Cody,7,K Purcell,12th,15 l,6,10-12,84,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Tedworth (IRE),John Shinnick,3,Michael Barry,11th,11 l,5,10-8p,80,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Tea It Is (IRE),Phillip Enright,0,D Hogan,10th,12 l,8,10-2tp,74,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Corkbeg (IRE),Mr Alan O'Sullivan,7,D H Kelly,9th,1 1/4 l,8,11-2t,88,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Bay Brook (IRE),Eoin G Kelly,7,A Murray,8th,1 l,4,11-9,96,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Gypsy Poet (IRE),Conor Stone-Walsh,0,Liz Doyle,7th,Head,4,10-4,77,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Coillte M C G (IRE),Michael Kenneally,7,Ms Debbie Hartnett,6th,5 1/2 l,5,11-11,97,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Getaway Henry (IRE),Donagh Meyler,0,Daniel O'leary,5th,Neck,8,10-11p1,83,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Mon Sheriffe,Tiernan Power Roche,5,P J Rothwell,4th,2 3/4 l,4,11-10,97,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Rhythmic Tune (IRE),Daniel King,0,M A Molloy,3rd,3 l,6,11-5,91,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Onefortheditch (IRE),Darragh O'Keeffe,0,E F Gallagher,2nd,8 1/2 l,7,11-12,98,True,23,24
Cork Racing Results | 12th October 2025 14:17,2025-10-12,14:17,Good (Good To Yielding In Places),2m 2f 140y,Jaadil (IRE),Sam Ewing,0,D E Fitzgerald,1st,N/A,4,10-10,83,True,23,24
Cork Racing Results | 12th October 2025 14:52,2025-10-12,14:52,Good (Good To Yielding In Places),2m 4f 100y,Loyal Praetorian (IRE),Mr L M Kelleher,7,G Kelleher,PU,N/A,5,11-6,-,True,23,25
Cork Racing Results | 12th October 2025 14:52,2025-10-12,14:52,Good (Good To Yielding In Places),2m 4f 100y,Kir Royal Blou (FR),G Brouder,3,W J Burke,7th,34 l,5,11-8,72,True,23,25
Cork Racing Results | 12th October 2025 14:52,2025-10-12,14:52,Good (Good To Yielding In Places),2m 4f 100y,Itsaworkinmaniam (IRE),Phillip Enright,0,B McMahon,6th,24 l,6,11-8,-,True,23,25
Cork Racing Results | 12th October 2025 14:52,2025-10-12,14:52,Good (Good To Yielding In Places),2m 4f 100y,Total Transparency (IRE),Mr D L Queally,0,D Queally,5th,3 l,4,11-8,-,True,23,25
Cork Racing Results | 12th October 2025 14:52,2025-10-12,14:52,Good (Good To Yielding In Places),2m 4f 100y,Happy Me (IRE),Darragh O'Keeffe,0,W J Burke,4th,3 1/2 l,5,11-4,103,True,23,25
