track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Arthur's Baby (IRE),Gavin Peter Brouder,5,Mark McNiff,UR,N/A,8,12-0tp1,102,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Zagnzig (IRE),S. D. Torrens,0,Harry Smyth,UR,N/A,11,10-6,80,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Mutual Respect (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,6,12-0,102,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Rolling Revenge (IRE),Kieran Callaghan,7,Thomas Coyle,5th,14 l,13,10-2t,76,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Father Jed (IRE),B. J. Cooper,0,John Patrick Ryan,4th,1/2 l,11,11-12,100,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Magic Piper (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,4 l,8,11-4,92,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Eddies Pride (IRE),G. B. Noonan,7,Norman Lee,2nd,1/2 l,8,10-0ht,74,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Secret Cargo (IRE),Niall Moore,0,Philip Fenton,1st,N/A,8,12-0b1,102,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Arthur's Baby (IRE),Gavin Peter Brouder,5,Mark McNiff,UR,N/A,8,12-0tp1,102,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Zagnzig (IRE),S. D. Torrens,0,Harry Smyth,UR,N/A,11,10-6,80,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Mutual Respect (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,6,12-0,102,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Rolling Revenge (IRE),Kieran Callaghan,7,Thomas Coyle,5th,14 l,13,10-2t,76,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Father Jed (IRE),B. J. Cooper,0,John Patrick Ryan,4th,1/2 l,11,11-12,100,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Magic Piper (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,4 l,8,11-4,92,True,20,1
Sligo Racing Results | 14th September 2022 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 5f 47y,Eddies Pride (IRE),G. B. Noonan,7,Norman Lee,2nd,1/2 l,8,10-0ht,74,True,20,1
