track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Dawn Noir (IRE),J M Sheridan,0,N G Hynds,14th,1 l,6,9-8tb1,54,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Teddy's Dawn (IRE),Adam Caffrey,5,A McGuinness,13th,3 1/2 l,4,9-2v1,48,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,12th,4 1/4 l,4,9-1p,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Lynskey (IRE),S Foley,0,Joseph Murray,11th,Neck,4,9-1b1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Spring Collection,L F Roche,0,D H Kelly,10th,3/4 l,4,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Boomerang Bill (IRE),J Cleary,7,A A Howard,9th,2 1/4 l,5,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Un Bacio Ancora (IRE),G M Ryan,0,P J F Murphy,8th,3/4 l,5,9-9t,55,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Inverbrena (IRE),R M Mulligan,10,D Harvey,7th,Neck,6,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Angel Of The Sea (IRE),N M Crosse,0,L Comer,6th,1/2 l,4,9-3,49,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Sunset Nova (IRE),D P McDonogh,0,A Slattery,5th,1 l,8,9-5v,51,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Soyounique (IRE),C T Keane,0,Ciaran Murphy,4th,Nose,7,9-3ht,49,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Blue Wood (IRE),J J G Ryan,5,K Smith,3rd,1 3/4 l,8,9-1t,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Bucky Larson (IRE),D McMonagle,0,R Donohoe,2nd,1 l,9,10-0,60,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Pascalia (IRE),S B Kelly,0,J P Murtagh,1st,N/A,4,9-6p,52,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Dawn Noir (IRE),J M Sheridan,0,N G Hynds,14th,1 l,6,9-8tb1,54,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Teddy's Dawn (IRE),Adam Caffrey,5,A McGuinness,13th,3 1/2 l,4,9-2v1,48,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,12th,4 1/4 l,4,9-1p,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Lynskey (IRE),S Foley,0,Joseph Murray,11th,Neck,4,9-1b1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Spring Collection,L F Roche,0,D H Kelly,10th,3/4 l,4,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Boomerang Bill (IRE),J Cleary,7,A A Howard,9th,2 1/4 l,5,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Un Bacio Ancora (IRE),G M Ryan,0,P J F Murphy,8th,3/4 l,5,9-9t,55,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Inverbrena (IRE),R M Mulligan,10,D Harvey,7th,Neck,6,9-1,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Angel Of The Sea (IRE),N M Crosse,0,L Comer,6th,1/2 l,4,9-3,49,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Sunset Nova (IRE),D P McDonogh,0,A Slattery,5th,1 l,8,9-5v,51,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Soyounique (IRE),C T Keane,0,Ciaran Murphy,4th,Nose,7,9-3ht,49,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Blue Wood (IRE),J J G Ryan,5,K Smith,3rd,1 3/4 l,8,9-1t,47,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Bucky Larson (IRE),D McMonagle,0,R Donohoe,2nd,1 l,9,10-0,60,True,103,1
Dundalk Racing Results | 23rd February 2024 17:15,N/A,17:15,Standard,7f,Pascalia (IRE),S B Kelly,0,J P Murtagh,1st,N/A,4,9-6p,52,True,103,1
