track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Queen Amanirenas (IRE),S. D. Bowen,2,Charles Coakley,10th,17 l,4,8-7,43,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,She's Good Company (IRE),A. C. Persse,0,Adrian McGuinness,9th,4 1/2 l,4,8-7,46,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,All Class (FR),D. J. Gilligan,2,Ronan M. P. McNally,8th,3 l,7,10-4,74,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Magi Gal (IRE),Kyanna Van Buuren,4,John McConnell,7th,6 1/2 l,6,8-10t,52,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Fattan,J. Kearney,2,D. Broad,6th,2 1/4 l,5,9-4tb,60,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Arctic Blaze (IRE),Cillian McConnell,2,John McConnell,5th,4 3/4 l,6,9-8p,64,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Universal Focus (GER),R. Whearty,2,Ross O'Sullivan,4th,1 1/4 l,9,8-9b,51,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Storm Steps (IRE),Wesley Joyce,2,Patrick Martin,3rd,1/2 l,7,9-9t,65,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Dinamine (IRE),Adam Caffrey,2,David Peter Dunne,2nd,Nose,4,8-13,55,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Five Zeros (IRE),Amy Jo Hayes,2,Nigel Slevin,1st,N/A,5,9-1,57,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Queen Amanirenas (IRE),S. D. Bowen,2,Charles Coakley,10th,17 l,4,8-7,43,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,She's Good Company (IRE),A. C. Persse,0,Adrian McGuinness,9th,4 1/2 l,4,8-7,46,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,All Class (FR),D. J. Gilligan,2,Ronan M. P. McNally,8th,3 l,7,10-4,74,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Magi Gal (IRE),Kyanna Van Buuren,4,John McConnell,7th,6 1/2 l,6,8-10t,52,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Fattan,J. Kearney,2,D. Broad,6th,2 1/4 l,5,9-4tb,60,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Arctic Blaze (IRE),Cillian McConnell,2,John McConnell,5th,4 3/4 l,6,9-8p,64,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Universal Focus (GER),R. Whearty,2,Ross O'Sullivan,4th,1 1/4 l,9,8-9b,51,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Storm Steps (IRE),Wesley Joyce,2,Patrick Martin,3rd,1/2 l,7,9-9t,65,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Dinamine (IRE),Adam Caffrey,2,David Peter Dunne,2nd,Nose,4,8-13,55,True,11,1
Down Royal Racing Results | 22nd July 2022 20:00,N/A,20:00,Good (Good To Firm In Places),1m 4f 175y,Five Zeros (IRE),Amy Jo Hayes,2,Nigel Slevin,1st,N/A,5,9-1,57,True,11,1
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Griseo (IRE),G. F. Carroll,0,John McConnell,10th,3/4 l,3,9-0,56,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Alice Diamond (IRE),W. M. Lordan,0,Noel Meade,9th,4 1/2 l,3,8-8,50,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Tharif (IRE),C. D. Hayes,0,D. K. Weld,8th,1 3/4 l,3,9-10p1,66,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,The Rebel Breen,C. T. Keane,0,Noel Meade,7th,1 l,3,9-10,66,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Eagles Perch (IRE),Siobhan Rutledge,5,John McConnell,6th,1/2 l,3,9-1,57,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Flash of Dawn (IRE),K. J. Manning,0,J. S. Bolger,5th,2 3/4 l,3,9-12,68,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Steps In The Sand (IRE),Jack Cleary,7,Ms Sheila Lavery,4th,1/2 l,3,9-9,65,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Lemon Ice (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Short Head,3,9-7p,63,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Regally Blonde,R. P. Whelan,0,Andrew Oliver,2nd,Neck,3,10-2,72,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Starlight Rose (IRE),Wesley Joyce,7,Thomas Dowling,1st,N/A,3,8-7t1,45,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Griseo (IRE),G. F. Carroll,0,John McConnell,10th,3/4 l,3,9-0,56,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Alice Diamond (IRE),W. M. Lordan,0,Noel Meade,9th,4 1/2 l,3,8-8,50,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Tharif (IRE),C. D. Hayes,0,D. K. Weld,8th,1 3/4 l,3,9-10p1,66,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,The Rebel Breen,C. T. Keane,0,Noel Meade,7th,1 l,3,9-10,66,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Eagles Perch (IRE),Siobhan Rutledge,5,John McConnell,6th,1/2 l,3,9-1,57,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Flash of Dawn (IRE),K. J. Manning,0,J. S. Bolger,5th,2 3/4 l,3,9-12,68,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Steps In The Sand (IRE),Jack Cleary,7,Ms Sheila Lavery,4th,1/2 l,3,9-9,65,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Lemon Ice (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Short Head,3,9-7p,63,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Regally Blonde,R. P. Whelan,0,Andrew Oliver,2nd,Neck,3,10-2,72,True,11,2
Down Royal Racing Results | 22nd July 2022 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f 175y,Starlight Rose (IRE),Wesley Joyce,7,Thomas Dowling,1st,N/A,3,8-7t1,45,True,11,2
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Moonhall Star (IRE),A. J. Slattery,0,A. McIntyre,NR,N/A,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Golden Ash (IRE),K. J. Manning,0,J. S. Bolger,8th,4 1/2 l,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Water Mint (IRE),Shane Foley,0,Joseph G. Murphy,7th,2 3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Grange Lady,W. M. Lordan,0,Noel Meade,6th,3 l,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Kodihill (IRE),R. P. Cleary,0,Mary E Doyle,5th,2 1/4 l,2,8-12t1,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Freedom Falls (IRE),M. P. Sheehy,3,Jack W. Davison,4th,3 3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Hasten Slowly (IRE),C. D. Hayes,0,Noel Meade,3rd,3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Karaoke (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1/2 l,2,9-2,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Thebestisyettobe (IRE),L. F. Roche,0,Emmet Mullins,1st,N/A,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Moonhall Star (IRE),A. J. Slattery,0,A. McIntyre,NR,N/A,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Golden Ash (IRE),K. J. Manning,0,J. S. Bolger,8th,4 1/2 l,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Water Mint (IRE),Shane Foley,0,Joseph G. Murphy,7th,2 3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Grange Lady,W. M. Lordan,0,Noel Meade,6th,3 l,2,8-8,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Kodihill (IRE),R. P. Cleary,0,Mary E Doyle,5th,2 1/4 l,2,8-12t1,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Freedom Falls (IRE),M. P. Sheehy,3,Jack W. Davison,4th,3 3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Hasten Slowly (IRE),C. D. Hayes,0,Noel Meade,3rd,3/4 l,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Karaoke (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1/2 l,2,9-2,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 13:45,N/A,13:45,Good (Good To Firm In Places),7f,Thebestisyettobe (IRE),L. F. Roche,0,Emmet Mullins,1st,N/A,2,8-10,-,True,11,3
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Sefarina (IRE),J. M. Sheridan,3,Jack W. Davison,8th,1 3/4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Zamm Zulu (IRE),G. M. Ryan,0,P. J. F. Murphy,7th,3/4 l,5,9-10,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Nozomi (IRE),D. W. O'Connor,0,Takashi Kodama,6th,Neck,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Giulia Frasi,Shane Foley,0,Mrs J. Harrington,5th,4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Endless Season (IRE),R. P. Whelan,0,M. Halford,4th,2 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Scipio's Defense (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,3 3/4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Blazing Skies (IRE),William James Lee,0,W. McCreery,2nd,3 1/2 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Sistine Madonna (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Sefarina (IRE),J. M. Sheridan,3,Jack W. Davison,8th,1 3/4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Zamm Zulu (IRE),G. M. Ryan,0,P. J. F. Murphy,7th,3/4 l,5,9-10,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Nozomi (IRE),D. W. O'Connor,0,Takashi Kodama,6th,Neck,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Giulia Frasi,Shane Foley,0,Mrs J. Harrington,5th,4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Endless Season (IRE),R. P. Whelan,0,M. Halford,4th,2 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Scipio's Defense (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,3 3/4 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Blazing Skies (IRE),William James Lee,0,W. McCreery,2nd,3 1/2 l,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:20,N/A,14:20,Good (Good To Firm In Places),7f,Sistine Madonna (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,3,9-3,-,True,11,4
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Black Bridie (IRE),D. E. Sheehy,0,John Larkin,14th,3 l,3,8-7,48,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Illetas (IRE),K. T. Brophy,7,Barry Fitzgerald,13th,2 l,5,9-8t,56,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rules of Atraction (IRE),N. M. Crosse,0,P. J. F. Murphy,12th,Head,3,9-6,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Warp Speed (JPN),Adam Caffrey,4,David Kenneth Budds,11th,1/2 l,4,8-13,47,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Brave Troop (IRE),Siobhan Rutledge,0,John McConnell,10th,1 3/4 l,3,9-5,60,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Runhoney (IRE),N. P. O'Sullivan,7,Gearoid Patrick Brouder,9th,Neck,3,8-9p1,50,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Vernotstoppen (IRE),M. P. Sheehy,0,Eddie & Patrick Harty,8th,1 3/4 l,3,8-8,49,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Palais D'elysee,J. A. Powell,4,John Patrick Murtagh,7th,Nose,3,9-6p1,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rocket Carnival (FR),D. King,4,Denis Hogan,6th,3 1/4 l,5,9-7p,55,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Laakhof (IRE),S. McCullagh,0,D. K. Weld,5th,1/2 l,3,9-6,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rosie Rock (IRE),L. T. McAteer,0,James McAuley,4th,Neck,4,10-2,64,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Manhattan Dandy (IRE),R. Whearty,4,Thomas Coyle,3rd,1 3/4 l,5,8-13,47,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Mullacash Buzz (IRE),Jack Cleary,4,Thomas Dowling,2nd,1/2 l,4,9-13t,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Zaur (IRE),Wesley Joyce,4,Michael Butler,1st,N/A,4,9-2b,50,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Black Bridie (IRE),D. E. Sheehy,0,John Larkin,14th,3 l,3,8-7,48,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Illetas (IRE),K. T. Brophy,7,Barry Fitzgerald,13th,2 l,5,9-8t,56,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rules of Atraction (IRE),N. M. Crosse,0,P. J. F. Murphy,12th,Head,3,9-6,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Warp Speed (JPN),Adam Caffrey,4,David Kenneth Budds,11th,1/2 l,4,8-13,47,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Brave Troop (IRE),Siobhan Rutledge,0,John McConnell,10th,1 3/4 l,3,9-5,60,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Runhoney (IRE),N. P. O'Sullivan,7,Gearoid Patrick Brouder,9th,Neck,3,8-9p1,50,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Vernotstoppen (IRE),M. P. Sheehy,0,Eddie & Patrick Harty,8th,1 3/4 l,3,8-8,49,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Palais D'elysee,J. A. Powell,4,John Patrick Murtagh,7th,Nose,3,9-6p1,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rocket Carnival (FR),D. King,4,Denis Hogan,6th,3 1/4 l,5,9-7p,55,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Laakhof (IRE),S. McCullagh,0,D. K. Weld,5th,1/2 l,3,9-6,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Rosie Rock (IRE),L. T. McAteer,0,James McAuley,4th,Neck,4,10-2,64,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Manhattan Dandy (IRE),R. Whearty,4,Thomas Coyle,3rd,1 3/4 l,5,8-13,47,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Mullacash Buzz (IRE),Jack Cleary,4,Thomas Dowling,2nd,1/2 l,4,9-13t,61,True,11,5
Gowran Park Racing Results | 23rd July 2022 14:55,N/A,14:55,Good (Good To Firm In Places),7f,Zaur (IRE),Wesley Joyce,4,Michael Butler,1st,N/A,4,9-2b,50,True,11,5
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Helen De Pourtales (IRE),Sam Ewing,0,James McAuley,16th,1 3/4 l,5,9-12tb,61,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Silver Nemo (IRE),L. T. McAteer,0,L. Smyth,15th,2 1/2 l,4,9-8p,57,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Caesar's Comet (IRE),R. Whearty,4,James McAuley,14th,1/2 l,8,8-12b,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,City Point (IRE),Wesley Joyce,4,James McAuley,13th,2 1/4 l,3,8-7,49,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Uberrima Fides,N. M. Crosse,0,Richard John O'Brien,12th,Nose,3,9-8t1,64,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Catherine Chroi (IRE),J. J. G. Ryan,4,Ms Claire O'Connell,11th,Head,4,8-12p,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,The Cola Brasil,J. Coen,0,Michael J. Browne,10th,2 1/4 l,6,9-9tb,58,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Lucky Queen (IRE),K. T. Brophy,7,P. J. F. Murphy,9th,1 l,3,9-1,57,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Corballis Flyer (IRE),C. Horgan,4,James M. Barrett,8th,1 l,4,9-9,58,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Arcanears (IRE),Kieran Moody,7,M. Halford,7th,4 1/2 l,7,10-2tp,65,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Salt Whistle Bay (IRE),J. M. Sheridan,0,J. F. Levins,6th,1 3/4 l,8,9-10,59,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,What Adaay,M. P. Sheehy,0,Patrick Martin,5th,Head,4,8-12,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Coviglia (IRE),D. B. McMonagle,0,C. Moore,4th,1/2 l,8,10-0,63,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Barnhill Rose,Siobhan Rutledge,0,Denis Hogan,3rd,Short Head,4,9-5p,54,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Chicago Lightening,Sarah Verling,7,John Patrick Murtagh,2nd,Short Head,3,9-7t,63,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Helmet Star,D. E. Sheehy,0,John Larkin,1st,N/A,3,8-7t1,49,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Helen De Pourtales (IRE),Sam Ewing,0,James McAuley,16th,1 3/4 l,5,9-12tb,61,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Silver Nemo (IRE),L. T. McAteer,0,L. Smyth,15th,2 1/2 l,4,9-8p,57,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Caesar's Comet (IRE),R. Whearty,4,James McAuley,14th,1/2 l,8,8-12b,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,City Point (IRE),Wesley Joyce,4,James McAuley,13th,2 1/4 l,3,8-7,49,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Uberrima Fides,N. M. Crosse,0,Richard John O'Brien,12th,Nose,3,9-8t1,64,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Catherine Chroi (IRE),J. J. G. Ryan,4,Ms Claire O'Connell,11th,Head,4,8-12p,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,The Cola Brasil,J. Coen,0,Michael J. Browne,10th,2 1/4 l,6,9-9tb,58,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Lucky Queen (IRE),K. T. Brophy,7,P. J. F. Murphy,9th,1 l,3,9-1,57,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Corballis Flyer (IRE),C. Horgan,4,James M. Barrett,8th,1 l,4,9-9,58,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Arcanears (IRE),Kieran Moody,7,M. Halford,7th,4 1/2 l,7,10-2tp,65,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Salt Whistle Bay (IRE),J. M. Sheridan,0,J. F. Levins,6th,1 3/4 l,8,9-10,59,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,What Adaay,M. P. Sheehy,0,Patrick Martin,5th,Head,4,8-12,47,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Coviglia (IRE),D. B. McMonagle,0,C. Moore,4th,1/2 l,8,10-0,63,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Barnhill Rose,Siobhan Rutledge,0,Denis Hogan,3rd,Short Head,4,9-5p,54,True,11,6
Gowran Park Racing Results | 23rd July 2022 15:30,N/A,15:30,Good (Good To Firm In Places),7f,Chicago Lightening,Sarah Verling,7,John Patrick Murtagh,2nd,Short Head,3,9-7t,63,True,11,6
