track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Lynwood Gold (IRE),Mr J. L. Gleeson,7,Henry de Bromhead,11th,3 l,7,11-5tp,89,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Coltor (IRE),Mr Finian Maguire,0,D. K. Weld,10th,8 1/2 l,5,11-6tv,90,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Powerful Aggie (FR),Mr T. Hamilton,0,Joseph Patrick O'Brien,9th,4 3/4 l,4,11-10,94,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Whiskey Sour (IRE),Mr A. McMahon,7,W. P. Mullins,8th,3/4 l,9,11-11t,95,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Farout (IRE),Miss J. Townend,5,W. P. Mullins,7th,7 l,5,10-13t,83,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Favorite Moon (GER),Mr J. C. Barry,3,William Durkan,6th,3/4 l,5,12-2t,100,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Cask Mate (IRE),Mr Pat Taaffe,7,Noel Meade,5th,Neck,9,11-3t,87,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Lot of Joy (IRE),Mr B. O'Neill,0,W. P. Mullins,4th,4 l,4,11-8,92,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Dutch Schultz,Mr J. Dunne,7,Gavin Patrick Cromwell,3rd,3/4 l,5,11-1,85,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Maze Runner (IRE),Mr E. Ohgren,5,W. P. Mullins,2nd,1 1/2 l,7,11-5,89,True,11,14
Galway Racing Results | 25th July 2022 18:40,N/A,18:40,Yielding To Soft r Handicap (Turf),2m 179y,Echoes In Rain (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,6,11-3t,87,True,11,14
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Morning Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,15th,1 l,3,10-0p1,80,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Seeingisbelieving (IRE),Wesley Joyce,7,Michael Mulvany,14th,9 1/2 l,3,9-5,71,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Raleigh Bridge (FR),C. T. Keane,0,G. O'Leary,13th,2 1/2 l,3,9-0p1,66,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Girl Crush (IRE),G. F. Carroll,0,Joseph Anthony Murray,12th,1 l,3,9-9,75,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Together Aclaim,Siobhan Rutledge,5,John McConnell,11th,1 1/4 l,3,9-4t,70,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Band Width (IRE),William James Lee,0,Andrew Oliver,10th,Neck,3,9-11,77,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Arch Enemy (IRE),J. Coen,5,Patrick Magee,9th,3/4 l,3,9-5p,71,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Purple Gown (IRE),R. P. Cleary,0,J. S. Bolger,8th,Head,3,8-7,59,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Queen's Pardon,Declan McDonogh,0,Eddie & Patrick Harty,7th,Neck,3,9-4,70,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Hector Berlioz,G. M. Ryan,0,Ciaran Murphy,6th,Head,3,9-9,75,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Super Cub,J. M. Sheridan,3,Denis Hogan,5th,3/4 l,3,9-2,68,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Rockbury Lad,L. F. Roche,0,M. D. O'Callaghan,4th,1 1/4 l,3,9-1,67,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Lady Arwen,L. T. McAteer,3,James M. Barrett,3rd,Neck,3,9-10,76,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,2nd,1 1/4 l,3,9-11v,77,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Dairerin (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,10-0p,80,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Morning Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,15th,1 l,3,10-0p1,80,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Seeingisbelieving (IRE),Wesley Joyce,7,Michael Mulvany,14th,9 1/2 l,3,9-5,71,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Raleigh Bridge (FR),C. T. Keane,0,G. O'Leary,13th,2 1/2 l,3,9-0p1,66,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Girl Crush (IRE),G. F. Carroll,0,Joseph Anthony Murray,12th,1 l,3,9-9,75,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Together Aclaim,Siobhan Rutledge,5,John McConnell,11th,1 1/4 l,3,9-4t,70,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Band Width (IRE),William James Lee,0,Andrew Oliver,10th,Neck,3,9-11,77,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Arch Enemy (IRE),J. Coen,5,Patrick Magee,9th,3/4 l,3,9-5p,71,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Purple Gown (IRE),R. P. Cleary,0,J. S. Bolger,8th,Head,3,8-7,59,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Queen's Pardon,Declan McDonogh,0,Eddie & Patrick Harty,7th,Neck,3,9-4,70,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Hector Berlioz,G. M. Ryan,0,Ciaran Murphy,6th,Head,3,9-9,75,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Super Cub,J. M. Sheridan,3,Denis Hogan,5th,3/4 l,3,9-2,68,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Rockbury Lad,L. F. Roche,0,M. D. O'Callaghan,4th,1 1/4 l,3,9-1,67,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Lady Arwen,L. T. McAteer,3,James M. Barrett,3rd,Neck,3,9-10,76,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,2nd,1 1/4 l,3,9-11v,77,True,11,15
Galway Racing Results | 25th July 2022 19:15,N/A,19:15,Yielding To Soft,7f,Dairerin (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,10-0p,80,True,11,15
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Sally Golightly (IRE),D. W. O'Connor,0,Jack W. Davison,15th,19 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Gradulations,R. P. Whelan,0,Andrew Oliver,14th,13 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Verbal Sparring (IRE),Declan McDonogh,0,Desmond McDonogh,13th,11 l,3,9-0,73,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Enthrallment (IRE),S. McCullagh,5,D. K. Weld,12th,8 1/2 l,3,10-0b1,87,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Carlton Gardens,R. Whearty,7,Gavin Patrick Cromwell,11th,7 1/2 l,3,8-9,68,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Actually (IRE),Wesley Joyce,7,Michael Mulvany,10th,Neck,3,9-2,75,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Hymn Book Too (IRE),K. J. Manning,0,J. S. Bolger,9th,2 1/2 l,3,9-8t,81,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Active Duty (USA),J. A. Powell,7,John Stephen O'Donoghue,8th,2 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Your Eyes Only (IRE),C. T. Keane,0,W. P. Mullins,7th,2 1/4 l,3,9-11,84,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Willesee,N. M. Crosse,3,Mrs J. Harrington,6th,1/2 l,3,9-12p,85,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Sir Allen,A. J. Slattery,0,A. Slattery,5th,Head,3,8-11,70,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Knightlaila,Ben Martin Coen,0,John Patrick Murtagh,4th,1 1/4 l,3,9-8,81,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,War Correspondent (IRE),William James Lee,0,R. P. Cody,3rd,Neck,3,9-3tp1,76,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Common Practice (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,Head,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Irish Lullaby,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-13,86,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Sally Golightly (IRE),D. W. O'Connor,0,Jack W. Davison,15th,19 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Gradulations,R. P. Whelan,0,Andrew Oliver,14th,13 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Verbal Sparring (IRE),Declan McDonogh,0,Desmond McDonogh,13th,11 l,3,9-0,73,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Enthrallment (IRE),S. McCullagh,5,D. K. Weld,12th,8 1/2 l,3,10-0b1,87,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Carlton Gardens,R. Whearty,7,Gavin Patrick Cromwell,11th,7 1/2 l,3,8-9,68,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Actually (IRE),Wesley Joyce,7,Michael Mulvany,10th,Neck,3,9-2,75,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Hymn Book Too (IRE),K. J. Manning,0,J. S. Bolger,9th,2 1/2 l,3,9-8t,81,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Active Duty (USA),J. A. Powell,7,John Stephen O'Donoghue,8th,2 l,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Your Eyes Only (IRE),C. T. Keane,0,W. P. Mullins,7th,2 1/4 l,3,9-11,84,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Willesee,N. M. Crosse,3,Mrs J. Harrington,6th,1/2 l,3,9-12p,85,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Sir Allen,A. J. Slattery,0,A. Slattery,5th,Head,3,8-11,70,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Knightlaila,Ben Martin Coen,0,John Patrick Murtagh,4th,1 1/4 l,3,9-8,81,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,War Correspondent (IRE),William James Lee,0,R. P. Cody,3rd,Neck,3,9-3tp1,76,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Common Practice (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,Head,3,9-9,82,True,11,16
Galway Racing Results | 25th July 2022 19:50,N/A,19:50,Yielding To Soft,1m 4f 84y,Irish Lullaby,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-13,86,True,11,16
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Jimli's Parade (IRE),Mr T. P. Harney,7,R. K. Watson,15th,52 l,4,11-7h1,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Nurse Garvey (IRE),Mr J. W. Reilly,7,Muredach Kelly,14th,12 l,4,11-0t,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Out for the Count (IRE),Mr E. P. O'Brien,5,Philip Fenton,13th,30 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Brissle Boy,Mr T. Hamilton,0,John Joseph Hanlon,12th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,You Say Its Over (IRE),Mr M. J. McGrath,7,Roger McGrath,11th,1 3/4 l,4,11-0,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Storm Barra (IRE),Mr H. E. Sexton,7,Adrian Sexton,10th,3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Great Schema,Mr H. C. Swan,7,Gordon Elliott,9th,4 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Six Ace (IRE),Mr Pat Taaffe,7,Gordon Elliott,8th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Fiveonefive (IRE),Mr J. C. Barry,3,Cian Michael Collins,7th,1/2 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Whats The Solution (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,6th,3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Bukhill (IRE),Mr P. W. Mullins,0,W. P. Mullins,5th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Western Comandor (IRE),Mr M. J. M. O'Sullivan,7,John Patrick Ryan,4th,Neck,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Rocco Ray (IRE),Mr C. Mullins,7,W. P. Mullins,3rd,8 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,The Twelve Pins (IRE),Miss J. Townend,5,W. P. Mullins,2nd,Neck,4,11-0,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,This Songisforyou (USA),Mr D. O'Connor,0,Emmet Mullins,1st,N/A,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Jimli's Parade (IRE),Mr T. P. Harney,7,R. K. Watson,15th,52 l,4,11-7h1,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Nurse Garvey (IRE),Mr J. W. Reilly,7,Muredach Kelly,14th,12 l,4,11-0t,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Out for the Count (IRE),Mr E. P. O'Brien,5,Philip Fenton,13th,30 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Brissle Boy,Mr T. Hamilton,0,John Joseph Hanlon,12th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,You Say Its Over (IRE),Mr M. J. McGrath,7,Roger McGrath,11th,1 3/4 l,4,11-0,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Storm Barra (IRE),Mr H. E. Sexton,7,Adrian Sexton,10th,3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Great Schema,Mr H. C. Swan,7,Gordon Elliott,9th,4 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Six Ace (IRE),Mr Pat Taaffe,7,Gordon Elliott,8th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Fiveonefive (IRE),Mr J. C. Barry,3,Cian Michael Collins,7th,1/2 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Whats The Solution (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,6th,3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Bukhill (IRE),Mr P. W. Mullins,0,W. P. Mullins,5th,1 3/4 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Western Comandor (IRE),Mr M. J. M. O'Sullivan,7,John Patrick Ryan,4th,Neck,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,Rocco Ray (IRE),Mr C. Mullins,7,W. P. Mullins,3rd,8 l,4,11-7,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,The Twelve Pins (IRE),Miss J. Townend,5,W. P. Mullins,2nd,Neck,4,11-0,-,True,11,17
Galway Racing Results | 25th July 2022 20:20,N/A,20:20,Yielding To Soft,2m 130y,This Songisforyou (USA),Mr D. O'Connor,0,Emmet Mullins,1st,N/A,4,11-7,-,True,11,17
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,I Don't Get It (IRE),Denis O'Regan,0,Neill McCluskey,9th,29 l,8,11-2b,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Telecon,R. A. Doyle,0,Mark Fahey,8th,5 1/2 l,5,11-6h,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,7th,6 1/2 l,4,11-5b,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Elle Perfecta (IRE),S. Fitzgerald,0,Colm A. Murphy,6th,Nose,6,10-13,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Must Be Dreaming (IRE),B. Hayes,0,G. Ahern,5th,1 1/4 l,5,10-9,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Tax For Max (GER),P. Townend,0,W. P. Mullins,4th,Neck,5,11-6h,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Plains Indian (IRE),D. E. Mullins,0,A. Slattery,3rd,Neck,6,11-9,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Amir Kabir,J. W. Kennedy,0,Gordon Elliott,2nd,1/2 l,5,11-6,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Flaming Moon (IRE),B. J. Cooper,0,Matthew J. Smith,1st,N/A,5,11-2,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,I Don't Get It (IRE),Denis O'Regan,0,Neill McCluskey,9th,29 l,8,11-2b,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Telecon,R. A. Doyle,0,Mark Fahey,8th,5 1/2 l,5,11-6h,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,7th,6 1/2 l,4,11-5b,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Elle Perfecta (IRE),S. Fitzgerald,0,Colm A. Murphy,6th,Nose,6,10-13,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Must Be Dreaming (IRE),B. Hayes,0,G. Ahern,5th,1 1/4 l,5,10-9,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Tax For Max (GER),P. Townend,0,W. P. Mullins,4th,Neck,5,11-6h,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Plains Indian (IRE),D. E. Mullins,0,A. Slattery,3rd,Neck,6,11-9,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Amir Kabir,J. W. Kennedy,0,Gordon Elliott,2nd,1/2 l,5,11-6,-,True,11,18
Galway Racing Results | 26th July 2022 17:10,N/A,17:10,Good,2m 110y,Flaming Moon (IRE),B. J. Cooper,0,Matthew J. Smith,1st,N/A,5,11-2,-,True,11,18
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Hannon (IRE),D. J. O'Keeffe,0,T. Gibney,PU,N/A,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Caesar Rock (IRE),R. A. Doyle,0,M. F. Morris,8th,2 l,6,11-12p,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Western Cowboy (IRE),Rachael Blackmore,0,Henry de Bromhead,7th,15 l,6,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Patience Patience (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,6th,6 l,6,11-12tp,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Act of God,Phillip Enright,0,E. J. O'Grady,5th,3/4 l,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Stormey (IRE),Jack G. Gilligan,7,Paul John Gilligan,4th,7 1/2 l,12,11-12t,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Jon Snow (FR),P. Townend,0,W. P. Mullins,3rd,1 3/4 l,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Midnight Run (IRE),B. J. Cooper,0,Joseph Patrick O'Brien,2nd,6 1/2 l,8,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Enniskerry (IRE),Sean Flanagan,0,Barry Connell,1st,N/A,8,11-12t,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Hannon (IRE),D. J. O'Keeffe,0,T. Gibney,PU,N/A,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Caesar Rock (IRE),R. A. Doyle,0,M. F. Morris,8th,2 l,6,11-12p,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Western Cowboy (IRE),Rachael Blackmore,0,Henry de Bromhead,7th,15 l,6,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Patience Patience (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,6th,6 l,6,11-12tp,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Act of God,Phillip Enright,0,E. J. O'Grady,5th,3/4 l,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Stormey (IRE),Jack G. Gilligan,7,Paul John Gilligan,4th,7 1/2 l,12,11-12t,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Jon Snow (FR),P. Townend,0,W. P. Mullins,3rd,1 3/4 l,7,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Midnight Run (IRE),B. J. Cooper,0,Joseph Patrick O'Brien,2nd,6 1/2 l,8,11-12,-,True,11,19
Galway Racing Results | 26th July 2022 17:40,N/A,17:40,Good,2m 2f 54y,Enniskerry (IRE),Sean Flanagan,0,Barry Connell,1st,N/A,8,11-12t,-,True,11,19
Galway Racing Results | 26th July 2022 18:10,N/A,18:10,Good To Yielding,7f,Not Even Maybe (IRE),Wesley Joyce,7,Michael Mulvany,10th,5 l,2,9-2,-,True,11,20
Galway Racing Results | 26th July 2022 18:10,N/A,18:10,Good To Yielding,7f,Unchained Melody (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,9th,3 l,2,9-2,-,True,11,20
Galway Racing Results | 26th July 2022 18:10,N/A,18:10,Good To Yielding,7f,Mile End,S. B. Kelly,0,John Patrick Murtagh,8th,Neck,2,9-2,-,True,11,20
Galway Racing Results | 26th July 2022 18:10,N/A,18:10,Good To Yielding,7f,Lady Skipper (IRE),L. T. McAteer,3,James M. Barrett,7th,2 1/4 l,2,9-2,-,True,11,20
Galway Racing Results | 26th July 2022 18:10,N/A,18:10,Good To Yielding,7f,Kami (IRE),R. P. Whelan,0,Mark McNiff,6th,1 1/4 l,2,9-2,-,True,11,20
