track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 4th November 2022 20:30,N/A,20:30,Standard,1m,Miss Abby Jools (IRE),R. P. Whelan,0,M. Halford,2nd,1 1/4 l,3,9-13,64,True,29,47
Dundalk Racing Results | 4th November 2022 20:30,N/A,20:30,Standard,1m,Ellabella (IRE),J. Kearney,7,Andrew McNamara,1st,N/A,4,9-6tp,55,True,29,47
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Power to Love (IRE),Jordan Colin Gainford,0,E. D. Delany,PU,N/A,3,10-3h1,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Mornington Bay (IRE),D. J. O'Keeffe,0,Mrs Sarah Dawson,6th,5 1/2 l,3,10-3,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Old Victoria (FR),J. W. Kennedy,0,Gordon Elliott,5th,25 l,3,10-9,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Snapius (IRE),Gavin Peter Brouder,0,James A. Nash,4th,5 l,3,10-10,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Poets Cottage (IRE),E. Walsh,5,Noel Meade,3rd,10 l,3,10-10,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,New Year Honours,Sam Ewing,0,Gordon Elliott,2nd,3 l,3,10-3,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Cougar (JPN),M. P. Walsh,0,Padraig Roche,1st,N/A,3,11-2,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Power to Love (IRE),Jordan Colin Gainford,0,E. D. Delany,PU,N/A,3,10-3h1,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Mornington Bay (IRE),D. J. O'Keeffe,0,Mrs Sarah Dawson,6th,5 1/2 l,3,10-3,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Old Victoria (FR),J. W. Kennedy,0,Gordon Elliott,5th,25 l,3,10-9,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Snapius (IRE),Gavin Peter Brouder,0,James A. Nash,4th,5 l,3,10-10,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Poets Cottage (IRE),E. Walsh,5,Noel Meade,3rd,10 l,3,10-10,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,New Year Honours,Sam Ewing,0,Gordon Elliott,2nd,3 l,3,10-3,-,True,29,48
N/A,N/A,12:53,Soft (Soft To Heavy In Places),2m 190y,Cougar (JPN),M. P. Walsh,0,Padraig Roche,1st,N/A,3,11-2,-,True,29,48
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Kinbrace (IRE),Sam Ewing,0,Stuart Crawford,PU,N/A,5,11-12t1,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Manfrominverlochy (IRE),Jack Foley,0,Colin A. McBratney,19th,8 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Eddies Joy (IRE),Jordan Colin Gainford,0,E. D. Delany,18th,3 l,5,11-5t1,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Sand Castle (IRE),Jonathan Moore,0,Adrian Murray,17th,26 l,6,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Vango Opera (IRE),C. P. McNamara,0,Noel C. Kelly,16th,13 l,5,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,The Mighty Doyen (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,15th,2 1/4 l,4,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Themanintheboots (IRE),Denis O'Regan,0,Gordon Elliott,14th,12 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Fourgenerations (IRE),E. Walsh,5,Adrian Murray,13th,9 l,6,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Always Giving (IRE),Peter Carberry,0,J. T. R. Dreaper,12th,11 l,4,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Isaiah (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,11th,8 1/2 l,5,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Planet Janet (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,10th,2 1/4 l,6,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Clandara (IRE),Richard Deegan,0,Miss Elizabeth Doyle,9th,13 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Jump The Shark (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,8th,6 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,El Poppochapo (IRE),Mr S. Connor,7,Stuart Crawford,7th,4 3/4 l,5,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Dontlettheoldmanin (IRE),S. D. Torrens,0,A. J. Martin,6th,Head,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Beer With The Boys,K. C. Sexton,0,C. Moore,5th,2 3/4 l,7,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Hands Of Gold (IRE),R. A. Doyle,0,A. L. T. Moore,4th,1 1/2 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Foxfire Glow (FR),M. P. Walsh,0,Gordon Elliott,3rd,3 3/4 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,The Wallpark (IRE),D. P. Maxwell,7,V. C. Ward,2nd,5 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Invictus Machin (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Kinbrace (IRE),Sam Ewing,0,Stuart Crawford,PU,N/A,5,11-12t1,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Manfrominverlochy (IRE),Jack Foley,0,Colin A. McBratney,19th,8 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Eddies Joy (IRE),Jordan Colin Gainford,0,E. D. Delany,18th,3 l,5,11-5t1,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Sand Castle (IRE),Jonathan Moore,0,Adrian Murray,17th,26 l,6,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Vango Opera (IRE),C. P. McNamara,0,Noel C. Kelly,16th,13 l,5,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,The Mighty Doyen (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,15th,2 1/4 l,4,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Themanintheboots (IRE),Denis O'Regan,0,Gordon Elliott,14th,12 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Fourgenerations (IRE),E. Walsh,5,Adrian Murray,13th,9 l,6,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Always Giving (IRE),Peter Carberry,0,J. T. R. Dreaper,12th,11 l,4,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Isaiah (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,11th,8 1/2 l,5,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Planet Janet (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,10th,2 1/4 l,6,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Clandara (IRE),Richard Deegan,0,Miss Elizabeth Doyle,9th,13 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Jump The Shark (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,8th,6 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,El Poppochapo (IRE),Mr S. Connor,7,Stuart Crawford,7th,4 3/4 l,5,11-5,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Dontlettheoldmanin (IRE),S. D. Torrens,0,A. J. Martin,6th,Head,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Beer With The Boys,K. C. Sexton,0,C. Moore,5th,2 3/4 l,7,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Hands Of Gold (IRE),R. A. Doyle,0,A. L. T. Moore,4th,1 1/2 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Foxfire Glow (FR),M. P. Walsh,0,Gordon Elliott,3rd,3 3/4 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,The Wallpark (IRE),D. P. Maxwell,7,V. C. Ward,2nd,5 l,4,11-12,-,True,29,49
N/A,N/A,13:23,Soft (Soft To Heavy In Places),2m 190y,Invictus Machin (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,4,11-12,-,True,29,49
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Curious Times (IRE),D. E. Mullins,0,Stuart Crawford,11th,19 l,9,10-0tp,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Ebasari (IRE),J. W. Kennedy,0,Gordon Elliott,10th,18 l,4,10-7,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Pats Choice (IRE),Sam Ewing,0,Gordon Elliott,9th,1 1/4 l,5,10-0b,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Take All (IRE),K. C. Sexton,0,Seamus Fahey,8th,5 l,7,10-7ht,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Douglas Dc (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,1/2 l,4,10-5p1,121,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Justicialism (IRE),D. J. O'Keeffe,0,B. R. Hamilton,6th,5 1/2 l,4,10-0b1,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Tudor City (IRE),Peter Carberry,0,A. J. Martin,5th,29 l,10,11-12t,142,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Charli Parcs (FR),C. G. O'Dwyer,7,Aidan Anthony Howard,4th,4 l,9,10-7,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Pinkerton (IRE),B. J. Cooper,0,Noel Meade,3rd,Head,6,11-0,130,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,2nd,Short Head,6,10-0t,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Nibiru (IRE),Phillip Enright,0,A. J. Martin,1st,N/A,7,10-1t,117,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Curious Times (IRE),D. E. Mullins,0,Stuart Crawford,11th,19 l,9,10-0tp,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Ebasari (IRE),J. W. Kennedy,0,Gordon Elliott,10th,18 l,4,10-7,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Pats Choice (IRE),Sam Ewing,0,Gordon Elliott,9th,1 1/4 l,5,10-0b,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Take All (IRE),K. C. Sexton,0,Seamus Fahey,8th,5 l,7,10-7ht,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Douglas Dc (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,1/2 l,4,10-5p1,121,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Justicialism (IRE),D. J. O'Keeffe,0,B. R. Hamilton,6th,5 1/2 l,4,10-0b1,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Tudor City (IRE),Peter Carberry,0,A. J. Martin,5th,29 l,10,11-12t,142,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Charli Parcs (FR),C. G. O'Dwyer,7,Aidan Anthony Howard,4th,4 l,9,10-7,123,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Pinkerton (IRE),B. J. Cooper,0,Noel Meade,3rd,Head,6,11-0,130,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,2nd,Short Head,6,10-0t,116,True,29,50
N/A,N/A,13:58,Soft (Soft To Heavy In Places),2m 190y,Nibiru (IRE),Phillip Enright,0,A. J. Martin,1st,N/A,7,10-1t,117,True,29,50
