track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Bill Silvers,R P Whelan,0,W Durkan,PU,N/A,5,10-0,78,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Bellacanta (IRE),N M Crosse,0,W McCreery,9th,2 3/4 l,3,9-8,78,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Tortola (IRE),J S Dalton,10,J Halley,8th,1 l,3,8-7t1,60,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Sinbad My Dad (IRE),J E Harnett,7,S Fahey,7th,1 1/2 l,4,9-8,72,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,No More Porter (IRE),Adam Caffrey,0,A McGuinness,6th,5 1/2 l,7,9-8tp,72,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Zipster (IRE),D Browne McMonagle,0,Gerard O'Leary,5th,Neck,4,9-11,75,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Mr Rango (IRE),G P Halpin,0,John M Harney,4th,5 1/2 l,7,9-13,77,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Autumn Twist (IRE),J M Sheridan,0,D Hogan,3rd,1 1/2 l,4,9-13p,77,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Expound,D J O'Connor,7,D Hogan,2nd,1 3/4 l,6,10-0tp,78,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Iron Fist (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,10-0,84,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Bill Silvers,R P Whelan,0,W Durkan,PU,N/A,5,10-0,78,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Bellacanta (IRE),N M Crosse,0,W McCreery,9th,2 3/4 l,3,9-8,78,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Tortola (IRE),J S Dalton,10,J Halley,8th,1 l,3,8-7t1,60,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Sinbad My Dad (IRE),J E Harnett,7,S Fahey,7th,1 1/2 l,4,9-8,72,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,No More Porter (IRE),Adam Caffrey,0,A McGuinness,6th,5 1/2 l,7,9-8tp,72,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Zipster (IRE),D Browne McMonagle,0,Gerard O'Leary,5th,Neck,4,9-11,75,True,17,1
N/A,2025-09-11,17:10,Soft,1m 1f 130y,Mr Rango (IRE),G P Halpin,0,John M Harney,4th,5 1/2 l,7,9-13,77,True,17,1
