track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Jetovango (IRE),E Walsh,0,D W O'Sullivan,10th,2 l,6,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Beau Coup (FR),J C Gainford,0,C Bowe,9th,Head,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Christy's Chief (IRE),C M Quirke,0,D H Kelly,8th,6 1/2 l,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Diamboy Des Carres (FR),Mr A Harney,7,S Doyle,7th,12 l,9,11-12h,108,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Chiefs Kingdom (IRE),S W Flanagan,0,P Nolan,6th,3 1/2 l,7,11-4t,108,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Additional Time (IRE),S D Torrens,0,J C McConnell,5th,Head,6,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,William Butler (IRE),J W Kennedy,0,G Elliott,4th,3 1/4 l,5,11-12,113,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Empire Succes (FR),D J O'Keeffe,0,Gerard O'Leary,3rd,6 l,5,11-4,112,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Coumeenoole (IRE),S F O'Keeffe,0,P Nolan,2nd,Neck,6,11-4t,110,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Stay Gold (IRE),C Stone-Walsh,3,Colm Murphy,1st,N/A,6,11-4p,116,True,3,45
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Yewtree Hill (IRE),B W Harvey,0,C Collins,6th,14 l,8,11-12,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,5th,8 l,6,11-5,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Donnie Devito (IRE),D Meyler,0,R O'Sullivan,4th,7 l,6,11-12ht,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,3rd,1 1/4 l,6,11-12t,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Hms Seahorse (IRE),S F O'Keeffe,0,P Nolan,2nd,1 1/2 l,7,11-12b,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Fine Margin (IRE),B Hayes,0,W P Mullins,1st,N/A,8,11-12,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Yewtree Hill (IRE),B W Harvey,0,C Collins,6th,14 l,8,11-12,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,5th,8 l,6,11-5,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Donnie Devito (IRE),D Meyler,0,R O'Sullivan,4th,7 l,6,11-12ht,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,3rd,1 1/4 l,6,11-12t,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Hms Seahorse (IRE),S F O'Keeffe,0,P Nolan,2nd,1 1/2 l,7,11-12b,-,True,3,46
Wexford Racing Results | 4th July 2025 15:50,2025-07-04,15:50,Good (Good To Yielding In Places),2m 3f 110y,Fine Margin (IRE),B Hayes,0,W P Mullins,1st,N/A,8,11-12,-,True,3,46
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Nt Field Minnesota (IRE),S F O'Keeffe,0,W P Mullins,10th,29 l,7,10-0t,114,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,9th,1 3/4 l,10,11-12p,142,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,That's About Right (IRE),S D Torrens,0,P J Rothwell,8th,1/2 l,7,10-2p,118,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Fascile Mode (IRE),D E Mullins,0,T Mullins,7th,2 l,7,11-5p1,135,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Lightkeeper (IRE),J C Gainford,0,G Elliott,6th,2 1/2 l,7,10-12tb,128,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Ho My Lord (FR),P T Smithers,7,P Roche,5th,3 l,7,10-13,129,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Must Be Obeyed (IRE),M P O'Connor,0,T Gibney,4th,2 1/2 l,9,10-7,123,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,She's A Fine Wine (IRE),D J O'Keeffe,0,H De Bromhead,3rd,1 1/4 l,7,10-6t,122,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Mr Saxobeat (IRE),P T Enright,0,T Gibney,2nd,4 l,9,10-0,116,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Clarens (IRE),D J Gilligan,0,J P Flavin,1st,N/A,8,10-6t,122,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Nt Field Minnesota (IRE),S F O'Keeffe,0,W P Mullins,10th,29 l,7,10-0t,114,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,9th,1 3/4 l,10,11-12p,142,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,That's About Right (IRE),S D Torrens,0,P J Rothwell,8th,1/2 l,7,10-2p,118,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Fascile Mode (IRE),D E Mullins,0,T Mullins,7th,2 l,7,11-5p1,135,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Lightkeeper (IRE),J C Gainford,0,G Elliott,6th,2 1/2 l,7,10-12tb,128,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Ho My Lord (FR),P T Smithers,7,P Roche,5th,3 l,7,10-13,129,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Must Be Obeyed (IRE),M P O'Connor,0,T Gibney,4th,2 1/2 l,9,10-7,123,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,She's A Fine Wine (IRE),D J O'Keeffe,0,H De Bromhead,3rd,1 1/4 l,7,10-6t,122,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Mr Saxobeat (IRE),P T Enright,0,T Gibney,2nd,4 l,9,10-0,116,True,3,47
Wexford Racing Results | 4th July 2025 16:25,2025-07-04,16:25,Good (Good To Yielding In Places),2m 3f 110y,Clarens (IRE),D J Gilligan,0,J P Flavin,1st,N/A,8,10-6t,122,True,3,47
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Aliunde (IRE),P T Enright,0,M M McNiff,F,N/A,8,11-2t,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,The Virginian (IRE),P T Smithers,7,P Roche,15th,5 1/2 l,9,10-11tp,83,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Miss Oreo (IRE),P Hanlon,7,J J Hanlon,14th,3 1/4 l,7,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Burru (IRE),Mr R Sugrue,7,L Kenny,13th,2 1/4 l,7,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Western Comandor (IRE),S W Flanagan,0,J J Hanlon,12th,2 1/4 l,7,11-2tp,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Annie Questions (IRE),C Stone-Walsh,3,Patrick Cronin,11th,2 1/4 l,7,10-8,80,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,10th,9 1/2 l,11,10-13,85,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Haveuseentherain (IRE),S F O'Keeffe,0,S G Walsh,9th,3 l,10,10-2,74,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Roman Parish (IRE),D E Mullins,0,D M O'Brien,8th,1 1/4 l,7,10-8tb,80,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Must Be Dreaming (IRE),J P Shinnick,3,G Ahern,7th,11 l,8,11-6tp,92,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Early Arrival (IRE),P M O'Brien,7,J Barcoe,6th,1/2 l,10,10-10,82,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,5th,2 1/4 l,6,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,May Call You Back,B Hayes,0,W P Mullins,4th,Neck,7,11-9,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,U Asking Me (IRE),J J Slevin,0,E Doyle,3rd,Neck,8,11-0t,86,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Warm In Gorey (IRE),T Power Roche,5,P J Rothwell,2nd,6 1/2 l,7,11-11p,97,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,1st,N/A,8,11-6p,92,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Aliunde (IRE),P T Enright,0,M M McNiff,F,N/A,8,11-2t,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,The Virginian (IRE),P T Smithers,7,P Roche,15th,5 1/2 l,9,10-11tp,83,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Miss Oreo (IRE),P Hanlon,7,J J Hanlon,14th,3 1/4 l,7,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Burru (IRE),Mr R Sugrue,7,L Kenny,13th,2 1/4 l,7,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Western Comandor (IRE),S W Flanagan,0,J J Hanlon,12th,2 1/4 l,7,11-2tp,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Annie Questions (IRE),C Stone-Walsh,3,Patrick Cronin,11th,2 1/4 l,7,10-8,80,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,10th,9 1/2 l,11,10-13,85,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Haveuseentherain (IRE),S F O'Keeffe,0,S G Walsh,9th,3 l,10,10-2,74,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Roman Parish (IRE),D E Mullins,0,D M O'Brien,8th,1 1/4 l,7,10-8tb,80,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Must Be Dreaming (IRE),J P Shinnick,3,G Ahern,7th,11 l,8,11-6tp,92,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Early Arrival (IRE),P M O'Brien,7,J Barcoe,6th,1/2 l,10,10-10,82,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,5th,2 1/4 l,6,12-0,100,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,May Call You Back,B Hayes,0,W P Mullins,4th,Neck,7,11-9,88,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,U Asking Me (IRE),J J Slevin,0,E Doyle,3rd,Neck,8,11-0t,86,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Warm In Gorey (IRE),T Power Roche,5,P J Rothwell,2nd,6 1/2 l,7,11-11p,97,True,3,48
Wexford Racing Results | 4th July 2025 17:00,2025-07-04,17:00,Good (Good To Yielding In Places),2m 3f 110y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,1st,N/A,8,11-6p,92,True,3,48
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Osborne Park (IRE),Mr D McGill,7,Peter Buchanan,PU,N/A,5,12-0t1,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,I Give Theorders (IRE),Mr B Dunleavy,7,Mary Ellen Doyle,13th,45 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Money Shuffler (IRE),Mr H C Swan,0,W M Roper,12th,15 l,5,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Keaner's Boy (IRE),Mr B M Coonan,7,V C Ward,11th,6 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,10th,Short Head,7,11-7ht1,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Fervida (IRE),Mr J P Berry,7,J A Berry,9th,5 l,5,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Lord Lackendarra (IRE),Mr P Breen,7,P Breen,8th,15 l,7,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,North Moon (FR),Mr P W Mullins,0,W P Mullins,7th,3 1/2 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,The Cistercian (IRE),Mr J P O'Rourke,7,Colm Murphy,6th,1 l,5,12-0ht,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Saxon Cross (IRE),Mr T A Halford,7,C W J Farrell,5th,Neck,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Ozark's Walk (IRE),Mr B Barry,7,R Dunne,4th,Neck,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Nobotheratall (IRE),Mr A P Ryan,7,Thomas Coyle,3rd,1 3/4 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Expresso Tini (IRE),Mr D Doyle,7,M A Molloy,2nd,6 1/2 l,7,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Soldiers World (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0v1,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Osborne Park (IRE),Mr D McGill,7,Peter Buchanan,PU,N/A,5,12-0t1,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,I Give Theorders (IRE),Mr B Dunleavy,7,Mary Ellen Doyle,13th,45 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Money Shuffler (IRE),Mr H C Swan,0,W M Roper,12th,15 l,5,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Keaner's Boy (IRE),Mr B M Coonan,7,V C Ward,11th,6 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,10th,Short Head,7,11-7ht1,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Fervida (IRE),Mr J P Berry,7,J A Berry,9th,5 l,5,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Lord Lackendarra (IRE),Mr P Breen,7,P Breen,8th,15 l,7,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,North Moon (FR),Mr P W Mullins,0,W P Mullins,7th,3 1/2 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,The Cistercian (IRE),Mr J P O'Rourke,7,Colm Murphy,6th,1 l,5,12-0ht,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Saxon Cross (IRE),Mr T A Halford,7,C W J Farrell,5th,Neck,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Ozark's Walk (IRE),Mr B Barry,7,R Dunne,4th,Neck,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Nobotheratall (IRE),Mr A P Ryan,7,Thomas Coyle,3rd,1 3/4 l,5,12-0,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Expresso Tini (IRE),Mr D Doyle,7,M A Molloy,2nd,6 1/2 l,7,11-7,-,True,3,49
Wexford Racing Results | 4th July 2025 17:35,2025-07-04,17:35,Good (Good To Yielding In Places),2m 195y,Soldiers World (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0v1,-,True,3,49
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Knockmore Prince (IRE),C D Hayes,0,J C McConnell,NR,N/A,5,9-5tp,34,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Grand Dante (USA),K J Leonard,0,D Dias,11th,17 l,3,9-4b1,68,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Nezeeh (IRE),J M Sheridan,0,D Hogan,10th,Neck,4,9-10b,67,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Royal Tribute (IRE),R Coakley,0,J C McConnell,9th,4 1/4 l,7,9-5p,36,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Virgil Tibbs (IRE),D W O'Connor,0,J C McConnell,8th,Nose,3,9-2,-,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,7th,11 l,5,9-11v,61,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Casanova,J Pietropaolo,7,A McGuinness,6th,1 1/4 l,9,9-6v,70,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Amanirenas (IRE),R C Colgan,0,M C Grassick,5th,3 3/4 l,6,9-7p,53,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Cosmic Force,R Whearty,3,K H Clarke,4th,Head,3,8-13,59,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Dinamine (IRE),W Joyce,3,M Mulvany,3rd,3 3/4 l,7,9-6,49,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,In The Minus (IRE),S Coen,7,Sean Davis,2nd,Neck,3,9-2,62,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,God Knows (IRE),J A Heffernan,0,R Brabazon,1st,N/A,6,9-11,67,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Knockmore Prince (IRE),C D Hayes,0,J C McConnell,NR,N/A,5,9-5tp,34,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Grand Dante (USA),K J Leonard,0,D Dias,11th,17 l,3,9-4b1,68,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Nezeeh (IRE),J M Sheridan,0,D Hogan,10th,Neck,4,9-10b,67,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Royal Tribute (IRE),R Coakley,0,J C McConnell,9th,4 1/4 l,7,9-5p,36,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Virgil Tibbs (IRE),D W O'Connor,0,J C McConnell,8th,Nose,3,9-2,-,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,7th,11 l,5,9-11v,61,True,3,50
Bellewstown Racing Results | 4th July 2025 16:40,2025-07-04,16:40,Good (Good To Yielding In Places),7f 195y,Casanova,J Pietropaolo,7,A McGuinness,6th,1 1/4 l,9,9-6v,70,True,3,50
