track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Electric Dreamer (IRE),C D Smithers,4,W J Burke,NR,N/A,6,10-9p,89,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Kilmurry Jj (IRE),K Callaghan,2,T O'Brien,UR,N/A,7,12-0t,108,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Ounce Of Gold (IRE),J G Gilligan,4,P A Fahy,PU,N/A,7,11-1p1,95,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Nephin Beg (IRE),D J Gilligan,0,S Doyle,PU,N/A,6,11-3p,97,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Carrolls Cottage (IRE),Niall Moore,4,P Fenton,PU,N/A,8,10-13b,93,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,All Walks Of Life (IRE),C G O'Dwyer,2,M Hourigan,12th,Neck,6,11-0,94,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Rose Of Kalanisi (IRE),L A McKenna,0,P Stafford,11th,2 1/2 l,7,11-3p1,97,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Ocean Legacy (IRE),P M O'Brien,4,D A McLoughlin,10th,4 1/4 l,7,10-8,88,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Out The Gap,P Byrnes,0,P G Kelly,9th,6 l,8,11-1t,95,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Chainofconsequence (IRE),P K Donovan,2,M J McDonagh,8th,4 1/2 l,7,11-5b,99,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Tullyveery Lad (IRE),C Stone-Walsh,2,R P Cody,7th,1 1/4 l,8,11-13p,107,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Squire Ohara (IRE),L Quinlan,0,Mrs C O'Leary,6th,4 3/4 l,6,10-13t,93,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Balinaboola Steel (IRE),Shane Fenelon,4,J J Hanlon,5th,7 1/2 l,12,11-10p,104,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Favori Logique (FR),S O'Callaghan,2,R O'Sullivan,4th,2 3/4 l,9,11-13,107,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Definiteadare (IRE),P T Smithers,4,C Coakley,3rd,7 l,10,10-6,86,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Garde La Peche (FR),E M O'Sullivan,4,H De Bromhead,2nd,19 l,6,12-0t,108,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Avec Espoir,A P Kelly,2,V T O'Brien,1st,N/A,11,11-3,97,True,125,14
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Space Tourist (IRE),Mr P W Mullins,0,W P Mullins,NR,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Costanuci (IRE),B Hayes,0,J Queally,UR,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Idol (FR),P T Enright,0,S Curling,UR,N/A,6,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,In A Nice Way (IRE),S F O'Keeffe,0,S Ryan,PU,N/A,8,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Judicieuse Allen (FR),P Townend,0,W P Mullins,F,N/A,5,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Media Naranja (IRE),D J Gilligan,3,G Elliott,6th,15 l,5,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Miss Agusta (IRE),Sam Ewing,0,G Elliott,5th,6 1/2 l,6,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Killinure Lass (IRE),K M Donoghue,0,J P Dempsey,4th,3 1/4 l,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Iris Emery (FR),D E Mullins,0,W P Mullins,3rd,9 1/2 l,6,11-7t,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Still Ciel (IRE),D J O'Keeffe,0,H De Bromhead,2nd,8 l,7,11-7t1,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Popova (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Space Tourist (IRE),Mr P W Mullins,0,W P Mullins,NR,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Costanuci (IRE),B Hayes,0,J Queally,UR,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Idol (FR),P T Enright,0,S Curling,UR,N/A,6,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,In A Nice Way (IRE),S F O'Keeffe,0,S Ryan,PU,N/A,8,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Judicieuse Allen (FR),P Townend,0,W P Mullins,F,N/A,5,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Media Naranja (IRE),D J Gilligan,3,G Elliott,6th,15 l,5,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Miss Agusta (IRE),Sam Ewing,0,G Elliott,5th,6 1/2 l,6,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Killinure Lass (IRE),K M Donoghue,0,J P Dempsey,4th,3 1/4 l,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Iris Emery (FR),D E Mullins,0,W P Mullins,3rd,9 1/2 l,6,11-7t,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Still Ciel (IRE),D J O'Keeffe,0,H De Bromhead,2nd,8 l,7,11-7t1,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:03,N/A,16:03,Good To Yielding,2m 3f 100y,Popova (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,7,11-7,-,True,125,15
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,On The Tide (IRE),C G O'Dwyer,5,S Neville,UR,N/A,6,11-12h1,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Howaya C D And E (IRE),S Fitzgerald,0,G Keane,RR,N/A,9,11-5,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Arabian King,D J Gilligan,3,C Collins,PU,N/A,8,11-12t,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Action Motion (IRE),D King,0,D Hogan,PU,N/A,5,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Delta Melody (IRE),M J M O'Sullivan,0,E M O'Sullivan,PU,N/A,7,11-12p1,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Tideways Hero (IRE),Rachael Blackmore,0,H De Bromhead,F,N/A,6,11-5h,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Woodstream Lad (IRE),J P O'Sullivan,0,P J Rothwell,10th,39 l,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,How Decc (IRE),L Quinlan,3,E Seymour,9th,20 l,6,11-12t,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Hand Over Fist (FR),D J O'Keeffe,0,H De Bromhead,8th,14 l,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Themanintheboots (IRE),Sam Ewing,0,G Elliott,7th,1 1/4 l,6,11-12p,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Irish Envoy (IRE),S W Flanagan,0,Liz Doyle,6th,1 3/4 l,6,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Emily In Paris (IRE),S O'Callaghan,5,D E Fitzgerald,5th,16 l,6,11-5,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Conron (IRE),J J Slevin,0,M Brassil,4th,Short Head,10,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Our Bobby (IRE),E Walsh,0,J M Burke,3rd,2 1/4 l,7,11-12h,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Winding River (IRE),P T Enright,0,O McKiernan,2nd,1 1/4 l,7,11-12tp,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Theonewedreamof (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-5p,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,On The Tide (IRE),C G O'Dwyer,5,S Neville,UR,N/A,6,11-12h1,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Howaya C D And E (IRE),S Fitzgerald,0,G Keane,RR,N/A,9,11-5,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Arabian King,D J Gilligan,3,C Collins,PU,N/A,8,11-12t,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Action Motion (IRE),D King,0,D Hogan,PU,N/A,5,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Delta Melody (IRE),M J M O'Sullivan,0,E M O'Sullivan,PU,N/A,7,11-12p1,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Tideways Hero (IRE),Rachael Blackmore,0,H De Bromhead,F,N/A,6,11-5h,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Woodstream Lad (IRE),J P O'Sullivan,0,P J Rothwell,10th,39 l,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,How Decc (IRE),L Quinlan,3,E Seymour,9th,20 l,6,11-12t,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Hand Over Fist (FR),D J O'Keeffe,0,H De Bromhead,8th,14 l,7,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Themanintheboots (IRE),Sam Ewing,0,G Elliott,7th,1 1/4 l,6,11-12p,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Irish Envoy (IRE),S W Flanagan,0,Liz Doyle,6th,1 3/4 l,6,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Emily In Paris (IRE),S O'Callaghan,5,D E Fitzgerald,5th,16 l,6,11-5,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Conron (IRE),J J Slevin,0,M Brassil,4th,Short Head,10,11-12,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Our Bobby (IRE),E Walsh,0,J M Burke,3rd,2 1/4 l,7,11-12h,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Winding River (IRE),P T Enright,0,O McKiernan,2nd,1 1/4 l,7,11-12tp,-,True,125,16
Tipperary Racing Results | 2nd July 2024 16:35,N/A,16:35,Good To Yielding,2m 3f 100y,Theonewedreamof (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-5p,-,True,125,16
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Slip Of The Tongue (IRE),A P Kelly,5,P Roche,NR,N/A,7,11-5tp,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Mayor's Walk (IRE),Rachael Blackmore,0,H De Bromhead,F,N/A,5,11-9ht1,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Purse Price,Sam Ewing,0,G Elliott,4th,92 l,7,11-9t,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Summer Tide (IRE),P Byrnes,3,C Byrnes,3rd,3 3/4 l,9,11-9,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Bua Boy (IRE),D King,0,D Hogan,2nd,Head,9,11-5,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Dutch Schultz,K M Donoghue,0,G P Cromwell,1st,N/A,7,11-5h,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Slip Of The Tongue (IRE),A P Kelly,5,P Roche,NR,N/A,7,11-5tp,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Mayor's Walk (IRE),Rachael Blackmore,0,H De Bromhead,F,N/A,5,11-9ht1,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Purse Price,Sam Ewing,0,G Elliott,4th,92 l,7,11-9t,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Summer Tide (IRE),P Byrnes,3,C Byrnes,3rd,3 3/4 l,9,11-9,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Bua Boy (IRE),D King,0,D Hogan,2nd,Head,9,11-5,-,True,125,17
Tipperary Racing Results | 2nd July 2024 17:10,N/A,17:10,Good To Yielding,2m 3f 100y,Dutch Schultz,K M Donoghue,0,G P Cromwell,1st,N/A,7,11-5h,-,True,125,17
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Gunsanroses (IRE),J A Powell,3,N Meade,NR,N/A,2,8-8,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Runninsonofagun (IRE),L T McAteer,0,A Mullins,NR,N/A,2,9-1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Let It Linger (IRE),S Foley,0,Mrs J Harrington,13th,2 1/4 l,2,9-2,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Amber Blossom,B M Coen,0,J P Murtagh,12th,3/4 l,2,9-2,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Sovereign Banter (IRE),C D Hayes,0,E J O'Grady,11th,2 3/4 l,2,8-13,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Your Call (IRE),C T Keane,0,N Meade,10th,Head,2,9-5,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Tomarlo,J J G Ryan,5,D Marnane,9th,3/4 l,2,9-7,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Onomatapeoi (IRE),J M Sheridan,0,Paul Gammell,8th,3 3/4 l,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Thebelmontgangster (IRE),W M Lordan,0,N Lupini,7th,1 1/4 l,2,9-1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Moonhall Lass (IRE),N M Crosse,0,Alan McIntyre,6th,Head,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Wish This,R C Colgan,0,Miss Jennifer Anne Lynch,5th,1 l,2,8-13,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Coulstys Way (IRE),R P Cleary,0,P Magee,4th,1 1/4 l,2,8-8,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Boyne Valley (IRE),W Joyce,5,M Mulvany,3rd,5 1/2 l,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,J'adore Chris (IRE),J A Heffernan,0,P Twomey,2nd,4 1/4 l,2,8-10h1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Green Triangle (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-7t,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Gunsanroses (IRE),J A Powell,3,N Meade,NR,N/A,2,8-8,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Runninsonofagun (IRE),L T McAteer,0,A Mullins,NR,N/A,2,9-1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Let It Linger (IRE),S Foley,0,Mrs J Harrington,13th,2 1/4 l,2,9-2,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Amber Blossom,B M Coen,0,J P Murtagh,12th,3/4 l,2,9-2,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Sovereign Banter (IRE),C D Hayes,0,E J O'Grady,11th,2 3/4 l,2,8-13,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Your Call (IRE),C T Keane,0,N Meade,10th,Head,2,9-5,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Tomarlo,J J G Ryan,5,D Marnane,9th,3/4 l,2,9-7,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Onomatapeoi (IRE),J M Sheridan,0,Paul Gammell,8th,3 3/4 l,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Thebelmontgangster (IRE),W M Lordan,0,N Lupini,7th,1 1/4 l,2,9-1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Moonhall Lass (IRE),N M Crosse,0,Alan McIntyre,6th,Head,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Wish This,R C Colgan,0,Miss Jennifer Anne Lynch,5th,1 l,2,8-13,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Coulstys Way (IRE),R P Cleary,0,P Magee,4th,1 1/4 l,2,8-8,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Boyne Valley (IRE),W Joyce,5,M Mulvany,3rd,5 1/2 l,2,8-10,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,J'adore Chris (IRE),J A Heffernan,0,P Twomey,2nd,4 1/4 l,2,8-10h1,-,True,125,18
Roscommon Racing Results | 2nd July 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),7f 96y,Green Triangle (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-7t,-,True,125,18
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Behomebyhalfpast (IRE),H J Horgan,5,J Feane,NR,N/A,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Eccellente,Neve Bennett,7,D J Bunyan,14th,14 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Second Princess (IRE),J A Heffernan,0,L Comer,13th,3/4 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Dakota Girl (IRE),S Foley,0,Mrs J Harrington,12th,Short Head,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Coruscate (IRE),P A Harnett,5,T Cooper,11th,1 1/2 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Keave (IRE),G M Ryan,0,Daniel Murphy,10th,2 1/2 l,3,9-3p1,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Fairy Wings (IRE),W M Lordan,0,W McCreery,9th,Nose,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Sweet Verona (IRE),N M Crosse,0,W McCreery,8th,Head,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Blue Poppy (IRE),C D Hayes,0,D K Weld,7th,1/2 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Clever Impulse (USA),D P McDonogh,0,J P O'Brien,6th,1 3/4 l,3,9-3t,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Sirene Success (IRE),W J Lee,0,K J Condon,5th,1 3/4 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Go Girl Go (IRE),J J G Ryan,5,A Murray,4th,Neck,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Kailasa (IRE),B M Coen,0,J P Murtagh,3rd,2 3/4 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Castanets (IRE),D McMonagle,0,J P O'Brien,2nd,5 1/2 l,3,9-3t1,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Serious Notions,C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Behomebyhalfpast (IRE),H J Horgan,5,J Feane,NR,N/A,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Eccellente,Neve Bennett,7,D J Bunyan,14th,14 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Second Princess (IRE),J A Heffernan,0,L Comer,13th,3/4 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Dakota Girl (IRE),S Foley,0,Mrs J Harrington,12th,Short Head,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Coruscate (IRE),P A Harnett,5,T Cooper,11th,1 1/2 l,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Keave (IRE),G M Ryan,0,Daniel Murphy,10th,2 1/2 l,3,9-3p1,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Fairy Wings (IRE),W M Lordan,0,W McCreery,9th,Nose,3,9-3,-,True,125,19
Roscommon Racing Results | 2nd July 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),7f 96y,Sweet Verona (IRE),N M Crosse,0,W McCreery,8th,Head,3,9-3,-,True,125,19
