track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:05,Good,2m,Contrapposto (JPN),C. M. Quirke,0,R. Donohoe,UR,N/A,8,11-3,98,True,21,1
N/A,N/A,16:05,Good,2m,Leroy Leroy,Shane Fenelon,0,John Joseph Hanlon,PU,N/A,6,11-4,99,True,21,1
N/A,N/A,16:05,Good,2m,Dr Mikey (IRE),Derek Thomas McGrath,2,Ms M. Flynn,14th,13 l,13,12-0,109,True,21,1
N/A,N/A,16:05,Good,2m,Virtual Hug (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,13th,Short Head,4,11-10t,107,True,21,1
N/A,N/A,16:05,Good,2m,Crescent Lake,G. Bourke,0,Terence O'Brien,12th,4 1/2 l,5,11-1b1,96,True,21,1
N/A,N/A,16:05,Good,2m,General Clermont (FR),T. Joseph Kelly,0,D. E. Fitzgerald,11th,1 l,6,11-6,101,True,21,1
N/A,N/A,16:05,Good,2m,Veneziano Springs (FR),D. King,0,Denis Hogan,10th,4 1/2 l,10,11-2t,97,True,21,1
N/A,N/A,16:05,Good,2m,Moulane West (IRE),Kieran Callaghan,0,Richard Anthony Foley,9th,Neck,6,11-12,107,True,21,1
N/A,N/A,16:05,Good,2m,Presenting Lad (IRE),M. J. M. O'Sullivan,0,Mark McNiff,8th,3 1/2 l,6,11-2t,97,True,21,1
N/A,N/A,16:05,Good,2m,Churchtown Ruby (IRE),J. P. Kirwan,0,Declan Queally,7th,1 1/4 l,5,11-11t,106,True,21,1
N/A,N/A,16:05,Good,2m,Marelly (IRE),G. B. Noonan,0,Eoin Christopher McCarthy,6th,3 1/2 l,5,11-0,95,True,21,1
N/A,N/A,16:05,Good,2m,Buttons and Bows (IRE),A. P. Kelly,0,Patrick J. Flynn,5th,3/4 l,8,11-3,98,True,21,1
N/A,N/A,16:05,Good,2m,Son Of Hypnos (IRE),S. O'Callaghan,0,Kevin Michael Smith,4th,3/4 l,5,11-9p,104,True,21,1
N/A,N/A,16:05,Good,2m,Toms Courage (IRE),Niall Moore,0,John Michael Burke,3rd,3/4 l,8,11-5h,100,True,21,1
N/A,N/A,16:05,Good,2m,Sequoiaspirit (IRE),T. N. Brett,0,Ray Hackett,2nd,Neck,5,11-7,102,True,21,1
N/A,N/A,16:05,Good,2m,Well Funded (IRE),T. B. Lyons,4,Eoin Christopher McCarthy,1st,N/A,6,10-12t,93,True,21,1
N/A,N/A,16:05,Good,2m,Contrapposto (JPN),C. M. Quirke,0,R. Donohoe,UR,N/A,8,11-3,98,True,21,1
N/A,N/A,16:05,Good,2m,Leroy Leroy,Shane Fenelon,0,John Joseph Hanlon,PU,N/A,6,11-4,99,True,21,1
N/A,N/A,16:05,Good,2m,Dr Mikey (IRE),Derek Thomas McGrath,2,Ms M. Flynn,14th,13 l,13,12-0,109,True,21,1
N/A,N/A,16:05,Good,2m,Virtual Hug (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,13th,Short Head,4,11-10t,107,True,21,1
N/A,N/A,16:05,Good,2m,Crescent Lake,G. Bourke,0,Terence O'Brien,12th,4 1/2 l,5,11-1b1,96,True,21,1
N/A,N/A,16:05,Good,2m,General Clermont (FR),T. Joseph Kelly,0,D. E. Fitzgerald,11th,1 l,6,11-6,101,True,21,1
N/A,N/A,16:05,Good,2m,Veneziano Springs (FR),D. King,0,Denis Hogan,10th,4 1/2 l,10,11-2t,97,True,21,1
N/A,N/A,16:05,Good,2m,Moulane West (IRE),Kieran Callaghan,0,Richard Anthony Foley,9th,Neck,6,11-12,107,True,21,1
N/A,N/A,16:05,Good,2m,Presenting Lad (IRE),M. J. M. O'Sullivan,0,Mark McNiff,8th,3 1/2 l,6,11-2t,97,True,21,1
N/A,N/A,16:05,Good,2m,Churchtown Ruby (IRE),J. P. Kirwan,0,Declan Queally,7th,1 1/4 l,5,11-11t,106,True,21,1
N/A,N/A,16:05,Good,2m,Marelly (IRE),G. B. Noonan,0,Eoin Christopher McCarthy,6th,3 1/2 l,5,11-0,95,True,21,1
N/A,N/A,16:05,Good,2m,Buttons and Bows (IRE),A. P. Kelly,0,Patrick J. Flynn,5th,3/4 l,8,11-3,98,True,21,1
N/A,N/A,16:05,Good,2m,Son Of Hypnos (IRE),S. O'Callaghan,0,Kevin Michael Smith,4th,3/4 l,5,11-9p,104,True,21,1
N/A,N/A,16:05,Good,2m,Toms Courage (IRE),Niall Moore,0,John Michael Burke,3rd,3/4 l,8,11-5h,100,True,21,1
N/A,N/A,16:05,Good,2m,Sequoiaspirit (IRE),T. N. Brett,0,Ray Hackett,2nd,Neck,5,11-7,102,True,21,1
N/A,N/A,16:05,Good,2m,Well Funded (IRE),T. B. Lyons,4,Eoin Christopher McCarthy,1st,N/A,6,10-12t,93,True,21,1
N/A,N/A,16:35,Good,2m 4f,Frazel Express (IRE),C. M. Quirke,7,James M. Barcoe,F,N/A,10,11-3,105,True,21,2
N/A,N/A,16:35,Good,2m 4f,Bear Claws (IRE),C. P. McNamara,0,Eric McNamara,14th,15 l,6,10-11tp,99,True,21,2
N/A,N/A,16:35,Good,2m 4f,Turbojet,Patrick O'Hanlon,5,Dermot Anthony McLoughlin,13th,3 l,11,11-8tp,110,True,21,2
N/A,N/A,16:35,Good,2m 4f,Craic Eile (IRE),J. P. Kirwan,7,David Kenneth Budds,12th,2 l,5,11-5tp,107,True,21,2
N/A,N/A,16:35,Good,2m 4f,The Dasher Conway (IRE),Keith Donoghue,0,Mrs Gillian Callaghan,11th,1 l,7,11-12,114,True,21,2
N/A,N/A,16:35,Good,2m 4f,Grozni (FR),P. Byrnes,7,Charles Byrnes,10th,3 3/4 l,6,11-7,109,True,21,2
N/A,N/A,16:35,Good,2m 4f,Endlessly (USA),Peter Carberry,0,Matthew J. Smith,9th,Head,7,11-2t,104,True,21,2
N/A,N/A,16:35,Good,2m 4f,Rock On Seamie (IRE),T. N. Brett,7,Ray Hackett,8th,1 3/4 l,7,12-0,116,True,21,2
N/A,N/A,16:35,Good,2m 4f,Wojood,D. King,7,Denis Hogan,7th,3/4 l,6,11-11tp,113,True,21,2
