track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Seas And Oceans (IRE),B M Coen,0,Eoghan O'Neill,5th,2 l,3,9-4,54,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Guest Star,G M Ryan,0,M Fahey,4th,1 1/2 l,3,9-13p,63,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Solar Drive (IRE),C T Keane,0,P W Flynn,3rd,1 1/4 l,3,10-0,64,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,2nd,Neck,3,9-3,53,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Gregorina (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,3,8-13v,49,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Not Far To Fall (IRE),D P McDonogh,0,E Griffin,14th,2 l,3,9-10,60,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Dreamline Amelia,K J Leonard,0,E McCarthy,13th,7 l,3,9-4,54,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Kilbarry Jack (IRE),R P Whelan,0,A McGuinness,12th,3 1/2 l,3,9-6v1,56,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Chou Chou (IRE),R Whearty,5,N Meade,11th,Head,3,8-11,46,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Share The Treasure (IRE),W J Lee,0,T Hogan,10th,Nose,3,9-6,56,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Tiffany Mae (IRE),K G Kennedy,7,Mrs J Harrington,9th,1 3/4 l,3,9-10,60,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,The Man Above (IRE),L F Roche,0,J P Fahey,8th,1 l,3,8-12p,48,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Simple Endeavour,S T McCullagh,3,Mrs J Harrington,7th,Neck,3,9-10,60,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Finsceal Annie (IRE),J A Powell,3,Ciaran Murphy,6th,Head,3,8-11t1,47,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Seas And Oceans (IRE),B M Coen,0,Eoghan O'Neill,5th,2 l,3,9-4,54,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Guest Star,G M Ryan,0,M Fahey,4th,1 1/2 l,3,9-13p,63,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Solar Drive (IRE),C T Keane,0,P W Flynn,3rd,1 1/4 l,3,10-0,64,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,2nd,Neck,3,9-3,53,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:15,N/A,18:15,Good,1m 1f 156y,Gregorina (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,3,8-13v,49,True,124,24
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,La Tulipe Noire (IRE),B M Coen,0,Ciaran Murphy,10th,1 1/4 l,4,9-9b,74,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Jawhary,Adam Caffrey,3,A McGuinness,9th,1 l,6,9-2,67,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Pillar Of Hope,J A Heffernan,0,H D McGuigan,8th,Neck,6,9-11,76,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,True Statesman (IRE),C J MacRedmond,5,A McGuinness,7th,1 1/2 l,4,9-7b,72,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Laelaps (IRE),G F Carroll,0,A McNamara,6th,2 1/2 l,6,10-0h,79,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Roderick,J M Sheridan,0,H D McGuigan,5th,1 3/4 l,8,9-1,66,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Spy,M W Hassett,5,C Byrnes,4th,1/2 l,5,9-7,72,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,River Derwent,J J G Ryan,5,Thomas Coyle,3rd,8 l,6,9-4b,69,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,See Me Through (IRE),C T Keane,0,R O'Sullivan,2nd,1/2 l,4,9-13p,78,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Brave Troop (IRE),L T McAteer,0,Alan McIntyre,1st,N/A,5,9-13,78,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,La Tulipe Noire (IRE),B M Coen,0,Ciaran Murphy,10th,1 1/4 l,4,9-9b,74,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Jawhary,Adam Caffrey,3,A McGuinness,9th,1 l,6,9-2,67,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Pillar Of Hope,J A Heffernan,0,H D McGuigan,8th,Neck,6,9-11,76,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,True Statesman (IRE),C J MacRedmond,5,A McGuinness,7th,1 1/2 l,4,9-7b,72,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Laelaps (IRE),G F Carroll,0,A McNamara,6th,2 1/2 l,6,10-0h,79,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Roderick,J M Sheridan,0,H D McGuigan,5th,1 3/4 l,8,9-1,66,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Spy,M W Hassett,5,C Byrnes,4th,1/2 l,5,9-7,72,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,River Derwent,J J G Ryan,5,Thomas Coyle,3rd,8 l,6,9-4b,69,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,See Me Through (IRE),C T Keane,0,R O'Sullivan,2nd,1/2 l,4,9-13p,78,True,124,25
Ballinrobe Racing Results | 24th June 2024 18:45,N/A,18:45,Good,1m 1f 156y,Brave Troop (IRE),L T McAteer,0,Alan McIntyre,1st,N/A,5,9-13,78,True,124,25
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Beauty's Star (IRE),B M Coen,0,Peter Fahey,8th,15 l,4,9-4,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,So Easy Way (IRE),R P Cleary,0,I Madden,7th,7 1/2 l,8,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Velvet And Vine (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,6th,1 1/4 l,4,9-4,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Lord Raven (IRE),J A Heffernan,0,J Dullea,5th,2 3/4 l,4,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Gunsight (IRE),W J Lee,0,Michael W O'Meara,4th,2 1/4 l,4,9-9b1,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Bridgehead (IRE),C T Keane,0,N Meade,3rd,2 1/2 l,5,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Mr Percy (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,4,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Expound,J M Sheridan,0,D Hogan,1st,N/A,5,9-9tp,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Beauty's Star (IRE),B M Coen,0,Peter Fahey,8th,15 l,4,9-4,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,So Easy Way (IRE),R P Cleary,0,I Madden,7th,7 1/2 l,8,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Velvet And Vine (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,6th,1 1/4 l,4,9-4,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Lord Raven (IRE),J A Heffernan,0,J Dullea,5th,2 3/4 l,4,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Gunsight (IRE),W J Lee,0,Michael W O'Meara,4th,2 1/4 l,4,9-9b1,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Bridgehead (IRE),C T Keane,0,N Meade,3rd,2 1/2 l,5,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Mr Percy (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,4,9-9,-,True,124,26
Ballinrobe Racing Results | 24th June 2024 19:15,N/A,19:15,Good,1m 1f 156y,Expound,J M Sheridan,0,D Hogan,1st,N/A,5,9-9tp,-,True,124,26
