track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Gaelic Empress (IRE),Mr F Maguire,0,J Nash,7th,13 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Courageous Cleo (IRE),Mr H C Swan,0,G Elliott,6th,Neck,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Gracie C (IRE),Mr J L Gleeson,0,E Mullins,5th,18 l,5,11-11t,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Foxy Footprints (IRE),Mr J H Williamson,7,M F Morris,4th,4 l,4,11-10,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,La Rocca Lass (IRE),Mr J J Berry,7,Dermot Day,3rd,4 3/4 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Prophetess Miriam (IRE),Mr F R Buckley,7,C Collins,2nd,6 1/2 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Easter Bonnet (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-10,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Gaelic Empress (IRE),Mr F Maguire,0,J Nash,7th,13 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Courageous Cleo (IRE),Mr H C Swan,0,G Elliott,6th,Neck,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Gracie C (IRE),Mr J L Gleeson,0,E Mullins,5th,18 l,5,11-11t,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Foxy Footprints (IRE),Mr J H Williamson,7,M F Morris,4th,4 l,4,11-10,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,La Rocca Lass (IRE),Mr J J Berry,7,Dermot Day,3rd,4 3/4 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Prophetess Miriam (IRE),Mr F R Buckley,7,C Collins,2nd,6 1/2 l,5,11-11,-,True,24,1
N/A,2025-10-14,17:10,Good To Yielding,2m 46y,Easter Bonnet (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-10,-,True,24,1
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Miss Princess (IRE),Ben Coen,0,M Mulvany,14th,Head,3,9-13,57,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Gimmieminnie (IRE),Aleesha McArdle,10,M Rice,13th,1 l,4,9-1ht,45,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Spirit Of Eagles (IRE),Gavin Ryan,0,Thomas Dowling,12th,1/2 l,5,9-0tb1,44,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Rift Valley (IRE),Colin Keane,0,Sean Davis,11th,Neck,3,10-0,58,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Realtin Fantasy (IRE),Jimmy Dalton,10,W P Browne,10th,1 1/4 l,9,9-3p,47,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Hezahunk (IRE),Patrick McGettigan,7,P J McKenna,9th,1 1/4 l,6,8-10p,40,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Happy Henry (IRE),Megan Telford-Kelly,7,W McCreery,8th,Head,4,8-12h,42,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Tino Pai (IRE),Robbie Colgan,0,S Lavery,7th,1 3/4 l,3,9-9,53,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Whatswrongnow (IRE),Rory Mulligan,7,Batt Burke,6th,Short Head,4,8-11,41,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Hero Of The Hour,James Ryan,0,T G McCourt,5th,1/2 l,8,9-13v,57,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Prairie Girl (IRE),Shane Foley,0,Daniel Murphy,4th,1/2 l,3,9-10p1,54,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Tomarlo,Luke McAteer,0,D Marnane,3rd,3/4 l,3,10-2,60,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Ballysax Lil' Mick (IRE),Killian Leonard,0,Miss K Brown,2nd,Head,7,9-8p,52,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Jordan Breeze (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,3,9-4,48,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Miss Princess (IRE),Ben Coen,0,M Mulvany,14th,Head,3,9-13,57,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Gimmieminnie (IRE),Aleesha McArdle,10,M Rice,13th,1 l,4,9-1ht,45,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Spirit Of Eagles (IRE),Gavin Ryan,0,Thomas Dowling,12th,1/2 l,5,9-0tb1,44,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Rift Valley (IRE),Colin Keane,0,Sean Davis,11th,Neck,3,10-0,58,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Realtin Fantasy (IRE),Jimmy Dalton,10,W P Browne,10th,1 1/4 l,9,9-3p,47,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Hezahunk (IRE),Patrick McGettigan,7,P J McKenna,9th,1 1/4 l,6,8-10p,40,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Happy Henry (IRE),Megan Telford-Kelly,7,W McCreery,8th,Head,4,8-12h,42,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Tino Pai (IRE),Robbie Colgan,0,S Lavery,7th,1 3/4 l,3,9-9,53,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Whatswrongnow (IRE),Rory Mulligan,7,Batt Burke,6th,Short Head,4,8-11,41,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Hero Of The Hour,James Ryan,0,T G McCourt,5th,1/2 l,8,9-13v,57,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Prairie Girl (IRE),Shane Foley,0,Daniel Murphy,4th,1/2 l,3,9-10p1,54,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Tomarlo,Luke McAteer,0,D Marnane,3rd,3/4 l,3,10-2,60,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Ballysax Lil' Mick (IRE),Killian Leonard,0,Miss K Brown,2nd,Head,7,9-8p,52,True,24,2
Dundalk Racing Results | 14th October 2025 17:00,2025-10-14,17:00,Standard,5f,Jordan Breeze (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,3,9-4,48,True,24,2
Dundalk Racing Results | 14th October 2025 17:35,2025-10-14,17:35,Standard,5f,Eclairage (IRE),Shane Foley,0,Daniel Murphy,5th,1 3/4 l,3,9-7t,93,True,24,3
Dundalk Racing Results | 14th October 2025 17:35,2025-10-14,17:35,Standard,5f,The Highway Rat (IRE),Billy Lee,0,A Oliver,4th,Neck,7,9-12b,95,True,24,3
Dundalk Racing Results | 14th October 2025 17:35,2025-10-14,17:35,Standard,5f,Black Forza (USA),Colin Keane,0,M O'Callaghan,3rd,Head,3,9-8t,98,True,24,3
