track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:20,Soft,2m,Lossiemouth (FR),D E Mullins,0,W P Mullins,F,N/A,6,11-5,-,True,161,1
N/A,N/A,15:20,Soft,2m,Fils D'oudairies (FR),Sam Ewing,0,G Elliott,4th,13 l,10,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,Winter Fog (IRE),Mr P W Mullins,0,W P Mullins,3rd,9 l,11,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,Daddy Long Legs (FR),S F O'Keeffe,0,W P Mullins,2nd,6 1/2 l,6,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,State Man (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,Lossiemouth (FR),D E Mullins,0,W P Mullins,F,N/A,6,11-5,-,True,161,1
N/A,N/A,15:20,Soft,2m,Fils D'oudairies (FR),Sam Ewing,0,G Elliott,4th,13 l,10,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,Winter Fog (IRE),Mr P W Mullins,0,W P Mullins,3rd,9 l,11,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,Daddy Long Legs (FR),S F O'Keeffe,0,W P Mullins,2nd,6 1/2 l,6,11-12,-,True,161,1
N/A,N/A,15:20,Soft,2m,State Man (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,161,1
N/A,N/A,15:50,Soft,2m,Enniskerry (IRE),S W Flanagan,0,B Connell,NR,N/A,11,11-8t,140,True,161,2
N/A,N/A,15:50,Soft,2m,James's Gate (IRE),Mr D O'Connor,0,M Brassil,NR,N/A,8,11-4t,136,True,161,2
N/A,N/A,15:50,Soft,2m,Grimaud (FR),D J Gilligan,0,G Elliott,NR,N/A,5,10-5,123,True,161,2
N/A,N/A,15:50,Soft,2m,Strutter (FR),Non Runner,0,W P Mullins,NR,N/A,6,10-0h,118,True,161,2
N/A,N/A,15:50,Soft,2m,Brave Troop (IRE),A Harvey,5,C Byrnes,PU,N/A,6,10-7,125,True,161,2
N/A,N/A,15:50,Soft,2m,Batman Girac (FR),J J Slevin,0,W P Mullins,F,N/A,5,10-11ht,129,True,161,2
N/A,N/A,15:50,Soft,2m,Relieved Of Duties (IRE),J C Gainford,0,G Elliott,16th,9 l,6,11-2,134,True,161,2
N/A,N/A,15:50,Soft,2m,Beckett Rock (IRE),Rachael Blackmore,0,H De Bromhead,15th,1/2 l,6,11-4,136,True,161,2
N/A,N/A,15:50,Soft,2m,Little Mixup (IRE),C M Quirke,5,D Hogan,14th,8 l,8,10-4,122,True,161,2
N/A,N/A,15:50,Soft,2m,Highwind (FR),B Hayes,0,W P Mullins,13th,15 l,5,10-10,128,True,161,2
N/A,N/A,15:50,Soft,2m,Stormbreaker,D E Mullins,0,W P Mullins,12th,2 l,6,10-6ht1,124,True,161,2
N/A,N/A,15:50,Soft,2m,Lord Erskine (IRE),P T Enright,0,H Rogers,11th,1 3/4 l,12,10-11b,129,True,161,2
N/A,N/A,15:50,Soft,2m,The Enabler (IRE),Sam Ewing,0,G Elliott,10th,1 3/4 l,6,10-12,130,True,161,2
N/A,N/A,15:50,Soft,2m,Aspire Tower (IRE),D J O'Keeffe,0,H De Bromhead,9th,3/4 l,9,11-12,144,True,161,2
N/A,N/A,15:50,Soft,2m,Aeros Luck (IRE),C Stone-Walsh,5,G P Cromwell,8th,1 3/4 l,6,10-9ht,127,True,161,2
N/A,N/A,15:50,Soft,2m,Tounsivator (FR),M J M O'Sullivan,0,W P Mullins,7th,4 3/4 l,6,11-11,143,True,161,2
N/A,N/A,15:50,Soft,2m,Cappucino (IRE),R Deegan,0,Liz Doyle,6th,1/2 l,6,10-21,120,True,161,2
N/A,N/A,15:50,Soft,2m,Any Road (IRE),M M McDonagh,0,E J O'Grady,5th,10 l,8,11-0,132,True,161,2
N/A,N/A,15:50,Soft,2m,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,4th,2 1/2 l,6,11-2t,134,True,161,2
N/A,N/A,15:50,Soft,2m,Irish Panther,Cian Cullinan,7,E & P Harty,3rd,Head,8,10-1h1,119,True,161,2
