track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 15th May 2025 18:18,N/A,18:18,Good,2m 3f 137y,Sharetheknowledge (IRE),D J O'Keeffe,0,Paul Tobin,2nd,Head,6,11-12t1,98,True,175,8
Clonmel Racing Results | 15th May 2025 18:18,N/A,18:18,Good,2m 3f 137y,Adaliz (GER),M P O'Connor,0,H De Bromhead,1st,N/A,5,11-4p1,90,True,175,8
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Story Rory (IRE),P T Enright,0,Brendan Walsh,12th,2 1/4 l,10,11-5tp1,102,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Answering (IRE),Mr D Doyle,7,T Doyle,11th,20 l,10,11-12,109,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Walk Away Harry (IRE),G Brouder,3,Ian O'Connor,10th,25 l,7,11-7tp,104,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Mega Speculator (FR),Niall Moore,5,M A Gunn,9th,3/4 l,7,10-11,94,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Chapter Thirty (IRE),G B Noonan,5,E McCarthy,8th,6 1/2 l,5,10-4h1,87,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Qaasid (IRE),P Hanlon,7,J J Hanlon,7th,11 l,7,11-8,105,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Zolpharine (IRE),S F O'Keeffe,0,J P Ryan,6th,4 1/4 l,7,10-6,89,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Jekiki (IRE),R Deegan,0,E McCarthy,5th,1/2 l,7,10-5t,88,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Spellacy's Cross (IRE),K Callaghan,5,J Barcoe,4th,1/2 l,6,10-0,83,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Duke Otto (IRE),P T Smithers,7,P J Flynn,3rd,Neck,7,11-11,108,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Order Of The Dance (IRE),D J O'Keeffe,0,E J O'Grady,2nd,5 l,5,11-2p1,99,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Colleen Danu (IRE),S D Torrens,0,P T Foley,1st,N/A,6,11-4t1,101,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Story Rory (IRE),P T Enright,0,Brendan Walsh,12th,2 1/4 l,10,11-5tp1,102,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Answering (IRE),Mr D Doyle,7,T Doyle,11th,20 l,10,11-12,109,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Walk Away Harry (IRE),G Brouder,3,Ian O'Connor,10th,25 l,7,11-7tp,104,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Mega Speculator (FR),Niall Moore,5,M A Gunn,9th,3/4 l,7,10-11,94,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Chapter Thirty (IRE),G B Noonan,5,E McCarthy,8th,6 1/2 l,5,10-4h1,87,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Qaasid (IRE),P Hanlon,7,J J Hanlon,7th,11 l,7,11-8,105,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Zolpharine (IRE),S F O'Keeffe,0,J P Ryan,6th,4 1/4 l,7,10-6,89,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Jekiki (IRE),R Deegan,0,E McCarthy,5th,1/2 l,7,10-5t,88,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Spellacy's Cross (IRE),K Callaghan,5,J Barcoe,4th,1/2 l,6,10-0,83,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Duke Otto (IRE),P T Smithers,7,P J Flynn,3rd,Neck,7,11-11,108,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Order Of The Dance (IRE),D J O'Keeffe,0,E J O'Grady,2nd,5 l,5,11-2p1,99,True,175,9
Clonmel Racing Results | 15th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),2m 3f 137y,Colleen Danu (IRE),S D Torrens,0,P T Foley,1st,N/A,6,11-4t1,101,True,175,9
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Vangaway (IRE),T Power Roche,5,P Kiely,11th,14 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Kick On Nellie (IRE),D E Mullins,0,J P Ryan,10th,1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Tiffany Mae (IRE),D J Power,7,O J Power,9th,7 1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,East Cork Flyer (IRE),J P Shinnick,5,W J Burke,8th,3/4 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Russellsbelle (IRE),P T Enright,0,Con McSweeney,7th,1 1/4 l,8,10-13,109,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Moonlit Mist (IRE),C M Quirke,3,D H Kelly,6th,3/4 l,5,11-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Rhythm Of Life (FR),D J Gilligan,0,G Elliott,5th,3 1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Keilah (IRE),R A Doyle,0,W McCreery,4th,7 l,5,11-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Small Bucks (IRE),P M O'Brien,7,P E Collins,3rd,6 l,4,10-7h,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Arctic Flame (IRE),S D Torrens,0,P T Foley,2nd,4 3/4 l,5,10-13t,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Belle The Tigress (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,10-13,116,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Vangaway (IRE),T Power Roche,5,P Kiely,11th,14 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Kick On Nellie (IRE),D E Mullins,0,J P Ryan,10th,1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Tiffany Mae (IRE),D J Power,7,O J Power,9th,7 1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,East Cork Flyer (IRE),J P Shinnick,5,W J Burke,8th,3/4 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Russellsbelle (IRE),P T Enright,0,Con McSweeney,7th,1 1/4 l,8,10-13,109,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Moonlit Mist (IRE),C M Quirke,3,D H Kelly,6th,3/4 l,5,11-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Rhythm Of Life (FR),D J Gilligan,0,G Elliott,5th,3 1/2 l,4,10-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Keilah (IRE),R A Doyle,0,W McCreery,4th,7 l,5,11-7,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Small Bucks (IRE),P M O'Brien,7,P E Collins,3rd,6 l,4,10-7h,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Arctic Flame (IRE),S D Torrens,0,P T Foley,2nd,4 3/4 l,5,10-13t,-,True,175,10
Clonmel Racing Results | 15th May 2025 19:18,N/A,19:18,Good (Good To Firm In Places),2m 159y,Belle The Tigress (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,10-13,116,True,175,10
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Kimy (FR),D E Mullins,0,T Mullins,8th,22 l,5,11-2,110,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Mountain Port (IRE),D J O'Keeffe,0,J G Lonergan,7th,Head,6,11-4t,112,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Glenashling (IRE),K M Donoghue,0,G P Cromwell,6th,1 1/4 l,6,12-0,122,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Bayrann (IRE),Mr D Doyle,7,T Doyle,5th,4 l,6,11-5,113,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Fascinating Shadow (IRE),P Hanlon,7,J J Hanlon,4th,5 1/2 l,7,10-9,103,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Ballycashin (IRE),D Meyler,0,A Mullins,3rd,2 l,8,10-12,106,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Miss Gherkin (IRE),R A Doyle,0,E Griffin,2nd,1 3/4 l,6,11-4,112,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Expound,D King,0,D Hogan,1st,N/A,6,11-1tp,109,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Kimy (FR),D E Mullins,0,T Mullins,8th,22 l,5,11-2,110,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Mountain Port (IRE),D J O'Keeffe,0,J G Lonergan,7th,Head,6,11-4t,112,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Glenashling (IRE),K M Donoghue,0,G P Cromwell,6th,1 1/4 l,6,12-0,122,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Bayrann (IRE),Mr D Doyle,7,T Doyle,5th,4 l,6,11-5,113,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Fascinating Shadow (IRE),P Hanlon,7,J J Hanlon,4th,5 1/2 l,7,10-9,103,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Ballycashin (IRE),D Meyler,0,A Mullins,3rd,2 l,8,10-12,106,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Miss Gherkin (IRE),R A Doyle,0,E Griffin,2nd,1 3/4 l,6,11-4,112,True,175,11
Clonmel Racing Results | 15th May 2025 19:48,N/A,19:48,Good (Good To Firm In Places),2m 159y,Expound,D King,0,D Hogan,1st,N/A,6,11-1tp,109,True,175,11
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Mustang Mozzie (IRE),Mr Finn Tegetmeier,7,H P Finegan,9th,6 1/2 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Townscupsixtythree (IRE),Mr C Lamon,7,A Sexton,8th,Short Head,7,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Mystical Madness (IRE),Mr B T Stone,7,Mark J Scallan,7th,5 l,4,11-8,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Dancing Dame (IRE),Mr D Doyle,7,T Doyle,6th,2 1/4 l,6,11-7,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Morning Mayhem,Miss G Benson,7,P Flood,5th,Head,4,11-8,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Ballyredinkingston (IRE),Mr A T Feeney,7,Miss E Lalor,4th,2 1/4 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Ballyteigue Bay (IRE),Mr J P Berry,7,J A Berry,3rd,3/4 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Biddy Early (IRE),Mr L P Shanahan,7,E Sheehy,2nd,15 l,4,11-1,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Carsons Dreamboat (IRE),Mr H C Swan,0,G Elliott,1st,N/A,6,11-7,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Mustang Mozzie (IRE),Mr Finn Tegetmeier,7,H P Finegan,9th,6 1/2 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Townscupsixtythree (IRE),Mr C Lamon,7,A Sexton,8th,Short Head,7,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Mystical Madness (IRE),Mr B T Stone,7,Mark J Scallan,7th,5 l,4,11-8,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Dancing Dame (IRE),Mr D Doyle,7,T Doyle,6th,2 1/4 l,6,11-7,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Morning Mayhem,Miss G Benson,7,P Flood,5th,Head,4,11-8,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Ballyredinkingston (IRE),Mr A T Feeney,7,Miss E Lalor,4th,2 1/4 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Ballyteigue Bay (IRE),Mr J P Berry,7,J A Berry,3rd,3/4 l,5,12-0,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Biddy Early (IRE),Mr L P Shanahan,7,E Sheehy,2nd,15 l,4,11-1,-,True,175,12
Clonmel Racing Results | 15th May 2025 20:18,N/A,20:18,Good (Good To Firm In Places) al Flat Race (Turf),2m 159y,Carsons Dreamboat (IRE),Mr H C Swan,0,G Elliott,1st,N/A,6,11-7,-,True,175,12
Kilbeggan Racing Results | 16th May 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m,Sionainn (FR),J P Shinnick,5,Aidan Melia,11th,21 l,5,11-12,-,True,175,13
