track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:45,Good,7f 36y,Tiktok Time (IRE),D. B. McMonagle,0,David Marnane,10th,7 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Grey Beautiful (IRE),D. W. O'Connor,0,K. J. Condon,9th,3 3/4 l,3,9-3t1,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Irish Rumour (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,8th,2 1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,O Merisi (IRE),L. F. Roche,0,Eddie & Patrick Harty,7th,1 3/4 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Rerkha (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,1 1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Perseids (USA),Declan McDonogh,0,Joseph Patrick O'Brien,5th,1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Beauty Bella (IRE),R. C. Colgan,0,Adrian Murray,4th,5 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Gypsy Woman (IRE),C. T. Keane,0,G. M. Lyons,3rd,Short Head,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Eternal Silence (USA),C. D. Hayes,0,Mrs J. Harrington,2nd,1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Bella Blue Eyes (IRE),William James Lee,0,P. Twomey,1st,N/A,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Tiktok Time (IRE),D. B. McMonagle,0,David Marnane,10th,7 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Grey Beautiful (IRE),D. W. O'Connor,0,K. J. Condon,9th,3 3/4 l,3,9-3t1,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Irish Rumour (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,8th,2 1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,O Merisi (IRE),L. F. Roche,0,Eddie & Patrick Harty,7th,1 3/4 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Rerkha (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,1 1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Perseids (USA),Declan McDonogh,0,Joseph Patrick O'Brien,5th,1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Beauty Bella (IRE),R. C. Colgan,0,Adrian Murray,4th,5 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Gypsy Woman (IRE),C. T. Keane,0,G. M. Lyons,3rd,Short Head,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Eternal Silence (USA),C. D. Hayes,0,Mrs J. Harrington,2nd,1/2 l,3,9-3,-,True,63,1
N/A,N/A,16:45,Good,7f 36y,Bella Blue Eyes (IRE),William James Lee,0,P. Twomey,1st,N/A,3,9-3,-,True,63,1
N/A,N/A,17:20,Good,7f 36y,Monzoon,Siobhan Rutledge,0,Ross O'Sullivan,10th,1 3/4 l,6,9-5,70,True,63,2
N/A,N/A,17:20,Good,7f 36y,Allo Arry (IRE),Adam Caffrey,0,Adrian McGuinness,9th,3/4 l,4,9-4,69,True,63,2
N/A,N/A,17:20,Good,7f 36y,Giuseppe Cassioli,D. N. Curran,4,Darren Bunyan,8th,Short Head,6,9-10,75,True,63,2
N/A,N/A,17:20,Good,7f 36y,Might And Mercy,J. Coen,0,Noel Meade,7th,2 1/2 l,4,9-11tb1,76,True,63,2
N/A,N/A,17:20,Good,7f 36y,Jaafel (IRE),C. J. MacRedmond,0,Adrian McGuinness,6th,1 1/2 l,5,9-11tb,76,True,63,2
N/A,N/A,17:20,Good,7f 36y,Dazzling Spirit (IRE),J. A. Powell,0,Thomas Mullins,5th,1 1/2 l,5,9-3,68,True,63,2
N/A,N/A,17:20,Good,7f 36y,Imposing Supreme (IRE),R. Whearty,2,T. Gibney,4th,1 3/4 l,7,9-6,71,True,63,2
N/A,N/A,17:20,Good,7f 36y,Coins Cross (IRE),C. Stone-Walsh,4,Eddie & Patrick Harty,3rd,Short Head,5,10-0b,79,True,63,2
N/A,N/A,17:20,Good,7f 36y,Invincible Larne (IRE),Cillian McConnell,7,John McConnell,2nd,1 1/2 l,7,9-12,77,True,63,2
N/A,N/A,17:20,Good,7f 36y,Amanirenas (IRE),J. J. G. Ryan,4,M. C. Grassick,1st,N/A,4,8-7p,58,True,63,2
N/A,N/A,17:20,Good,7f 36y,Monzoon,Siobhan Rutledge,0,Ross O'Sullivan,10th,1 3/4 l,6,9-5,70,True,63,2
N/A,N/A,17:20,Good,7f 36y,Allo Arry (IRE),Adam Caffrey,0,Adrian McGuinness,9th,3/4 l,4,9-4,69,True,63,2
N/A,N/A,17:20,Good,7f 36y,Giuseppe Cassioli,D. N. Curran,4,Darren Bunyan,8th,Short Head,6,9-10,75,True,63,2
N/A,N/A,17:20,Good,7f 36y,Might And Mercy,J. Coen,0,Noel Meade,7th,2 1/2 l,4,9-11tb1,76,True,63,2
N/A,N/A,17:20,Good,7f 36y,Jaafel (IRE),C. J. MacRedmond,0,Adrian McGuinness,6th,1 1/2 l,5,9-11tb,76,True,63,2
N/A,N/A,17:20,Good,7f 36y,Dazzling Spirit (IRE),J. A. Powell,0,Thomas Mullins,5th,1 1/2 l,5,9-3,68,True,63,2
N/A,N/A,17:20,Good,7f 36y,Imposing Supreme (IRE),R. Whearty,2,T. Gibney,4th,1 3/4 l,7,9-6,71,True,63,2
N/A,N/A,17:20,Good,7f 36y,Coins Cross (IRE),C. Stone-Walsh,4,Eddie & Patrick Harty,3rd,Short Head,5,10-0b,79,True,63,2
N/A,N/A,17:20,Good,7f 36y,Invincible Larne (IRE),Cillian McConnell,7,John McConnell,2nd,1 1/2 l,7,9-12,77,True,63,2
N/A,N/A,17:20,Good,7f 36y,Amanirenas (IRE),J. J. G. Ryan,4,M. C. Grassick,1st,N/A,4,8-7p,58,True,63,2
N/A,N/A,17:55,Good,7f 36y,Spring Feeling (FR),W. M. Lordan,0,K. J. Condon,6th,14 l,4,9-6t1,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Agartha (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,8 l,4,9-9,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Mutasarref,C. T. Keane,0,G. M. Lyons,4th,Short Head,5,9-9,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,3rd,Short Head,6,9-9t,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Real Appeal (GER),C. D. Hayes,0,Adrian McGuinness,2nd,1 1/4 l,6,9-9p,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Ocean Jewel (IRE),William James Lee,0,W. McCreery,1st,N/A,3,8-10h1,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Spring Feeling (FR),W. M. Lordan,0,K. J. Condon,6th,14 l,4,9-6t1,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Agartha (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,8 l,4,9-9,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Mutasarref,C. T. Keane,0,G. M. Lyons,4th,Short Head,5,9-9,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,3rd,Short Head,6,9-9t,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Real Appeal (GER),C. D. Hayes,0,Adrian McGuinness,2nd,1 1/4 l,6,9-9p,-,True,63,3
N/A,N/A,17:55,Good,7f 36y,Ocean Jewel (IRE),William James Lee,0,W. McCreery,1st,N/A,3,8-10h1,-,True,63,3
N/A,N/A,19:00,Good,1m 1f,Your Eyes Only (IRE),Seamie Heffernan,0,Peter Lawlor,11th,Head,4,9-12,77,True,63,5
