track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Echo Of Faith (IRE),S Foley,0,Mrs J Harrington,8th,Neck,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Cliadh Dubh (IRE),D S O'Sullivan,7,D W O'Sullivan,7th,1 l,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Estoublon (IRE),D P McDonogh,0,J P O'Brien,6th,3/4 l,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Clarity of Thought,D McMonagle,0,J P O'Brien,5th,1 1/4 l,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Ipanema Beach (IRE),G M Ryan,0,Donnacha O'Brien,4th,Nose,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Nakamura (IRE),B M Coen,0,J P Murtagh,3rd,1 1/2 l,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Harmani (IRE),C T Keane,0,G M Lyons,2nd,5 1/2 l,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:15,N/A,14:15,Soft,5f 180y,Charles Darwin (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-7,-,True,171,23
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Bodhi Bear (IRE),J A Heffernan,0,J A Stack,NR,N/A,3,9-5,93,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Pedro Nunes (USA),D Egan,0,A Murray,6th,3 1/2 l,3,9-5,-,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Cowardofthecounty (IRE),D McMonagle,0,J P O'Brien,5th,2 1/4 l,3,9-8,107,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Midnight Strike (IRE),D P McDonogh,0,J P O'Brien,4th,4 1/2 l,3,9-5,98,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Sparkling Sea (IRE),C T Keane,0,G M Lyons,3rd,Head,3,9-0,95,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Ides Of March (IRE),W M Lordan,0,A P O'Brien,2nd,1/2 l,3,9-8,108,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Whistlejacket (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-10,114,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Bodhi Bear (IRE),J A Heffernan,0,J A Stack,NR,N/A,3,9-5,93,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Pedro Nunes (USA),D Egan,0,A Murray,6th,3 1/2 l,3,9-5,-,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Cowardofthecounty (IRE),D McMonagle,0,J P O'Brien,5th,2 1/4 l,3,9-8,107,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Midnight Strike (IRE),D P McDonogh,0,J P O'Brien,4th,4 1/2 l,3,9-5,98,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Sparkling Sea (IRE),C T Keane,0,G M Lyons,3rd,Head,3,9-0,95,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Ides Of March (IRE),W M Lordan,0,A P O'Brien,2nd,1/2 l,3,9-8,108,True,171,24
Navan Racing Results | 26th April 2025 14:50,N/A,14:50,Soft,5f 180y,Whistlejacket (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-10,114,True,171,24
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Dawn Rising (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,8,9-8,103,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Leinster (IRE),D McMonagle,0,J P O'Brien,NR,N/A,4,9-5,91,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Sonnyboyliston (IRE),J A Heffernan,0,C Byrnes,6th,4 3/4 l,8,9-5,103,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,5th,Neck,5,9-0v1,98,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Barnso,W M Lordan,0,N Lupini,4th,2 1/2 l,4,9-5,98,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Poetic Sound (IRE),C T Keane,0,G M Lyons,3rd,Short Head,4,9-5,96,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Enfranchise (IRE),W J Lee,0,W McCreery,2nd,2 l,7,9-0,99,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,7,9-10,122,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Dawn Rising (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,8,9-8,103,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Leinster (IRE),D McMonagle,0,J P O'Brien,NR,N/A,4,9-5,91,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Sonnyboyliston (IRE),J A Heffernan,0,C Byrnes,6th,4 3/4 l,8,9-5,103,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,5th,Neck,5,9-0v1,98,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Barnso,W M Lordan,0,N Lupini,4th,2 1/2 l,4,9-5,98,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Poetic Sound (IRE),C T Keane,0,G M Lyons,3rd,Short Head,4,9-5,96,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Enfranchise (IRE),W J Lee,0,W McCreery,2nd,2 l,7,9-0,99,True,171,25
Navan Racing Results | 26th April 2025 15:25,N/A,15:25,Soft,1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,7,9-10,122,True,171,25
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Barnavara (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-2,102,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Tarima (IRE),C D Hayes,0,D K Weld,8th,Nose,3,9-2,-,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Ecstatic (JPN),R L Moore,0,A P O'Brien,7th,1 3/4 l,3,9-2,100,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,J M's Joy (IRE),G F Carroll,0,G P Cromwell,6th,1 1/2 l,3,9-2,87,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Spicy Margarita (IRE),D Egan,0,A Murray,5th,1 1/4 l,3,9-2,99,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Medici Venus (USA),R P Whelan,0,A P O'Brien,4th,1 1/4 l,3,9-2b,88,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Island Hopping (IRE),W M Lordan,0,A P O'Brien,3rd,3 3/4 l,3,9-2,95,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Catalina Delcarpio (IRE),W J Lee,0,P Twomey,2nd,2 3/4 l,3,9-2,-,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-2,102,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Barnavara (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-2,102,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Tarima (IRE),C D Hayes,0,D K Weld,8th,Nose,3,9-2,-,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Ecstatic (JPN),R L Moore,0,A P O'Brien,7th,1 3/4 l,3,9-2,100,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,J M's Joy (IRE),G F Carroll,0,G P Cromwell,6th,1 1/2 l,3,9-2,87,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Spicy Margarita (IRE),D Egan,0,A Murray,5th,1 1/4 l,3,9-2,99,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Medici Venus (USA),R P Whelan,0,A P O'Brien,4th,1 1/4 l,3,9-2b,88,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Island Hopping (IRE),W M Lordan,0,A P O'Brien,3rd,3 3/4 l,3,9-2,95,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Catalina Delcarpio (IRE),W J Lee,0,P Twomey,2nd,2 3/4 l,3,9-2,-,True,171,26
Navan Racing Results | 26th April 2025 15:55,N/A,15:55,Soft,1m 2f 20y,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-2,102,True,171,26
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Edelak (IRE),J A Powell,3,J P Murtagh,NR,N/A,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Diamond Cross (IRE),R P Cleary,0,K H Clarke,20th,3/4 l,3,9-8h1,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Jet Warrior,L F Roche,0,N Lupini,19th,4 1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Broadchurch (IRE),D W O'Connor,0,J G Murphy,18th,15 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Elusive Peace (IRE),J J G Ryan,3,G M Lyons,17th,Short Head,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Bella Sheila (IRE),R P Whelan,0,Mrs J Harrington,16th,Short Head,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Invigorated (IRE),K G Kennedy,5,Mrs J Harrington,15th,1 1/4 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Joe Cool (IRE),C T Keane,0,N Meade,14th,1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Cooley's Mist (IRE),W M Lordan,0,N Lupini,13th,1 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Blackjack Hills (IRE),D P McDonogh,0,M J Smith,12th,3 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,I Do Believe (IRE),N M Crosse,0,W McCreery,11th,3 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Sound Of Lightning,G M Ryan,0,Donnacha O'Brien,10th,1 1/4 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Minella Boss (IRE),J A Heffernan,0,J Nallen,9th,1 3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Winston Junior (IRE),S Foley,0,Mrs J Harrington,8th,1 1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Mystic Rose (IRE),W Joyce,5,M Mulvany,7th,Nose,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Kevin The Great (IRE),S T McCullagh,0,Mrs J Harrington,6th,1 3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Bellacanta (IRE),W J Lee,0,W McCreery,5th,3 1/2 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Nobler (GER),D McMonagle,0,J P O'Brien,4th,2 3/4 l,3,9-8,84,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Wackestone (IRE),C D Hayes,0,G Elliott,3rd,3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Vorfreude (IRE),G F Carroll,0,J G Murphy,2nd,5 l,3,9-8,84,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Reyenzi (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Edelak (IRE),J A Powell,3,J P Murtagh,NR,N/A,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Diamond Cross (IRE),R P Cleary,0,K H Clarke,20th,3/4 l,3,9-8h1,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Jet Warrior,L F Roche,0,N Lupini,19th,4 1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Broadchurch (IRE),D W O'Connor,0,J G Murphy,18th,15 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Elusive Peace (IRE),J J G Ryan,3,G M Lyons,17th,Short Head,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Bella Sheila (IRE),R P Whelan,0,Mrs J Harrington,16th,Short Head,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Invigorated (IRE),K G Kennedy,5,Mrs J Harrington,15th,1 1/4 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Joe Cool (IRE),C T Keane,0,N Meade,14th,1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Cooley's Mist (IRE),W M Lordan,0,N Lupini,13th,1 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Blackjack Hills (IRE),D P McDonogh,0,M J Smith,12th,3 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,I Do Believe (IRE),N M Crosse,0,W McCreery,11th,3 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Sound Of Lightning,G M Ryan,0,Donnacha O'Brien,10th,1 1/4 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Minella Boss (IRE),J A Heffernan,0,J Nallen,9th,1 3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Winston Junior (IRE),S Foley,0,Mrs J Harrington,8th,1 1/2 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Mystic Rose (IRE),W Joyce,5,M Mulvany,7th,Nose,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Kevin The Great (IRE),S T McCullagh,0,Mrs J Harrington,6th,1 3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Bellacanta (IRE),W J Lee,0,W McCreery,5th,3 1/2 l,3,9-3,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Nobler (GER),D McMonagle,0,J P O'Brien,4th,2 3/4 l,3,9-8,84,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Wackestone (IRE),C D Hayes,0,G Elliott,3rd,3/4 l,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Vorfreude (IRE),G F Carroll,0,J G Murphy,2nd,5 l,3,9-8,84,True,171,27
Navan Racing Results | 26th April 2025 16:30,N/A,16:30,Soft,1m 2f 20y,Reyenzi (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,171,27
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Seti (IRE),C T Keane,0,N Meade,NR,N/A,4,9-7tb,63,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,10-0,70,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Zipster (IRE),Nicola Burns,7,Gerard O'Leary,NR,N/A,4,10-4,74,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Victor's Choice (IRE),D Egan,0,A Murray,19th,24 l,4,10-0,70,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Barretstown (IRE),W J Lee,0,C O'Dwyer,18th,4 1/2 l,7,9-5,61,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Picpoul (IRE),R Whearty,3,M Rice,17th,11 l,7,8-13p,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,16th,4 1/4 l,5,9-0,56,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,North Winterfell,J A Heffernan,0,C Byrnes,15th,2 3/4 l,4,10-4,74,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Flier,G F Carroll,0,Mrs D Foster,14th,1 3/4 l,6,8-13t,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Thatwilldoso (IRE),J Kearney,5,Kevin Coleman,13th,1 1/2 l,4,10-1,71,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Dont Do Dramas (IRE),B M Coen,0,M Mulvany,12th,1/2 l,4,9-10,66,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Goldsmith (IRE),D McMonagle,0,H D McGuigan,11th,1/2 l,6,9-8h,64,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Miss Australie (IRE),J A Powell,3,P O'Rourke,10th,4 1/4 l,4,8-13,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Harseva (IRE),J J G Ryan,3,P Magee,9th,Neck,5,8-12h,54,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Bringsty,S Coen,7,N C Kelly,8th,Neck,7,10-2,72,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Gotta Catch'em All (IRE),Adam Caffrey,0,H Rogers,7th,4 1/4 l,5,9-9t1,65,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Cordouan (FR),P McGettigan,7,P Sweeney,6th,1/2 l,7,9-7,63,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,5th,5 l,5,10-2,72,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,4th,Head,5,9-11t,67,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,The Real Screamer (IRE),C D Hayes,0,P W Flynn,3rd,4 1/2 l,4,10-1,71,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Doctor Grace (IRE),M W Hassett,5,A McGuinness,2nd,3 1/4 l,5,9-6p,62,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,1st,N/A,4,10-3,73,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Seti (IRE),C T Keane,0,N Meade,NR,N/A,4,9-7tb,63,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,10-0,70,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Zipster (IRE),Nicola Burns,7,Gerard O'Leary,NR,N/A,4,10-4,74,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Victor's Choice (IRE),D Egan,0,A Murray,19th,24 l,4,10-0,70,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Barretstown (IRE),W J Lee,0,C O'Dwyer,18th,4 1/2 l,7,9-5,61,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Picpoul (IRE),R Whearty,3,M Rice,17th,11 l,7,8-13p,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,16th,4 1/4 l,5,9-0,56,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,North Winterfell,J A Heffernan,0,C Byrnes,15th,2 3/4 l,4,10-4,74,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Flier,G F Carroll,0,Mrs D Foster,14th,1 3/4 l,6,8-13t,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Thatwilldoso (IRE),J Kearney,5,Kevin Coleman,13th,1 1/2 l,4,10-1,71,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Dont Do Dramas (IRE),B M Coen,0,M Mulvany,12th,1/2 l,4,9-10,66,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Goldsmith (IRE),D McMonagle,0,H D McGuigan,11th,1/2 l,6,9-8h,64,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Miss Australie (IRE),J A Powell,3,P O'Rourke,10th,4 1/4 l,4,8-13,55,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Harseva (IRE),J J G Ryan,3,P Magee,9th,Neck,5,8-12h,54,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Bringsty,S Coen,7,N C Kelly,8th,Neck,7,10-2,72,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Gotta Catch'em All (IRE),Adam Caffrey,0,H Rogers,7th,4 1/4 l,5,9-9t1,65,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Cordouan (FR),P McGettigan,7,P Sweeney,6th,1/2 l,7,9-7,63,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,5th,5 l,5,10-2,72,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,4th,Head,5,9-11t,67,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,The Real Screamer (IRE),C D Hayes,0,P W Flynn,3rd,4 1/2 l,4,10-1,71,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Doctor Grace (IRE),M W Hassett,5,A McGuinness,2nd,3 1/4 l,5,9-6p,62,True,171,28
Navan Racing Results | 26th April 2025 17:00,N/A,17:00,Soft,1m 2f 20y,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,1st,N/A,4,10-3,73,True,171,28
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Out For A Stroll (IRE),D McMonagle,0,J P O'Brien,NR,N/A,4,9-9p,58,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Secret Rock (IRE),R C Colgan,0,A J Martin,NR,N/A,6,9-3t,59,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Lady Kai (IRE),D W O'Connor,0,R O'Sullivan,NR,N/A,5,9-9p,65,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Sub Rosa,L F Roche,0,D Kinsella,18th,39 l,5,9-8t,64,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Pons Aelius (IRE),J A Heffernan,0,H D McGuigan,17th,11 l,6,9-9,65,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Club Manager,S Foley,0,R O'Sullivan,16th,3/4 l,5,9-8,64,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Glyde Ranger (IRE),Alyse Jane Clarke,10,T G McCourt,15th,1 l,5,9-5,61,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Forlio,W J Lee,0,P W Flynn,14th,1 3/4 l,6,9-7p,63,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Tara Power (IRE),Adam Caffrey,0,K H Clarke,13th,1 3/4 l,7,8-10t,52,True,171,29
Navan Racing Results | 26th April 2025 17:30,N/A,17:30,Soft,1m 5f,Rockview Consort,R Coakley,0,J C McConnell,12th,1 1/2 l,6,9-10,66,True,171,29
