track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Marelly (IRE),A P Kelly,5,P J Rothwell,NR,N/A,8,11-12p,107,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Redcliff Glen (GER),P Byrnes,0,C Byrnes,14th,23 l,5,11-5,100,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Gortmore Lady (IRE),E Walsh,0,A J Martin,13th,10 l,5,10-11,92,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Go Avel (IRE),B W Harvey,0,Francis Casey,12th,2 l,6,10-9,90,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Fair Damsel (IRE),S O'Callaghan,5,R Brabazon,11th,9 l,7,11-7,102,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,10th,6 1/2 l,4,11-6,109,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,T Or Coffey (IRE),A Harvey,5,Paul Mulligan,9th,4 1/2 l,4,10-13tp,102,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Baltinglass Hill (IRE),T Power Roche,5,P J Rothwell,8th,Head,8,11-2b,97,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Swelltime (IRE),D J Gilligan,0,W J O'Doherty,7th,1 1/2 l,9,11-8,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Brave Soldier (IRE),P T Enright,0,M M McNiff,6th,Neck,5,11-5,100,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Falcon Park (IRE),P Hanlon,7,J J Hanlon,5th,3 l,9,11-8p,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Lynchy Boy (IRE),Niall Moore,5,P Fenton,4th,5 1/2 l,6,11-8,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,High Honour,J P Shinnick,5,D Kinsella,3rd,5 1/2 l,5,11-4,99,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Order Of The Dance (IRE),D J O'Keeffe,0,E J O'Grady,2nd,1 1/2 l,5,11-0,95,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,1st,N/A,5,11-3h,98,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Marelly (IRE),A P Kelly,5,P J Rothwell,NR,N/A,8,11-12p,107,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Redcliff Glen (GER),P Byrnes,0,C Byrnes,14th,23 l,5,11-5,100,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Gortmore Lady (IRE),E Walsh,0,A J Martin,13th,10 l,5,10-11,92,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Go Avel (IRE),B W Harvey,0,Francis Casey,12th,2 l,6,10-9,90,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Fair Damsel (IRE),S O'Callaghan,5,R Brabazon,11th,9 l,7,11-7,102,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,10th,6 1/2 l,4,11-6,109,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,T Or Coffey (IRE),A Harvey,5,Paul Mulligan,9th,4 1/2 l,4,10-13tp,102,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Baltinglass Hill (IRE),T Power Roche,5,P J Rothwell,8th,Head,8,11-2b,97,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Swelltime (IRE),D J Gilligan,0,W J O'Doherty,7th,1 1/2 l,9,11-8,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Brave Soldier (IRE),P T Enright,0,M M McNiff,6th,Neck,5,11-5,100,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Falcon Park (IRE),P Hanlon,7,J J Hanlon,5th,3 l,9,11-8p,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Lynchy Boy (IRE),Niall Moore,5,P Fenton,4th,5 1/2 l,6,11-8,103,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,High Honour,J P Shinnick,5,D Kinsella,3rd,5 1/2 l,5,11-4,99,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Order Of The Dance (IRE),D J O'Keeffe,0,E J O'Grady,2nd,1 1/2 l,5,11-0,95,True,171,1
Kilbeggan Racing Results | 24th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),1m 7f 110y,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,1st,N/A,5,11-3h,98,True,171,1
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Real Empire,P Hanlon,7,J J Hanlon,NR,N/A,5,11-7h,93,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Chemdawg (IRE),P T Enright,0,O McKiernan,NR,N/A,6,10-8p,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Cher Tara (IRE),D J Gilligan,0,G Elliott,PU,N/A,6,11-6p1,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Midnight Eugene (IRE),C M Quirke,3,T Doyle,PU,N/A,8,10-5b,77,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Silent Selector (IRE),Mr R James,7,Gerard O'Leary,PU,N/A,5,12-0t,100,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Arnacoeur (FR),C G O'Dwyer,5,C O'Dwyer,12th,2 3/4 l,7,11-6h,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Albatala (IRE),A Harvey,5,J C McConnell,11th,27 l,6,11-13t,99,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Not My Problem,T P Harney,7,R O'Sullivan,10th,14 l,6,12-0p,100,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Heidi's Frontiere (IRE),S W Flanagan,0,M Kennedy,9th,6 1/2 l,7,11-0,86,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Tankardstown Diva (IRE),K M Donoghue,0,Ian Donoghue,8th,1 3/4 l,6,11-11p,97,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Theanniversary Man (IRE),Niall Moore,5,Frank Hayes,7th,Head,6,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Ar Nos Na Gaoithe (IRE),T Power Roche,5,P J Rothwell,6th,Neck,6,11-2p,88,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Silent Dawn (IRE),D Meyler,0,A Murray,5th,16 l,6,11-6t,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Aswellasabentley (IRE),C Stone-Walsh,3,G P Cromwell,4th,1 1/4 l,4,11-3,97,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,3rd,4 l,8,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Midnight Fairy (IRE),J P Shinnick,5,T O'Brien,2nd,1 3/4 l,7,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Turkey And Ham (IRE),G Brouder,3,N C Kelly,1st,N/A,7,10-11t,83,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Real Empire,P Hanlon,7,J J Hanlon,NR,N/A,5,11-7h,93,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Chemdawg (IRE),P T Enright,0,O McKiernan,NR,N/A,6,10-8p,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Cher Tara (IRE),D J Gilligan,0,G Elliott,PU,N/A,6,11-6p1,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Midnight Eugene (IRE),C M Quirke,3,T Doyle,PU,N/A,8,10-5b,77,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Silent Selector (IRE),Mr R James,7,Gerard O'Leary,PU,N/A,5,12-0t,100,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Arnacoeur (FR),C G O'Dwyer,5,C O'Dwyer,12th,2 3/4 l,7,11-6h,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Albatala (IRE),A Harvey,5,J C McConnell,11th,27 l,6,11-13t,99,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Not My Problem,T P Harney,7,R O'Sullivan,10th,14 l,6,12-0p,100,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Heidi's Frontiere (IRE),S W Flanagan,0,M Kennedy,9th,6 1/2 l,7,11-0,86,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Tankardstown Diva (IRE),K M Donoghue,0,Ian Donoghue,8th,1 3/4 l,6,11-11p,97,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Theanniversary Man (IRE),Niall Moore,5,Frank Hayes,7th,Head,6,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Ar Nos Na Gaoithe (IRE),T Power Roche,5,P J Rothwell,6th,Neck,6,11-2p,88,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Silent Dawn (IRE),D Meyler,0,A Murray,5th,16 l,6,11-6t,92,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Aswellasabentley (IRE),C Stone-Walsh,3,G P Cromwell,4th,1 1/4 l,4,11-3,97,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,3rd,4 l,8,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Midnight Fairy (IRE),J P Shinnick,5,T O'Brien,2nd,1 3/4 l,7,10-8,80,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 2f 50y,Turkey And Ham (IRE),G Brouder,3,N C Kelly,1st,N/A,7,10-11t,83,True,171,2
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Sharetheknowledge (IRE),Non Runner,0,Paul Tobin,NR,N/A,6,11-12,98,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Buckaway Freddie (IRE),B W Harvey,0,J C McConnell,NR,N/A,5,11-11,97,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Journey So Far (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,5,11-11,97,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Kilheffernan (IRE),Niall Moore,5,M A Gunn,UR,N/A,7,11-6,92,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Lispendense (IRE),D J Gilligan,0,Aidan Melia,13th,20 l,10,11-6v1,92,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Spread The Faith (IRE),P T Enright,0,O McKiernan,12th,1 1/4 l,5,11-2,88,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Bigira (FR),R A Doyle,0,M Fahey,11th,4 1/2 l,6,11-10,96,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Massabielle (IRE),P J O'Hanlon,0,D A McLoughlin,10th,Neck,5,11-7,93,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Three Tribes (IRE),R P Geoghegan,7,B T Murphy,9th,1 l,8,11-4t,90,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Koo Star (IRE),C P McNamara,0,Liam G O'brien,8th,3 l,6,11-1h1,87,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Tackletommywoowoo (IRE),K C Sexton,0,D Queally,7th,2 3/4 l,5,11-7,93,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Stily (FR),C M Quirke,3,M J McDonagh,6th,1 1/2 l,5,10-13,85,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Our Uncle Jack (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,5th,3 3/4 l,9,11-9ht,95,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Restless Son (IRE),D J O'Keeffe,0,N Lee,4th,4 l,8,10-9,81,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Jollie Cosmos (IRE),D Robinson,0,P J Rothwell,3rd,1/2 l,9,10-2,74,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,My Policy (IRE),I Ryan,7,P Rooney,2nd,3 1/2 l,6,11-5p,91,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Tubberfinn Lady (IRE),J C Gainford,0,M Mulvany,1st,N/A,5,10-12t,84,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Sharetheknowledge (IRE),Non Runner,0,Paul Tobin,NR,N/A,6,11-12,98,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Buckaway Freddie (IRE),B W Harvey,0,J C McConnell,NR,N/A,5,11-11,97,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Journey So Far (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,5,11-11,97,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Kilheffernan (IRE),Niall Moore,5,M A Gunn,UR,N/A,7,11-6,92,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Lispendense (IRE),D J Gilligan,0,Aidan Melia,13th,20 l,10,11-6v1,92,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Spread The Faith (IRE),P T Enright,0,O McKiernan,12th,1 1/4 l,5,11-2,88,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Bigira (FR),R A Doyle,0,M Fahey,11th,4 1/2 l,6,11-10,96,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Massabielle (IRE),P J O'Hanlon,0,D A McLoughlin,10th,Neck,5,11-7,93,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Three Tribes (IRE),R P Geoghegan,7,B T Murphy,9th,1 l,8,11-4t,90,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Koo Star (IRE),C P McNamara,0,Liam G O'brien,8th,3 l,6,11-1h1,87,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Tackletommywoowoo (IRE),K C Sexton,0,D Queally,7th,2 3/4 l,5,11-7,93,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Stily (FR),C M Quirke,3,M J McDonagh,6th,1 1/2 l,5,10-13,85,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Our Uncle Jack (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,5th,3 3/4 l,9,11-9ht,95,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Restless Son (IRE),D J O'Keeffe,0,N Lee,4th,4 l,8,10-9,81,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Jollie Cosmos (IRE),D Robinson,0,P J Rothwell,3rd,1/2 l,9,10-2,74,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,My Policy (IRE),I Ryan,7,P Rooney,2nd,3 1/2 l,6,11-5p,91,True,171,3
Kilbeggan Racing Results | 24th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 2f 50y,Tubberfinn Lady (IRE),J C Gainford,0,M Mulvany,1st,N/A,5,10-12t,84,True,171,3
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Bobbysingindablues (IRE),J G Gilligan,5,P J Gilligan,NR,N/A,5,11-5,103,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Warm In Gorey (IRE),T Power Roche,5,P J Rothwell,NR,N/A,7,11-4,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,One And Only (IRE),P T Enright,0,O McKiernan,NR,N/A,7,11-4tp,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Van Demon (IRE),P Byrnes,0,W J O'Doherty,14th,6 1/2 l,5,11-6,104,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Siege Ofjadotville (IRE),R A Berry,7,M Hassett,13th,3 1/2 l,5,11-3,101,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Glendower,S O'Callaghan,5,E Doyle,12th,2 l,4,10-10,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Robindevidastar (IRE),T Power Roche,5,P J Rothwell,11th,12 l,10,10-8b,92,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,10th,2 l,5,11-6,104,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Jeu De Pic (FR),T Joseph Kelly,7,T Cooper,9th,3 l,6,11-5,103,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Flidais (IRE),J P Shinnick,5,J P Ryan,8th,6 1/2 l,7,11-10,108,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Pirate Island (IRE),Niall Moore,5,P Fenton,7th,Neck,7,11-3b1,101,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Half A Chance (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,11-10,108,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Hills Of Glory (IRE),C Stone-Walsh,3,G P Cromwell,5th,3/4 l,8,11-7,105,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Fool Me Once (IRE),K M Donoghue,0,G P Cromwell,4th,2 1/4 l,5,11-11,109,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,The Niffler (IRE),H Morgan,0,E O'Connell,3rd,1 3/4 l,8,11-13ht,111,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Paul Collins (IRE),S F O'Keeffe,0,B McMahon,2nd,1 1/2 l,5,11-6,104,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Pakens Rock (IRE),P K Donovan,5,D Collins,1st,N/A,12,11-12,110,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Bobbysingindablues (IRE),J G Gilligan,5,P J Gilligan,NR,N/A,5,11-5,103,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Warm In Gorey (IRE),T Power Roche,5,P J Rothwell,NR,N/A,7,11-4,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,One And Only (IRE),P T Enright,0,O McKiernan,NR,N/A,7,11-4tp,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Van Demon (IRE),P Byrnes,0,W J O'Doherty,14th,6 1/2 l,5,11-6,104,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Siege Ofjadotville (IRE),R A Berry,7,M Hassett,13th,3 1/2 l,5,11-3,101,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Glendower,S O'Callaghan,5,E Doyle,12th,2 l,4,10-10,102,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Robindevidastar (IRE),T Power Roche,5,P J Rothwell,11th,12 l,10,10-8b,92,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,10th,2 l,5,11-6,104,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Jeu De Pic (FR),T Joseph Kelly,7,T Cooper,9th,3 l,6,11-5,103,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Flidais (IRE),J P Shinnick,5,J P Ryan,8th,6 1/2 l,7,11-10,108,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Pirate Island (IRE),Niall Moore,5,P Fenton,7th,Neck,7,11-3b1,101,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Half A Chance (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,11-10,108,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Hills Of Glory (IRE),C Stone-Walsh,3,G P Cromwell,5th,3/4 l,8,11-7,105,True,171,4
Kilbeggan Racing Results | 24th April 2025 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 2f 50y,Fool Me Once (IRE),K M Donoghue,0,G P Cromwell,4th,2 1/4 l,5,11-11,109,True,171,4
