track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Bellick,Kyanna Van Buuren,7,John McConnell,8th,1 1/4 l,7,8-13,48,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Cnodian (IRE),N. M. Crosse,0,W. McCreery,7th,2 1/4 l,4,9-13,62,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Eleuthera,C. J. MacRedmond,0,J. F. Levins,6th,3/4 l,10,8-13p,48,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Pallasmore Lass (IRE),J. Coen,0,G. O'Leary,5th,Neck,4,9-6b,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Tawaazon (IRE),D. King,4,Denis Hogan,4th,1/2 l,4,9-9p,58,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Ecclesiastical,J. J. G. Ryan,4,T. G. McCourt,3rd,1 1/4 l,5,9-6,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,2nd,2 1/2 l,6,9-2t,51,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Showmolina,J. M. Sheridan,0,J. F. Levins,1st,N/A,5,10-1,64,True,12,19
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Monzoon,T. P. Madden,0,Ross O'Sullivan,13th,2 1/4 l,5,9-10,76,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,One Small Step (IRE),Emmet McNamara,0,Kevin Thomas Coleman,12th,Neck,5,10-3,83,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Corporal Violette (IRE),C. T. Keane,0,G. M. Lyons,11th,2 1/2 l,3,9-8,81,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Giuseppe Cassioli,William James Lee,0,G. O'Leary,10th,3/4 l,5,10-2,82,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Loingseoir (IRE),Jack Cleary,7,M. C. Grassick,9th,7 l,6,10-1,81,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,8th,1 l,4,9-11ht,77,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Juyush,M. A. Enright,0,Miss Jennifer Anne Lynch,7th,2 1/2 l,7,10-0t,80,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Bucky Larson (IRE),S. P. Bird,10,G. M. Lyons,6th,Nose,7,10-5,85,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Morning Approach (IRE),N. M. Crosse,3,W. McCreery,5th,Neck,4,9-5,71,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,My Minervina (IRE),C. P. Hoban,0,Mrs J. Harrington,4th,1 3/4 l,4,9-7p,73,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Church Mountain (IRE),D. King,7,Denis Hogan,3rd,1/2 l,4,9-11t,77,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Eighty Eight (IRE),D. E. Sheehy,3,John Patrick Murtagh,2nd,1/2 l,3,9-7,80,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,1st,N/A,5,9-4p,70,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Monzoon,T. P. Madden,0,Ross O'Sullivan,13th,2 1/4 l,5,9-10,76,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,One Small Step (IRE),Emmet McNamara,0,Kevin Thomas Coleman,12th,Neck,5,10-3,83,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Corporal Violette (IRE),C. T. Keane,0,G. M. Lyons,11th,2 1/2 l,3,9-8,81,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Giuseppe Cassioli,William James Lee,0,G. O'Leary,10th,3/4 l,5,10-2,82,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Loingseoir (IRE),Jack Cleary,7,M. C. Grassick,9th,7 l,6,10-1,81,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,8th,1 l,4,9-11ht,77,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Juyush,M. A. Enright,0,Miss Jennifer Anne Lynch,7th,2 1/2 l,7,10-0t,80,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Bucky Larson (IRE),S. P. Bird,10,G. M. Lyons,6th,Nose,7,10-5,85,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Morning Approach (IRE),N. M. Crosse,3,W. McCreery,5th,Neck,4,9-5,71,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,My Minervina (IRE),C. P. Hoban,0,Mrs J. Harrington,4th,1 3/4 l,4,9-7p,73,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Church Mountain (IRE),D. King,7,Denis Hogan,3rd,1/2 l,4,9-11t,77,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Eighty Eight (IRE),D. E. Sheehy,3,John Patrick Murtagh,2nd,1/2 l,3,9-7,80,True,12,20
Naas Racing Results | 1st August 2022 17:20,N/A,17:20,Yielding,1m,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,1st,N/A,5,9-4p,70,True,12,20
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Idoles Des Jeunes (FR),D. E. Mullins,0,W. P. Mullins,PU,N/A,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Shona Mea (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,F,N/A,5,11-7p,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Ayda (FR),J. S. McGarvey,0,John Joseph Hanlon,F,N/A,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Sleetansnow (IRE),R. J. Condon,7,Colm A. Murphy,F,N/A,8,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Robins Venture (IRE),Connor King,0,S. Curling,15th,17 l,6,11-7t,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Seriously Funny (IRE),L. P. Dempsey,0,Enda Bolger,14th,2 l,4,11-4,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Annie Stafford (IRE),L. A. McKenna,7,A. J. Martin,13th,1 1/2 l,5,11-7t1,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,12th,4 1/2 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Thecornerhouse (IRE),Richard Deegan,0,Mrs Julie Cashin,11th,28 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Tangoonthespoons (IRE),I. J. Power,0,P. Kiely,10th,3 3/4 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,La Scala Note (IRE),Phillip Enright,0,Miss J. M. Lee,9th,4 3/4 l,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Eclipseofardkilly (IRE),Donagh Meyler,0,Ruaidhri Tierney,8th,3 1/2 l,5,11-7h,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,7th,25 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Silver Breeze (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 1/2 l,5,11-7h,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Stellar Symphony (IRE),D. J. O'Keeffe,0,Edmond Kent,5th,Nose,7,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Miss Fourie (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,4 1/2 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,In A Nice Way (IRE),J. J. Slevin,0,Stephen Ryan,3rd,9 1/2 l,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Still Ciel (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Sheishybrid (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,4,11-4t1,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Idoles Des Jeunes (FR),D. E. Mullins,0,W. P. Mullins,PU,N/A,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Shona Mea (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,F,N/A,5,11-7p,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Ayda (FR),J. S. McGarvey,0,John Joseph Hanlon,F,N/A,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Sleetansnow (IRE),R. J. Condon,7,Colm A. Murphy,F,N/A,8,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Robins Venture (IRE),Connor King,0,S. Curling,15th,17 l,6,11-7t,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Seriously Funny (IRE),L. P. Dempsey,0,Enda Bolger,14th,2 l,4,11-4,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Annie Stafford (IRE),L. A. McKenna,7,A. J. Martin,13th,1 1/2 l,5,11-7t1,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,12th,4 1/2 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Thecornerhouse (IRE),Richard Deegan,0,Mrs Julie Cashin,11th,28 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Tangoonthespoons (IRE),I. J. Power,0,P. Kiely,10th,3 3/4 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,La Scala Note (IRE),Phillip Enright,0,Miss J. M. Lee,9th,4 3/4 l,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Eclipseofardkilly (IRE),Donagh Meyler,0,Ruaidhri Tierney,8th,3 1/2 l,5,11-7h,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,7th,25 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Silver Breeze (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 1/2 l,5,11-7h,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Stellar Symphony (IRE),D. J. O'Keeffe,0,Edmond Kent,5th,Nose,7,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Miss Fourie (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,4 1/2 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,In A Nice Way (IRE),J. J. Slevin,0,Stephen Ryan,3rd,9 1/2 l,6,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Still Ciel (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 l,5,11-7,-,True,12,21
Cork Racing Results | 1st August 2022 14:30,N/A,14:30,Good To Yielding (Yielding In Places),2m 1f,Sheishybrid (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,4,11-4t1,-,True,12,21
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Scalor (FR),Sean Flanagan,0,Miss Elizabeth Doyle,PU,N/A,7,10-8ht,105,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Donthavetime (IRE),D. E. Mullins,0,J. P. Flavin,11th,3 1/4 l,6,10-6,103,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Hazran (IRE),Miss M. O'Sullivan,5,Eugene M. O'Sullivan,10th,1 1/4 l,6,10-7t,104,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Sawbuck (IRE),Donagh Meyler,0,Conor O'Dwyer,9th,10 l,4,11-2,116,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Very Excellent (IRE),Patrick O'Hanlon,5,Andrew McNamara,8th,4 3/4 l,6,11-5p,116,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,The Names Jock (IRE),Mr J. L. Gleeson,7,John E. Kiely,7th,1/2 l,6,11-9t,120,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Dixie Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,13 l,6,11-1tp1,112,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Name Me Famous (IRE),Phillip Enright,0,Eoin Christopher McCarthy,5th,1/2 l,6,10-11tp,108,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Golf Marin (FR),M. P. Walsh,0,A. J. Martin,4th,4 1/2 l,6,10-12t,109,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Eclair De Beaufeu (FR),Ms K. L. Derwin,7,E. J. O'Grady,3rd,5 l,8,11-12t1,123,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,2nd,1 1/2 l,5,11-4,115,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Little Big Rocky (IRE),C. P. McNamara,0,Patrick Downey,1st,N/A,7,11-0,111,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Scalor (FR),Sean Flanagan,0,Miss Elizabeth Doyle,PU,N/A,7,10-8ht,105,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Donthavetime (IRE),D. E. Mullins,0,J. P. Flavin,11th,3 1/4 l,6,10-6,103,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Hazran (IRE),Miss M. O'Sullivan,5,Eugene M. O'Sullivan,10th,1 1/4 l,6,10-7t,104,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Sawbuck (IRE),Donagh Meyler,0,Conor O'Dwyer,9th,10 l,4,11-2,116,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Very Excellent (IRE),Patrick O'Hanlon,5,Andrew McNamara,8th,4 3/4 l,6,11-5p,116,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,The Names Jock (IRE),Mr J. L. Gleeson,7,John E. Kiely,7th,1/2 l,6,11-9t,120,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Dixie Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,13 l,6,11-1tp1,112,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Name Me Famous (IRE),Phillip Enright,0,Eoin Christopher McCarthy,5th,1/2 l,6,10-11tp,108,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Golf Marin (FR),M. P. Walsh,0,A. J. Martin,4th,4 1/2 l,6,10-12t,109,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Eclair De Beaufeu (FR),Ms K. L. Derwin,7,E. J. O'Grady,3rd,5 l,8,11-12t1,123,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,2nd,1 1/2 l,5,11-4,115,True,12,22
Cork Racing Results | 1st August 2022 15:00,N/A,15:00,Good To Yielding (Yielding In Places),2m 1f,Little Big Rocky (IRE),C. P. McNamara,0,Patrick Downey,1st,N/A,7,11-0,111,True,12,22
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kadys Dirha (IRE),L. A. McKenna,4,Thomas P. O'Connor,PU,N/A,5,11-5p,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Patricks Hill (IRE),S. Fitzgerald,0,W. J. Burke,F,N/A,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Try It on John (IRE),Thomas Reilly,4,P. Tobin,17th,2 l,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Le Nouveau (IRE),J. P. O'Sullivan,0,Miss Elizabeth Doyle,16th,55 l,5,11-12b1,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Sir Daniel (USA),Gavin Peter Brouder,2,Michael G. Kennedy,15th,26 l,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kansas Joe (IRE),Patrick O'Hanlon,2,William O'Doherty,14th,3 1/2 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Castle Darby (IRE),Mr R. P. Geoghegan,4,P. M. Lynch,13th,1 1/4 l,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kilmurry Jj (IRE),A. M. McCurtin,0,Michael Barry,12th,1 3/4 l,5,11-12t,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Tuff Days (IRE),C. M. Quirke,4,Michael Barry,11th,Head,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Ben Vrackie,W. J. Gleeson,4,John F. Gleeson,10th,1 3/4 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,King Gresel (IRE),Niall Moore,4,Philip Fenton,9th,2 1/4 l,4,11-9,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Babylon Beach (IRE),Jack Foley,0,Ms Debbie Hartnett,8th,11 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,The Hogan Stand (FR),Shane Fenelon,4,John Joseph Hanlon,7th,2 l,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Benz (IRE),Corey McGivern,4,Gordon Elliott,6th,3 1/4 l,4,11-9,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Tout Savoir (IRE),N. T. Prendergast,4,T. J. O'Mara,5th,2 1/4 l,7,11-12t,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Ballybough Native (IRE),C. Brassil,2,Henry de Bromhead,4th,2 l,6,11-12t,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Female Approach (IRE),E. Walsh,0,Noel Meade,3rd,10 l,4,11-2,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Viceregent,P. Byrnes,4,Charles Byrnes,2nd,Neck,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Dorans Boy (IRE),G. B. Noonan,4,Eoin Christopher McCarthy,1st,N/A,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kadys Dirha (IRE),L. A. McKenna,4,Thomas P. O'Connor,PU,N/A,5,11-5p,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Patricks Hill (IRE),S. Fitzgerald,0,W. J. Burke,F,N/A,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Try It on John (IRE),Thomas Reilly,4,P. Tobin,17th,2 l,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Le Nouveau (IRE),J. P. O'Sullivan,0,Miss Elizabeth Doyle,16th,55 l,5,11-12b1,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Sir Daniel (USA),Gavin Peter Brouder,2,Michael G. Kennedy,15th,26 l,6,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kansas Joe (IRE),Patrick O'Hanlon,2,William O'Doherty,14th,3 1/2 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Castle Darby (IRE),Mr R. P. Geoghegan,4,P. M. Lynch,13th,1 1/4 l,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Kilmurry Jj (IRE),A. M. McCurtin,0,Michael Barry,12th,1 3/4 l,5,11-12t,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Tuff Days (IRE),C. M. Quirke,4,Michael Barry,11th,Head,5,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Ben Vrackie,W. J. Gleeson,4,John F. Gleeson,10th,1 3/4 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,King Gresel (IRE),Niall Moore,4,Philip Fenton,9th,2 1/4 l,4,11-9,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,Babylon Beach (IRE),Jack Foley,0,Ms Debbie Hartnett,8th,11 l,7,11-12,-,True,12,23
Cork Racing Results | 1st August 2022 15:30,N/A,15:30,Good To Yielding (Yielding In Places),2m 2f 180y,The Hogan Stand (FR),Shane Fenelon,4,John Joseph Hanlon,7th,2 l,5,11-12,-,True,12,23
