track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,NR,N/A,5,11-11,92,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Who Ate The Jam (IRE),Mr P W Gleeson,7,J F Gleeson,PU,N/A,6,11-4,85,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Volez Vous (IRE),C Stone-Walsh,5,D Deacon,PU,N/A,5,10-13,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Sea The Sunset,T P Harney,7,J Morrison,PU,N/A,5,11-11,92,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Ballycommon Chapel (IRE),D E Mullins,0,R Donohoe,PU,N/A,6,11-5b,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Glorious Singer (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,9,10-13p,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Manhattan Brook (IRE),Eoin G Kelly,7,A Murray,14th,11 l,6,10-13t1,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Callmedusty (IRE),J C Gainford,0,C Collins,13th,7 l,6,11-10t,91,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Mr Mcwhinny (IRE),J G Gilligan,5,P J Gilligan,12th,3/4 l,6,11-6t,87,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,I'vedoneitall (IRE),H E Sexton,7,E Sheehy,11th,1 1/2 l,7,10-13b,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,A Nod To Getaway (IRE),T Power Roche,7,P O'Flynn,10th,1 3/4 l,7,11-5t,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,The Mass Path (IRE),R P Treacy,0,C Byrnes,9th,1 1/2 l,7,12-0,95,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Likable Chancer (IRE),D King,0,D Howard,8th,3 3/4 l,10,10-13tb,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Nevereverever (IRE),R A Doyle,0,J J Murphy,7th,8 l,5,11-13,94,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Donegal Danny (IRE),C M Quirke,5,M J McDonagh,6th,4 1/4 l,6,11-9t,90,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Garcon Doux (IRE),D J O'Keeffe,0,P Fenton,5th,6 1/2 l,8,11-6b,87,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Lilian Bland (IRE),J P Shinnick,5,N P Hennessy,4th,1 1/2 l,8,11-7h,88,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Knocknagoran Lady (IRE),S W Flanagan,0,Cian Hughes,3rd,8 l,5,11-5t1,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,One And Only (IRE),P T Enright,0,O McKiernan,2nd,1/2 l,6,11-13tp,94,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Crowsatedappletart (IRE),G Brouder,5,M Winters,1st,N/A,7,12-0,95,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,NR,N/A,5,11-11,92,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Who Ate The Jam (IRE),Mr P W Gleeson,7,J F Gleeson,PU,N/A,6,11-4,85,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Volez Vous (IRE),C Stone-Walsh,5,D Deacon,PU,N/A,5,10-13,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Sea The Sunset,T P Harney,7,J Morrison,PU,N/A,5,11-11,92,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Ballycommon Chapel (IRE),D E Mullins,0,R Donohoe,PU,N/A,6,11-5b,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Glorious Singer (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,9,10-13p,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Manhattan Brook (IRE),Eoin G Kelly,7,A Murray,14th,11 l,6,10-13t1,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Callmedusty (IRE),J C Gainford,0,C Collins,13th,7 l,6,11-10t,91,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Mr Mcwhinny (IRE),J G Gilligan,5,P J Gilligan,12th,3/4 l,6,11-6t,87,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,I'vedoneitall (IRE),H E Sexton,7,E Sheehy,11th,1 1/2 l,7,10-13b,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,A Nod To Getaway (IRE),T Power Roche,7,P O'Flynn,10th,1 3/4 l,7,11-5t,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,The Mass Path (IRE),R P Treacy,0,C Byrnes,9th,1 1/2 l,7,12-0,95,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Likable Chancer (IRE),D King,0,D Howard,8th,3 3/4 l,10,10-13tb,80,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Nevereverever (IRE),R A Doyle,0,J J Murphy,7th,8 l,5,11-13,94,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Donegal Danny (IRE),C M Quirke,5,M J McDonagh,6th,4 1/4 l,6,11-9t,90,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Garcon Doux (IRE),D J O'Keeffe,0,P Fenton,5th,6 1/2 l,8,11-6b,87,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Lilian Bland (IRE),J P Shinnick,5,N P Hennessy,4th,1 1/2 l,8,11-7h,88,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Knocknagoran Lady (IRE),S W Flanagan,0,Cian Hughes,3rd,8 l,5,11-5t1,86,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,One And Only (IRE),P T Enright,0,O McKiernan,2nd,1/2 l,6,11-13tp,94,True,155,1
Cork Racing Results | 13th December 2024 14:12,N/A,14:12,Yielding,2m 4f,Crowsatedappletart (IRE),G Brouder,5,M Winters,1st,N/A,7,12-0,95,True,155,1
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Knockaneleigh Girl (IRE),S Fitzgerald,0,D Queally,NR,N/A,7,11-7h,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Enjoy The Dream,Non Runner,0,A McNamara,NR,N/A,5,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Haveuseentherain (IRE),P T Enright,0,S G Walsh,7th,61 l,9,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Miss Manzor,S F O'Keeffe,0,W P Mullins,6th,9 l,4,10-13,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Goodie Two Shoes (IRE),S D Torrens,0,J P O'Brien,5th,8 l,5,11-7t,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Cuta Des As (FR),M J M O'Sullivan,0,W P Mullins,4th,4 1/2 l,7,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Iris Emery (FR),D E Mullins,0,W P Mullins,3rd,13 l,6,11-7t,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Majestic Force (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1/2 l,6,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Spindleberry (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Knockaneleigh Girl (IRE),S Fitzgerald,0,D Queally,NR,N/A,7,11-7h,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Enjoy The Dream,Non Runner,0,A McNamara,NR,N/A,5,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Haveuseentherain (IRE),P T Enright,0,S G Walsh,7th,61 l,9,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Miss Manzor,S F O'Keeffe,0,W P Mullins,6th,9 l,4,10-13,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Goodie Two Shoes (IRE),S D Torrens,0,J P O'Brien,5th,8 l,5,11-7t,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Cuta Des As (FR),M J M O'Sullivan,0,W P Mullins,4th,4 1/2 l,7,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Iris Emery (FR),D E Mullins,0,W P Mullins,3rd,13 l,6,11-7t,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Majestic Force (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1/2 l,6,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 14:47,N/A,14:47,Yielding (Good To Yielding In Places),2m 5f 50y,Spindleberry (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-7,-,True,155,2
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Granpa Ger (IRE),D N Cullinane,5,A Mullins,NR,N/A,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Dancingondaceiling (IRE),S W Flanagan,0,G P Cromwell,NR,N/A,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Crecora Hills (IRE),S D Torrens,0,R Tyner,NR,N/A,5,11-5,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Ik's Man (FR),J P Shinnick,5,T O'Brien,NR,N/A,8,11-12t,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Ballycashin (IRE),D E Mullins,0,A Mullins,12th,20 l,7,11-5,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Insouciant Dallier (FR),C Stone-Walsh,5,Liz Doyle,11th,1 3/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,King Of Cong (IRE),M J M O'Sullivan,0,T O'Brien,10th,3 1/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Western Model (IRE),S F O'Keeffe,0,P Nolan,9th,9 1/2 l,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Oneforgonzo (IRE),P T Enright,0,S Aherne,8th,3/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,On Lovers Walk (IRE),D J O'Keeffe,0,R O'Sullivan,7th,22 l,7,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Muskerry Rock (IRE),J Coen,3,M F Morris,6th,12 l,5,11-12tp,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Beau Walking (IRE),D Meyler,0,Mrs J Harrington,5th,6 1/2 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Lightkeeper (IRE),J C Gainford,0,G Elliott,4th,4 l,6,11-12tp,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Beggars Rock (IRE),S Fitzgerald,0,D Queally,3rd,3/4 l,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,El Champo (IRE),T Power Roche,7,P J Rothwell,2nd,Head,6,11-12p,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Banjaxed,R A Doyle,0,L Fowler,1st,N/A,7,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Granpa Ger (IRE),D N Cullinane,5,A Mullins,NR,N/A,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Dancingondaceiling (IRE),S W Flanagan,0,G P Cromwell,NR,N/A,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Crecora Hills (IRE),S D Torrens,0,R Tyner,NR,N/A,5,11-5,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Ik's Man (FR),J P Shinnick,5,T O'Brien,NR,N/A,8,11-12t,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Ballycashin (IRE),D E Mullins,0,A Mullins,12th,20 l,7,11-5,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Insouciant Dallier (FR),C Stone-Walsh,5,Liz Doyle,11th,1 3/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,King Of Cong (IRE),M J M O'Sullivan,0,T O'Brien,10th,3 1/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Western Model (IRE),S F O'Keeffe,0,P Nolan,9th,9 1/2 l,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Oneforgonzo (IRE),P T Enright,0,S Aherne,8th,3/4 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,On Lovers Walk (IRE),D J O'Keeffe,0,R O'Sullivan,7th,22 l,7,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Muskerry Rock (IRE),J Coen,3,M F Morris,6th,12 l,5,11-12tp,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Beau Walking (IRE),D Meyler,0,Mrs J Harrington,5th,6 1/2 l,6,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Lightkeeper (IRE),J C Gainford,0,G Elliott,4th,4 l,6,11-12tp,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Beggars Rock (IRE),S Fitzgerald,0,D Queally,3rd,3/4 l,5,11-12,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,El Champo (IRE),T Power Roche,7,P J Rothwell,2nd,Head,6,11-12p,-,True,155,3
Cork Racing Results | 13th December 2024 15:22,N/A,15:22,Yielding (Good To Yielding In Places),2m 5f 50y,Banjaxed,R A Doyle,0,L Fowler,1st,N/A,7,11-12,-,True,155,3
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Tommy McJohn (IRE),G F Carroll,0,G P Cromwell,4th,4 3/4 l,2,9-10,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Ohmyviette (FR),M Santos,0,W P Browne,3rd,Nose,2,9-10,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Moonhall Lass (IRE),S Foley,0,Alan McIntyre,2nd,3 1/4 l,2,9-0,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Eclairage (IRE),D P McDonogh,0,Daniel Murphy,1st,N/A,2,9-5t,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Tommy McJohn (IRE),G F Carroll,0,G P Cromwell,4th,4 3/4 l,2,9-10,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Ohmyviette (FR),M Santos,0,W P Browne,3rd,Nose,2,9-10,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Moonhall Lass (IRE),S Foley,0,Alan McIntyre,2nd,3 1/4 l,2,9-0,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:00,N/A,17:00,Standard,5f,Eclairage (IRE),D P McDonogh,0,Daniel Murphy,1st,N/A,2,9-5t,-,True,155,4
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Sliabh Na Gcroi (IRE),J Pietropaolo,7,M Kelly,14th,1 1/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Abrilete (IRE),M W Hassett,5,J P O'Brien,13th,4 3/4 l,2,8-13,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Graceful Intent (USA),D E Sheehy,0,A Slattery,12th,4 3/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Jasmine Affanalis (IRE),L F Roche,0,D Marnane,11th,3/4 l,2,8-9h1,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Magnolia Drive (IRE),M P Sheehy,0,J P O'Brien,10th,Neck,2,8-13,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Think About It (IRE),C Geerdharry,7,J P Murtagh,9th,1/2 l,2,9-1b1,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Suerte (IRE),R P Cleary,0,S Lavery,8th,Head,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Happy For Evva (IRE),N M Crosse,0,Alan McIntyre,7th,1/2 l,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Lady Plimsoll (IRE),R M Mulligan,7,John O'Donoghue,6th,1 1/2 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Eutropia,C D Hayes,0,Kevin Coleman,5th,1 1/4 l,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Timandi (IRE),L T McAteer,0,J M Barrett,4th,Neck,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Shamanka (IRE),S Foley,0,N Lupini,3rd,Head,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,J M's Joy (IRE),R Whearty,3,P Martin,2nd,2 1/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Honeysuckle Rose,D P McDonogh,0,J P O'Brien,1st,N/A,2,9-1,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Sliabh Na Gcroi (IRE),J Pietropaolo,7,M Kelly,14th,1 1/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Abrilete (IRE),M W Hassett,5,J P O'Brien,13th,4 3/4 l,2,8-13,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Graceful Intent (USA),D E Sheehy,0,A Slattery,12th,4 3/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Jasmine Affanalis (IRE),L F Roche,0,D Marnane,11th,3/4 l,2,8-9h1,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Magnolia Drive (IRE),M P Sheehy,0,J P O'Brien,10th,Neck,2,8-13,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Think About It (IRE),C Geerdharry,7,J P Murtagh,9th,1/2 l,2,9-1b1,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Suerte (IRE),R P Cleary,0,S Lavery,8th,Head,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Happy For Evva (IRE),N M Crosse,0,Alan McIntyre,7th,1/2 l,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Lady Plimsoll (IRE),R M Mulligan,7,John O'Donoghue,6th,1 1/2 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Eutropia,C D Hayes,0,Kevin Coleman,5th,1 1/4 l,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Timandi (IRE),L T McAteer,0,J M Barrett,4th,Neck,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Shamanka (IRE),S Foley,0,N Lupini,3rd,Head,2,8-11,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,J M's Joy (IRE),R Whearty,3,P Martin,2nd,2 1/4 l,2,8-9,-,True,155,5
Dundalk Racing Results | 13th December 2024 17:30,N/A,17:30,Standard,7f,Honeysuckle Rose,D P McDonogh,0,J P O'Brien,1st,N/A,2,9-1,-,True,155,5
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Heir Island (IRE),M P Sheehy,0,T J O'Mara,14th,5 l,3,9-8t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Windsor Road (IRE),J J G Ryan,3,G Keane,13th,1 1/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Relaxed Zone (IRE),J M Sheridan,0,P F O'Donnell,12th,1 3/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Triangle D'or (IRE),S Foley,0,J J Murphy,11th,2 1/2 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,10th,1 1/4 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Viamonte (IRE),R P Whelan,0,W P Browne,9th,Short Head,3,9-8t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Kwa Herini,R C Colgan,0,Kevin Coleman,8th,Neck,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Ocean Diamond (IRE),C T Keane,0,Daniel Murphy,7th,1/2 l,3,9-3t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Prince Of Love (IRE),J S Dalton,10,M J Browne,6th,3/4 l,3,9-8,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,5th,3 1/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Authenticate,D P McDonogh,0,J P O'Brien,4th,1 3/4 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Lady Pagasa (IRE),R M Mulligan,7,J P Murtagh,3rd,1/2 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,2nd,Neck,3,9-8b,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,The Bear Trap (IRE),N M Crosse,0,J Geoghegan,1st,N/A,3,9-8v,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Heir Island (IRE),M P Sheehy,0,T J O'Mara,14th,5 l,3,9-8t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Windsor Road (IRE),J J G Ryan,3,G Keane,13th,1 1/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Relaxed Zone (IRE),J M Sheridan,0,P F O'Donnell,12th,1 3/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Triangle D'or (IRE),S Foley,0,J J Murphy,11th,2 1/2 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,10th,1 1/4 l,3,9-3,-,True,155,6
