track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Due Course (IRE),K M Donoghue,0,G P Cromwell,10th,1 l,6,11-13t,101,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Katherine (IRE),H E Sexton,7,A Sexton,9th,15 l,7,11-5,93,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Made In The Woods (IRE),G B Noonan,5,N Lee,8th,3/4 l,7,11-4,92,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Turbo (IRE),D J O'Keeffe,0,J R Finn,7th,3/4 l,11,12-0tp,102,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,6th,2 1/2 l,7,11-4,92,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Chosen Shant (IRE),D Meyler,0,N Meade,5th,6 l,8,11-2,90,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Irish Impulse (IRE),P T Enright,0,R Tyner,4th,14 l,6,11-5ht,93,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Rightfolksplease (IRE),D J Gilligan,0,P W Flynn,3rd,5 1/2 l,6,11-13p,101,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Papa Barns (IRE),P M O'Brien,7,Tom Dreaper,2nd,11 l,7,10-6,80,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Hillsdale (IRE),J C Gainford,0,J P Dempsey,1st,N/A,5,11-10,98,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Ernie From Nurney (IRE),P T Smithers,7,P Roche,NR,N/A,7,11-7t,95,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Falcon Park (IRE),N T Prendergast,7,P Hennessy,UR,N/A,8,11-3,91,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Land Jet (IRE),S F O'Keeffe,0,Peter Maher,PU,N/A,8,10-6,80,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Ricky Langford (IRE),Mr B J Walsh,7,P J Rothwell,PU,N/A,10,11-6b,94,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Marlpark (IRE),S Fitzgerald,0,J P Ryan,PU,N/A,5,11-11,99,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Poets Cottage (IRE),Sam Ewing,0,N Meade,14th,22 l,5,11-9,97,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Whateys Quest (IRE),R P Treacy,0,C Byrnes,13th,1 1/2 l,6,12-0,102,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Roman Parish (IRE),C M Quirke,5,D M O'Brien,12th,9 l,6,10-10tb,84,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Love Like This (IRE),J Aherne,7,J P Ryan,11th,2 1/2 l,6,11-6,94,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Due Course (IRE),K M Donoghue,0,G P Cromwell,10th,1 l,6,11-13t,101,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Katherine (IRE),H E Sexton,7,A Sexton,9th,15 l,7,11-5,93,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Made In The Woods (IRE),G B Noonan,5,N Lee,8th,3/4 l,7,11-4,92,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Turbo (IRE),D J O'Keeffe,0,J R Finn,7th,3/4 l,11,12-0tp,102,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,6th,2 1/2 l,7,11-4,92,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Chosen Shant (IRE),D Meyler,0,N Meade,5th,6 l,8,11-2,90,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Irish Impulse (IRE),P T Enright,0,R Tyner,4th,14 l,6,11-5ht,93,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Rightfolksplease (IRE),D J Gilligan,0,P W Flynn,3rd,5 1/2 l,6,11-13p,101,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Papa Barns (IRE),P M O'Brien,7,Tom Dreaper,2nd,11 l,7,10-6,80,True,155,28
Naas Racing Results | 16th December 2024 13:00,N/A,13:00,Yielding (Good To Yielding In Places),2m,Hillsdale (IRE),J C Gainford,0,J P Dempsey,1st,N/A,5,11-10,98,True,155,28
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Party President (IRE),Mr A Leahy,7,A Mullins,NR,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Krak (FR),D E Mullins,0,S R B Crawford,NR,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Banner Royale (IRE),Anna McGuinness,7,T Gibney,PU,N/A,4,11-7t1,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Tenfour (IRE),Mr J P Murray,7,Mrs P Dobbs,17th,12 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,My Boy Christy (IRE),C P McNamara,0,Liam G O'brien,16th,Short Head,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Everysecondcounts (IRE),P T Enright,0,R Tyner,15th,18 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Duke Of Leggagh (IRE),S W Flanagan,0,M Mulvany,14th,5 l,4,11-7t,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Chanceawetmorning (IRE),J S McGarvey,0,N C Kelly,13th,11 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Nelson County (IRE),B Hayes,0,R O'Sullivan,12th,3/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Sheer Raz (IRE),K E Buckley,0,G P Cromwell,11th,5 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,10th,2 l,4,11-7h,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Jerrari (IRE),D Meyler,0,Mrs J Harrington,9th,6 1/2 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Pookie Holler,M P O'Connor,0,H De Bromhead,8th,3 1/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Captain Porridge (IRE),J C Gainford,0,E D Delany,7th,2 1/4 l,4,11-7h,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Affinity Rock (IRE),D J Gilligan,0,C Collins,6th,13 l,4,11-0,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Quantum Quest (IRE),D J O'Keeffe,0,H De Bromhead,5th,3 3/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Karbau (FR),P Townend,0,W P Mullins,4th,Short Head,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Bowensonfire (FR),Sam Ewing,0,G Elliott,3rd,1/2 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Eastern Legend (IRE),K M Donoghue,0,J S Bolger,2nd,3 1/4 l,4,11-7t,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Shuffle The Deck (IRE),M P Walsh,0,T M Walsh,1st,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Party President (IRE),Mr A Leahy,7,A Mullins,NR,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Krak (FR),D E Mullins,0,S R B Crawford,NR,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Banner Royale (IRE),Anna McGuinness,7,T Gibney,PU,N/A,4,11-7t1,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Tenfour (IRE),Mr J P Murray,7,Mrs P Dobbs,17th,12 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,My Boy Christy (IRE),C P McNamara,0,Liam G O'brien,16th,Short Head,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Everysecondcounts (IRE),P T Enright,0,R Tyner,15th,18 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Duke Of Leggagh (IRE),S W Flanagan,0,M Mulvany,14th,5 l,4,11-7t,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Chanceawetmorning (IRE),J S McGarvey,0,N C Kelly,13th,11 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Nelson County (IRE),B Hayes,0,R O'Sullivan,12th,3/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Sheer Raz (IRE),K E Buckley,0,G P Cromwell,11th,5 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,10th,2 l,4,11-7h,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Jerrari (IRE),D Meyler,0,Mrs J Harrington,9th,6 1/2 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Pookie Holler,M P O'Connor,0,H De Bromhead,8th,3 1/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Captain Porridge (IRE),J C Gainford,0,E D Delany,7th,2 1/4 l,4,11-7h,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Affinity Rock (IRE),D J Gilligan,0,C Collins,6th,13 l,4,11-0,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Quantum Quest (IRE),D J O'Keeffe,0,H De Bromhead,5th,3 3/4 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Karbau (FR),P Townend,0,W P Mullins,4th,Short Head,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Bowensonfire (FR),Sam Ewing,0,G Elliott,3rd,1/2 l,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Eastern Legend (IRE),K M Donoghue,0,J S Bolger,2nd,3 1/4 l,4,11-7t,-,True,155,29
Naas Racing Results | 16th December 2024 13:30,N/A,13:30,Good To Yielding,2m 3f 118y,Shuffle The Deck (IRE),M P Walsh,0,T M Walsh,1st,N/A,4,11-7,-,True,155,29
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Battle Roar (IRE),E Walsh,0,Ciaran Murphy,PU,N/A,5,11-12tb1,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Nancy Miles (IRE),H E Sexton,7,A Sexton,13th,34 l,8,11-12p1,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Kerlogue (IRE),D J O'Keeffe,0,W J Burke,12th,16 l,6,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Cullig (IRE),S D Torrens,0,P T Foley,11th,5 l,5,11-5h,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Glenetty (IRE),P M O'Brien,7,C O'Connell,10th,1 1/4 l,7,11-5,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Famous Sonnet (IRE),E M O'Sullivan,7,Ms M Flynn,9th,7 1/2 l,7,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Colonel Nelson (IRE),D Meyler,0,Ms M Mullins,8th,1 1/4 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Hearts And Spades (FR),L A McKenna,5,Colm Murphy,7th,Head,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Trade Master (IRE),K E Buckley,0,E Cawley,6th,5 1/2 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,5th,8 1/2 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,O' Bon Pardon (FR),S F O'Keeffe,0,P Nolan,4th,Neck,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Couldntmakeitup (IRE),P T Smithers,7,J Nash,3rd,3/4 l,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Hills Of Glory (IRE),K M Donoghue,0,G P Cromwell,2nd,Short Head,7,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Interchangeable,D E Mullins,0,S R B Crawford,1st,N/A,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Battle Roar (IRE),E Walsh,0,Ciaran Murphy,PU,N/A,5,11-12tb1,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Nancy Miles (IRE),H E Sexton,7,A Sexton,13th,34 l,8,11-12p1,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Kerlogue (IRE),D J O'Keeffe,0,W J Burke,12th,16 l,6,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Cullig (IRE),S D Torrens,0,P T Foley,11th,5 l,5,11-5h,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Glenetty (IRE),P M O'Brien,7,C O'Connell,10th,1 1/4 l,7,11-5,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Famous Sonnet (IRE),E M O'Sullivan,7,Ms M Flynn,9th,7 1/2 l,7,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Colonel Nelson (IRE),D Meyler,0,Ms M Mullins,8th,1 1/4 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Hearts And Spades (FR),L A McKenna,5,Colm Murphy,7th,Head,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Trade Master (IRE),K E Buckley,0,E Cawley,6th,5 1/2 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,5th,8 1/2 l,5,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,O' Bon Pardon (FR),S F O'Keeffe,0,P Nolan,4th,Neck,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Couldntmakeitup (IRE),P T Smithers,7,J Nash,3rd,3/4 l,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Hills Of Glory (IRE),K M Donoghue,0,G P Cromwell,2nd,Short Head,7,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:00,N/A,14:00,Good To Yielding,2m 3f 118y,Interchangeable,D E Mullins,0,S R B Crawford,1st,N/A,4,11-12,-,True,155,30
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Amboyna (IRE),D J Gilligan,0,John E & Kiely,NR,N/A,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Green Sky (IRE),D E Mullins,0,S R B Crawford,NR,N/A,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Bambeano (IRE),Mr M E McCrory,7,C Moore,UR,N/A,7,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Castlerock Lady (IRE),C P McNamara,0,P Downey,19th,12 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Naughty Aimee (IRE),A Balfe,7,P Downey,18th,78 l,6,11-7ht1,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Lauro Lady,P M O'Brien,7,W J McLernon,17th,9 1/2 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Tubberfinn Lady (IRE),S W Flanagan,0,M Mulvany,16th,18 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Stage Lady (IRE),G B Noonan,5,N Lee,15th,2 l,7,11-7h,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Cnoc An Locha (IRE),B W Harvey,0,Tom Dreaper,14th,5 1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Leah's Contessa (IRE),E Walsh,0,C Collins,13th,1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Mayo For Sam (IRE),Mr B Barry,7,M Flannery,12th,1 1/4 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Flier,D J O'Keeffe,0,Mrs D Foster,11th,3 1/2 l,5,11-7t,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Fix It For Me (IRE),J C Gainford,0,S Roche,10th,4 3/4 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Watty Show (IRE),Mr D McGill,7,Gary McGill,9th,3 1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Kilda Kelle (FR),D Meyler,0,J P Dempsey,8th,7 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Classy Cc (IRE),R A Doyle,0,M Brassil,7th,11 l,4,11-7t,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Miss Mini Bee (IRE),S D Torrens,0,P T Foley,6th,6 l,5,11-7h,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Lau And Shaz (IRE),K M Donoghue,0,G P Cromwell,5th,1 1/4 l,4,11-7t1,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Qualimita (FR),Sam Ewing,0,G Elliott,4th,Neck,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Belle The Tigress (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Karoline Banbou (FR),M P Walsh,0,W P Mullins,2nd,1 1/4 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Baby Kate (IRE),B Hayes,0,W P Mullins,1st,N/A,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Amboyna (IRE),D J Gilligan,0,John E & Kiely,NR,N/A,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Green Sky (IRE),D E Mullins,0,S R B Crawford,NR,N/A,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Bambeano (IRE),Mr M E McCrory,7,C Moore,UR,N/A,7,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Castlerock Lady (IRE),C P McNamara,0,P Downey,19th,12 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Naughty Aimee (IRE),A Balfe,7,P Downey,18th,78 l,6,11-7ht1,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Lauro Lady,P M O'Brien,7,W J McLernon,17th,9 1/2 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Tubberfinn Lady (IRE),S W Flanagan,0,M Mulvany,16th,18 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Stage Lady (IRE),G B Noonan,5,N Lee,15th,2 l,7,11-7h,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Cnoc An Locha (IRE),B W Harvey,0,Tom Dreaper,14th,5 1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Leah's Contessa (IRE),E Walsh,0,C Collins,13th,1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Mayo For Sam (IRE),Mr B Barry,7,M Flannery,12th,1 1/4 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Flier,D J O'Keeffe,0,Mrs D Foster,11th,3 1/2 l,5,11-7t,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Fix It For Me (IRE),J C Gainford,0,S Roche,10th,4 3/4 l,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Watty Show (IRE),Mr D McGill,7,Gary McGill,9th,3 1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Kilda Kelle (FR),D Meyler,0,J P Dempsey,8th,7 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Classy Cc (IRE),R A Doyle,0,M Brassil,7th,11 l,4,11-7t,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Miss Mini Bee (IRE),S D Torrens,0,P T Foley,6th,6 l,5,11-7h,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Lau And Shaz (IRE),K M Donoghue,0,G P Cromwell,5th,1 1/4 l,4,11-7t1,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Qualimita (FR),Sam Ewing,0,G Elliott,4th,Neck,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Belle The Tigress (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1/2 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Karoline Banbou (FR),M P Walsh,0,W P Mullins,2nd,1 1/4 l,4,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 14:30,N/A,14:30,Good To Yielding,2m 51y,Baby Kate (IRE),B Hayes,0,W P Mullins,1st,N/A,5,11-7,-,True,155,31
Naas Racing Results | 16th December 2024 15:00,N/A,15:00,Good To Yielding e (,2m 51y,Perfectway (IRE),Ms N M Bradley,4,E Griffin,NR,N/A,7,11-3,80,True,155,32
Naas Racing Results | 16th December 2024 15:00,N/A,15:00,Good To Yielding e (,2m 51y,No Big Deal (IRE),Mr J H Williamson,0,C O'Brien,NR,N/A,4,12-2,93,True,155,32
Naas Racing Results | 16th December 2024 15:00,N/A,15:00,Good To Yielding e (,2m 51y,Fernhill Fling (IRE),Mr B J Walsh,0,P J Rothwell,NR,N/A,5,11-3p,80,True,155,32
