track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th March 2023 17:25,N/A,17:25,Heavy,1m,Zoinnocent (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,2nd,1 l,3,9-4,-,True,46,23
Naas Racing Results | 26th March 2023 17:25,N/A,17:25,Heavy,1m,Sprewell (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-4,-,True,46,23
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,The Shantou King (IRE),Cian Cullinan,7,Aengus King,F,N/A,6,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Glenabbey (IRE),C. P. McNamara,0,John Neilan,7th,2 l,7,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Grange Pearl (IRE),Jack G. Gilligan,7,Paul John Gilligan,6th,13 l,7,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,5th,20 l,6,11-12t1,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Clodders Dream,J. S. McGarvey,0,Gordon Elliott,4th,11 l,5,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Itstimetomoveon (IRE),S. D. Torrens,0,Padraig Roche,3rd,4 1/2 l,6,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Linden Arden (IRE),B. Hayes,0,Michael J. Bowe,2nd,6 1/2 l,5,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,Feronily (IRE),Donagh Meyler,0,Emmet Mullins,1st,N/A,6,11-12,-,True,46,24
Limerick Racing Results | 26th March 2023 13:40,N/A,13:40,Soft To Heavy,2m 3f,The Shantou King (IRE),Cian Cullinan,7,Aengus King,F,N/A,6,11-12,-,True,46,24
