track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Wizzleout,D J Gilligan,0,G Elliott,10th,2 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,J'envoievalserenki (FR),S F O'Keeffe,0,P Nolan,9th,Neck,4,10-13,108,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Wild Wild Wind (IRE),L Quinlan,3,M A Cahill,8th,4 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Loulouless (FR),P T Enright,0,Brendan Walsh,7th,Neck,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Doctor Confusion (FR),M P O'Connor,0,H De Bromhead,6th,14 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Jonny Carrol (IRE),Sam Ewing,0,G Elliott,5th,3 1/2 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Guided By You (IRE),R A Doyle,0,P Roche,4th,1 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Watching The Clock (IRE),S D Torrens,0,P Roche,3rd,3 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Portetta (IRE),P Hanlon,7,J J Hanlon,2nd,2 1/2 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Ballyearl (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,4,10-13h1,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Mr Wickersley (IRE),J Coen,3,E McNamara,PU,N/A,4,10-13t1,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Dr Kapoor (IRE),Cian Cullinan,7,M Magnussen,F,N/A,4,10-13t1,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Intenzo (FR),J P Shinnick,5,Mary Ellen Doyle,13th,13 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,The Cheeky Pup,D Meyler,0,J J Hanlon,12th,15 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Guess What (IRE),M P Walsh,0,E Bolger,11th,22 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Wizzleout,D J Gilligan,0,G Elliott,10th,2 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,J'envoievalserenki (FR),S F O'Keeffe,0,P Nolan,9th,Neck,4,10-13,108,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Wild Wild Wind (IRE),L Quinlan,3,M A Cahill,8th,4 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Loulouless (FR),P T Enright,0,Brendan Walsh,7th,Neck,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Doctor Confusion (FR),M P O'Connor,0,H De Bromhead,6th,14 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Jonny Carrol (IRE),Sam Ewing,0,G Elliott,5th,3 1/2 l,4,10-13,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Guided By You (IRE),R A Doyle,0,P Roche,4th,1 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Watching The Clock (IRE),S D Torrens,0,P Roche,3rd,3 3/4 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Portetta (IRE),P Hanlon,7,J J Hanlon,2nd,2 1/2 l,4,10-6,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:10,N/A,17:10,Good To Yielding,2m 190y,Ballyearl (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,4,10-13h1,-,True,174,49
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Mile End,E Walsh,0,Ciaran Murphy,UR,N/A,5,11-7b,103,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Toor Idaho (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Derreyah (FR),L Quinlan,3,R Hackett,PU,N/A,4,10-7h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Not Even Maybe (IRE),S F O'Keeffe,0,W Delahunty,PU,N/A,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Whispering Hopes (IRE),D J Gilligan,0,G Elliott,F,N/A,5,10-13,101,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Nutbush City,J P Shinnick,5,A Lee,BD,N/A,5,10-13h,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Conflict Lady (IRE),R Deegan,0,Liz Doyle,10th,20 l,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Strollaway (IRE),T Power Roche,5,W J Burke,9th,7 l,5,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Jaadil (IRE),G Brouder,3,D E Fitzgerald,8th,13 l,4,10-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Boujee (IRE),L A McKenna,5,M A Molloy,7th,9 1/2 l,8,11-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Chocolate Truffles (IRE),R A Doyle,0,M Brassil,6th,1/2 l,5,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Walk On Annilog (IRE),O R Brown,5,R Dunne,5th,Neck,6,10-13h,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Teenage Kiss (IRE),C G O'Dwyer,5,C O'Dwyer,4th,3 3/4 l,4,10-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Nothing Hectic (IRE),P T Enright,0,Miss H McLoughlin,3rd,1 1/4 l,6,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Lady Bee Great (IRE),D Meyler,0,R O'Sullivan,2nd,1/2 l,6,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Eastern Wind,D J O'Keeffe,0,T G McCourt,1st,N/A,6,11-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Mile End,E Walsh,0,Ciaran Murphy,UR,N/A,5,11-7b,103,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Toor Idaho (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Derreyah (FR),L Quinlan,3,R Hackett,PU,N/A,4,10-7h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Not Even Maybe (IRE),S F O'Keeffe,0,W Delahunty,PU,N/A,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Whispering Hopes (IRE),D J Gilligan,0,G Elliott,F,N/A,5,10-13,101,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Nutbush City,J P Shinnick,5,A Lee,BD,N/A,5,10-13h,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Conflict Lady (IRE),R Deegan,0,Liz Doyle,10th,20 l,5,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Strollaway (IRE),T Power Roche,5,W J Burke,9th,7 l,5,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Jaadil (IRE),G Brouder,3,D E Fitzgerald,8th,13 l,4,10-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Boujee (IRE),L A McKenna,5,M A Molloy,7th,9 1/2 l,8,11-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Chocolate Truffles (IRE),R A Doyle,0,M Brassil,6th,1/2 l,5,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Walk On Annilog (IRE),O R Brown,5,R Dunne,5th,Neck,6,10-13h,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Teenage Kiss (IRE),C G O'Dwyer,5,C O'Dwyer,4th,3 3/4 l,4,10-7,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Nothing Hectic (IRE),P T Enright,0,Miss H McLoughlin,3rd,1 1/4 l,6,10-13,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Lady Bee Great (IRE),D Meyler,0,R O'Sullivan,2nd,1/2 l,6,10-13h1,-,True,174,50
Tipperary Racing Results | 14th May 2025 17:45,N/A,17:45,Good To Yielding,2m 190y,Eastern Wind,D J O'Keeffe,0,T G McCourt,1st,N/A,6,11-7,-,True,174,50
