track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,PU,N/A,7,11-12,98,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,He Might Be Lucky (IRE),P K Donovan,3,L Young,15th,1 3/4 l,8,10-13,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Kelly's Birr (IRE),J J Slevin,0,T Doyle,14th,18 l,8,11-10b,96,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Depeche Mo (IRE),R Deegan,0,Eric Larkin,13th,7 1/2 l,7,10-9h,81,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Heidi's Frontiere (IRE),S W Flanagan,0,M Kennedy,12th,2 1/4 l,7,10-13,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,No Fussing (IRE),A McCurtin,0,T Doyle,11th,7 l,9,11-8,94,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Free Parking (IRE),A Harvey,5,J C McConnell,10th,1/2 l,8,10-13t,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Yorkshire Escape (IRE),J P Kirwan,7,D Queally,9th,6 1/2 l,6,11-3,89,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Lucky Lioness (IRE),Mr P J Cody,7,Debbie Cody,8th,1 3/4 l,6,11-11p1,97,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Neska Blue (IRE),D King,0,D Hogan,7th,2 l,5,11-2t,88,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Driveonwill (IRE),D Meyler,0,R O'Sullivan,6th,1 1/2 l,5,11-10,96,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Leading Endeavour (IRE),S D Torrens,0,P J Rothwell,5th,1 1/4 l,6,11-3,89,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Moonshine Girl (IRE),D J Gilligan,0,P J Gilligan,4th,1 3/4 l,6,10-7,79,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Kiln Time (IRE),C M Quirke,3,D H Kelly,3rd,11 l,9,11-0,86,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Stellar Symphony (IRE),J P Shinnick,5,T O'Brien,2nd,Neck,10,11-6t,92,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Wyoming Baby (IRE),P T Enright,0,R Tyner,1st,N/A,7,10-13ht,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,PU,N/A,7,11-12,98,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,He Might Be Lucky (IRE),P K Donovan,3,L Young,15th,1 3/4 l,8,10-13,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Kelly's Birr (IRE),J J Slevin,0,T Doyle,14th,18 l,8,11-10b,96,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Depeche Mo (IRE),R Deegan,0,Eric Larkin,13th,7 1/2 l,7,10-9h,81,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Heidi's Frontiere (IRE),S W Flanagan,0,M Kennedy,12th,2 1/4 l,7,10-13,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,No Fussing (IRE),A McCurtin,0,T Doyle,11th,7 l,9,11-8,94,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Free Parking (IRE),A Harvey,5,J C McConnell,10th,1/2 l,8,10-13t,85,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Yorkshire Escape (IRE),J P Kirwan,7,D Queally,9th,6 1/2 l,6,11-3,89,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Lucky Lioness (IRE),Mr P J Cody,7,Debbie Cody,8th,1 3/4 l,6,11-11p1,97,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Neska Blue (IRE),D King,0,D Hogan,7th,2 l,5,11-2t,88,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Driveonwill (IRE),D Meyler,0,R O'Sullivan,6th,1 1/2 l,5,11-10,96,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Leading Endeavour (IRE),S D Torrens,0,P J Rothwell,5th,1 1/4 l,6,11-3,89,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Moonshine Girl (IRE),D J Gilligan,0,P J Gilligan,4th,1 3/4 l,6,10-7,79,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Kiln Time (IRE),C M Quirke,3,D H Kelly,3rd,11 l,9,11-0,86,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Stellar Symphony (IRE),J P Shinnick,5,T O'Brien,2nd,Neck,10,11-6t,92,True,174,1
Cork Racing Results | 10th May 2025 17:10,N/A,17:10,Good,3m 80y,Wyoming Baby (IRE),P T Enright,0,R Tyner,1st,N/A,7,10-13ht,85,True,174,1
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Circus Hill (IRE),Mr A P Ryan,7,M M McNiff,NR,N/A,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Sadie's Word (IRE),Mr C A Bowman,7,Mrs G Callaghan,15th,8 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,George's Angel (IRE),Mr A T Feeney,7,R K Watson,14th,21 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Jessie Roe (IRE),Mr P W Gleeson,7,B Mortell,13th,21 l,4,11-5t1,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Cinnabar Moth (IRE),Mr B T Stone,7,Liz Doyle,12th,1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Jigs And Reels (IRE),Mr L M Kelleher,7,G Kelleher,11th,18 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Miss Kingston (IRE),Mr P J Cody,7,P F McEnery,10th,2 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Double Order (IRE),Miss T Quail,7,Patrick Turley,9th,1 3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Georginas Jet (IRE),Mr O T Gilligan,7,P J Gilligan,8th,1 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Boogie On Down (IRE),Mr Alan O'Sullivan,7,M Kennedy,7th,3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Annarubyrose (IRE),Mr E Finegan,7,G P Cromwell,6th,2 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,That's So True (IRE),Mr J L Gleeson,0,Ms M Mullins,5th,13 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Aodha's Arrow (IRE),Mr E P O'Brien,5,J J Mangan,4th,4 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Master Sydney (IRE),Mr J H Williamson,7,P W Flynn,3rd,3 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Samba Train (IRE),Miss A B O'Connor,0,E Bolger,2nd,1 3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Woodland Adventure (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Circus Hill (IRE),Mr A P Ryan,7,M M McNiff,NR,N/A,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Sadie's Word (IRE),Mr C A Bowman,7,Mrs G Callaghan,15th,8 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,George's Angel (IRE),Mr A T Feeney,7,R K Watson,14th,21 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Jessie Roe (IRE),Mr P W Gleeson,7,B Mortell,13th,21 l,4,11-5t1,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Cinnabar Moth (IRE),Mr B T Stone,7,Liz Doyle,12th,1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Jigs And Reels (IRE),Mr L M Kelleher,7,G Kelleher,11th,18 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Miss Kingston (IRE),Mr P J Cody,7,P F McEnery,10th,2 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Double Order (IRE),Miss T Quail,7,Patrick Turley,9th,1 3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Georginas Jet (IRE),Mr O T Gilligan,7,P J Gilligan,8th,1 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Boogie On Down (IRE),Mr Alan O'Sullivan,7,M Kennedy,7th,3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Annarubyrose (IRE),Mr E Finegan,7,G P Cromwell,6th,2 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,That's So True (IRE),Mr J L Gleeson,0,Ms M Mullins,5th,13 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Aodha's Arrow (IRE),Mr E P O'Brien,5,J J Mangan,4th,4 1/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Master Sydney (IRE),Mr J H Williamson,7,P W Flynn,3rd,3 1/2 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Samba Train (IRE),Miss A B O'Connor,0,E Bolger,2nd,1 3/4 l,4,11-5,-,True,174,2
Cork Racing Results | 10th May 2025 17:45,N/A,17:45,Good,2m 60y,Woodland Adventure (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-5,-,True,174,2
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Valencia (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-3,87,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Triumphant Knight (IRE),L F Roche,0,W J Fitzpatrick,11th,30 l,5,10-6,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Miss Americana,J A Heffernan,0,C O'Brien,10th,7 l,3,9-3,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Bona Verba (IRE),R Coakley,0,J S Bolger,9th,Head,3,9-3,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Among The Pines (IRE),W J Lee,0,M C Grassick,8th,1 l,4,10-6,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Teffian Warrior (IRE),J A Powell,3,Ciaran Murphy,7th,4 3/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Scarlet Raider (USA),G M Ryan,0,E Mullins,6th,3/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Pete's Dream (IRE),A J Slattery,0,A Slattery,5th,1/2 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Knockmark,G F Carroll,0,G M Lyons,4th,Neck,3,9-8t,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Monkstown (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Esherann (FR),C D Hayes,0,D K Weld,2nd,4 1/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Zodiac Bear (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Valencia (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-3,87,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Triumphant Knight (IRE),L F Roche,0,W J Fitzpatrick,11th,30 l,5,10-6,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Miss Americana,J A Heffernan,0,C O'Brien,10th,7 l,3,9-3,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Bona Verba (IRE),R Coakley,0,J S Bolger,9th,Head,3,9-3,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Among The Pines (IRE),W J Lee,0,M C Grassick,8th,1 l,4,10-6,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Teffian Warrior (IRE),J A Powell,3,Ciaran Murphy,7th,4 3/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Scarlet Raider (USA),G M Ryan,0,E Mullins,6th,3/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Pete's Dream (IRE),A J Slattery,0,A Slattery,5th,1/2 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Knockmark,G F Carroll,0,G M Lyons,4th,Neck,3,9-8t,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Monkstown (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Esherann (FR),C D Hayes,0,D K Weld,2nd,4 1/4 l,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:10,N/A,13:10,Good (Good To Firm In Places),7f 53y,Zodiac Bear (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,174,3
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Slaney Gorge (IRE),R Coakley,0,J S Bolger,8th,5 1/2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Jr Mahon (IRE),S T McCullagh,0,Mrs J Harrington,7th,Head,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Dabashan (IRE),B M Coen,0,J P Murtagh,6th,1 1/2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Kasgani (IRE),C D Hayes,0,D K Weld,5th,2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Lombardi Trophy (IRE),G M Ryan,0,Donnacha O'Brien,4th,Neck,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Vorfreude (IRE),G F Carroll,0,J G Murphy,3rd,2 l,3,9-8,85,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Delta,D McMonagle,0,J P O'Brien,2nd,Head,3,9-8t1,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Roosevelt,W M Lordan,0,A P O'Brien,1st,N/A,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Slaney Gorge (IRE),R Coakley,0,J S Bolger,8th,5 1/2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Jr Mahon (IRE),S T McCullagh,0,Mrs J Harrington,7th,Head,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Dabashan (IRE),B M Coen,0,J P Murtagh,6th,1 1/2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Kasgani (IRE),C D Hayes,0,D K Weld,5th,2 l,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Lombardi Trophy (IRE),G M Ryan,0,Donnacha O'Brien,4th,Neck,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Vorfreude (IRE),G F Carroll,0,J G Murphy,3rd,2 l,3,9-8,85,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Delta,D McMonagle,0,J P O'Brien,2nd,Head,3,9-8t1,-,True,174,4
Leopardstown Racing Results | 11th May 2025 13:45,N/A,13:45,Good (Good To Firm In Places),1m 4f,Roosevelt,W M Lordan,0,A P O'Brien,1st,N/A,3,9-8,-,True,174,4
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Easy Mover (IRE),G M Ryan,0,A P O'Brien,8th,1 1/4 l,3,8-11,97,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Elinor Dashwood (IRE),Adam Caffrey,0,A McGuinness,7th,1/2 l,4,9-9h,92,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Chantez (IRE),J J G Ryan,0,G M Lyons,6th,2 1/4 l,3,8-11h1,102,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Sweet Chariot (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,3,8-11b,88,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Vespertilio (FR),D McMonagle,0,W McCreery,4th,3/4 l,4,9-9,107,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Bella Isabella (IRE),C D Hayes,0,D K Weld,3rd,Neck,3,8-11,-,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Fiery Lucy,G F Carroll,0,G P Cromwell,2nd,4 l,3,8-11,107,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Vera's Secret (IRE),J A Heffernan,0,J Feane,1st,N/A,6,9-9,96,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Easy Mover (IRE),G M Ryan,0,A P O'Brien,8th,1 1/4 l,3,8-11,97,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Elinor Dashwood (IRE),Adam Caffrey,0,A McGuinness,7th,1/2 l,4,9-9h,92,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Chantez (IRE),J J G Ryan,0,G M Lyons,6th,2 1/4 l,3,8-11h1,102,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Sweet Chariot (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,3,8-11b,88,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Vespertilio (FR),D McMonagle,0,W McCreery,4th,3/4 l,4,9-9,107,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Bella Isabella (IRE),C D Hayes,0,D K Weld,3rd,Neck,3,8-11,-,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Fiery Lucy,G F Carroll,0,G P Cromwell,2nd,4 l,3,8-11,107,True,174,5
Leopardstown Racing Results | 11th May 2025 14:20,N/A,14:20,Good (Good To Firm In Places),7f 53y,Vera's Secret (IRE),J A Heffernan,0,J Feane,1st,N/A,6,9-9,96,True,174,5
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Diego Velazquez (IRE),W M Lordan,0,A P O'Brien,NR,N/A,4,10-0,119,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Layfayette (IRE),C D Hayes,0,N Meade,6th,Short Head,8,9-9t1,107,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,5th,1 l,5,9-12h,107,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Wahdan (IRE),D McMonagle,0,J P O'Brien,4th,1 3/4 l,4,9-9,104,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Mutasarref,J J G Ryan,0,G M Lyons,3rd,1/2 l,7,9-12,112,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Kortez Bay (IRE),R C Colgan,0,S Lavery,2nd,1 3/4 l,4,9-9,106,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Chicago Critic,B M Coen,0,J P Murtagh,1st,N/A,4,9-9,106,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Diego Velazquez (IRE),W M Lordan,0,A P O'Brien,NR,N/A,4,10-0,119,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Layfayette (IRE),C D Hayes,0,N Meade,6th,Short Head,8,9-9t1,107,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,5th,1 l,5,9-12h,107,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Wahdan (IRE),D McMonagle,0,J P O'Brien,4th,1 3/4 l,4,9-9,104,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Mutasarref,J J G Ryan,0,G M Lyons,3rd,1/2 l,7,9-12,112,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Kortez Bay (IRE),R C Colgan,0,S Lavery,2nd,1 3/4 l,4,9-9,106,True,174,6
Leopardstown Racing Results | 11th May 2025 14:55,N/A,14:55,Good (Good To Firm In Places),1m,Chicago Critic,B M Coen,0,J P Murtagh,1st,N/A,4,9-9,106,True,174,6
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Acapulco Bay (IRE),W J Lee,0,A P O'Brien,5th,3/4 l,3,9-5,100,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Rock Of Cashel (IRE),G M Ryan,0,A P O'Brien,4th,3/4 l,3,9-5,103,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Tennessee Stud (IRE),D McMonagle,0,J P O'Brien,3rd,4 l,3,9-5,110,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Purview,C D Hayes,0,D K Weld,2nd,2 3/4 l,3,9-5,-,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Delacroix (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,116,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Acapulco Bay (IRE),W J Lee,0,A P O'Brien,5th,3/4 l,3,9-5,100,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Rock Of Cashel (IRE),G M Ryan,0,A P O'Brien,4th,3/4 l,3,9-5,103,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Tennessee Stud (IRE),D McMonagle,0,J P O'Brien,3rd,4 l,3,9-5,110,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Purview,C D Hayes,0,D K Weld,2nd,2 3/4 l,3,9-5,-,True,174,7
Leopardstown Racing Results | 11th May 2025 15:30,N/A,15:30,Good (Good To Firm In Places),1m 2f,Delacroix (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,116,True,174,7
