track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 2nd November 2023 14:40,N/A,14:40,Soft,2m 13y,Brownstone (IRE),Keith Donoghue,0,Ian Patrick Donoghue,4th,2 l,7,11-5t,86,True,89,5
Thurles Racing Results | 2nd November 2023 14:40,N/A,14:40,Soft,2m 13y,Destivelle (IRE),D. King,3,Shane Kieran Ryder,3rd,1 1/4 l,4,11-3tp,84,True,89,5
Thurles Racing Results | 2nd November 2023 14:40,N/A,14:40,Soft,2m 13y,Herculaneum (IRE),Mr O. McGill,7,Noel C. Kelly,2nd,Neck,6,11-10b,91,True,89,5
Thurles Racing Results | 2nd November 2023 14:40,N/A,14:40,Soft,2m 13y,Duke Otto (IRE),G. B. Noonan,5,Patrick J. Flynn,1st,N/A,5,12-0,95,True,89,5
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Call Her Now (IRE),J. J. Slevin,0,Mrs Lorna Fowler,12th,4 1/4 l,6,10-8,104,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Atimetodream (IRE),Rachael Blackmore,0,Henry de Bromhead,11th,37 l,5,11-3,113,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Faux Fur (FR),Jordan Colin Gainford,0,Gordon Elliott,10th,4 l,4,11-3,114,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Phils Choice (IRE),S. D. Torrens,0,P. J. Rothwell,9th,1 l,5,10-2,98,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Bynx (IRE),B. Hayes,0,Martin Hassett,8th,Neck,5,10-11,107,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Broomfield Hall (IRE),D. J. Gilligan,5,J. P. Dempsey,7th,Neck,8,11-12t,122,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,More Info (IRE),D. King,3,Miss Shauna Larkin,6th,Nose,8,10-13,109,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Glendars Mahler (IRE),M. M. McDonagh,3,James Andrew Fahey,5th,7 1/2 l,7,10-8t,104,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Sea Aster (IRE),J. W. Kennedy,0,Gordon Elliott,4th,1/2 l,5,11-0p,110,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Mitiva (FR),M. P. Walsh,0,Miss Elizabeth Doyle,3rd,1 1/4 l,5,10-4,100,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Costanuci (IRE),N. J. Ryan,7,John Queally,2nd,1 3/4 l,6,11-2,112,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Dragon's Pass (IRE),Sam Ewing,0,Mrs Denise Foster,1st,N/A,7,10-1t,97,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Call Her Now (IRE),J. J. Slevin,0,Mrs Lorna Fowler,12th,4 1/4 l,6,10-8,104,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Atimetodream (IRE),Rachael Blackmore,0,Henry de Bromhead,11th,37 l,5,11-3,113,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Faux Fur (FR),Jordan Colin Gainford,0,Gordon Elliott,10th,4 l,4,11-3,114,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Phils Choice (IRE),S. D. Torrens,0,P. J. Rothwell,9th,1 l,5,10-2,98,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Bynx (IRE),B. Hayes,0,Martin Hassett,8th,Neck,5,10-11,107,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Broomfield Hall (IRE),D. J. Gilligan,5,J. P. Dempsey,7th,Neck,8,11-12t,122,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,More Info (IRE),D. King,3,Miss Shauna Larkin,6th,Nose,8,10-13,109,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Glendars Mahler (IRE),M. M. McDonagh,3,James Andrew Fahey,5th,7 1/2 l,7,10-8t,104,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Sea Aster (IRE),J. W. Kennedy,0,Gordon Elliott,4th,1/2 l,5,11-0p,110,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Mitiva (FR),M. P. Walsh,0,Miss Elizabeth Doyle,3rd,1 1/4 l,5,10-4,100,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Costanuci (IRE),N. J. Ryan,7,John Queally,2nd,1 3/4 l,6,11-2,112,True,89,6
Thurles Racing Results | 2nd November 2023 15:15,N/A,15:15,Soft,2m 4f 106y,Dragon's Pass (IRE),Sam Ewing,0,Mrs Denise Foster,1st,N/A,7,10-1t,97,True,89,6
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Western Express (IRE),C. P. McNamara,0,Ronald O'Leary,9th,75 l,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,8th,15 l,6,10-11,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Tom Kelly (IRE),Liam Quinlan,5,Mrs Jayne Hearne,7th,23 l,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Cato's Revenge (IRE),J. P. O'Sullivan,3,P. J. Rothwell,6th,6 l,6,11-4t,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Sam Magee (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,3/4 l,6,11-4t,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Secrecies Of Stone (IRE),Jordan Colin Gainford,0,Paul Nolan,4th,6 l,5,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Shannon Royale (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,2 l,5,11-12,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Rushmount (IRE),M. J. M. O'Sullivan,0,Jonathan Sweeney,2nd,Neck,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Lecky Watson (IRE),P. Townend,0,W. P. Mullins,1st,N/A,5,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Western Express (IRE),C. P. McNamara,0,Ronald O'Leary,9th,75 l,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,8th,15 l,6,10-11,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Tom Kelly (IRE),Liam Quinlan,5,Mrs Jayne Hearne,7th,23 l,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Cato's Revenge (IRE),J. P. O'Sullivan,3,P. J. Rothwell,6th,6 l,6,11-4t,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Sam Magee (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,3/4 l,6,11-4t,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Secrecies Of Stone (IRE),Jordan Colin Gainford,0,Paul Nolan,4th,6 l,5,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Shannon Royale (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,2 l,5,11-12,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Rushmount (IRE),M. J. M. O'Sullivan,0,Jonathan Sweeney,2nd,Neck,6,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 15:50,N/A,15:50,Soft,2m 7f,Lecky Watson (IRE),P. Townend,0,W. P. Mullins,1st,N/A,5,11-4,-,True,89,7
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Charlie Buckett (IRE),Mr P. W. Mullins,0,Emmet Mullins,PU,N/A,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Whataboutyapaddy,Mr J. Dunne,7,Ian Patrick Donoghue,10th,39 l,5,11-12,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,A Tipp For Gold (IRE),Miss A. Hourigan,7,Ms Margaret Mullins,9th,12 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Drumgill (IRE),Mr H. C. Swan,5,John Patrick Ryan,8th,3/4 l,4,11-10,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Tankardstown Diva (IRE),Mr R. W. Barron,5,Ian Patrick Donoghue,7th,1 3/4 l,4,11-3,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Fernhill Fling (IRE),Miss P. Elvin,7,P. J. Rothwell,6th,1/2 l,4,11-10,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,If You Let Me,Mr D. O'Connor,0,Gavin Patrick Cromwell,5th,1 3/4 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Seatoit (IRE),Mr D. Doyle,7,Eric McNamara,4th,1 1/2 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Stickman (IRE),Mr D. Allen,7,Terence O'Brien,3rd,3/4 l,5,11-12b1,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Slieve Carran (IRE),Mr Pat Taaffe,7,Patrick T. Foley,2nd,6 l,4,11-10h1,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Cola Blaze (IRE),Mr F. D. Brickley,7,Nigel Slevin,1st,N/A,4,11-3t1,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Charlie Buckett (IRE),Mr P. W. Mullins,0,Emmet Mullins,PU,N/A,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Whataboutyapaddy,Mr J. Dunne,7,Ian Patrick Donoghue,10th,39 l,5,11-12,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,A Tipp For Gold (IRE),Miss A. Hourigan,7,Ms Margaret Mullins,9th,12 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Drumgill (IRE),Mr H. C. Swan,5,John Patrick Ryan,8th,3/4 l,4,11-10,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Tankardstown Diva (IRE),Mr R. W. Barron,5,Ian Patrick Donoghue,7th,1 3/4 l,4,11-3,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Fernhill Fling (IRE),Miss P. Elvin,7,P. J. Rothwell,6th,1/2 l,4,11-10,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,If You Let Me,Mr D. O'Connor,0,Gavin Patrick Cromwell,5th,1 3/4 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Seatoit (IRE),Mr D. Doyle,7,Eric McNamara,4th,1 1/2 l,4,12-0,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Stickman (IRE),Mr D. Allen,7,Terence O'Brien,3rd,3/4 l,5,11-12b1,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Slieve Carran (IRE),Mr Pat Taaffe,7,Patrick T. Foley,2nd,6 l,4,11-10h1,-,True,89,8
Thurles Racing Results | 2nd November 2023 16:25,N/A,16:25,Soft,2m 13y,Cola Blaze (IRE),Mr F. D. Brickley,7,Nigel Slevin,1st,N/A,4,11-3t1,-,True,89,8
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Bobbys Glory (IRE),M. W. Hassett,7,Kieran Patrick Cotter,14th,2 l,2,9-7b1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Rescinded (IRE),C. J. MacRedmond,5,Adrian McGuinness,13th,1/2 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,The Poacher Daly (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,3 1/2 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sanshiro (IRE),C. T. Keane,0,D. J. Bunyan & G. O'Leary,11th,1 1/4 l,2,9-7b,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Saith Seren,R. C. Colgan,0,Andrew Lee,10th,3/4 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sovereign City (IRE),C. D. Hayes,0,D. J. Bunyan & G. O'Leary,9th,1 1/4 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Fickou,G. F. Carroll,0,Andrew Oliver,8th,1 3/4 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Thatsthebestoneyet (IRE),C. G. O'Dwyer,5,Daniel James Murphy,7th,Short Head,2,9-7p1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Tarsus (IRE),Ben Martin Coen,0,A. Slattery,6th,1/2 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Signor Ferrari (IRE),R. Whearty,5,J. J. Feane,5th,Head,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Rosato (IRE),N. G. McCullagh,0,Charles Weld,4th,2 1/2 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Woohoo (IRE),William James Lee,0,Daniel James Murphy,3rd,2 1/4 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sweetest (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,6 l,2,9-2t,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Moral Turpitude (IRE),Oisin McSweeney,5,Daniel James Murphy,1st,N/A,2,9-2tp1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Bobbys Glory (IRE),M. W. Hassett,7,Kieran Patrick Cotter,14th,2 l,2,9-7b1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Rescinded (IRE),C. J. MacRedmond,5,Adrian McGuinness,13th,1/2 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,The Poacher Daly (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,3 1/2 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sanshiro (IRE),C. T. Keane,0,D. J. Bunyan & G. O'Leary,11th,1 1/4 l,2,9-7b,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Saith Seren,R. C. Colgan,0,Andrew Lee,10th,3/4 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sovereign City (IRE),C. D. Hayes,0,D. J. Bunyan & G. O'Leary,9th,1 1/4 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Fickou,G. F. Carroll,0,Andrew Oliver,8th,1 3/4 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Thatsthebestoneyet (IRE),C. G. O'Dwyer,5,Daniel James Murphy,7th,Short Head,2,9-7p1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Tarsus (IRE),Ben Martin Coen,0,A. Slattery,6th,1/2 l,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Signor Ferrari (IRE),R. Whearty,5,J. J. Feane,5th,Head,2,9-7,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Rosato (IRE),N. G. McCullagh,0,Charles Weld,4th,2 1/2 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Woohoo (IRE),William James Lee,0,Daniel James Murphy,3rd,2 1/4 l,2,9-2,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Sweetest (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,6 l,2,9-2t,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:00,N/A,17:00,Standard,5f,Moral Turpitude (IRE),Oisin McSweeney,5,Daniel James Murphy,1st,N/A,2,9-2tp1,-,True,89,9
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Wild Eyed Girl (IRE),Adam Caffrey,5,Brian Nolan,14th,7 l,4,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Betrayed,R. Whearty,5,Leanne Breen,13th,2 3/4 l,5,8-12t1,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Super Cub,J. M. Sheridan,0,Philip Michael Byrne,12th,Neck,4,9-9b,58,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Suityourselfboss (IRE),Seamie Heffernan,0,Michael J. Browne,11th,Head,4,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Adams Barbour (IRE),L. T. McAteer,0,L. Smyth,10th,1 l,6,9-12tb,61,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Bonny Power (IRE),Sorcha Woods,7,Edward Lynam,9th,1/2 l,3,9-13h,62,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Maggie Thunder (IRE),Declan McDonogh,0,G. Hassett,8th,3/4 l,7,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Senado Square,C. Horgan,7,A. Slattery,7th,Nose,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,No Speed Limit (FR),K. J. Leonard,0,P. J. McKenna,6th,Head,8,9-5v,54,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Silver Nemo (IRE),Siobhan Rutledge,3,L. Smyth,5th,1 1/4 l,5,8-12tv,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Mether (IRE),C. T. Keane,0,Miss Natalia Lupini,4th,1 3/4 l,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Sam's Xpress (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,3rd,1/2 l,3,10-2p,65,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Below Deck (IRE),C. D. Hayes,0,Luke Comer,2nd,Neck,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,5,9-5,54,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Wild Eyed Girl (IRE),Adam Caffrey,5,Brian Nolan,14th,7 l,4,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Betrayed,R. Whearty,5,Leanne Breen,13th,2 3/4 l,5,8-12t1,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Super Cub,J. M. Sheridan,0,Philip Michael Byrne,12th,Neck,4,9-9b,58,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Suityourselfboss (IRE),Seamie Heffernan,0,Michael J. Browne,11th,Head,4,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Adams Barbour (IRE),L. T. McAteer,0,L. Smyth,10th,1 l,6,9-12tb,61,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Bonny Power (IRE),Sorcha Woods,7,Edward Lynam,9th,1/2 l,3,9-13h,62,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Maggie Thunder (IRE),Declan McDonogh,0,G. Hassett,8th,3/4 l,7,8-12,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Senado Square,C. Horgan,7,A. Slattery,7th,Nose,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,No Speed Limit (FR),K. J. Leonard,0,P. J. McKenna,6th,Head,8,9-5v,54,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Silver Nemo (IRE),Siobhan Rutledge,3,L. Smyth,5th,1 1/4 l,5,8-12tv,47,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Mether (IRE),C. T. Keane,0,Miss Natalia Lupini,4th,1 3/4 l,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Sam's Xpress (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,3rd,1/2 l,3,10-2p,65,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Below Deck (IRE),C. D. Hayes,0,Luke Comer,2nd,Neck,3,8-12,49,True,89,10
Dundalk Racing Results | 3rd November 2023 17:30,N/A,17:30,Standard,5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,5,9-5,54,True,89,10
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Ransom,J. M. Sheridan,0,Miss Shauna Larkin,11th,2 3/4 l,6,9-6,90,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dontspoilasale (IRE),Seamie Heffernan,0,Miss Natalia Lupini,10th,1 3/4 l,3,8-10,80,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Harmony Rose,C. D. Hayes,0,K. J. Condon,9th,1/2 l,4,9-1,85,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Tawaazon (IRE),C. T. Keane,0,James McAuley,8th,2 l,5,9-7tb,91,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,7th,Neck,8,8-13tp,83,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Mehman,N. G. McCullagh,0,D. J. Bunyan & G. O'Leary,6th,Short Head,4,8-11t,81,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,5,Adrian McGuinness,5th,Head,6,10-0,98,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Jered Maddox,N. M. Crosse,0,David Marnane,4th,3/4 l,7,8-8,78,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dandyville (IRE),William James Lee,0,Miss Natalia Lupini,3rd,1/2 l,5,9-12,96,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Apache Outlaw (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,1 1/2 l,3,9-2,86,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Little Queenie (IRE),R. Whearty,5,Paul W. Flynn,1st,N/A,4,8-11,81,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Ransom,J. M. Sheridan,0,Miss Shauna Larkin,11th,2 3/4 l,6,9-6,90,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dontspoilasale (IRE),Seamie Heffernan,0,Miss Natalia Lupini,10th,1 3/4 l,3,8-10,80,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Harmony Rose,C. D. Hayes,0,K. J. Condon,9th,1/2 l,4,9-1,85,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Tawaazon (IRE),C. T. Keane,0,James McAuley,8th,2 l,5,9-7tb,91,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,7th,Neck,8,8-13tp,83,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Mehman,N. G. McCullagh,0,D. J. Bunyan & G. O'Leary,6th,Short Head,4,8-11t,81,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,5,Adrian McGuinness,5th,Head,6,10-0,98,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Jered Maddox,N. M. Crosse,0,David Marnane,4th,3/4 l,7,8-8,78,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Dandyville (IRE),William James Lee,0,Miss Natalia Lupini,3rd,1/2 l,5,9-12,96,True,89,11
Dundalk Racing Results | 3rd November 2023 18:00,N/A,18:00,Standard,6f,Apache Outlaw (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,1 1/2 l,3,9-2,86,True,89,11
