track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Bedelia (IRE),G. F. Carroll,0,John Joseph Hanlon,14th,15 l,3,9-5t,55,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Contradanza (IRE),Oisin McSweeney,5,John Patrick Hayes,13th,1 1/4 l,4,9-0tp,47,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Harriet Eagle (IRE),A. C. Persse,7,Patrick J. Flynn,12th,2 l,3,9-12,62,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Morning Approach (IRE),J. A. Powell,3,W. McCreery,11th,Neck,5,10-0,61,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Dark Street (IRE),C. D. Hayes,0,Luke Comer,10th,Head,5,9-5,52,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Jalo (IRE),William James Lee,0,G. A. Kingston,9th,1/2 l,3,10-0t,64,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Vista Baby (FR),Shane Foley,0,A. Slattery,8th,1 1/4 l,3,9-3,53,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Limited Edition,R. Whearty,5,Keith Henry Clarke,7th,Nose,5,9-2,49,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Hinemoa (FR),C. Horgan,7,Mark Cahill,6th,Neck,7,9-4,51,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Old Peculier,R. P. Whelan,0,Mark Fahey,5th,Head,4,9-10,57,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Keilah (IRE),R. P. Cleary,0,F. Flood,4th,Short Head,3,9-9,59,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Power Drive,Ciara Flynn,7,Paul W. Flynn,3rd,1/2 l,8,9-8,55,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Nawraq (IRE),Wesley Joyce,5,Kevin Michael Smith,2nd,1/2 l,4,9-3tp,50,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Rhythm And Tyne (IRE),Adam Caffrey,5,Charles Byrnes,1st,N/A,3,9-7,57,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Bedelia (IRE),G. F. Carroll,0,John Joseph Hanlon,14th,15 l,3,9-5t,55,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Contradanza (IRE),Oisin McSweeney,5,John Patrick Hayes,13th,1 1/4 l,4,9-0tp,47,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Harriet Eagle (IRE),A. C. Persse,7,Patrick J. Flynn,12th,2 l,3,9-12,62,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Morning Approach (IRE),J. A. Powell,3,W. McCreery,11th,Neck,5,10-0,61,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Dark Street (IRE),C. D. Hayes,0,Luke Comer,10th,Head,5,9-5,52,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Jalo (IRE),William James Lee,0,G. A. Kingston,9th,1/2 l,3,10-0t,64,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Vista Baby (FR),Shane Foley,0,A. Slattery,8th,1 1/4 l,3,9-3,53,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Limited Edition,R. Whearty,5,Keith Henry Clarke,7th,Nose,5,9-2,49,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Hinemoa (FR),C. Horgan,7,Mark Cahill,6th,Neck,7,9-4,51,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Old Peculier,R. P. Whelan,0,Mark Fahey,5th,Head,4,9-10,57,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Keilah (IRE),R. P. Cleary,0,F. Flood,4th,Short Head,3,9-9,59,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Power Drive,Ciara Flynn,7,Paul W. Flynn,3rd,1/2 l,8,9-8,55,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Nawraq (IRE),Wesley Joyce,5,Kevin Michael Smith,2nd,1/2 l,4,9-3tp,50,True,91,1
Dundalk Racing Results | 15th November 2023 17:40,N/A,17:40,Standard,1m 2f 150y,Rhythm And Tyne (IRE),Adam Caffrey,5,Charles Byrnes,1st,N/A,3,9-7,57,True,91,1
N/A,N/A,12:55,Soft,1m 7f 131y,Battle It Out (IRE),C. G. O'Dwyer,5,Conor O'Dwyer,F,N/A,5,11-5,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Natural Ability (IRE),Phillip Enright,0,A. J. Martin,7th,40 l,5,11-5t,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Tullypole Annie (IRE),J. J. Slevin,0,Mrs Lorna Fowler,6th,3/4 l,5,11-5,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Deployed (IRE),J. W. Kennedy,0,Gordon Elliott,5th,21 l,9,11-5,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Karuma Grey (GER),D. Moloney,7,Ellmarie Holden,4th,2 1/2 l,5,11-5,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Willywampus (IRE),M. J. M. O'Sullivan,0,Eamon Courtney,3rd,3/4 l,6,11-9t,-,True,91,3
N/A,N/A,12:55,Soft,1m 7f 131y,Bleu D'enfer (FR),Daryl Jacob,0,Stuart Crawford,2nd,4 l,5,11-5t,-,True,91,3
