combo_index,indices,names,tracks,history_count,p_mean,d_mean,expected_net_profit,expected_gross_return,l15_std,l15_sharpe,classification
27,"(0, 237, 238, 156)",sky lord|beattie is back|onemorenomore|ring of gold,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12321717029987213,23.875,26.42226229092813,41.42226229092813,278.310015417856,0.09493823731516676,L15_CANDIDATE
28,"(0, 237, 238, 157)",sky lord|beattie is back|onemorenomore|ana emaraaty,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12202321454987214,23.875,25.508776499058243,40.50877649905824,271.1836833668637,0.09406456974975654,L15_CANDIDATE
29,"(0, 237, 238, 158)",sky lord|beattie is back|onemorenomore|asadjumeirah,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12089470679987213,23.5,21.79093811773979,36.79093811773979,223.5215864845922,0.097489188675036,L15_CANDIDATE
30,"(0, 237, 239, 3)",sky lord|beattie is back|zu run|night moon,down royal|southwell (aw)|southwell (aw)|down royal,0|0|0|0,0.12441376192487213,29.875,90.2385713126704,105.2385713126704,1298.8182167158357,0.06947744507375771,L15_CANDIDATE
31,"(0, 237, 239, 4)",sky lord|beattie is back|zu run|spinola bay,down royal|southwell (aw)|southwell (aw)|down royal,0|0|0|3,0.12437892967487214,29.1875,73.81684056182947,88.81684056182948,900.6405372028715,0.08196037987706302,L15_CANDIDATE
32,"(0, 237, 239, 156)",sky lord|beattie is back|zu run|ring of gold,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12300593692487213,30.125,93.4202869600791,108.4202869600791,1411.7171758950674,0.06617493117971598,L15_CANDIDATE
33,"(0, 237, 239, 157)",sky lord|beattie is back|zu run|ana emaraaty,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12181198117487213,30.125,91.06412130359234,106.06412130359234,1375.6661139963262,0.06619638324814879,L15_CANDIDATE
34,"(0, 237, 239, 158)",sky lord|beattie is back|zu run|asadjumeirah,down royal|southwell (aw)|southwell (aw)|newcastle (aw),0|0|0|0,0.12068347342487214,29.75,81.47465293047223,96.47465293047223,1136.0006743575652,0.07172060261015957,L15_CANDIDATE
35,"(0, 237, 3, 4)",sky lord|beattie is back|night moon|spinola bay,down royal|southwell (aw)|down royal|down royal,0|0|0|3,0.12426979567487213,23.4375,23.073098597750057,38.073098597750054,228.05507146203482,0.10117336330137751,L15_STRONG
36,"(0, 237, 3, 156)",sky lord|beattie is back|night moon|ring of gold,down royal|southwell (aw)|down royal|newcastle (aw),0|0|0|0,0.12289680292487212,24.375,31.601203006490948,46.60120300649095,358.8244110662924,0.08806871002054724,L15_CANDIDATE
37,"(0, 237, 3, 157)",sky lord|beattie is back|night moon|ana emaraaty,down royal|southwell (aw)|down royal|newcastle (aw),0|0|0|0,0.12170284717487212,24.375,30.57619820301911,45.57619820301911,349.64451462632474,0.08744938623074577,L15_CANDIDATE
38,"(0, 237, 3, 158)",sky lord|beattie is back|night moon|asadjumeirah,down royal|southwell (aw)|down royal|newcastle (aw),0|0|0|0,0.12057433942487213,24.0,26.40448340099384,41.40448340099384,288.3685382798079,0.09156506309080503,L15_CANDIDATE
39,"(0, 237, 4, 156)",sky lord|beattie is back|spinola bay|ring of gold,down royal|southwell (aw)|down royal|newcastle (aw),0|0|3|0,0.12286197067487213,23.6875,24.24329024909785,39.24329024909785,248.163313695143,0.09769087093541794,L15_CANDIDATE
40,"(0, 237, 4, 157)",sky lord|beattie is back|spinola bay|ana emaraaty,down royal|southwell (aw)|down royal|newcastle (aw),0|0|3|0,0.12166801492487214,23.6875,23.376724632947102,38.3767246329471,241.80587832949792,0.09667558454097092,L15_CANDIDATE
41,"(0, 237, 4, 158)",sky lord|beattie is back|spinola bay|asadjumeirah,down royal|southwell (aw)|down royal|newcastle (aw),0|0|3|0,0.12053950717487213,23.3125,19.84984886068,34.84984886068,199.2408895270806,0.09962738526110641,L15_CANDIDATE
42,"(0, 237, 156, 157)",sky lord|beattie is back|ring of gold|ana emaraaty,down royal|southwell (aw)|newcastle (aw)|newcastle (aw),0|0|0|0,0.12029502217487212,24.625,31.97109853712856,46.97109853712856,380.2501032436877,0.08407913177248899,L15_CANDIDATE
43,"(0, 237, 156, 158)",sky lord|beattie is back|ring of gold|asadjumeirah,down royal|southwell (aw)|newcastle (aw)|newcastle (aw),0|0|0|0,0.11916651442487212,24.25,27.67444596440355,42.674445964403546,313.672032435016,0.08822733014980198,L15_CANDIDATE
44,"(0, 237, 157, 158)",sky lord|beattie is back|ana emaraaty|asadjumeirah,down royal|southwell (aw)|newcastle (aw)|newcastle (aw),0|0|0|0,0.11797255867487212,24.25,26.733996688439234,41.733996688439234,305.6450435759448,0.08746746348529134,L15_CANDIDATE
45,"(0, 1, 155, 2)",sky lord|microscope|betsen|whinney hill,down royal|down royal|newcastle (aw)|down royal,0|1|14|2,0.12462635812487213,53.125,63.334053895088694,78.33405389508869,483.6692503809738,0.13094496672096084,L15_STRONG
46,"(0, 1, 155, 238)",sky lord|microscope|betsen|onemorenomore,down royal|down royal|newcastle (aw)|southwell (aw),0|1|14|0,0.12387017024987214,53.0,60.13024553937151,75.1302455393715,445.47727606947046,0.13497937778086447,L15_STRONG
47,"(0, 1, 155, 239)",sky lord|microscope|betsen|zu run,down royal|down royal|newcastle (aw)|southwell (aw),0|1|14|0,0.12365893687487214,59.25,180.3637218621577,195.3637218621577,2264.5499877382576,0.07964660653938481,L15_CANDIDATE
48,"(0, 1, 155, 3)",sky lord|microscope|betsen|night moon,down royal|down royal|newcastle (aw)|down royal,0|1|14|0,0.12354980287487213,53.5,69.42428143037962,84.42428143037962,574.7591063167574,0.12078848454489553,L15_STRONG
49,"(0, 1, 155, 4)",sky lord|microscope|betsen|spinola bay,down royal|down royal|newcastle (aw)|down royal,0|1|14|3,0.12351497062487214,52.8125,56.2199006494565,71.2199006494565,397.0700979674557,0.14158684055343887,L15_STRONG
50,"(0, 1, 155, 156)",sky lord|microscope|betsen|ring of gold,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|14|0,0.12214197787487213,53.75,71.98263447991152,86.98263447991151,625.2072889780515,0.11513402954334166,L15_STRONG
51,"(0, 1, 155, 157)",sky lord|microscope|betsen|ana emaraaty,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|14|0,0.12094802212487213,53.75,70.08808944180147,85.08808944180147,609.2069523545994,0.11504807877012785,L15_STRONG
52,"(0, 1, 155, 158)",sky lord|microscope|betsen|asadjumeirah,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|14|0,0.11981951437487214,53.375,62.377392329147064,77.37739232914706,502.3220722965505,0.12417808368237895,L15_STRONG
53,"(0, 1, 2, 238)",sky lord|microscope|whinney hill|onemorenomore,down royal|down royal|down royal|southwell (aw),0|1|2|0,0.12123998189987213,53.25,63.06995995727915,78.06995995727915,496.08514008321185,0.1271353541182467,L15_STRONG
54,"(0, 1, 2, 239)",sky lord|microscope|whinney hill|zu run,down royal|down royal|down royal|southwell (aw),0|1|2|0,0.12102874852487214,59.5,187.946165084591,202.94616508459103,2518.3511068184516,0.07463064406536704,L15_CANDIDATE
55,"(0, 1, 2, 3)",sky lord|microscope|whinney hill|night moon,down royal|down royal|down royal|down royal,0|1|2|0,0.12091961452487213,53.75,72.72287832811872,87.72287832811872,639.7658441992851,0.11367108605045469,L15_STRONG
56,"(0, 1, 2, 4)",sky lord|microscope|whinney hill|spinola bay,down royal|down royal|down royal|down royal,0|1|2|3,0.12088478227487214,53.0625,59.00861992515185,74.00861992515185,442.28706595287895,0.13341701457631727,L15_STRONG
57,"(0, 1, 2, 156)",sky lord|microscope|whinney hill|ring of gold,down royal|down royal|down royal|newcastle (aw),0|1|2|0,0.11951178952487213,54.0,75.38002033192922,90.38002033192922,695.8191612624669,0.10833277456050891,L15_STRONG
58,"(0, 1, 2, 157)",sky lord|microscope|whinney hill|ana emaraaty,down royal|down royal|down royal|newcastle (aw),0|1|2|0,0.11831783377487212,54.0,73.41231880621758,88.41231880621757,678.0188176276735,0.10827475122752589,L15_STRONG
59,"(0, 1, 2, 158)",sky lord|microscope|whinney hill|asadjumeirah,down royal|down royal|down royal|newcastle (aw),0|1|2|0,0.11718932602487213,53.625,65.40387869649815,80.40387869649814,559.2158020116735,0.11695642086868793,L15_STRONG
60,"(0, 1, 238, 239)",sky lord|microscope|onemorenomore|zu run,down royal|down royal|southwell (aw)|southwell (aw),0|1|0|0,0.12027256064987213,59.375,179.71004962427997,194.71004962427997,2321.458975632677,0.07741254595089403,L15_CANDIDATE
61,"(0, 1, 238, 3)",sky lord|microscope|onemorenomore|night moon,down royal|down royal|southwell (aw)|down royal,0|1|0|0,0.12016342664987213,53.625,69.13991382580299,84.13991382580299,589.4362465468896,0.11729837489778959,L15_STRONG
62,"(0, 1, 238, 4)",sky lord|microscope|onemorenomore|spinola bay,down royal|down royal|southwell (aw)|down royal,0|1|0|3,0.12012859439987214,52.9375,55.979488909298226,70.97948890929823,407.33124421282633,0.13742989202185907,L15_STRONG
63,"(0, 1, 238, 156)",sky lord|microscope|onemorenomore|ring of gold,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11875560164987213,53.875,71.68975041237876,86.68975041237876,641.132884465759,0.11181730363451274,L15_STRONG
64,"(0, 1, 238, 157)",sky lord|microscope|onemorenomore|ana emaraaty,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11756164589987214,53.875,69.80151209672782,84.80151209672782,624.7277837482523,0.11173108338151945,L15_STRONG
65,"(0, 1, 238, 158)",sky lord|microscope|onemorenomore|asadjumeirah,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11643313814987213,53.5,62.11648300762393,77.11648300762393,515.1809966717985,0.12057215504630868,L15_STRONG
66,"(0, 1, 239, 3)",sky lord|microscope|zu run|night moon,down royal|down royal|southwell (aw)|down royal,0|1|0|0,0.11995219327487214,59.875,203.6024751977448,218.6024751977448,2987.324407851357,0.06815546201230503,L15_CANDIDATE
67,"(0, 1, 239, 4)",sky lord|microscope|zu run|spinola bay,down royal|down royal|southwell (aw)|down royal,0|1|0|3,0.11991736102487215,59.1875,169.65762187980965,184.65762187980965,2072.1465775299234,0.0818752996142039,L15_CANDIDATE
68,"(0, 1, 239, 156)",sky lord|microscope|zu run|ring of gold,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11854436827487214,60.125,210.17930151339587,225.17930151339587,3246.783855452102,0.06473461458189037,L15_CANDIDATE
69,"(0, 1, 239, 157)",sky lord|microscope|zu run|ana emaraaty,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11735041252487213,60.125,205.30894413050532,220.30894413050532,3163.8855951783553,0.0648913931791303,L15_CANDIDATE
70,"(0, 1, 239, 158)",sky lord|microscope|zu run|asadjumeirah,down royal|down royal|southwell (aw)|newcastle (aw),0|1|0|0,0.11622190477487214,59.75,185.48684972027567,200.48684972027567,2613.0064088337235,0.07098599111475772,L15_CANDIDATE
71,"(0, 1, 3, 4)",sky lord|microscope|night moon|spinola bay,down royal|down royal|down royal|down royal,0|1|0|3,0.11980822702487214,53.4375,64.76679740409965,79.76679740409965,525.668427485236,0.12320845996770217,L15_STRONG
72,"(0, 1, 3, 156)",sky lord|microscope|night moon|ring of gold,down royal|down royal|down royal|newcastle (aw),0|1|0|0,0.11843523427487213,54.375,82.39497908768509,97.39497908768509,826.1673198300145,0.09973158839620769,L15_CANDIDATE
73,"(0, 1, 3, 157)",sky lord|microscope|night moon|ana emaraaty,down royal|down royal|down royal|newcastle (aw),0|1|0|0,0.11724127852487212,54.375,80.27622326152171,95.27622326152171,805.0425195919083,0.09971674949816971,L15_CANDIDATE
74,"(0, 1, 3, 158)",sky lord|microscope|night moon|asadjumeirah,down royal|down royal|down royal|newcastle (aw),0|1|0|0,0.11611277077487213,54.0,71.65300021715684,86.65300021715684,664.2024538392225,0.10787825278721605,L15_STRONG
75,"(0, 1, 4, 156)",sky lord|microscope|spinola bay|ring of gold,down royal|down royal|down royal|newcastle (aw),0|1|3|0,0.11840040202487213,53.6875,67.18566448708596,82.18566448708596,571.8517092044852,0.11748791409673205,L15_STRONG
76,"(0, 1, 4, 157)",sky lord|microscope|spinola bay|ana emaraaty,down royal|down royal|down royal|newcastle (aw),0|1|3|0,0.11720644627487214,53.6875,65.39441342001454,80.39441342001454,557.213756241817,0.11735965361134226,L15_STRONG
77,"(0, 1, 4, 158)",sky lord|microscope|spinola bay|asadjumeirah,down royal|down royal|down royal|newcastle (aw),0|1|3|0,0.11607793852487214,53.3125,58.10411725229451,73.1041172522945,459.3834815204501,0.12648281792802757,L15_STRONG
78,"(0, 1, 156, 157)",sky lord|microscope|ring of gold|ana emaraaty,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|0|0,0.11583345352487212,54.625,83.1595787343947,98.1595787343947,875.3579825780722,0.09500065160710154,L15_CANDIDATE
79,"(0, 1, 156, 158)",sky lord|microscope|ring of gold|asadjumeirah,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|0|0,0.11470494577487213,54.25,74.27810067631545,89.27810067631543,722.3303242443018,0.10283120918954193,L15_STRONG
80,"(0, 1, 157, 158)",sky lord|microscope|ana emaraaty|asadjumeirah,down royal|down royal|newcastle (aw)|newcastle (aw),0|1|0|0,0.11351099002487212,54.25,72.33412697403487,87.33412697403486,703.8564614075398,0.10276829288372862,L15_STRONG
81,"(0, 155, 2, 238)",sky lord|betsen|whinney hill|onemorenomore,down royal|newcastle (aw)|down royal|southwell (aw),0|14|2|0,0.11588623739987214,3.875,-11.784497866470243,3.2155021335297564,11.460564397231673,-1.0282650537975964,NO_L15
82,"(0, 155, 2, 239)",sky lord|betsen|whinney hill|zu run,down royal|newcastle (aw)|down royal|southwell (aw),0|14|2|0,0.11567500402487213,10.125,-5.126901107527899,9.8730988924721,60.44744108720426,-0.08481585018845703,NO_L15
83,"(0, 155, 2, 3)",sky lord|betsen|whinney hill|night moon,down royal|newcastle (aw)|down royal|down royal,0|14|2|0,0.11556587002487213,4.375,-11.269866291987995,3.7301337080120036,14.971059886647298,-0.7527767824935093,NO_L15
84,"(0, 155, 2, 4)",sky lord|betsen|whinney hill|spinola bay,down royal|newcastle (aw)|down royal|down royal,0|14|2|3,0.11553103777487214,3.6875,-12.001022417382785,2.9989775826172154,10.145109761364271,-1.1829366758639128,NO_L15
85,"(0, 155, 2, 156)",sky lord|betsen|whinney hill|ring of gold,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|2|0,0.11415804502487213,4.625,-11.128204556074552,3.8717954439254476,16.349075658102485,-0.680662612907996,NO_L15
86,"(0, 155, 2, 157)",sky lord|betsen|whinney hill|ana emaraaty,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|2|0,0.11296408927487214,4.625,-11.233109756282934,3.766890243717065,15.92616997072074,-0.7053239904468117,NO_L15
87,"(0, 155, 2, 158)",sky lord|betsen|whinney hill|asadjumeirah,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|2|0,0.11183558152487214,4.25,-11.660068317878356,3.3399316821216423,13.033346408152415,-0.894633500310015,NO_L15
88,"(0, 155, 238, 239)",sky lord|betsen|onemorenomore|zu run,down royal|newcastle (aw)|southwell (aw)|southwell (aw),0|14|0|0,0.11491881614987215,10.0,-5.565997855694929,9.43400214430507,55.66168958172051,-0.09999692602796632,NO_L15
89,"(0, 155, 238, 3)",sky lord|betsen|onemorenomore|night moon,down royal|newcastle (aw)|southwell (aw)|down royal,0|14|0|0,0.11480968214987214,4.25,-11.46088693386051,3.5391130661394907,13.746963571337409,-0.8337031573835405,NO_L15
90,"(0, 155, 238, 4)",sky lord|betsen|onemorenomore|spinola bay,down royal|newcastle (aw)|southwell (aw)|down royal,0|14|0|3,0.11477484989987215,3.5625,-12.16251621688605,2.8374837831139494,9.293896252736,-1.3086563359587287,NO_L15
91,"(0, 155, 238, 156)",sky lord|betsen|onemorenomore|ring of gold,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11340185714987214,4.5,-11.324946033211642,3.6750539667883575,15.019243083554176,-0.7540290792425,NO_L15
92,"(0, 155, 238, 157)",sky lord|betsen|onemorenomore|ana emaraaty,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11220790139987213,4.5,-11.425614765718146,3.574385234281855,14.630251523797915,-0.7809581911242585,NO_L15
93,"(0, 155, 238, 158)",sky lord|betsen|onemorenomore|asadjumeirah,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11107939364987214,4.125,-11.835331130047393,3.164668869952607,11.962141309509242,-0.989399040173431,NO_L15
94,"(0, 155, 239, 3)",sky lord|betsen|zu run|night moon,down royal|newcastle (aw)|southwell (aw)|down royal,0|14|0|0,0.11459844877487213,10.5,-4.292207265253762,10.707792734746237,71.86567184032144,-0.059725417648507216,NO_L15
95,"(0, 155, 239, 4)",sky lord|betsen|zu run|spinola bay,down royal|newcastle (aw)|southwell (aw)|down royal,0|14|0|3,0.11456361652487214,9.8125,-6.101928702591319,8.89807129740868,49.59430617161742,-0.1230368801103104,NO_L15
96,"(0, 155, 239, 156)",sky lord|betsen|zu run|ring of gold,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11319062377487213,10.75,-3.941573151103949,11.05842684889605,78.1911310544824,-0.050409465855629075,NO_L15
97,"(0, 155, 239, 157)",sky lord|betsen|zu run|ana emaraaty,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11199666802487213,10.75,-4.201229308128948,10.79877069187105,76.18881869548521,-0.05514233426981725,NO_L15
98,"(0, 155, 239, 158)",sky lord|betsen|zu run|asadjumeirah,down royal|newcastle (aw)|southwell (aw)|newcastle (aw),0|14|0|0,0.11086816027487213,10.375,-5.258015998327071,9.741984001672925,62.79445797833075,-0.08373375879988516,NO_L15
99,"(0, 155, 3, 4)",sky lord|betsen|night moon|spinola bay,down royal|newcastle (aw)|down royal|down royal,0|14|0|3,0.11445448252487214,4.0625,-11.694033398280432,3.3059666017195686,12.189951937075426,-0.9593174328040892,NO_L15
100,"(0, 155, 3, 156)",sky lord|betsen|night moon|ring of gold,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|0|0,0.11308148977487213,5.0,-10.75421203581162,4.245787964188382,19.532600397523023,-0.5505775891045919,NO_L15
101,"(0, 155, 3, 157)",sky lord|betsen|night moon|ana emaraaty,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|0|0,0.11188753402487214,5.0,-10.867170480591989,4.132829519408012,19.028644481005205,-0.5710953552913256,NO_L15
102,"(0, 155, 3, 158)",sky lord|betsen|night moon|asadjumeirah,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|0|0,0.11075902627487214,4.625,-11.326905317451184,3.6730946825488138,15.600840964708075,-0.7260445345910963,NO_L15
103,"(0, 155, 4, 156)",sky lord|betsen|spinola bay|ring of gold,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|3|0,0.11304665752487214,4.3125,-11.565074949906828,3.434925050093172,13.328654428460558,-0.8676851074488079,NO_L15
104,"(0, 155, 4, 157)",sky lord|betsen|spinola bay|ana emaraaty,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|3|0,0.11185270177487214,4.3125,-11.660572945593264,3.339427054406735,12.98271323171486,-0.8981614811538932,NO_L15
105,"(0, 155, 4, 158)",sky lord|betsen|spinola bay|asadjumeirah,down royal|newcastle (aw)|down royal|newcastle (aw),0|14|3|0,0.11072419402487214,3.9375,-12.04924468724701,2.9507553127529893,10.59885956796621,-1.1368435075472096,NO_L15
106,"(0, 155, 156, 157)",sky lord|betsen|ring of gold|ana emaraaty,down royal|newcastle (aw)|newcastle (aw)|newcastle (aw),0|14|0|0,0.11047970902487214,5.25,-10.713448496235502,4.286551503764498,20.751872038573236,-0.5162641942048178,NO_L15
107,"(0, 155, 156, 158)",sky lord|betsen|ring of gold|asadjumeirah,down royal|newcastle (aw)|newcastle (aw)|newcastle (aw),0|14|0|0,0.10935120127487213,4.875,-11.186951830788336,3.8130481692116627,17.028178964558453,-0.6569670106282218,NO_L15
108,"(0, 155, 157, 158)",sky lord|betsen|ana emaraaty|asadjumeirah,down royal|newcastle (aw)|newcastle (aw)|newcastle (aw),0|14|0|0,0.10815724552487214,4.875,-11.290592015934719,3.7094079840652796,16.588311575994084,-0.6806353958454696,NO_L15
109,"(0, 2, 238, 239)",sky lord|whinney hill|onemorenomore|zu run,down royal|down royal|southwell (aw)|southwell (aw),0|2|0|0,0.11228862779987214,10.25,-5.163096402760166,9.836903597239832,62.008312627466104,-0.08326458476267604,NO_L15
