track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Bajan Excell,88,Patrick M O'Brien,Ms Claire O'Connell,11 -12,10,5
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Cowper Hall,-,Keith Donoghue,Gavin Cromwell,11 -12,6,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Figurehead,113,Simon Torrens,Michael G Cleary,11 -12,9,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Goody Four Shoes,-,Harry Sexton,Thomas Gibney,11 -12,8,7
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Hello Jack,106,Jack Kennedy,Gordon Elliott,11 -12,6,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Insouciant Dallier,-,Kevin Sexton,James Andrew Fahey,11 -12,8,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,John The Diva,122,Phillip Enright,M A Cahill,11 -12,9,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Live To Laugh,105,Darragh O'Keeffe,Peter Fahey,11 -12,7,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Toor Khov,-,Liam Quinlan,Ms M Flynn,11 -12,8,0
Thurles,29 Jan 2026,2m5f,Soft To Heavy,1:25,Roxhill Roise,107,Danny Gilligan,David M O'Brien,11- 5,8,0
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Benwisken,-,Mr A T Feeney,M O Quigley,12- 0,7,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Bloomhill,-,Mr D Doyle,Thomas Cleary,12- 0,9,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Cold Old Fire,95,Mr D Allen,Raymond Hurley,12- 0,8,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Gale Force Jet,99,Mr J L Scallan,Sean Thomas Doyle,12- 0,7,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Keep On Dreaming,102,Mr Derek O'Connor,E Bolger,12- 0,6,0
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Made U Look,90,Mr Finian Maguire,Eugene M O'Sullivan,12- 0,7,0
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Magic Sadler,122,Ms E C Costello,P M J Doyle,12- 0,8,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Mister Loolah,90,Mr Andrew Burke-Ott,Alexander Ott,12- 0,6,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Nibbles,97,Mr T O'Connor,Turlough O'Connor,12- 0,9,7
Thurles,29 Jan 2026,3m1f,Soft To Heavy,1:55,Our Story,-,Mr B Aherne,Garry Aherne,12- 0,8,7
Thurles,29 Jan 2026,2m,Soft,2:25,Blue Train,104,Phillip Enright,C Byrnes,11- 7,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Crest Of Light,59,Danny Gilligan,Cian Collins,11- 7,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Mode Avion,114,Jack Kennedy,Gordon Elliott,11- 7,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Annie's Angel,-,Patrick M O'Brien,Adrian McGuinness,11- 0,4,5
Thurles,29 Jan 2026,2m,Soft,2:25,Concert Party,100,Philip Donovan,Denis Gerard Hogan,11- 0,4,3
Thurles,29 Jan 2026,2m,Soft,2:25,Dream Angel,82,Jordan Gainford,Cian Collins,11- 0,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Ismahane,-,Daniel King,P Twomey,11- 0,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Michonne,105,Donagh Meyler,Mrs John Harrington,11- 0,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Beauvallon,-,Danny Mullins,W P Mullins,10 -13,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Dawn Coming,116,Eoin Staples,C Byrnes,10 -13,4,5
Thurles,29 Jan 2026,2m,Soft,2:25,John Dixen,51,Tiernan Power Roche,P J Rothwell,10 -13,4,3
Thurles,29 Jan 2026,2m,Soft,2:25,O'Grady Cracker,97,Cian Quirke,Andrew Slattery,10 -13,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Padre Bay,68,Ricky Doyle,Thomas Cleary,10 -13,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Charme De Faust,105,Paul Townend,W P Mullins,10- 6,4,0
Thurles,29 Jan 2026,2m,Soft,2:25,Thelittlevillager,-,Dylan Robinson,P J Rothwell,10- 6,4,0
Thurles,29 Jan 2026,2m,Soft,2:55,Ehteyat,-,Danny Mullins,M K Flannery,11 -12,7,0
Thurles,29 Jan 2026,2m,Soft,2:55,El Cairos,133,Jack Kennedy,Gordon Elliott,11 -12,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Ballindenisk,74,E Walsh,John Joseph Murphy,11- 4,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Ballyhasty,-,Eoin Staples,W J Austin,11- 4,5,5
Thurles,29 Jan 2026,2m,Soft,2:55,Deise Crystal,101,Sean O'Keeffe,Sean Aherne,11- 4,5,0
Thurles,29 Jan 2026,2m,Soft,2:55,How's The Head,108,Miss J Townend,Timothy Townend,11- 4,7,0
Thurles,29 Jan 2026,2m,Soft,2:55,Lord Of The Locke,98,Michael Kenneally,C Byrnes,11- 4,5,7
Thurles,29 Jan 2026,2m,Soft,2:55,Masons Apron,71,Brian Hayes,Liam P Cusack,11- 4,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Max Meridius,72,Simon Torrens,Thomas Mullins,11- 4,5,0
Thurles,29 Jan 2026,2m,Soft,2:55,One Of Mine,112,Ricky Doyle,Eamon Courtney,11- 4,5,0
Thurles,29 Jan 2026,2m,Soft,2:55,Poppycon,101,Phillip Enright,Eoin Doyle,11- 4,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Quietrunsthedon,82,John Shinnick,Liam P Cusack,11- 4,8,3
Thurles,29 Jan 2026,2m,Soft,2:55,Roc Dino,109,Paul Townend,W P Mullins,11- 4,5,0
Thurles,29 Jan 2026,2m,Soft,2:55,Thetwocharlies,-,Josh Younge,James Andrew Fahey,11- 4,7,7
Thurles,29 Jan 2026,2m,Soft,2:55,Two Can Plan,-,Cian Quirke,Andrew Slattery,11- 4,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Ode To Joy,56,Gavin Brouder,William J McLernon,10 -11,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Shallow Bowles,111,Niall Moore,Denis Leahy,10 -11,6,5
Thurles,29 Jan 2026,2m,Soft,2:55,Tangara Bay,113,Darragh O'Keeffe,Henry De Bromhead,10 -11,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Ballinaboola Gold,85,,R Donohoe,10 -11,5,0
Thurles,29 Jan 2026,2m,Soft,2:55,Thisain'tthat,-,,M A Molloy,11- 4,6,0
Thurles,29 Jan 2026,2m,Soft,2:55,Smooth Talker,-,,Patrick Griffin,11- 4,5,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Mi Lucky Cailin,102,Jack Kennedy,William J McLernon,12- 0,8,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Where Are You Now,105,Mark Walsh,E Bolger,11 -12,5,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Jay Pee M,108,John Shinnick,Terence O'Brien,11 -11,7,3
Thurles,29 Jan 2026,2m4f,Soft,3:25,Teagarden Jazz,102,Philip Donovan,Charlie Keegan,11 -10,7,3
Thurles,29 Jan 2026,2m4f,Soft,3:25,Gaelic Des Chastys,100,Patrick M O'Brien,E McNamara,11- 7,10,5
Thurles,29 Jan 2026,2m4f,Soft,3:25,Loughrask Jet,98,Phillip Enright,Brian M McMahon,11- 7,5,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Real Empire,99,Dylan O'Connor,John Joseph Hanlon,11- 3,6,7
Thurles,29 Jan 2026,2m4f,Soft,3:25,Love Like This,98,Michael Kenneally,John Patrick Ryan,11- 2,8,7
Thurles,29 Jan 2026,2m4f,Soft,3:25,Little Boy Sivola,98,Tiernan Power Roche,P J Rothwell,11- 1,5,3
Thurles,29 Jan 2026,2m4f,Soft,3:25,Hakensack,104,Darragh O'Keeffe,James William Hannon,10- 8,7,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Siul Molly Siul,103,Eoin Staples,Sean Joseph Allen,10- 8,7,5
Thurles,29 Jan 2026,2m4f,Soft,3:25,Toor Moon,100,Danny Mullins,Ms M Flynn,10- 8,9,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Bee Bright,-,Ryan Treacy,Timothy Doyle,10- 7,9,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Venturi Effect,-,Cian Quirke,Timothy Doyle,10- 7,8,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Glory Sky,100,Liam Quinlan,Ray Hackett,10- 6,6,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Zolpharine,107,Daniel King,John Patrick Ryan,10- 6,8,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Added Bonus,101,Sean O'Keeffe,Brendan Maurice Walsh,10- 0,12,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Max Time,98,Paddy Cleary,I Madden,10- 0,9,7
Thurles,29 Jan 2026,2m4f,Soft,3:25,Jaynemax,101,Jordan Gainford,Thomas Dowling,11- 8,5,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Marlpark,100,,John Patrick Ryan,11 -10,7,0
Thurles,29 Jan 2026,2m4f,Soft,3:25,Mister Rockefeller,98,Josh Williamson,F Costello,10- 6,7,5
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Albus,94,Jordan Gainford,Gordon Elliott,11 -12,6,0
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Blow Wind Blow,100,Mark Walsh,E Bolger,11 -12,5,0
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Danalii,-,Jack G Gilligan,Paul John Gilligan,11 -12,5,5
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Eliodam,-,Paul Townend,W P Mullins,11 -12,5,0
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Private Policy,-,Paddy Cleary,Nigel Thomas Slevin,11 -12,8,7
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Sacramental,71,Thomas O'Connor,J R Finn,11 -12,8,7
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Ballingurteen,71,John Shinnick,Terence O'Brien,11- 5,6,3
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Matilauna,89,Phillip Enright,Gillian Scott,11- 5,6,0
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Not Leaving Yet,76,Dylan Whelan,Robert Murphy,11- 5,6,7
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Shuil Swift,82,Mr A D Bustin,C Byrnes,11- 5,6,7
Thurles,29 Jan 2026,2m6½f,Soft,3:55,Supreme Axel,68,Josh Younge,James Andrew Fahey,11- 5,7,7
Thurles,29 Jan 2026,2m6½f,Soft,4:25,King In Love,115,Sean O'Keeffe,Sean Aherne,11 -12,6,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Sarah Beara,116,Phillip Enright,S Curling,11 -12,8,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Fighting Fit,120,Mark Walsh,J P Dempsey,11 -10,11,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Ira Hayes,113,Alex Harvey,John C McConnell,11- 9,7,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Pookie Holler,119,Darragh O'Keeffe,Henry De Bromhead,11- 4,6,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,A Nod To Getaway,120,Eoin Staples,Paul O'Flynn,11- 3,9,5
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Ferdia,-,Brian Barry,John Patrick Ryan,11- 2,10,7
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Juke Hill,109,Jack Kennedy,Gordon Elliott,11- 2,6,0
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Union Park,116,Tiernan Power Roche,P J Rothwell,11- 2,10,3
Thurles,29 Jan 2026,2m6½f,Soft,4:25,Pebble Bleu,117,Michael Kenneally,Colin Motherway,10- 6,7,7
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Coolanna,124,Ciaran Gethings,Kim Bailey & Mat Nicholls,11- 9,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Strong Run,117,Jonathan Burke,Fergal O'Brien,11- 9,7,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Ballynorth,92,Ben Jones,Ben Pauling,11- 3,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Bunny Bee,102,Alice Stevens,Henrietta C Knight,11- 3,5,3
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Dalcassian Girl,-,Bryan Carver,Chris Honour,11- 3,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Katie's Melody,105,Paul O'Brien,Harry Derham,11- 3,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Miss Jaffa Cake,-,Ben Poste,Polly Gundry,11- 3,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Moonlight Stride,-,Sean Houlihan,Philip Hobbs & Johnson White,11- 3,6,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Poet's Muse,-,Lorcan Williams,I Chanin,11- 3,5,0
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Svelte Silhouette,-,Daniel Sansom,Seamus Mullins,11- 3,5,3
Wincanton,29 Jan 2026,2m5½f,Heavy,1:33,Wassailing Along,95,Brendan Powell,Joe Tizzard,11- 3,6,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Windsurfer,108,Jack Quinlan,Ben Case,12- 0,7,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,The Blueberry One,-,Paul O'Brien,Harry Derham,11 -12,7,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Carrigmoorna Rowan,110,James Davies,Ryan Potter,11 -10,9,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Atreides,110,Bradley Harris,Neil Mulholland,11 -10,8,3
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Thankyouandplease,-,Rex Dingle,Syd Hosie,11- 9,6,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Italian Spirit,-,James Best,Harriet Dickin,11- 8,10,0
Wincanton,29 Jan 2026,2m4f,Heavy,2:03,Mutley Crew,113,Harry Kimber,Robert Walford,10 -11,10,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Aguellid,117,Sean Houlihan,Philip Hobbs & Johnson White,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Anthracite,62,James Best,Neil Mulholland,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Bright Legend,125,Isabelle Ryder,Faye Bramley,11- 6,6,5
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Forest Hills,48,James Davies,Carroll Gray,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,For Old Times Sake,96,Conor O'Farrell,Neil Mulholland,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Galashiels,97,Nico de Boinville,Nicky Henderson,11- 6,7,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Harbour Light,99,Toby McCain-Mitchell,Nigel & Willy Twiston-Davies,11- 6,5,5
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Lord Chamberlain,-,Robert Dunne,Dominic Elsworth,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Marhaba Million,78,Rex Dingle,Syd Hosie,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Mossy Fen Coolio,-,Jonjo O'Neill Jr,Jonjo & A J O'Neill,11- 6,6,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Richforadaay,83,Ciaran Gethings,I Chanin,11- 6,6,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Stone Cold,97,Stan Sheppard,Matt Sheppard,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Tobi Kanobee,96,Ben Godfrey,Claire Hitch,11- 6,7,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Viva Vincente,-,Conor Ring,Evan Williams,11- 6,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Galactic Princess,70,Robbie David,Daisy Hitchins,10 -13,5,7
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Mistress Fox,-,Bradley Harris,Neil Mulholland,10 -13,6,3
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Spring Serenade,84,Luke Scott,Kevin Bishop,10 -13,7,3
Wincanton,29 Jan 2026,1m7f,Heavy,2:33,Pourquoi Pas Papa,127,Harry Cobden,Paul Nicholls,10- 7,4,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Ribba Hill,99,Paddy Hanlon,Syd Hosie,12- 0,5,5
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Broomfield Gale,103,Robbie David,Daisy Hitchins,11 -12,8,7
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Tractor Jack,91,Brendan Powell,Joe Tizzard,11- 7,6,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Ourbrowneyedgirl,91,Lucy Gardner,Sue Gardner,11- 7,7,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Bradman,103,James Best,Kevin Bishop,11- 4,5,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Badentaggart,97,Lorcan Williams,Jeremy Scott,11- 4,7,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Local Derby,99,Freddie Gordon,Chris Gordon,11- 3,6,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Whatmakes Honey B,101,Chad Bament,Harriet Brown,11- 2,7,7
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Devilsrollthedice,100,Rian Corcoran,Gordon Treacy,11- 1,6,7
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Inchagoill Lady,103,Lewis Saunders,Kevin Pickard,10 -11,10,5
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Jour d'Orage,99,Conor O'Farrell,Neil Mulholland,10 -10,7,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Watchoutitscookie,99,James Davies,Nigel Hawke,10- 6,8,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Gorcombe And Wise,92,Harry Kimber,Robert Walford,10- 4,6,0
Wincanton,29 Jan 2026,2m4f,Heavy,3:03,Stopherandgo,87,Ben Poste,Kevin Pickard,10- 2,9,0
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,Largy Poet,142,Freddie Keighley,Paul Nicholls,12- 1,7,7
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,Collectors Item,139,Jonjo O'Neill Jr,Jonjo & A J O'Neill,12- 1,9,0
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,Take Your Time,140,Harry Cobden,Paul Nicholls,11- 0,11,0
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,Jupiter Allen,142,Lorcan Williams,Chester Williams,11- 0,7,0
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,Pimlico Point,141,Conor O'Farrell,Kerry Lee,10 -13,9,0
Wincanton,29 Jan 2026,3m1f,Heavy,3:33,My Silver Lining,144,James Best,Emma Lavelle,10 -13,10,0
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Thunder Rock,135,Mr James King,Olly Murphy,12- 6,10,0
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Illico De Cotte,129,Mr Frederick Philipson-Stow,Will Biddick,12- 2,8,7
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Mr Glass,127,Mr Lucas Murphy,Paul Nicholls,12- 2,10,7
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Pyleigh Court,112,Miss Ella Herbison,R C Pudd,12- 0,11,7
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Go Sacre Go,115,Mr Paddy Barlow,Robert Walford,11 -12,10,3
Wincanton,29 Jan 2026,3m1f,Heavy,4:03,Minella Jab,108,Mr Jake Bament,Miss M Lawrence,11 -12,9,7
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Dreamfyre Dancer,76,Ciaran Gethings,Alastair Ralph,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Hotter Than Dubai,-,Bryan Carver,Chris Honour,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Midnight Doyen,107,Lorcan Williams,Jeremy Scott,11- 2,6,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Pink Perjury,-,Ben Poste,Polly Gundry,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Rob's Spirit,65,Mr Eddie Edge,Nick Scholfield,11- 2,5,7
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Saffron Belle,-,Lucy Gardner,Sue Gardner,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Secret Des Lune,111,Rex Dingle,Ben Clarke,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Sparkling Water,-,Stan Sheppard,Ralph Beckett,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,That Is Blue,-,Brendan Powell,Henrietta C Knight,11- 2,5,0
Wincanton,29 Jan 2026,1m7f,Heavy,4:33,Western Charm,98,Ben Godfrey,Anthony Honeyball,11- 2,5,0
Ayr,29 Jan 2026,2m,Soft,1:13,Am I Bovvered,-,Patrick Wadge,Sandy Forster,11- 4,6,0
Ayr,29 Jan 2026,2m,Soft,1:13,Apples Jane,111,Sean Bowen,Gordon Elliott,11- 4,5,0
Ayr,29 Jan 2026,2m,Soft,1:13,Berwick Law,80,Danny McMenamin,Iain Jardine,11- 4,5,0
Ayr,29 Jan 2026,2m,Soft,1:13,Changemyluck,77,NON-RUNNER,Stuart Coltherd,11- 4,6,0
Ayr,29 Jan 2026,2m,Soft,1:13,Coolkatie,118,Harry Skelton,Dan Skelton,11- 4,6,0
Ayr,29 Jan 2026,2m,Soft,1:13,Klassy Pearl,105,Richard Patrick,Clive Boultbee-Brooks,11- 4,6,0
Ayr,29 Jan 2026,2m,Soft,1:13,Royal Maggs,-,Jamie Hamilton,Mark Walford,11- 4,6,0
Ayr,29 Jan 2026,2m,Soft,1:13,Sagonige,-,Brian Hughes,Ruth Jefferson,11- 4,7,0
Ayr,29 Jan 2026,2m,Soft,1:13,Society Soldier,-,Derek Fox,Lucinda Russell & Michael Scudamore,11- 4,6,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Saracen Beau,119,Danny McMenamin,Nicky Richards,12- 0,7,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,One Mill Harbour,118,Charlotte Jones,James Moffatt,11- 4,9,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Eloi Du Puy,122,Bruce Lynn,N W Alexander,11- 3,8,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Follow Charlie,123,Ben Smith,R Mike Smith,11- 2,7,7
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Kool Raoul,122,Gregor Walkingshaw,Lucinda Russell & Michael Scudamore,11- 1,6,10
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Wolfspear,122,Callum Bewley,Daragh Bourke,11- 1,10,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Diamond Geezer,122,Sean Bowen,Olly Murphy,11- 0,7,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Coconut Splash,115,Mr Kit Alexander,N W Alexander,11- 0,11,5
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Rock Dj,113,Jamie Hamilton,Mark Walford,10 -13,6,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Langdale Lane,120,Gavin Sheehan,R Mike Smith,10 -13,9,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,El Jefe,118,Conor Rabbitt,Andrew Hamilton,10 -13,9,3
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Fostered Phil,120,Derek Fox,William Young Jnr,10 -11,12,0
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Jakana,122,Brian Hughes,Leonard Kerr,10- 5,7,0
