track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims
Naas,25 Jan 2026,2m,Heavy,12:55,Blue Moon Boy,77,Sean O'Keeffe,Andrew Kinirons,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Dreamed To Dream,-,Donagh Meyler,Emmet Mullins,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Gain Line,-,Aidan Kelly,Padraig Roche,11- 7,4,3
Naas,25 Jan 2026,2m,Heavy,12:55,Kai Lung,-,Danny Mullins,W P Mullins,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Lynches Knock,114,Jack Kennedy,Gordon Elliott,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Mon Creuset,-,Paul Townend,W P Mullins,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Moulin Labbe,-,Brian Hayes,W P Mullins,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Muhaajim,-,Philip Byrnes,C Byrnes,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Nile Star,-,Liam McKenna,Ross O'Sullivan,11- 7,4,5
Naas,25 Jan 2026,2m,Heavy,12:55,Saratoga,109,Mark Walsh,Padraig Roche,11- 7,4,0
Naas,25 Jan 2026,2m,Heavy,12:55,Alberta Rose,-,Michael Kenneally,Daniel G Murphy,11- 0,4,7
Naas,25 Jan 2026,2m,Heavy,12:55,Hunting Gold,96,Tiernan Power Roche,P J Rothwell,11- 0,4,3
Naas,25 Jan 2026,2m,Heavy,12:55,Kashel Spring,82,Philip Donovan,Denis Gerard Hogan,11- 0,4,3
Naas,25 Jan 2026,2m,Heavy,1:25,Bacchanalian,140,Sean O'Keeffe,Declan Queally,11 -10,5,0
Naas,25 Jan 2026,2m,Heavy,1:25,Bring On The Night,136,Danny Gilligan,J A Nash,11- 3,9,0
Naas,25 Jan 2026,2m,Heavy,1:25,Farren Glory,155,Jack Kennedy,Gordon Elliott,11- 3,9,0
Naas,25 Jan 2026,2m,Heavy,1:25,Glen Kiln,159,Brian Hayes,David Harry Kelly,11- 3,7,0
Naas,25 Jan 2026,2m,Heavy,1:25,Karbau,160,Paul Townend,W P Mullins,11- 3,6,0
Naas,25 Jan 2026,2m,Heavy,1:25,Kel Histoire,144,Mark Walsh,W P Mullins,11- 3,6,0
Naas,25 Jan 2026,2m,Heavy,1:25,Workahead,158,Darragh O'Keeffe,Henry De Bromhead,11- 3,8,0
Naas,25 Jan 2026,2m,Heavy,1:25,Cola Blaze,118,Paddy Cleary,Nigel Thomas Slevin,10 -10,7,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Arcadian Emperor,-,Mark Walsh,W P Mullins,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Did I Ask You That,120,Paul Townend,W P Mullins,11 -12,8,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Embrace The Day,89,Keith Donoghue,Gavin Cromwell,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Genepi George,102,Sean Flanagan,M M Lynch,11 -12,7,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Kilgame,118,Darragh O'Keeffe,Henry De Bromhead,11 -12,6,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Le Roi Du Livet,65,Brian Hayes,Philip Fenton,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Newbrook Diamond,127,Jack Kennedy,Gordon Elliott,11 -12,6,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Patton,66,Cian Quirke,Andrew Slattery,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Regno,-,Ross Berry,C A Murphy,11 -12,5,7
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Sharu,-,Mike O'Connor,Henry De Bromhead,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Shuttle Diplomacy,133,Daniel King,Thomas Cooper,11 -12,6,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Thankyouforthedays,89,Donagh Meyler,J P Dempsey,11 -12,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,True Harmony,-,J J Slevin,Seamus Neville,11 -12,6,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Rathbawn Soldier,100,Simon Torrens,Patrick T Foley,11- 5,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,The Fly Window,-,Sean O'Keeffe,Peter Lawlor,11- 5,5,0
Naas,25 Jan 2026,2m2½f,Heavy,1:55,Walkingmayotomilan,-,Danny Gilligan,Ross O'Sullivan,11- 5,5,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Theflyingbee,128,Mr J R Martin,F G Hand,11 -12,9,7
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Beyond Your Dreams,116,Mark Walsh,Padraig Roche,11 -10,5,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Granville Street,111,E Walsh,Ciaran Murphy,11- 9,8,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,King Kali,119,Kevin Sexton,Sean Byrne,11- 8,10,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Matt Connor,120,Keith Donoghue,J P Dempsey,11- 7,6,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Doctor Churchill,123,Cian Cullinan,Eddie & Patrick Harty,11- 6,8,7
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Club Manager,123,Michael Kenneally,Ross O'Sullivan,11- 4,6,7
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Rebel Gold,128,Eoin Staples,Patrick T Foley,11- 3,13,5
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Rony Has,120,Philip Byrnes,C Byrnes,11- 3,6,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Peaceinthevalley,121,J J Slevin,Henry De Bromhead,10 -12,7,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Mystic Malina,124,Phillip Enright,Daniel G Murphy,10 -11,7,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Justatan,112,Donagh Meyler,Emmet Mullins,10 -10,7,0
Naas,25 Jan 2026,2m2½f,Heavy,2:25,Mon Sheriffe,127,Simon Torrens,P J Rothwell,10- 2,5,0
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Beechwood Road,103,Mr A P Ryan,Peter Fahey,12- 0,5,5
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Doctor Elvis,-,Mr J M Halford,Gordon Elliott,12- 0,7,7
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Largy Star,-,Mr D G Lavery,Gavin Cromwell,12- 0,7,0
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Love Sign d'Aunou,-,Mr P W Mullins,W P Mullins,12- 0,5,0
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Touch The Clouds,101,Mr L P Shanahan,Ross O'Sullivan,12- 0,5,7
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Vienna Storm,-,Miss J Townend,W P Mullins,12- 0,5,0
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Esprit De Rue,78,Ms S Peyroles,Peter McCreery,11- 7,8,7
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Eyecanboogie,-,Calum Hogan,E McNamara,11- 7,6,7
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Fly Away Home,-,Mr A D Bustin,C Byrnes,11- 7,6,7
Naas,25 Jan 2026,2m2½f,Heavy,2:55,Hazy Daisy,88,Ms N M Bradley,Eoin Griffin,11- 7,7,7
Naas,25 Jan 2026,3m½f,Heavy,3:25,Flicker Of Hope,158,Donagh Meyler,Mark Fahey,11- 3,7,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,Argento Boy,153,Paul Townend,W P Mullins,11- 0,7,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,Blaze The Way,161,Danny Mullins,Ms Margaret Mullins,11- 0,8,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,Bossofthebrownies,156,Darragh O'Keeffe,M F Morris,11- 0,7,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,Eagle Fang,157,Philip Byrnes,William Durkan,11- 0,6,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,Lonesome Boatman,143,Daniel King,Sean Joseph Allen,11- 0,10,0
Naas,25 Jan 2026,3m½f,Heavy,3:25,The Enabler,162,Jack Kennedy,Gordon Elliott,11- 0,7,0
