track_name,race_date,distance,going,horse_name,rating,jockey,trainer,weight,age,claims
Exeter,9 Jan 2026,3m,Good To Soft,Toss Of A Coin,142,Jay Tidball,Alan Jones,11 -10,8,5
Exeter,9 Jan 2026,3m,Good To Soft,First Confession,141,Brendan Powell,Joe Tizzard,11- 7,7,0
Exeter,9 Jan 2026,3m,Good To Soft,Laganhill,137,David Bass,Henry Daly,11- 6,8,0
Exeter,9 Jan 2026,3m,Good To Soft,El Granjero,142,Ned Fox,Clive Boultbee-Brooks,11- 4,7,5
Exeter,9 Jan 2026,3m,Good To Soft,Saint Anapolino,137,Sean Houlihan,Philip Hobbs & Johnson White,11- 3,7,0
Exeter,9 Jan 2026,3m,Good To Soft,Silver Thorn,139,Ben Jones,Emma Lavelle,11- 1,7,0
Exeter,9 Jan 2026,3m,Good To Soft,Wicked Thoughts,139,Harry Cobden,Paul Nicholls,11- 1,7,0
Exeter,9 Jan 2026,3m,Good To Soft,Tommy The Tank,-,Charlie Hammond,Dr Richard Newland & Jamie Insole,11- 0,8,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Mount Tempest,126,Conor Rabbitt,Sophie Leech,12- 2,9,3
Exeter,9 Jan 2026,2m3f,Good To Soft,Spirits Bay,115,Toby McCain-Mitchell,Nigel & Willy Twiston-Davies,12- 1,8,5
Exeter,9 Jan 2026,2m3f,Good To Soft,Into The Park,-,Ben Jones,Philip Hobbs & Johnson White,12- 0,7,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Big City Roller,132,Lilly Pinchin,Charlie Longsdon,11 -12,8,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Good Friday Fairy,127,Sam Twiston-Davies,Ben Clarke,11 -12,9,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Denemethy,131,Jack Hogan,Fergal O'Brien,11 -10,8,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Followcato,131,Kielan Woods,Ben Pauling,11- 2,7,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Pilsdon Pen,131,Lorcan Williams,Jeremy Scott,11- 2,9,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Boyles Hill,104,Conor Ring,Evan Williams,10 -10,7,0
Exeter,9 Jan 2026,2m3f,Good To Soft,Flash Gorcombe,135,Harry Kimber,Robert Walford,10- 4,9,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Iris Des Issards,100,Harry Cobden,Kayley Woollacott,12- 0,8,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Moorland Rambler,101,Ciaran Gethings,Jane Williams,12- 0,8,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Robber's Bridge,102,Brendan Powell,Dan Horsford,11 -13,8,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,It's A Breeze,101,Jay Tidball,Paul Nicholls,11 -13,7,5
Exeter,9 Jan 2026,2m5½f,Good To Soft,Shuil Ceoil,103,Bradley Harris,Neil Mulholland,11 -12,8,3
Exeter,9 Jan 2026,2m5½f,Good To Soft,Iamcelestialgift,99,Kielan Woods,David Killahena & Graeme McPherson,11 -12,8,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Benignitas,97,Rian Corcoran,Gordon Treacy,11 -11,9,7
Exeter,9 Jan 2026,2m5½f,Good To Soft,Getaway With You,103,Nick Slatter,David Killahena & Graeme McPherson,11 -10,8,3
Exeter,9 Jan 2026,2m5½f,Good To Soft,Directly,99,Ben Jones,Samuel Drinkwater,11- 9,7,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Largy Panic,93,Toby McCain-Mitchell,Ben Clarke,11- 9,6,5
Exeter,9 Jan 2026,2m5½f,Good To Soft,Olivia Kate,99,Stan Sheppard,Matt Sheppard,11- 8,7,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Victory Shout,85,Harry Kimber,Syd Hosie,11- 7,5,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Prairie Diamond,102,Freddie Keighley,Martin Keighley,11- 7,7,7
Exeter,9 Jan 2026,2m5½f,Good To Soft,Storming Nelson,101,Lucy Gardner,Sue Gardner,11- 5,7,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Whatmakes Honey B,102,Chad Bament,Harriet Brown,11- 4,7,7
Exeter,9 Jan 2026,2m5½f,Good To Soft,Weseekherthere,97,Sean Houlihan,Philip Hobbs & Johnson White,11- 4,7,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Locked Down Lad,95,Taylor Fisher,Joe Tickle,11- 3,6,0
Exeter,9 Jan 2026,2m5½f,Good To Soft,Tom Taggle,100,Isabel Williams,Evan Williams,11- 2,6,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Risk De Pluie,123,Toby McCain-Mitchell,Ben Clarke,12- 0,7,5
Exeter,9 Jan 2026,2m1½f,Good To Soft,Wewillgowithplanb,121,Conor Ring,Evan Williams,11 -13,9,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Royal Mer,122,Jack Tudor,David Pipe,11 -11,8,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Alto Alto,118,Freddie Gordon,Chris Gordon,11 -11,9,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Haas Boy,120,Harry Cobden,Chester Williams,11- 8,9,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Passing Kate,122,Stan Sheppard,Matt Sheppard,11- 7,9,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Love Me,-,Gavin Sheehan,Jo Davis,11- 3,6,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Bonza Boy,120,Lorcan Williams,Jeremy Scott,11- 3,9,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Paddy In The Caddy,123,Sean Houlihan,Philip Hobbs & Johnson White,11- 1,7,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,W B Easy,-,Ciaran Gethings,Robert Stephens,11- 0,6,0
Exeter,9 Jan 2026,2m1½f,Good To Soft,Kingcormac,122,Taylor Fisher,Joe Tickle,10- 3,10,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Blackswan d'Oroux,-,Ben Jones,Ben Pauling,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Bold Step,-,James Bowen,Nicky Henderson,11- 2,6,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Crystal Orchard,102,Brendan Powell,Joe Tizzard,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Eastern Fire,98,Harry Skelton,Dan Skelton,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Final Surprise,108,Ciaran Gethings,Alastair Ralph,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Gospel Moon,-,Ciaran O'Shea,Sue Gardner,11- 2,5,7
Exeter,9 Jan 2026,2m½f,Good To Soft,Governors Island,78,Bryan Carver,Harry Fry,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,I'm Wide Awake,115,Lucy Gardner,Sue Gardner,11- 2,6,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Keepsoldieringon,67,Paul O'Brien,Helen Nelmes,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Le Cold Grey,-,Harry Cobden,Paul Nicholls,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Malinaero,-,Isabel Williams,Evan Williams,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Quickkick,-,Sean Houlihan,Philip Hobbs & Johnson White,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Valiant Soldier,-,Freddie Gingell,Joe Tizzard,11- 2,5,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Fountains Gala,-,James Best,Claire Hitch,10- 9,6,0
Exeter,9 Jan 2026,2m½f,Good To Soft,Mortal Coil,-,Joshua Bryan,Tom Weston,10- 3,4,0
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Mehman,85,Reese Holohan,Denis Gerard Hogan,10- 0,7,7
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Buddy Batt,84,Hugh Horgan,Tracey Collins,9 -11,5,0
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Dontspoilasale,89,Adam Grant,Denis Gerard Hogan,9 -11,6,7
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Jered Maddox,87,Rebecca Parsons,David Marnane,9- 9,10,7
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Sporting Hero,87,Darragh O'Sullivan,Denis Gerard Hogan,9- 8,6,4
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Billboa,84,Adam Browne-Souza,W P Browne,9- 6,6,7
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Lunigiana,90,Nicola Burns,W McCreery,9- 3,4,0
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Prairie Girl,85,Patrick McGettigan,Daniel James Murphy,9- 3,4,2
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Woolridge,83,Julian Pietropaolo,A Oliver,8 -13,4,4
Dundalk (AW),9 Jan 2026Polytrack,5f,Standard,Inishmot Prince,85,Sadhbh Tormey,T G McCourt,8 -11,8,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Old Peculier,85,Joseph Harnett,Mark Fahey,10- 3,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Nakasero,82,Adam Grant,Henry De Bromhead,10- 0,5,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Pavilion End,85,Keithen Kennedy,Charles O'Brien,9 -11,6,0
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Voice Of Reason,81,Hugh Horgan,William Delahunty,9 -11,6,0
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Wandering Rocks,82,Jamie Orr,William Durkan,9 -11,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Cinammon Coco,83,Julian Pietropaolo,Joseph Patrick O'Brien,9- 8,4,4
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Trishuli River,82,Patrick McGettigan,Shane Crawley,9- 8,6,2
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Benavente,85,Reese Holohan,Denis Gerard Hogan,9- 7,8,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Riyami,83,Mel Sheridan,Denis Gerard Hogan,9- 7,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Sinbad My Dad,84,Paddy Harnett,Seamus Fahey,9- 5,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Edge Of Darkness,81,Darragh O'Sullivan,Daniel John Howard,9- 0,6,4
Dundalk (AW),9 Jan 2026Polytrack,1m4f,Standard,Porsche Lad,84,Nicola Burns,Denis Gerard Hogan,8 -11,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Caoilte,-,Rebecca Parsons,David Marnane,9- 8,3,10
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Clonbun,-,Yudish Geerdharry,J P Murtagh,9- 8,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Equilux,56,Shay Wallace,Joseph Patrick O'Brien,9- 8,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Flanker Jet,89,Donagh O'Connor,Robson De Aguiar,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Goldinthesea,82,Scott McCullagh,Joseph Patrick O'Brien,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Incredible Army,41,Killian Leonard,Jack Foley,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Lovewhatyoudo,-,Sean Davis,Sean Davis,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Mount Eden,-,Paddy Harnett,Donnacha Aidan O'Brien,9- 8,3,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Nermal,-,Adam Browne-Souza,Andrew Slattery,9- 8,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Outlaw Man,74,Leigh Roche,M D O'Callaghan,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Picadilly Reserve,-,Gary Halpin,Joseph Patrick O'Brien,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Royal Sapphire,-,Julian Pietropaolo,Joseph Patrick O'Brien,9- 8,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Thirsty Owl,82,Brandon Wilkie,Gavin Cromwell,9- 8,3,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Satisfy My Soul,78,Nathan Crosse,John S O'Donoghue,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Sand Art,63,,Kevin Thomas Coleman,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Zezuru,65,,Ciaran Murphy,9- 8,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Queen Earthlight,66,,D K Weld,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Arrietty,90,Scott McCullagh,Joseph Patrick O'Brien,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Astronomically,93,Paddy Harnett,Donnacha Aidan O'Brien,9- 3,3,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Blanc De Blanc,-,Donagh O'Connor,Robson De Aguiar,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Charm Of Venice,40,Nicola Burns,A Oliver,9- 3,3,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Cleopatra Dream,70,Killian Leonard,Diego Dias,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Coilins Girl,-,Patrick McGettigan,J P Murtagh,9- 3,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Eclat,-,Leigh Roche,D K Weld,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Glitter And Glory,82,Nathan Crosse,Mrs John Harrington,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,He's Holding Court,-,Adam Browne-Souza,Andrew Slattery,9- 3,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Lady In Gold,-,Shay Wallace,Joseph Patrick O'Brien,9- 3,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Merciless,-,Rory Cleary,Josh Halley,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Personified,-,Julian Pietropaolo,Joseph Patrick O'Brien,9- 3,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Pollenca,-,Jimmy Dalton,Andrew Slattery,9- 3,3,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,So Must I,64,Gary Halpin,Joseph Patrick O'Brien,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Curious Jane,42,,Ciaran Murphy,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,No Bother Aoife,60,,Gavin Cromwell,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Sarfarcat,50,,Thomas Coyle,9- 3,3,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Boyne Valley,65,Terry Casey,Michael Mulvany,10- 2,4,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Imperial Fighter,70,Rory Mulligan,Patrick J McKenna,10- 1,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Brains,66,Patrick McGettigan,R Donohoe,10- 0,10,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Morning Approach,61,Nathan Crosse,W McCreery,9 -13,8,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Battle Borne,61,Paddy Harnett,Patrick J McKenna,9 -12,4,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Marbush,64,Nicola Burns,Denis Gerard Hogan,9 -10,4,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Heart Of Darkness,67,Rory Cleary,Adrian McGuinness,9- 9,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,La Campanella,60,Mark Crehan,Gerard Keane,9- 9,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Beat The Devil,63,Donagh O'Connor,Patrick Magee,9- 6,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Alto Sax,66,Leigh Roche,Peter Fahey,9- 3,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Gold Dublooms,61,Killian Leonard,Eamonn O'Connell,8 -13,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Carrickfinn,61,Julian Pietropaolo,Shane Gallagher,8 -12,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Kitty Bear,61,Orla Tynan,Andrew Slattery,8 -12,4,10
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Man Is King,66,Jimmy Dalton,Thomas Dowling,8 -10,7,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Surf On Jamie,62,,Paul Mulligan,9- 6,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Bella Colombia,64,Donagh O'Connor,W McCreery,10- 2,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Si Senior,64,Julian Pietropaolo,M K Flannery,10- 2,5,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Rock Etoile,60,Leigh Roche,Patrick J McKenna,9 -13,8,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Methgal,59,Conor Cusack,P J F Murphy,9 -12,4,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Smaoineamh Sile,63,Darragh O'Sullivan,Conor David Maxwell,9 -10,8,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Storm Eric,61,Scott McCullagh,Jamie Flynn,9- 9,7,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Brosna Green,61,Jessica O'Gorman,Patrick J McKenna,9- 8,4,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Georg Zhukov,64,Killian Leonard,Eamonn O'Connell,9- 7,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,My Vonnie,70,Rory Mulligan,M M Rice,9- 7,5,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Hell Left Loose,60,Nicola Burns,Denis Gerard Hogan,9- 5,10,5
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Hale Bopp,63,Patrick McGettigan,R Donohoe,9- 4,8,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Endless Dawn,65,Rory Cleary,Adrian McGuinness,8 -13,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Lady Luck,57,Gary Halpin,Rodger Sweeney,8 -11,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Jazz Dreamers,62,Yudish Geerdharry,Seamus Fahey,8 -10,8,7
Dundalk (AW),9 Jan 2026Polytrack,1m,Standard,Haeret In Pectore,57,,A J Martin,8 -10,5,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Alfred Tennyson,86,Hugh Horgan,Denis Gerard Hogan,10- 3,4,5
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Musical Act,80,Patrick McGettigan,Ciaran Murphy,10- 3,5,7
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Heart Of Eternity,77,Leigh Roche,Denis Gerard Hogan,9- 8,4,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Venetian,83,Reese Holohan,Denis Gerard Hogan,9- 8,6,10
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Neo Smart,85,Nicola Burns,J S Bolger,9- 7,5,5
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Oiche Rua,83,Scott McCullagh,Adrian McGuinness,9- 7,4,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Giselles Defence,81,Sean Davis,Sean Davis,9- 5,6,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Clonmacash,89,Rory Cleary,Adrian McGuinness,9- 4,5,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Vibrato,88,Killian Leonard,Cian Collins,9- 1,5,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Amemri,89,Darragh O'Sullivan,David Marnane,9- 0,6,7
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Never Shout Never,87,Gary Halpin,Andrew McNamara,8 -12,6,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Salah Belle,81,Nathan Crosse,Ms Sheila Lavery,8 -11,5,0
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Gobi Star,83,Shay Wallace,James M Barcoe,8 -10,8,7
Dundalk (AW),9 Jan 2026Polytrack,7f,Standard,Rough Diamond,82,Jimmy Dalton,John G Carr,8 -10,9,7
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Stay In The Game,82,Rory Cleary,John Joseph Hanlon,9 -11,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Anchors Away,49,Leigh Roche,M G Quinn,9- 9,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Palmezzano,82,Nicola Burns,Denis Gerard Hogan,9- 9,4,5
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Nelliestar,32,Patrick McGettigan,Thomas Patrick McGettigan,9- 6,6,7
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,One For Teigan,57,Killian Leonard,P Sweeney,9- 6,5,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Qamari,80,Adam Grant,John C McConnell,9- 6,5,7
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Diamond Exchange,89,Keithen Kennedy,Mrs John Harrington,9- 4,4,5
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Killyclogher Rose,83,Nathan Crosse,A Oliver,9- 4,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Lady Crossing,34,Gary Halpin,William J Fitzpatrick,9- 4,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Picture This,-,Paddy Harnett,G T Hourigan,9- 4,4,5
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Powerful Rosie,73,Mark Crehan,Liz Doyle,9- 4,4,0
Dundalk (AW),9 Jan 2026Polytrack,1m2½f,Standard,Yutori,78,Scott McCullagh,Daniel McLoughlin,9- 4,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Natzor,70,Andrew Mullen,Lizzie Quinlan,10- 0,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Clansman,78,Billy Garritty,Liam Bailey,9 -12,8,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Bunker Bay,76,Aiden Brookes,Micky Hammond,9- 8,7,3
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Cardinal Point,78,Joe Bradnam,Michael Bell,9- 8,4,7
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,King Chaos,81,Kaiya Fraser,Rebecca Menzies,9- 6,5,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Brunello Breeze,76,Jason Watson,Liam Bailey,9- 6,7,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Royal Blaze,77,Shane Gray,Ewan Whillans,9- 5,5,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Annandale,79,Paul Mulrennan,Jim Goldie,9- 3,8,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Shifter,73,Paula Muir,Wilf Storey,8- 9,7,3
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Asia Force,-,Pierre-Louis Jamin,K R Burke,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Choir Boy,66,Cam Hardie,Antony Brittain,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Level Look,66,Jason Watson,Andrew Balding,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,New Bay Star,79,Oliver Stammers,Charlie Johnston,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Onyeisi,65,Jason Watson,Charlie Johnston,9- 9,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Petes Diamond,61,Alistair Rawlinson,Joey Ramsden,9- 4,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Riddikulus,60,Oliver Stammers,Grant Tuer,9- 4,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Trust No One,65,Taryn Langley,Lemos De Souza,8 -13,3,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Sunday Sinatra,53,Andrew Mullen,Ollie Sangster,8- 9,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Family Values,59,Tom Kiely-Marshall,Dylan Cunha,8- 9,3,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Alba Gu Brath,82,Andrew Mullen,Charlie Johnston,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Five Cay,74,Taryn Langley,Jack Morland,9- 7,3,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Viking Glory,76,Oisin McSweeney,Adrian Paul Keatley,9- 7,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Red House,34,Cam Hardie,Ann Duffield,9- 3,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Freezing Havana,22,Duran Fentiman,Adrian Nicholls,8 -13,3,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Mostar Dreams,90,Oisin McSweeney,Adrian Paul Keatley,9 -11,5,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Enola Grey,93,Kaiya Fraser,Gemma Tutty,9- 8,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Great Mates,90,Paul Mulrennan,Michael Wigham,9- 5,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Donna Nook,93,Jason Watson,David O'Meara,9- 3,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Soho Square,88,Shane Gray,Edward Bethell,9- 1,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Electric Avenue,91,Cam Hardie,Ivan Furtado,9- 1,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Bossy Parker,54,Zak Wheatley,Tony Culhane & Stella Barclay,9- 9,6,3
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Eagles Whistle,47,Shane Gray,Daragh Bourke,9- 9,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Elettaria,61,Cam Hardie,John Wainwright,9- 9,7,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Esque Elegance,51,Lauren Young,Ann Duffield,9- 9,4,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Evoluir,55,Aiden Brookes,Micky Hammond,9- 9,5,3
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Laurens Dream,59,Billy Garritty,Michael & David Easterby,9- 9,4,0
