track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Crab Road,-,Patrick McGettigan,John Joseph Hanlon,9 -12,5,2
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Jet Renegade,-,Julian Pietropaolo,Andrew Kinirons,9 -12,5,4
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Kidam Roque,79,Conor Cusack,Eoin Griffin,9 -12,6,7
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Kings Gesture,72,Jimmy Dalton,Michael Paul Ryan,9 -12,5,7
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Soaring Sun,77,Robyn Donaghue-Leahy,Patrick J Flynn,9 -12,5,4
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Battling Siki,-,Joseph Harnett,Mark Fahey,9- 9,4,7
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Dancingondiamonds,76,Hugh Horgan,Joseph Patrick O'Brien,9- 9,4,0
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Miners Cabin,-,Sam Coen,Kevin Thomas Coleman,9- 9,4,2
Dundalk (AW),13 Jan 2026Polytrack,1m4f,Standard,1:30,Tyraxes,76,Reese Holohan,Denis Gerard Hogan,9- 9,4,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Stonking,-,Keithen Kennedy,John Joseph Hanlon,10- 2,7,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Urban War,-,Paddy Harnett,John Joseph Hanlon,10- 0,8,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Aratayvo,85,Nicola Burns,D K Weld,9 -13,5,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Daonethatgotaway,76,Reese Holohan,Mark Fahey,9 -10,6,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Una Matata,73,Sam Coen,Adrian McGuinness,9 -10,5,2
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Hurricane Helen,78,Hugh Horgan,Ross O'Sullivan,9- 9,8,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Lahore Da King,71,Patrick McGettigan,Anthony Mullins,9- 9,4,2
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Moyassr,73,Adam Grant,Paul W Flynn,9- 9,5,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Bint Majestic Roi,72,Orla Tynan,Andrew Slattery,9- 8,4,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Comfort Line,77,Jimmy Dalton,Denis Gerard Hogan,9- 8,9,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Johnny's Oasis,72,Cillian Rowan,Adrian McGuinness,9- 7,4,7
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,March To The Band,67,Rory Mulligan,John S O'Donoghue,9- 7,4,2
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Fleetfootsoldier,74,Julian Pietropaolo,Denis Gerard Hogan,9- 6,6,4
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Magna Gee Gee,72,Robyn Donaghue-Leahy,Patrick J Flynn,9- 6,4,4
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Battle Borne,73,,Patrick J McKenna,9- 0,4,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Smaoineamh Sile,75,,Conor David Maxwell,8 -12,8,0
Dundalk (AW),13 Jan 2026Polytrack,1m,Standard,2:00,Bucky Larson,71,,P Sweeney,8- 9,11,0
