track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Night Moon,108,Paul Townend,W P Mullins,11- 4,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Beckistine,124,Donagh Meyler,M A Molloy,11- 3,7,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Mavetherave,123,Darragh O'Keeffe,W R Crawford,11- 3,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Youlita,121,Philip Byrnes,C Byrnes,11- 1,7,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Zuzukel,124,Daniel King,A J Martin,11- 1,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Aruntothequeen,113,Jack Kennedy,Mrs John Harrington,11 -13,7,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Clody Diamond,109,Eoin Staples,Paul Nolan,11- 7,6,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Stiltellinemnuttin,109,Sean Flanagan,Michael Mulvany,11- 6,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Rockstown Girl,112,Eoghan Finegan,Anthony McCann,11- 5,8,7
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Missus Beeton,114,Keith Donoghue,J P Dempsey,11- 4,8,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Beautiful Chaos,112,Shane Markey,Ross O'Sullivan,11- 2,8,7
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Mi Lucky Cailin,114,Liam McKenna,William J McLernon,11- 2,8,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Catchabird,115,Aidan Kelly,Sarah Joanna Connell,11- 0,8,3
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Gangster Granny,107,Shane Fitzgerald,C A McBratney,11- 0,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Patty O'Farrell,112,Sean O'Keeffe,Peter Maher,11- 0,8,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Walk In The Sea,112,Conor Stone-Walsh,Ian Patrick Donoghue,10- 0,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:50,Ringcreevy Diamond,110,Simon Torrens,C A McBratney,10- 0,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Tsavo Park,98,Gavin Brouder,John Joseph Hanlon,12- 0,7,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Gamigin,104,Mr O McGill,Gary McGill,11 -13,8,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Verbal Sparring,103,Carl Millar,Desmond McDonogh,11 -13,7,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Surrey Force,93,James Smith,Thomas Gibney,11 -12,5,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Aswellasabentley,99,Keith Donoghue,Gavin Cromwell,11 -10,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Lips Freedom,87,Cian Quirke,Andrew Kinirons,11 -10,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,I Feel Fine,97,Daniel King,M A Molloy,11- 7,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Kingdom Calling,102,Simon Torrens,Eoin Christopher McCarthy,11- 7,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Opposite Ends,92,Philip Byrnes,C Byrnes,11- 5,8,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Promo Queen,92,Kieren Buckley,Chris Timmons,11- 4,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Lejolicoeur Du Mou,91,Donagh Meyler,J P Dempsey,11- 1,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Might Be The One,96,Darragh O'Keeffe,Andrew McNamara,11- 1,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Euro Maker,103,Kevin Healy,Adrian Murray,11- 0,5,7
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Boston Bobby,97,Tiernan Power Roche,P J Rothwell,10 -12,7,3
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Centaq,104,Patrick M O'Brien,Dermot A McLoughlin,10 -11,6,5
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Copper Rocker,93,Tom Buckley,Edward Buckley,10- 9,4,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Creative Dancer,86,Conor Stone-Walsh,Ian Patrick Donoghue,10- 9,9,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Go Gill Go,106,Danny Gilligan,James Grace,10- 5,11,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Sekifi,34,Michael Kenneally,Matthew J Smith,10- 4,8,7
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Avandra,107,Dylan Robinson,P J Rothwell,10- 1,6,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Jaynemax,96,Jordan Gainford,Thomas Dowling,11- 9,5,0
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Ballyedward,101,J J Slevin,S R B Crawford,11 -12,6,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,He's Gorgeous,141,Danny Mullins,P A Fahy,12- 0,7,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,McLaurey,134,Mark Walsh,Emmet Mullins,12- 0,7,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Sky Lord,131,Darragh O'Keeffe,Henry De Bromhead,12- 0,7,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Karafon,133,Sean O'Keeffe,S R B Crawford,11- 7,6,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Anotherway,136,J J Slevin,Thomas Gibney,11- 4,7,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Koori Star,132,Danny Gilligan,Peter Fahey,11- 4,8,0
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Splashing Out,129,Ricky Doyle,Eoin Griffin,10 -13,8,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Bocelli's Voice,104,Liam McKenna,Dermot A McLoughlin,12- 0,10,5
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Elusive Guy,107,Peter Smithers,Jarlath P Fahey,12- 0,8,7
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Person Of Interest,107,Dylan O'Connor,John Joseph Hanlon,12- 0,6,7
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Tell Nobody Nothin,105,Donagh Meyler,Noel Meade,11 -13,6,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Luimneach,102,Aidan Kelly,Desmond McDonogh,11 -11,9,3
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Oneforgonzo,89,Sean O'Keeffe,Sean Aherne,11 -10,8,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Kazbek,-,Danny Mullins,Peter Fahey,11- 9,6,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Warm In Gorey,104,Tiernan Power Roche,P J Rothwell,11- 9,8,3
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Toon Town,105,Keith Donoghue,Gavin Cromwell,11- 8,9,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Harley Street,-,Caragh Monaghan,Ian Patrick Donoghue,11- 5,7,7
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Royal Time,96,Eoin Staples,Shane Crawley,11- 5,7,5
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Shanroe Nancy,-,Ben Harvey,Karl Thornton,10 -11,7,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Shanroe Act,-,Daniel King,Karl Thornton,10- 4,8,0
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Baltinglass Hill,108,Dylan Robinson,P J Rothwell,10- 3,9,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Born Braver,121,Keith Donoghue,Gavin Cromwell,12- 0,8,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Al Kalila,129,J J Slevin,S R B Crawford,11 -12,7,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Whatcouldhavebeen,123,Aidan Kelly,Jarlath P Fahey,11 -12,8,3
Down Royal,20 Jan 2026,3m,Yielding,3:50,Lucky Lyreen,127,Jack Kennedy,Gordon Elliott,11 -11,8,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Where's Frankie,123,Ben Harvey,Karl Thornton,11- 5,10,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Stormy Judge,124,Richard Condon,P A Fahy,11- 1,11,5
Down Royal,20 Jan 2026,3m,Yielding,3:50,Diamond Dollar,127,Philip Byrnes,C Byrnes,10 -13,7,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Shantou Show,125,Conor Stone-Walsh,Noel C Kelly,10- 9,10,0
Down Royal,20 Jan 2026,3m,Yielding,3:50,Duffys Hodey,124,Simon Torrens,P J Rothwell,10- 1,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Sword Of Wessex,85,Cam Hardie,James Owen,9 -11,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Haveyoumissedme,81,Andrew Mullen,Iain Jardine,9 -11,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Lightening Company,83,Paul Mulrennan,Ben Haslam,9 -10,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Selenic,86,Luke Morris,Sir Mark Prescott Bt,9- 8,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Imperial Trooper,84,George Wood,Jennie Candlish,9- 8,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Golspie,83,David Nolan,Patrick Morris,9- 5,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Cavalry Call,82,Sean Kirrane,R Mike Smith,9- 5,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Prince Achille,83,Billy Garritty,Jedd O'Keeffe,9- 4,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Jack Sparowe,85,P J McDonald,John Butler,9- 4,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,Maui Breeze,83,Paula Muir,Wilf Storey,9- 3,4,3
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m2f,Standard,12:43,King Chaos,85,Kaiya Fraser,Rebecca Menzies,9- 2,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Catherine Chroi,53,Mohammed Tabti,Iain Jardine,9- 9,8,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Chris's Mate,53,George Wood,Gary Harrison,9- 9,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Dash Power,55,Sean Kirrane,Lawrence Mullaney,9- 9,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Green Valentine,59,Barry McHugh,Alan Brown,9- 9,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Ring Of Gold,61,Billy Garritty,Michael & David Easterby,9- 9,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Rock Master,54,Ryan Kavanagh,Tony Carroll,9- 9,4,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Rory,55,Paul Mulrennan,Jim Goldie,9- 9,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,She'sashambles,50,Rowan Scott,Phillip Makin,9- 9,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Sir Maxi,61,Shane Gray,Sam England,9- 9,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Superior Council,62,Cara Tuke,Iain Jardine,9- 9,7,7
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,The Gay Blade,-,NON-RUNNER,Iain Jardine,9- 9,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,7f,Standard,1:13,Wee Nan,-,NON-RUNNER,Alan Brown,9- 9,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Mr Dreamseller,62,David Nolan,David & Nicola Barron,10- 2,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Dandy Breeze,76,Paul Mulrennan,Bryan Smart,9- 1,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Starryfield,75,Luke Morris,James Owen,9- 1,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Battenburg Belle,54,Andrew Mullen,Rebecca Menzies,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Caileag Aisling,66,Oisin McSweeney,Lucinda Russell & Michael Scudamore,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Country Artiste,75,Joanna Mason,Craig Lidster,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Egotistical,62,Rowan Scott,Roger Varian,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Harmonised,71,Shane Gray,Kevin Ryan,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Havin A Flyer,59,Tom Kiely-Marshall,Rebecca Menzies,8 -10,3,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,1:43,Mad Dash,75,P J McDonald,Andrew Balding,8 -10,3,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Joseph,76,Jack Nicholls,John Butler,9- 9,4,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Tasever,76,David Nolan,Patrick Morris,9- 8,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Sea Legend,77,Paul Mulrennan,Jim Goldie,9- 8,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Samra Star,75,Kaiya Fraser,Linda Perratt,9- 7,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Rogue Officer,73,Cam Hardie,Antony Brittain,9- 6,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Falcon Nine,76,Mohammed Tabti,Iain Jardine,9- 5,6,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Mali And Me,73,Joanna Mason,Michael Dods,9- 4,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Aisling Oscar,81,Oisin McSweeney,Adrian Paul Keatley,9- 4,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Little Ted,76,Sean Kirrane,Tim Easterby,9- 2,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,1m,Standard,2:13,Chiefman,74,Amie Waugh,R Mike Smith,8- 4,5,3
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Badri,99,Luke Morris,Michael Herrington,9- 9,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Coachello,98,George Wood,Mark Loughnane,9- 7,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Betsen,101,Ryan Kavanagh,Tony Carroll,9- 5,5,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Aberama Gold,100,Billy Garritty,David O'Meara,9- 2,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,The Bell Conductor,99,Barry McHugh,Ivan Furtado,9- 2,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Northern Spirit,100,Ben Robinson,Brian Ellison,9- 0,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,2:43,Silky Wilkie,101,Jack Nicholls,K R Burke,8 -13,7,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Teardrops,68,George Wood,Richard Spencer,10- 0,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Ana Emaraaty,68,Paul Mulrennan,Jim Goldie,9- 8,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Spartan Fighter,67,Cam Hardie,Antony Brittain,9- 8,9,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Cordelin,60,Barry McHugh,John Norton,9- 6,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Tickets,66,Andrew Mullen,Ben Haslam,9- 6,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Auntie Jo,64,Ben Robinson,David O'Meara,9- 5,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Fircombe Hall,65,Rhys Elliott,Philip Kirby,9- 1,8,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Yaahobby,63,Alex Jary,Antony Brittain,9- 0,7,3
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:13,Wee Nan,61,Sean Kirrane,Alan Brown,9- 0,4,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Instant Bond,66,Paul Mulrennan,Michael Wigham,9- 9,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Asadjumeirah,65,Cam Hardie,Antony Brittain,9- 8,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Eco Power Boy,65,Gianluca Sanna,Seb Spencer,9- 7,5,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Ramon Di Loria,66,Rowan Scott,Ewan Whillans,9- 6,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Yorkshire Glory,67,Andrew Mullen,Ben Haslam,9- 5,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,The Gay Blade,64,Cara Tuke,Iain Jardine,9- 2,7,7
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Bernie The Bear,62,Kaiya Fraser,Linda Perratt,9- 0,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,6f,Standard,3:43,Badosa,62,James Sullivan,Patrick Morris,9- 0,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Dark Kestrel,80,Cam Hardie,Antony Brittain,9- 9,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Ganesha,80,Rowan Scott,Phillip Makin,9- 5,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Darlo Pride,79,Rhys Elliott,Michael Dods,9- 5,6,5
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Our Absent Friends,80,Oisin McSweeney,Tristan Davidson,9- 4,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Dandy Dinmont,82,Faye McManoman,Nigel Tinkler,9- 4,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Harb,79,Luke Morris,Tristan Davidson,9- 3,7,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Bibendum,79,George Wood,Julie Camacho,9- 0,5,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Mersea,76,Sean Kirrane,Grant Tuer,9- 0,6,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Thunderstorm Katie,79,Shay Farmer,Jim Goldie,9- 0,5,7
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Digital,82,James Sullivan,Ruth Carr,8 -12,8,0
Newcastle (AW),20 Jan 2026 SKY Tapeta,5f,Standard,4:13,Doon The Glen,80,Amie Waugh,Jim Goldie,8- 4,6,3
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Hot To Go,101,Sam Twiston-Davies,Nigel & Willy Twiston-Davies,11 -12,5,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Skuna Bay,122,Theo Gillard,Donald McCain,11 -12,7,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Starzand,128,Sean Houlihan,Philip Hobbs & Johnson White,11 -12,6,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Ubatuba,121,Ben Sutton,Olly Murphy,11 -12,6,5
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Bresiliant,115,Charlie Deutsch,Venetia Williams,11- 5,9,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Could Be You,91,Harry Kimber,Ryan Potter,11- 5,6,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Tombereau,-,Charlie Hammond,Stuart Edmunds,11- 5,5,0
Leicester,20 Jan 2026,2m4½f,Heavy,1:32,Fine As Wine,99,Benjamin Macey,Gary Hanmer,10 -12,8,7
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Lac De Constance,-,Tristan Durrell,Dan Skelton,12- 0,10,0
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Jipcot,129,Kielan Woods,Jonjo & A J O'Neill,11 -12,7,0
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Happy And Fine,131,Tom Broughton,Alex Hales,11 -10,9,5
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Taras Halls,129,Danny McMenamin,Joel Parkinson & Sue Smith,11- 9,8,0
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Landen Calling,129,Jonathan Burke,Fergal O'Brien,11- 8,10,0
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,Heeztheboy,131,Jack Hogan,Gary Hanmer,11- 1,9,0
Leicester,20 Jan 2026,2m6½f,Good To Soft,2:02,No Tackle,132,Liam Harrison,Robbie Llewellyn,11- 0,9,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Ayyadieh,87,Theo Gillard,Donald McCain,11- 8,5,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Francky Blue,-,Conor Ring,Evan Williams,11- 8,5,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Garavogue,99,Harry Reed,Nick Scholfield,11- 8,8,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Josh Central,75,James Best,Sarah-Jayne Davies,11- 8,5,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Kastellion,99,NON-RUNNER,Mel Rowley,11- 8,6,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Le Fabuleux Buck's,97,Freddie Keighley,Martin Keighley,11- 8,5,7
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Mister Ursus,100,Sean Bowen,Olly Murphy,11- 8,5,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Saint Polo,93,Ian Power,Jennie Candlish,11- 8,6,0
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Seaview Rock,114,Ben Sutton,Olly Murphy,11- 8,6,5
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Sutherland,114,Jack Andrews,T Ellis,11- 8,6,3
Leicester,20 Jan 2026,1m7½f,Heavy,2:32,Three Dons,112,Nick Slatter,Tony Carroll,11- 8,7,3
