track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,win_probability
Kempton,10 Jan 2026,2m,Good,3:53,Oakley's Way,130,Ben Godfrey,Anthony Honeyball,10- 2,6,0,True,0.010721063
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Beachcomber,144,Jonjo O'Neill Jr,Jonjo & A J O'Neill,11- 5,8,0,True,0.0107100895
Kempton,10 Jan 2026,2m,Good,12:20,Swingin Safari,130,Harry Cobden,Paul Nicholls,11- 6,6,0,True,0.010689173
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Wreckless Eric,149,Kielan Woods,Jonjo & A J O'Neill,10 -10,6,0,True,0.010588427
Kempton,10 Jan 2026,2m,Good,12:20,Baron Noir,133,Tom Bellamy,Alan King,11- 6,6,0,True,0.010552355
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Just A Rose,147,Freddie Gingell,Paul Nicholls,10- 3,7,0,True,0.010386123
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Iberico Lord,148,James Bowen,Nicky Henderson,11- 4,8,0,True,0.01027327
Kempton,10 Jan 2026,2m,Good,3:53,King William Rufus,131,Freddie Gordon,Chris Gordon,11- 5,9,0,True,0.010156059
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Soul Icon,145,Sam Twiston-Davies,Keiran Burke,12- 0,9,0,True,0.01000245
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,A Pai De Nom,148,Harry Skelton,Dan Skelton,10- 6,6,0,True,0.009933886
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Came From Nowhere,147,Lorcan Williams,Jeremy Scott,10- 6,7,0,True,0.009895993
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Just Ennemi,143,Paul O'Brien,Harry Derham,10- 6,6,0,True,0.009826056
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Krak,145,J J Slevin,Nigel & Willy Twiston-Davies,10- 7,6,0,True,0.00977315
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Sea Invasion,144,Ben Godfrey,Anthony Honeyball,10- 2,8,0,True,0.009587373
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Yellow Star,148,Freddie Mitchell,Gary & Josh Moore,10- 3,6,3,True,0.009374231
Kempton,10 Jan 2026,2m,Good,12:20,The Egyptian Ginge,129,Mr Jamie Neild,Nigel & Willy Twiston-Davies,11- 0,5,7,True,0.009325453
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Fasol,148,Miss Olive Nicholls,Paul Nicholls,10- 5,7,5,True,0.009276262
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,King Of The Lake,146,Chad Bament,Jeremy Scott,10 -10,8,7,True,0.009227789
Kempton,10 Jan 2026,2m,Good,3:53,Rare Edition,131,Daire McConville,Charlie Longsdon,11 -13,9,7,True,0.009227636
Kempton,10 Jan 2026,2m,Good,3:53,Williethebuilder,133,Toby McCain-Mitchell,Christian Williams,12- 2,7,5,True,0.009070639
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Ike Sport,147,Sam Twiston-Davies,Neil Mulholland,10- 9,8,0,True,0.009042185
Kempton,10 Jan 2026,2m,Good,12:20,Can U Feel It,103,Toby McCain-Mitchell,Christian Williams,11- 0,5,5,True,0.008716397
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Goodwin,151,Rian Corcoran,Chris Gordon,10- 7,8,7,True,0.008433065
Kenilworth,10 Jan 2026,5f,Good,2:00,Dance Variety,-,,A N Marcus,9- 6,6,0,True,0.038235784
Kenilworth,10 Jan 2026,5f,Good,2:00,Outlaw King,110,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.03490577
Kenilworth,10 Jan 2026,5f,Good,2:00,Kingdundee,-,Calvin Habib,Dean Smith,9- 6,4,0,True,0.03235654
Kenilworth,10 Jan 2026,5f,Good,2:00,Meu Capitano,-,,Piet & Elbert Steyn,9- 6,5,0,True,0.031794857
Kenilworth,10 Jan 2026,1m,Good,2:45,Legal Counsel,-,C Little,Justin Snaith,9- 6,4,0,True,0.03156829
Kenilworth,10 Jan 2026,1m,Good,2:45,Jet Force,-,Grant Van Niekerk,Des A McLachlan,9- 6,4,0,True,0.03156829
Kenilworth,10 Jan 2026,1m,Good,2:45,See It Again,123,A Fortune,Justin Snaith,9- 6,6,0,True,0.029929504
Kenilworth,10 Jan 2026,5f,Good,2:00,Arctic Wizard,-,,G W Ennion,9- 6,4,0,True,0.029619703
Kenilworth,10 Jan 2026,5f,Good,2:00,Surjay,112,Luyolo Mxothwa,James Crawford,9- 6,7,0,True,0.029566696
Kenilworth,10 Jan 2026,1m,Good,2:45,The Real Prince,125,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.028802276
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Sukhumvit,-,P Mxoli,Alec Laird,9- 6,5,0,True,0.028583469
Kenilworth,10 Jan 2026,1m,Good,2:45,Sugar Mountain,123,A Domeyer,Candice Bass,9- 6,7,0,True,0.028531348
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Give Me Everything,-,Juan Paul V'D Merwe,Dean Kannemeyer,9- 5,4,0,True,0.028149087
Kenilworth,10 Jan 2026,5f,Good,2:00,Quantum Theory,102,K De Melo,Sean Tarry,9- 6,6,0,True,0.026951954
Kenilworth,10 Jan 2026,5f,Good,2:00,Constellation,-,Callan Murray,Mike & Mathew De Kock,8 -13,3,0,True,0.026846971
Kenilworth,10 Jan 2026,1m,Good,2:45,Eight On Eighteen,124,Oisin Murphy,Justin Snaith,9- 6,4,0,True,0.02590296
Kenilworth,10 Jan 2026,5f,Good,2:00,Truth,98,Ryan Munger,Candice & Tammy Dawson,9- 6,4,0,True,0.025733383
Kenilworth,10 Jan 2026,5f,Good,2:00,Asiye Phambili,118,S Veale,Lucinda Woodruff,9- 1,6,0,True,0.025668526
Kenilworth,10 Jan 2026,5f,Good,2:00,Cafe Culture,116,C Little,Lucinda Woodruff,9- 6,6,0,True,0.025668526
Kenilworth,10 Jan 2026,5f,Good,2:00,Tenango,117,A Domeyer,Candice Bass,9- 6,5,0,True,0.025496222
Kenilworth,10 Jan 2026,5f,Good,2:00,Snow Pilot,115,Rene Piechulek,Justin Snaith,9- 6,5,0,True,0.024514602
Kenilworth,10 Jan 2026,5f,Good,2:00,Buffalo Storm Cody,121,Gavin Lerena,Tony Peter,9- 6,4,0,True,0.022913583
Kenilworth,10 Jan 2026,1m,Good,2:45,Gladatorian,126,S Veale,Stuart Ferrie,9- 6,6,0,True,0.022825588
Kenilworth,10 Jan 2026,1m,Good,2:45,Dave The King,120,Ryan Munger,Mike & Mathew De Kock,9- 6,6,0,True,0.022349518
Kenilworth,10 Jan 2026,5f,Good,2:00,I Am Giant,110,Oisin Murphy,Stuart Ferrie,9- 6,6,0,True,0.021034352
Kenilworth,10 Jan 2026,1m,Good,2:45,Questioning,110,R Fourie,Vaughan Marshall,9- 6,5,0,True,0.020592123
Kenilworth,10 Jan 2026,1m,Good,2:45,Fire Attack,119,Calvin Habib,Alec Laird,9- 6,4,0,True,0.020245386
Kenilworth,10 Jan 2026,1m,Good,2:45,Garrix,112,S'manga Khumalo,Piet & Elbert Steyn,9- 6,4,0,True,0.020167578
Kenilworth,10 Jan 2026,1m,Good,2:45,Cosmic Speed,123,Gavin Lerena,Sean Tarry,9- 6,4,0,True,0.020161336
Kenilworth,10 Jan 2026,1m,Good,2:45,Sail The Seas,117,M Yeni,Justin Snaith,9- 6,4,0,True,0.020028828
Kenilworth,10 Jan 2026,5f,Good,2:00,Direct Hit,126,NON-RUNNER,Alan Greeff,8- 7,3,0,True,0.019917592
Kenilworth,10 Jan 2026,1m,Good,2:45,Jan Van Goyen,131,Callan Murray,Mike & Mathew De Kock,8- 9,3,0,True,0.01986343
Kenilworth,10 Jan 2026,5f,Good,2:00,Lucky Lad,121,S'manga Khumalo,Sean Tarry,9- 6,5,0,True,0.018943245
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Red Palace,116,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.017268574
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Rainbow Lorikeet,103,A Domeyer,Candice Bass,9- 6,5,0,True,0.016925804
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Minogue,107,M Yeni,Candice & Tammy Dawson,9- 6,5,0,True,0.016827226
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Double Grand Slam,123,Oisin Murphy,Justin Snaith,9- 6,5,0,True,0.016795905
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Little Suzie,108,S Veale,Justin Snaith,9- 5,4,0,True,0.016706115
Kenilworth,10 Jan 2026,5f,Good,2:00,O'Tenikwa,102,C Orffer,Andre Nel,9- 6,4,0,True,0.016343141
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Keukenhof,123,Callan Murray,Dean Kannemeyer,8- 7,3,0,True,0.014642127
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Wish List,127,A Fortune,Justin Snaith,8- 7,3,0,True,0.014533107
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Reet Petite,130,R Fourie,James Crawford,8- 7,3,0,True,0.012676714
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Invincible Storm,51,Luke Morris,Ed de Giles,9- 9,4,0,True,0.06891764
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Tortured Soul,80,Jack Doughty,Tony Carroll,9 -11,6,0,True,0.064117864
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Vitalline,60,Josephine Gordon,Keiran Burke,9- 9,8,0,True,0.06024133
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Imperial Decision,23,Josephine Gordon,Keiran Burke,10- 2,4,0,True,0.056150272
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Dr Ali,59,Jonny Peate,J R Jenkins,9- 9,4,0,True,0.054541282
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Alyara,50,Dylan Hogan,Joe Ponting,9- 9,8,0,True,0.05243383
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Under Curfew,53,Gina Mangan,Tony Carroll,9- 9,10,0,True,0.052049562
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Tilsworth Max,54,Jonny Peate,J R Jenkins,9- 9,6,0,True,0.05166728
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Voodoo Ray,51,Tom Queally,Gary & Josh Moore,9- 9,7,0,True,0.05133552
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Headshot,60,Myla Coppins,Tony Carroll,9- 9,8,7,True,0.050171323
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Porfin,52,Grace McEntee,Phil McEntee,9- 9,8,0,True,0.047858085
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Miraflores,53,Kieran O'Neill,Rachel Cook & John Bridger,9- 9,4,0,True,0.046596944
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Musaytir,46,Gina Mangan,Joe Ponting,9- 9,8,0,True,0.04451941
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Genuine Warrior,50,Callum Shepherd,Harry Charlton,8- 8,3,0,True,0.04440412
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Secret Road,60,Pat Cosgrave,James Owen,9 -13,8,0,True,0.043982837
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Spirit Charmer,54,William Cox,Patrick Chamings,9- 9,5,0,True,0.04354279
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Zaltalla,59,Neil Callan,Michael Attwater,9- 9,5,0,True,0.041427445
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Valadero,61,Sean D Bowen,Brian Toomey,9- 9,5,0,True,0.03898744
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Faustus,80,Kieran O'Neill,Rachel Cook & John Bridger,9- 7,8,0,True,0.03839224
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Woodstock City,82,Ryan Kavanagh,Ian Williams,9 -10,6,5,True,0.038286727
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Call Glory,59,Ryan Kavanagh,Ian Williams,10- 0,5,5,True,0.03791011
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Hannahs Story,43,Jack Dace,Daniel Steele,9- 9,5,5,True,0.037800703
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Damascus Steel,80,William Carson,Denis Quinn,9- 9,6,0,True,0.037215374
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Al Bowlly,55,Harry Davies,Richard Hannon,8- 8,3,0,True,0.03650544
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Blue Universe,82,Luke Morris,Michael Attwater,9- 6,6,0,True,0.034698527
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,3:00,Twilight Jet,101,Sean Levey,Jim & Suzi Best,9- 3,7,0,True,0.034555845
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Klammer Express,51,Sorin Moldoveanu,Jane Chapple-Hyam,8- 8,3,7,True,0.03415128
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Poetic Force,72,Matthew Lloyd Slater,Tony Carroll,9- 8,12,7,True,0.03324626
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Naasma,80,Paddy Bradley,Pat Phelan,9 -13,7,0,True,0.033190563
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Johnjay,81,Josephine Gordon,Keiran Burke,8 -11,6,0,True,0.031161482
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Charlie's Choice,81,Taryn Langley,David Simcock,10- 2,6,5,True,0.03082779
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Raintown,82,Taylor Fisher,J S Moore,9- 7,6,3,True,0.03081864
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,City Of York,71,Luke Morris,David Simcock,9- 3,6,0,True,0.030762864
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Annexation,81,Jack Doughty,Tony Carroll,9 -10,10,0,True,0.03071154
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Diamond Dreamer,77,Callum Hutchinson,Patrick Chamings,9- 6,6,0,True,0.028654274
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Mick's Spirit,81,Darragh Keenan,Conrad Allen,9- 3,8,0,True,0.028045462
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Desdemona,76,Luke Morris,Michael Attwater,8 -11,4,0,True,0.0266598
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,3:00,The Thames Boatman,100,Finley Marsh,Richard Hughes,9- 0,6,0,True,0.02593746
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Lenny's Spirit,80,William Carson,Denis Quinn,9- 7,8,0,True,0.025930239
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Reddeef,72,Darragh Keenan,Michael Keady,9- 9,4,0,True,0.02567574
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Manhattan Chute,78,Sean Levey,Jim & Suzi Best,9- 1,4,0,True,0.025450397
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Francesi,77,Myla Coppins,Tony Carroll,9- 9,7,7,True,0.02530493
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Gogo Yubari,82,Harry Vigors,Tony Carroll,8 -13,5,7,True,0.02528474
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Level Up,79,Ryan Kavanagh,David Evans,9- 3,7,5,True,0.024925735
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,3:00,Baldomero,102,Harry Davies,Michael Appleby,9 -11,8,0,True,0.024903864
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,3:00,Accrual,100,Harry Vigors,David Loughnane,9- 7,5,7,True,0.024346914
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Dream Pirate,83,George Wood,T J Kent,9- 4,6,0,True,0.024291163
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Wonder,81,Jonny Peate,James Fanshawe,10- 0,5,0,True,0.024220556
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Super Hit,75,Rob Hornby,Darryll Holland,9- 8,5,0,True,0.023215592
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Stacey Racey,75,Josephine Gordon,Keiran Burke,8- 8,5,0,True,0.023215592
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Meet Me In Meraki,83,Pat Cosgrave,David Evans,9- 8,5,0,True,0.023112357
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Siam Ruby,75,Edward Greatrex,Ralph Beckett,8- 3,3,0,True,0.022685422
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Amber Honey,77,Harry Davies,Ed Dunlop,9- 5,4,0,True,0.022128932
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Dark Rosa,80,Rob Hornby,Georgina Nicholls,9 -10,4,0,True,0.02210763
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,2:20,Hint Of Humour,81,William Carson,Tony Carroll,9- 9,4,0,True,0.022002416
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Three On Thursday,75,Neil Callan,Tony Carroll,9- 5,4,0,True,0.021902382
Lingfield (AW),10 Jan 2026 SKY Polytrack,5f,Standard,3:00,Star Chorus,101,Rob Hornby,Mike Murphy,8 -11,4,0,True,0.021329237
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,King Of Charm,79,Darragh Keenan,Martin Dunne,9- 3,5,0,True,0.020551084
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Dandy Khan,78,Hector Crouch,Jim Boyle,9- 7,4,0,True,0.020480651
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Alta Rica,79,Harry Davies,Marcus Tregoning,9- 7,4,0,True,0.020456191
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m4f,Standard,3:38,Connie Moon,79,Rob Hornby,Denis Coakley,9- 3,4,0,True,0.019835139
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Flightofthephoenix,84,Ben Sanderson,Charles Hills,9- 7,4,0,True,0.017636184
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Hackney Diamonds,51,Mr Jack Lander,Ian Williams,11- 1,4,5,True,0.07395696
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Poet,62,Joey Haynes,Scott Dixon,9- 0,7,0,True,0.061505772
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Athollblair Boy,65,Faye McManoman,Nigel Tinkler,9- 2,13,0,True,0.055872634
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Asadjumeirah,64,Cam Hardie,Antony Brittain,9- 9,8,0,True,0.052657116
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Yorkstone,61,Joanna Mason,Michael & David Easterby,9- 9,6,0,True,0.048488557
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Top Gun Tina,61,Mark Winn,David Thompson,9- 9,6,0,True,0.047637094
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Bonito Cavalo,72,Paul Mulrennan,Jim Goldie,9- 5,7,0,True,0.04467798
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Catherine Chroi,57,Mohammed Tabti,Iain Jardine,9- 9,8,5,True,0.044319376
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Pink Socks,64,Billy Loughnane,Ian Williams,9- 9,7,0,True,0.04418843
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Madame Plaintiff,60,Sean Kirrane,Alan Brown,9- 9,5,0,True,0.042993795
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Bella Love,63,Jordan Nason,Ivan Furtado,9- 6,4,3,True,0.042607345
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Eagles Whistle,47,Jason Hart,Daragh Bourke,10- 0,6,0,True,0.04217521
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Barney's Bay,53,Cam Hardie,Derek Shaw,9- 9,8,0,True,0.039798286
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Storm Asset,49,Miss Becky Smith,Micky Hammond,10- 4,7,0,True,0.0395517
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Anificas Beauty,59,Joanna Mason,Peter Winks,9- 9,7,0,True,0.038760386
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Galileo's Compass,60,Amie Waugh,Simon Waugh,9- 9,6,3,True,0.03874858
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Annalee Lass,60,David Nolan,Peter Niven,9- 9,6,0,True,0.038574096
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Freak Encounter,54,Jason Hart,Donald Whillans,9- 9,4,0,True,0.038292743
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Court Of Session,65,Billy Loughnane,Phil McEntee,9- 9,7,0,True,0.037879433
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Pop Favorite,58,Joey Haynes,Scott Dixon,9- 9,8,0,True,0.037817296
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Alpine Sierra,52,Mr Eireann Cagney,Jim Goldie,10 -10,8,0,True,0.037632037
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Flash The Dash,64,Tom Kiely-Marshall,Julie Camacho,9- 8,7,5,True,0.037339468
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Ramon Di Loria,65,Jason Hart,Ewan Whillans,9- 7,8,0,True,0.03730428
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Aye Up Tom,33,Tom Eaves,Sam England,9- 9,4,0,True,0.037289824
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Lady Sonata,43,David Nolan,Ivan Furtado,9- 9,4,0,True,0.037289824
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Miss Raincloud,54,Barry McHugh,Tracy Waggott,9- 9,4,0,True,0.03724706
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Siviez,72,Oliver Stammers,Grant Tuer,9- 5,4,0,True,0.03696056
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,5:20,Al Muddy,73,Alex Jary,Seb Spencer,9- 4,6,3,True,0.036375605
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Relevant Range,64,Jordan Nason,Ivan Furtado,9- 9,7,3,True,0.03592717
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Concert Boy,78,Jason Hart,Katie Scott,9- 7,6,0,True,0.03571893
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,Al Baahy,68,Cieren Fallon,Kevin Frost,9- 9,7,0,True,0.03570908
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Queen For Adaay,66,Lewis Edmunds,Derek Shaw,9- 0,5,0,True,0.035636716
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Time Turner,51,Mr Simon Walker,Edward Bethell,11- 1,4,0,True,0.035504885
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,5:20,Multaneighttothree,-,Oliver Stammers,Grant Tuer,9- 4,4,0,True,0.03530331
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Superior Council,67,Cara Tuke,Iain Jardine,9- 4,7,7,True,0.03526923
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Star Cast,50,Miss Amy Collier,Gemma Tutty,10 -12,4,0,True,0.03499368
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Goldmoyne,78,Cieren Fallon,James Owen,9- 9,6,0,True,0.0344827
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Wheres The Crumpet,59,Aiden Brookes,David Thompson,9- 9,8,3,True,0.03443681
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Spartan Fighter,67,Cam Hardie,Antony Brittain,9- 4,9,0,True,0.034420006
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,5:20,Rajstar,59,Paul Mulrennan,Ben Haslam,9- 4,4,0,True,0.03421035
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Quintus Arrius,48,Mr Joshua Brown,Peter Niven,11- 0,6,5,True,0.03391249
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Fircombe Hall,66,Rhys Elliott,Philip Kirby,9- 1,8,5,True,0.03387499
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Pinpoint,61,Greg Fairley,Ewan Whillans,9- 2,5,0,True,0.033524387
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Angel Of England,77,Sean Kirrane,Alan Brown,9- 5,5,0,True,0.033451077
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,She'sashambles,62,Shane Gray,Phillip Makin,9- 0,5,0,True,0.033082712
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,Crownthorpe,63,Sean Kirrane,Alan Brown,9- 9,11,0,True,0.03306622
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Sir Maxi,50,Miss Rebecca Hitchen,Sam England,10- 6,8,5,True,0.03227628
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Beelzebub,74,Kaiya Fraser,Gemma Tutty,9- 9,6,0,True,0.031966064
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:50,That Lucas Fella,63,Andrew Mullen,Iain Jardine,9- 9,4,0,True,0.03175309
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,4:20,One More Bottle,62,Paul Mulrennan,Lizzie Quinlan,9- 9,5,0,True,0.03138624
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Penny Mountain,66,Kaiya Fraser,Gary Rutherford,9- 9,5,0,True,0.030828342
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,6:50,Yorkshire Glory,66,Andrew Mullen,Ben Haslam,9- 6,5,0,True,0.030828342
