track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,win_probability
Newcastle (AW),10 Jan 2026 SKY Tapeta,6f,Standard,7:20,Instant Bond,67,Paul Mulrennan,Michael Wigham,9- 9,5,0,True,0.030643178
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Busby,49,Miss Natasha Cookson,Philip Kirby,10- 3,11,5,True,0.029878302
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Ridgemaster,75,Amie Waugh,Simon Waugh,8 -11,4,3,True,0.029449865
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Trais Fluors,77,Alex Jary,Linda Perratt,9- 2,12,3,True,0.02919045
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,Woodshaw,45,Miss Hannah Crawford,Iain Jardine,10 -10,4,5,True,0.029032718
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,See That Spark,71,Callum Rodriguez,Edward Bethell,9- 5,3,0,True,0.028670765
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Second Fiddle,83,Mohammed Tabti,Iain Jardine,9- 9,7,5,True,0.027882876
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,Mereside Spark,73,Lewis Edmunds,David & Nicola Barron,8 -13,3,0,True,0.027737645
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Eligible,85,Joanna Mason,Michael & David Easterby,9 -13,10,0,True,0.025895497
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Tasever,81,Jason Hart,Patrick Morris,9- 3,6,0,True,0.025079643
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m2f,Standard,3:10,He's Our Cracker,45,Mr Freddie Robson,Jennie Candlish,11- 2,4,7,True,0.025079515
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Carida,74,Aiden Brookes,Simon West,8 -13,4,3,True,0.02497898
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Sea Legend,80,Paul Mulrennan,Jim Goldie,9- 5,6,0,True,0.024920415
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Book Of Life,82,James Sullivan,Patrick Morris,8 -13,6,0,True,0.024896378
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Storm The Dug,76,David Nolan,Lucinda Russell & Michael Scudamore,9- 9,4,0,True,0.024280926
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Maui Breeze,83,Paula Muir,Wilf Storey,9- 7,4,3,True,0.024138732
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Front Gunner,76,Billy Loughnane,Stephen Hanlon,9- 7,5,0,True,0.023283502
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,The English Rogue,79,Jason Watson,Edward Bethell,9- 7,4,0,True,0.022846267
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Far Ahead,78,Jack Garritty,Richard Fahey,9- 9,4,0,True,0.022163762
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,Mad Unicorn,75,Jason Watson,Michael Keady,8 -13,3,0,True,0.022086702
Newcastle (AW),10 Jan 2026 SKY Tapeta,7f,Standard,5:50,Lord Capulet,75,Tom Eaves,Kevin Ryan,9- 1,4,0,True,0.021217737
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Starliner,83,Kaiya Fraser,Linda Perratt,9- 7,5,0,True,0.020958673
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,5:20,Ted Le Saux,88,Jason Watson,Andrew Balding,9- 4,4,0,True,0.020090329
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Just Typical,84,Billy Loughnane,Ian Williams,9- 6,5,0,True,0.019991428
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,5:20,Inspired,89,Pierre-Louis Jamin,K R Burke,9 -11,4,0,True,0.019927805
Newcastle (AW),10 Jan 2026 SKY Tapeta,1m,Standard,3:47,Mao Shang Wong,80,David Nolan,David O'Meara,9- 9,4,0,True,0.019430965
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,King Of Chaos,75,Cieren Fallon,Dylan Cunha,9- 9,3,0,True,0.018492684
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,Justmyluck,76,Paul Mulrennan,Linda Perratt,9- 8,3,0,True,0.01800541
Newcastle (AW),10 Jan 2026 SKY Tapeta,5f,Standard,6:20,Sound And Vision,82,Billy Loughnane,Ed Walker,9- 7,3,0,True,0.01620306
Warwick,10 Jan 2026,2m3f,Soft,12:45,Blazing Saint,52,Jack Tudor,Christian Williams,11- 7,5,0,True,0.033975102
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Gold For Alec,-,Ben Poste,Tom Symonds,12- 2,6,0,True,0.026984314
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Jiair Madrik,-,Theo Gillard,Donald McCain,11 -10,7,0,True,0.0268355
Warwick,10 Jan 2026,2m3f,Soft,12:45,Mondoui'boy,-,Brendan Powell,Ben Pauling,11- 7,6,0,True,0.026796265
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Nassalam,-,Caoilin Quinn,Gary & Josh Moore,10 -11,9,0,True,0.026211808
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Green Book,-,Charlie Deutsch,Venetia Williams,11- 3,9,0,True,0.026016384
Warwick,10 Jan 2026,2m3f,Soft,12:45,Georgemani,-,Charlie Todd,David Dennis,11- 7,5,0,True,0.02087147
Warwick,10 Jan 2026,2m3f,Soft,12:45,So Proud,-,Kevin Brogan,Jonjo & A J O'Neill,11- 7,5,0,True,0.02087147
Warwick,10 Jan 2026,2m,Soft,4:02,Diamond Street,-,Tristan Durrell,Dan Skelton,11- 4,5,0,True,0.020831224
Warwick,10 Jan 2026,2m,Soft,4:02,All Good To Go,-,Jack Hogan,Alex Hales,11- 4,5,0,True,0.020046238
Warwick,10 Jan 2026,2m,Soft,4:02,Arizona Moon,-,Charlie Hammond,Stuart Edmunds,11- 4,5,0,True,0.020046238
Warwick,10 Jan 2026,2m,Soft,4:02,McElhattan,-,Theo Gillard,Donald McCain,11- 4,5,0,True,0.020046238
Warwick,10 Jan 2026,2m,Soft,4:02,Scaredofnothing,-,Joshua Bryan,Tom Weston,10- 5,4,0,True,0.01983773
Warwick,10 Jan 2026,2m,Soft,4:02,Country Pursuits,-,Robert Dunne,Ian Williams,11- 4,5,0,True,0.01974342
Warwick,10 Jan 2026,2m3f,Soft,12:45,Blazing Gaden,-,Finn Lambert,D J Jeffreys,11- 7,5,3,True,0.019679371
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Dr Waksman,97,Sean Bowen,Chris Gordon,11 -12,5,0,True,0.01822627
Warwick,10 Jan 2026,2m,Soft,4:02,Loch Ness Pineau,-,Beau Morgan,Ben Pauling,11- 4,5,5,True,0.018038334
Warwick,10 Jan 2026,2m,Soft,4:02,Britway Belle,-,Ned Fox,Henry Oliver,10 -11,5,5,True,0.01776604
Warwick,10 Jan 2026,2m3f,Soft,12:45,A King Of Magic,-,NON-RUNNER,Paul Nicholls,11- 7,5,0,True,0.017217012
Warwick,10 Jan 2026,2m3f,Soft,12:45,Ciao Bellisima,84,Nick Slatter,Henry Oliver,11- 0,6,3,True,0.016097987
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Rule Me In,106,Jack Tudor,Christian Williams,11- 6,7,0,True,0.015706267
Warwick,10 Jan 2026,2m3f,Soft,12:45,Collanisi,81,Beau Morgan,Ben Pauling,11- 7,6,5,True,0.015624233
Warwick,10 Jan 2026,2m3f,Soft,12:45,My Own Lovely Lee,107,James Best,Philip Hobbs & Johnson White,11- 7,6,0,True,0.014991699
Warwick,10 Jan 2026,2m3f,Soft,12:45,Tao Enki,106,Jonathan Burke,Alastair Ralph,11- 7,6,0,True,0.014991699
Warwick,10 Jan 2026,2m3f,Soft,12:45,Kilwaughter,111,Sean Houlihan,Philip Hobbs & Johnson White,11- 7,6,0,True,0.014985518
Warwick,10 Jan 2026,2m3f,Soft,12:45,Gee Force Flyer,119,Sean Bowen,Olly Murphy,11- 7,6,0,True,0.014750816
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Dj Pete,118,James Best,Sarah-Jayne Davies,10 -13,8,0,True,0.014635111
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Sea Warrior,97,Brendan Powell,Joe Tizzard,11 -12,7,0,True,0.014628483
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Mexican Stan,101,Lee Edwards,Alastair Ralph,11- 0,6,0,True,0.014598978
Warwick,10 Jan 2026,2m3f,Soft,12:45,Sutherland,115,Jack Andrews,T Ellis,11- 7,6,3,True,0.014574721
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Jack Black,100,Tristan Durrell,Dan Skelton,11 -11,7,0,True,0.014560257
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Ideallko,118,Isabel Williams,Evan Williams,10 -13,8,0,True,0.014555251
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Moon Phases,116,Derek Fox,Lucinda Russell & Michael Scudamore,12- 0,7,0,True,0.014548488
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Soldier's Leap,115,Jack Andrews,T Ellis,11 -13,6,3,True,0.014543777
Warwick,10 Jan 2026,2m3f,Soft,12:45,Johnny's Jury,123,NON-RUNNER,Jamie Snowden,11- 7,6,0,True,0.01448476
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Kelijoe,111,Charlie Hammond,Stuart Edmunds,11- 7,6,0,True,0.014420718
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Long Draw,146,Sean Bowen,Olly Murphy,11- 6,7,0,True,0.01410574
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Tranquil Sea,147,Tristan Durrell,Dan Skelton,10- 7,6,0,True,0.014050429
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Tara Iti,108,NON-RUNNER,Barry Brennan,11 -11,8,0,True,0.013990913
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Pepe Le Moko,119,Ciaran Gethings,Jane Williams,12- 2,8,0,True,0.013979576
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Best Women,100,Jack Hogan,Alex Hales,11- 8,7,0,True,0.013948002
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Lud'or,145,Caoilin Quinn,Tom Symonds,11- 9,6,0,True,0.013914405
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Rubber Ball,148,Brendan Powell,Neil King,10- 5,6,0,True,0.013914405
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,Hollygrove Cha Cha,152,Gavin Sheehan,Jamie Snowden,10 -11,6,0,True,0.01389159
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Lord Snootie,145,Jack Tudor,Christian Williams,10- 7,9,0,True,0.0138283465
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Atreides,114,Bradley Harris,Neil Mulholland,11- 6,8,3,True,0.0137994075
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Ukantango,111,Robert Dunne,Olly Murphy,11 -13,9,0,True,0.013798739
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,Moon Rocket,151,Ciaran Gethings,Kim Bailey & Mat Nicholls,11- 4,6,0,True,0.013490989
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,A Great Excuse,115,Jamie Brace,Max Comley,11- 6,6,5,True,0.013482372
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Snapius,111,Alex Chadwick,James Owen,11- 6,7,3,True,0.0134802805
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,The Jukebox Kid,146,David Bass,Ben Pauling,11- 4,7,0,True,0.013355713
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Le Galli Bier,108,Caoilin Quinn,Gary & Josh Moore,11- 3,5,0,True,0.013345595
Warwick,10 Jan 2026,2m3f,Soft,12:45,Yeld To Call,107,Ciaran Gethings,Jane Williams,11- 0,5,0,True,0.013141731
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Three Pikes,112,Freddie Keighley,Henry Oliver,11 -10,6,7,True,0.013112691
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Run Away Joe,112,Tom Broughton,Fergal O'Brien,11- 5,6,5,True,0.012996558
Warwick,10 Jan 2026,2m,Soft,4:02,Sassella Storm,114,Dylan Johnston,Jim Boyle,11- 4,5,0,True,0.0128522245
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,Laurens Bay,148,Jonathan Burke,Jamie Snowden,11- 4,7,0,True,0.012834227
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Doughmore Bay,143,Jonathan Burke,Emma Lavelle,10 -12,8,0,True,0.012795416
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Time Interval,113,Charlie Maggs,David Dennis,11 -13,8,5,True,0.012750709
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Always Busy,114,Mr J J Murphy-Knight,Christian Williams,11 -13,8,7,True,0.012722492
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Oakley,106,Ellis Collier,Evan Williams,12- 0,8,5,True,0.012722492
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Carrigmoorna Rowan,116,Tom Broughton,Ryan Potter,11- 6,9,5,True,0.012648009
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Knight Templar,108,Sean Houlihan,Robert Stephens,11 -12,5,0,True,0.012539417
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Maple,106,Jamie Hamilton,Ruth Jefferson,11- 8,5,0,True,0.012529419
Warwick,10 Jan 2026 ITV4,2m4f,Soft,1:15,Bank On Frank,116,Beau Morgan,Ben Pauling,11- 4,8,5,True,0.012527979
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,Wade Out,150,Sean Bowen,Olly Murphy,11- 9,7,0,True,0.012463093
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Resplendent Grey,163,Sean Bowen,Olly Murphy,11- 4,8,0,True,0.01243044
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,Premier,105,Caoilin Quinn,Warren Greatrex,11- 0,4,0,True,0.012409033
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Val Dancer,162,Charlie Hammond,Mel Rowley,10- 2,9,0,True,0.012383196
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Torn And Frayed,164,NON-RUNNER,Nigel & Willy Twiston-Davies,10- 2,12,0,True,0.012320802
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Destroytheevidence,169,Ciaran Gethings,Kim Bailey & Mat Nicholls,10- 2,8,0,True,0.012174981
Warwick,10 Jan 2026 ITV4,3m,Soft,1:52,Doyen Quest,153,Tristan Durrell,Dan Skelton,11- 7,8,0,True,0.012082489
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Myretown,165,Derek Fox,Lucinda Russell & Michael Scudamore,10- 8,9,0,True,0.011900362
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Mr Vango,168,Jack Tudor,Mrs Sara V Bradstock,11- 7,10,0,True,0.0118908
Warwick,10 Jan 2026,2m,Soft,4:02,Current Edition,113,Jamie Brace,Nigel & Willy Twiston-Davies,11- 4,5,5,True,0.011784882
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,L'Homme Presse,165,Charlie Deutsch,Venetia Williams,12- 0,11,0,True,0.011758284
Warwick,10 Jan 2026,2m3f,Soft,12:45,Shotgun Rider,112,James Turner,Nigel & Willy Twiston-Davies,11- 7,5,5,True,0.011732823
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Spike Jones,143,Benjamin Macey,Samuel Drinkwater,10- 2,9,7,True,0.011694867
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Red Risk,144,Freddie Keighley,Paul Nicholls,11- 8,11,7,True,0.011563189
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Felicie Du Maquis,148,Miss Clara Brewitt,Clive Boultbee-Brooks,10- 5,11,7,True,0.011563189
Warwick,10 Jan 2026 ITV4,2m,Soft,2:25,At The Oche,113,James Turner,Nigel & Willy Twiston-Davies,11- 9,5,5,True,0.0114218965
Warwick,10 Jan 2026 ITV4,3m5f,Soft,2:55,Joyeux Machin,166,Harry Atkins,Dan Skelton,10- 2,9,7,True,0.011389675
Warwick,10 Jan 2026 ITV4,3m1f,Soft,3:32,Botox Has,148,Jude Fernandes,Gary & Josh Moore,12- 0,10,10,True,0.0108809415
