track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Sky Lord,131,Darragh O'Keeffe,Henry De Bromhead,12- 0,7,0,True,0,0.19032162,0,False
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,12:50,Microscope,-,Eoin Staples,Peter Buchanan,11- 4,7,5,True,0,0.116860256,1,True
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,12:50,Whinney Hill,128,Jack Kennedy,Gordon Elliott,11 -12,6,0,True,0,0.08137611,2,True
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Night Moon,108,Paul Townend,W P Mullins,11- 4,6,0,True,0,0.07659142,0,False
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,1:20,Spinola Bay,121,Jack Kennedy,Gordon Elliott,11- 7,6,0,True,0,0.07643661,3,True
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,12:50,Boedic,116,Paul Townend,W P Mullins,11- 4,5,0,True,0,0.07005816,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Harley Street,-,Caragh Monaghan,Ian Patrick Donoghue,11- 5,7,7,True,0,0.056341425,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Shanroe Act,-,Daniel King,Karl Thornton,10- 4,8,0,True,0,0.043718994,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Warm In Gorey,104,Tiernan Power Roche,P J Rothwell,11- 9,8,3,True,0,0.03867395,0,False
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,I Feel Fine,97,Daniel King,M A Molloy,11- 7,6,0,True,0,0.03755418,3,True
Down Royal,20 Jan 2026,2m½f,Yielding,2:50,Anotherway,136,J J Slevin,Thomas Gibney,11- 4,7,0,True,0,0.033408713,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Shanroe Nancy,-,Ben Harvey,Karl Thornton,10 -11,7,0,True,0,0.032939672,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Tell Nobody Nothin,105,Donagh Meyler,Noel Meade,11 -13,6,0,True,0,0.03232854,0,False
Down Royal,20 Jan 2026,2m1f,Yielding To Soft,2:20,Sekifi,34,Michael Kenneally,Matthew J Smith,10- 4,8,7,True,0,0.03214057,0,False
Down Royal,20 Jan 2026,2m4½f,Yielding,3:20,Bocelli's Voice,104,Liam McKenna,Dermot A McLoughlin,12- 0,10,5,True,0,0.02732856,0,False
