track_name,race_date,distance,going,horse_name,rating,jockey,trainer,weight,age,claims,is_new,win_probability
Exeter,9 Jan 2026,2m3f,Good To Soft,Pilsdon Pen,131,Lorcan Williams,Jeremy Scott,11- 2,9,0,True,0.011933056
Exeter,9 Jan 2026,3m,Good To Soft,Laganhill,137,David Bass,Henry Daly,11- 6,8,0,True,0.011878974
Exeter,9 Jan 2026,3m,Good To Soft,Silver Thorn,139,Ben Jones,Emma Lavelle,11- 1,7,0,True,0.011549415
Exeter,9 Jan 2026,3m,Good To Soft,El Granjero,142,Ned Fox,Clive Boultbee-Brooks,11- 4,7,5,True,0.011478234
Exeter,9 Jan 2026,2m7f,Good To Soft,Pipers Cross,110,Cameron Johnstone-Baker,Emma Lavelle,11- 5,9,8,True,0.011408617
Exeter,9 Jan 2026,2m3f,Good To Soft,Followcato,131,Kielan Woods,Ben Pauling,11- 2,7,0,True,0.011094927
Exeter,9 Jan 2026,2m7f,Good To Soft,Diamatiste,112,Rian Corcoran,Kayley Woollacott,12- 2,7,3,True,0.011058583
Exeter,9 Jan 2026,2m3f,Good To Soft,Good Friday Fairy,127,Sam Twiston-Davies,Ben Clarke,11 -12,9,0,True,0.010870201
Exeter,9 Jan 2026,2m3f,Good To Soft,Denemethy,131,Jack Hogan,Fergal O'Brien,11 -10,8,0,True,0.010713839
Exeter,9 Jan 2026,2m3f,Good To Soft,Big City Roller,132,Lilly Pinchin,Charlie Longsdon,11 -12,8,0,True,0.010576321
Exeter,9 Jan 2026,2m3f,Good To Soft,Flash Gorcombe,135,Harry Kimber,Robert Walford,10- 4,9,0,True,0.010353519
Exeter,9 Jan 2026,2m3f,Good To Soft,Spirits Bay,115,Toby McCain-Mitchell,Nigel & Willy Twiston-Davies,12- 1,8,5,True,0.010328094
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Tourist,101,Pat Dobbs,Doug Watson,9- 2,5,0,True,0.3046227
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Fairy Oak,99,Adrie de Vries,Mohammad Mardood,8 -11,3,0,True,0.21985428
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Desperate Hero,89,Bernardo Pinheiro,Salem bin Ghadayer,9 -11,6,0,True,0.1425117
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Mister Saint Paul,36,Bernardo Pinheiro,Salem bin Ghadayer,9 -10,7,0,True,0.09363499
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Itsatenfromlen,87,Pat Dobbs,Doug Watson,9- 3,4,0,True,0.07790274
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Arabian Angel,72,Tadhg O'Shea,Bhupat Seemar,9- 6,4,0,True,0.06057161
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Monaadah,89,Tadhg O'Shea,Bhupat Seemar,9 -10,7,0,True,0.058925435
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Flight Plan,121,Sam James,K R Burke,9- 3,6,0,True,0.058189206
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,King Of Time,27,Mikey Sheehy,Osama Refai,9 -11,7,0,True,0.048783
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Wanees,99,Pat Dobbs,Doug Watson,9- 2,7,0,True,0.04806641
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Sahalat,-,Andrew Slattery,Bhupat Seemar,9- 1,7,0,True,0.04746737
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Sound Money,89,Tadhg O'Shea,Bhupat Seemar,9 -11,8,0,True,0.043374047
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Mr Pirelli,-,Carlos Lopez,Niels Petersen,8 -11,4,0,True,0.039197493
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Blue Trail,-,Bernardo Pinheiro,Kareem Ramadan,9- 3,7,0,True,0.038462736
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Monumental,-,Connor Beasley,A bin Harmash,9 -11,4,0,True,0.038220398
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Dark Stream,74,Maikel Narvaez Bravo,Veronika Jandova,8- 7,6,0,True,0.03813264
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Big Meeting,-,Daniel Tudhope,Saeed bin Suroor,9- 3,9,0,True,0.03811272
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Remaadd,71,Silvestre De Sousa,Michael Costa,9- 3,5,0,True,0.03743743
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Valdivia,96,Connor Beasley,A bin Harmash,9- 4,5,0,True,0.037212044
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Danyah,86,Richard Mullen,Musabbeh Al Mheiri,9- 1,9,0,True,0.03578442
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Laman Edelveys,-,Chantal Sutherland,Bhupat Seemar,9 -11,6,0,True,0.035661116
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Vino Sauro,90,Saffie Osborne,Jamie Osborne,9- 2,4,0,True,0.034860067
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Carron,99,Billy Loughnane,George Boughey,9- 1,4,0,True,0.034770384
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Nibras Passion,-,Bernardo Pinheiro,Ahmed Al Shemaili,8 -10,8,0,True,0.034702167
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Ocean Viking,100,James Doyle,Simon & Ed Crisford,9 -11,5,0,True,0.034541752
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Daamiss,97,Silvestre De Sousa,Michael Costa,9- 5,4,0,True,0.034053177
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Markakol,93,Andrew Slattery,Bhupat Seemar,9- 5,5,0,True,0.034024313
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Al Shibli,96,Connor Beasley,Musabbeh Al Mheiri,9 -11,7,0,True,0.033533525
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,San Sebastian,91,Vaclav Janacek,G Arizkorreta Elosegui,9- 6,5,0,True,0.03254333
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,National Bank,94,Jamie Powell,Doug Watson,8- 6,8,0,True,0.032455828
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Abshrek,96,Victor Salgado,Rashed Bouresly,9- 1,9,0,True,0.032277003
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Olympic Candle,99,Daniel Tudhope,Saeed bin Suroor,9- 3,5,0,True,0.031544805
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Petit,45,Andrew Slattery,Bhupat Seemar,9- 0,3,0,True,0.030614713
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Heart Of Libya,73,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9- 0,3,0,True,0.030589528
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Cats By Five,103,Pat Dobbs,Doug Watson,9- 1,5,0,True,0.030548364
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,L'Karama,92,,Michael Costa,8- 6,4,0,True,0.030382333
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Made In Dubai,98,Bernardo Pinheiro,Salem bin Ghadayer,9 -10,7,0,True,0.030283077
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Spacetown,73,Daniel Tudhope,Musabbeh Al Mheiri,9- 0,3,0,True,0.03024914
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Injazati,88,Sandro Paiva,Maitha Alsuwaidi,9- 0,8,0,True,0.030068703
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Reservardo,99,James Doyle,Simon & Ed Crisford,9- 6,4,0,True,0.030013919
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Fire D'Oro,-,Sam Hitchcott,A bin Harmash,9- 0,3,0,True,0.029231314
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Yamdeek,-,Connor Beasley,A bin Harmash,9- 0,3,0,True,0.029231314
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Fiction Maker,89,NON-RUNNER,Ahmed Al Shemaili,8- 5,7,0,True,0.029118622
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Fiction Maker,89,Qais Bin Saif Al Busaidi,Ahmed Al Shemaili,8- 5,7,0,True,0.029118622
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Straight And Level,101,Tadhg O'Shea,Bhupat Seemar,9- 8,6,0,True,0.028852416
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Miss Yechance,92,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,8- 8,3,0,True,0.02882421
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Arigatou Gozaimasu,97,Bernardo Pinheiro,Salem bin Ghadayer,8 -13,4,0,True,0.0284085
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Molaqab,100,Silvestre De Sousa,Michael Costa,9- 4,6,0,True,0.028253157
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Gorak,103,Kieran Shoemark,Charlie Fellowes,9- 3,7,0,True,0.028032508
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Gray Boss,96,Tadhg O'Shea,Bhupat Seemar,9- 6,4,0,True,0.027719274
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Dubai Beach,91,Oisin Orr,Saeed bin Suroor,9 -10,5,0,True,0.027700556
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Made In Mexico,75,Jules Mobian,Hussain Al Marzooqi,8 -11,5,0,True,0.027652282
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Laasudood,93,Sandro Paiva,Bhupat Seemar,9- 5,7,0,True,0.027277945
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Al Salt,100,Myrzabek Kappushev,Ali Al Badwawi,9 -11,9,0,True,0.026894152
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,See Hector,117,Pat Dobbs,Doug Watson,8 -13,7,0,True,0.026584316
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Eye On The Prize,97,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9- 4,6,0,True,0.026133372
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Sudden Ambush,97,Bernardo Pinheiro,Salem bin Ghadayer,8- 5,6,0,True,0.026133372
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Zandvoort,83,Richard Mullen,Bhupat Seemar,9 -11,4,0,True,0.02563999
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Delorean,98,Connor Beasley,A bin Harmash,9- 8,7,0,True,0.025573246
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Cosmic Desert,98,Sam Hitchcott,A bin Harmash,9- 3,7,0,True,0.025573246
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Deep Hope,98,Adel Alqeeyadi,Bhupat Seemar,9- 5,7,0,True,0.025573246
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Arabian Story,114,Oisin Orr,Saeed bin Suroor,9- 4,4,0,True,0.02555133
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Kathab,98,Myrzabek Kappushev,Ali Al Badwawi,9- 3,6,0,True,0.025528053
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Silver Sword,98,George Wood,Dylan Cunha,9 -11,6,0,True,0.025528053
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Do Or Do Not,99,Saffie Osborne,Jamie Osborne,9- 0,3,0,True,0.025510386
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Jeff Koons,118,James Doyle,Hamad Al Jehani,9- 2,6,0,True,0.02551026
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Hallasan,103,William Buick,Charlie Appleby,9 -10,4,0,True,0.025095189
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Giustino,104,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9 -11,4,0,True,0.025005806
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,The Fingal Raven,105,Saffie Osborne,Jamie Osborne,9- 4,4,0,True,0.025005806
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Furioso,105,Vaclav Janacek,G Arizkorreta Elosegui,9- 1,10,0,True,0.024865014
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Destructive,107,Andrew Slattery,Bhupat Seemar,9 -11,5,0,True,0.024751518
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Apotheosis,107,James Doyle,Simon & Ed Crisford,9- 5,5,0,True,0.024751518
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Words Of Truth,116,William Buick,Charlie Appleby,9- 4,3,0,True,0.024412667
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Eljenob,94,Ray Dawson,Michael Costa,9 -10,7,0,True,0.02435805
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Road Bloc,101,Richard Mullen,Osama Refai,9- 2,8,0,True,0.02433744
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Hilitany,102,Billy Loughnane,George Boughey,9- 4,3,0,True,0.024225267
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Spy Kingdom,104,Connor Beasley,A bin Harmash,9- 0,4,0,True,0.024223272
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Sean,101,Saffie Osborne,Jamie Osborne,9 -11,9,0,True,0.023594603
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Rebaatt,96,Silvestre De Sousa,Michael Costa,8 -11,5,0,True,0.02327697
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Vercors,87,Daniel Tudhope,Antonio Cintra & Julio Olascoaga,9 -10,5,0,True,0.02324899
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Mothecombe,117,Richard Mullen,Charlie Appleby,8- 6,4,0,True,0.02298767
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Second Name,88,,Salman Al Sabri,8- 9,5,0,True,0.02298553
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Comet Chaser,89,NON-RUNNER,Antonio Cintra & Julio Olascoaga,8- 7,5,0,True,0.02294321
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Ghisa,89,Kieran Shoemark,Charlie Fellowes,9- 0,3,0,True,0.022795115
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Fort George,119,Kieran Shoemark,Ed Walker,9- 3,4,0,True,0.022762025
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Doc Holliday,-,Carlos Lopez,Niels Petersen,9- 0,3,0,True,0.02274358
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Honest Desert,-,Saif Al Balushi,A bin Harmash,9- 0,3,0,True,0.02274358
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Klinja,-,Adrie de Vries,A bin Harmash,9- 0,3,0,True,0.02274358
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Nyaar,98,Mikey Sheehy,Doug Watson,8- 9,6,0,True,0.022682942
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Motadarrek,94,Ben Coen,John Hyde,9 -11,5,0,True,0.022224844
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Wesam,93,Oisin Orr,Saeed bin Suroor,9- 3,5,0,True,0.022224844
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Street Mood,94,Daniel Tudhope,Musabbeh Al Mheiri,9- 8,7,0,True,0.021867555
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Changing Colours,99,Sandro Paiva,Bhupat Seemar,9- 5,6,0,True,0.021759134
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Sword Maker,105,Oisin Orr,Saeed bin Suroor,9- 4,3,0,True,0.021753583
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Rashwan,81,Tadhg O'Shea,Bhupat Seemar,9- 0,3,0,True,0.021688879
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Rapper's Delight,96,Saffie Osborne,Richard Spencer,9- 8,4,0,True,0.021671493
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Inspired Idea,85,Pat Dobbs,Doug Watson,9- 4,4,0,True,0.021645404
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Pantani,95,Jamie Powell,Doug Watson,8- 8,4,0,True,0.021536333
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Echo Point,103,Connor Beasley,Musabbeh Al Mheiri,9 -10,8,0,True,0.021422151
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Jenilat Bright,89,Kieran Shoemark,Miroslav Nieslanik,9- 8,4,0,True,0.021360254
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Caramelito,118,Adrie de Vries,N Caullery,9- 3,7,0,True,0.021286007
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Manshod,100,,Michael Costa,9- 1,7,0,True,0.021256592
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Volcanic Rock,94,Ray Dawson,Saeed bin Suroor,8- 8,4,0,True,0.020690395
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Silent Defense,103,Victor Salgado,Rashed Bouresly,9- 5,6,0,True,0.020658985
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Chaldero,104,Ray Dawson,Miroslav Nieslanik,9- 5,6,0,True,0.020585071
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Nocutsnobuts,-,Sandro Paiva,Oscar Berneklint,9- 4,3,0,True,0.020480035
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Surpreme Shine,-,Rebecca Stalhandske,Oscar Berneklint,8 -11,3,0,True,0.020480035
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Military Artist,95,,Musabbeh Al Mheiri,8- 8,5,0,True,0.020457596
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Brotherly Love,90,Saffie Osborne,Jamie Osborne,9- 0,3,0,True,0.020356378
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Acacus,92,Silvestre De Sousa,A bin Harmash,9- 2,4,0,True,0.02021961
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Great Wish,102,Kieran Shoemark,Bent Olsen,9 -10,5,0,True,0.01977924
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Impressive Act,98,,Bhupat Seemar,9- 2,5,0,True,0.019778091
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Expert Choice,99,,Antonio Cintra & Julio Olascoaga,9- 0,5,0,True,0.019778091
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Gun Carriage,86,Adrie de Vries,Dylan Cunha,9 -10,4,0,True,0.019769805
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Awesome Fleet,94,Bernardo Pinheiro,Salem bin Ghadayer,9- 0,3,0,True,0.019729914
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Gold Index,95,Vaclav Janacek,G Arizkorreta Elosegui,9 -10,5,0,True,0.019687165
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Crown Estate,103,Qais Bin Saif Al Busaidi,Salem bin Ghadayer,9 -11,5,0,True,0.019511672
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Million Doro,103,,A bin Harmash,8- 8,5,0,True,0.019511672
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Moon Blade,96,Ray Dawson,Marwan Al Baidhaei,9- 5,4,0,True,0.019498106
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Force And Valour,99,Billy Loughnane,George Scott,9- 1,4,0,True,0.019465752
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Native American,115,Daniel Tudhope,Hamad Al Jehani,8 -13,5,0,True,0.019261248
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Brnytshe,78,Kieran Shoemark,Musabbeh Al Mheiri,9- 0,3,0,True,0.019239008
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Tai Hang Pegasus,78,Ray Dawson,Charlie Fellowes,9- 0,3,0,True,0.019239008
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Transcending Glory,102,Adrie de Vries,Mohammad Mardood,9- 4,5,0,True,0.018776178
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Kalidasa,97,Tadhg O'Shea,Bhupat Seemar,9 -11,5,0,True,0.018756915
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Awab,99,Richard Mullen,Musabbeh Al Mheiri,9- 3,4,0,True,0.01873196
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Dioptase,116,Ray Dawson,Helal & Tahnon Alalawi,9- 1,4,0,True,0.018358193
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Beccali,100,,Charlie Appleby,9- 2,4,0,True,0.018109823
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Irish Fighter,100,Silvestre De Sousa,Salman Al Sabri,8- 5,3,0,True,0.017180307
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Kahrman,81,NON-RUNNER,Rashed Bouresly,9- 0,3,0,True,0.016869016
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Flying Comet,99,Silvestre De Sousa,Simon & Ed Crisford,9- 4,3,0,True,0.01612476
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Na Eem,88,Richard Mullen,Bhupat Seemar,9- 0,3,0,True,0.016010882
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Maximized,102,Richard Mullen,Charlie Appleby,9- 4,3,0,True,0.015305046
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Postmodern,108,James Doyle,Hamad Al Jehani,9- 2,3,0,True,0.015261258
Naas,9 Jan 2026,2m,Yielding,Healys Pub,-,Phillip Enright,Oliver McKiernan,11 -12,5,0,True,0.06522717
Naas,9 Jan 2026,2m4f,Yielding,Classical Creek,139,Jack Kennedy,Gordon Elliott,11 -10,6,0,True,0.043486934
Naas,9 Jan 2026,2m,Yielding,Takemebacktodakota,20,Harry Sexton,Adrian Sexton,11- 5,6,7,True,0.0339839
Naas,9 Jan 2026,2m,Yielding,Eye On The Ball,55,Simon Torrens,J A Nash,11 -12,6,0,True,0.030447515
Naas,9 Jan 2026,2m4f,Yielding To Soft,Neon Diamond,-,Sam Ewing,Gordon Elliott,11- 7,7,0,True,0.028814696
Naas,9 Jan 2026,2m,Yielding,Future Prospect,-,Paul Townend,W P Mullins,11- 5,6,0,True,0.02479209
Naas,9 Jan 2026,2m,Yielding,Rathbawn Soldier,66,Alex Harvey,Patrick T Foley,11- 5,5,0,True,0.023861613
Naas,9 Jan 2026,2m,Yielding,Shadys Lady,-,Michael Kenneally,Declan Queally,11- 5,8,7,True,0.022023471
Naas,9 Jan 2026,2m,Yielding,Major Wells,-,Sean Flanagan,Gerard Edmund O'Leary,11 -12,10,0,True,0.02168259
Naas,9 Jan 2026,2m,Yielding,Akako,-,Conor Stone-Walsh,Gavin Cromwell,11 -12,6,0,True,0.021041835
Naas,9 Jan 2026,2m,Yielding,Daws Cross,67,Conor Lamon,Adrian Sexton,11 -12,7,7,True,0.02093485
Naas,9 Jan 2026,2m,Yielding,Thiscouldbetheone,-,J J Slevin,Martin Brassil,11 -12,5,0,True,0.020924103
Naas,9 Jan 2026,2m,Yielding,Time Is A Thief,-,NON-RUNNER,Henry De Bromhead,11 -12,6,0,True,0.02083284
Naas,9 Jan 2026,2m,Yielding,Orlando Spirit,-,Sean O'Keeffe,Paul Power,11 -12,6,0,True,0.020401077
Naas,9 Jan 2026,2m,Yielding,The Rock Factor,-,Mr Derek O'Connor,Emmet Mullins,11 -10,4,0,True,0.020213857
Naas,9 Jan 2026,2m,Yielding,Mr Devlin,61,Jordan Gainford,Conor David Maxwell,11 -12,5,0,True,0.020074105
Naas,9 Jan 2026,2m,Yielding,Quiryn,-,Mr P W Mullins,W P Mullins,11 -10,4,0,True,0.019457716
Naas,9 Jan 2026,2m,Yielding,Max Meridius,64,NON-RUNNER,Thomas Mullins,11 -12,5,0,True,0.01929351
Naas,9 Jan 2026,2m,Yielding,Hartford,-,Mr H C Swan,Gordon Elliott,11 -10,4,0,True,0.018915763
Naas,9 Jan 2026,2m,Yielding,Leonards Choice,-,Benjamin P Kennedy,Francis J Flood,11- 5,5,7,True,0.018101467
Naas,9 Jan 2026,2m,Yielding,Coole Cafe,-,Mr D G Lavery,Gavin Cromwell,11- 3,4,0,True,0.017849708
Naas,9 Jan 2026,2m,Yielding,Apache Peak,-,Mr L P Shanahan,Ross O'Sullivan,11 -10,4,7,True,0.017656451
Naas,9 Jan 2026,2m,Yielding,Felix Unger,-,Cian Cullinan,P G Fahey,11 -10,4,7,True,0.017068494
Naas,9 Jan 2026,2m,Yielding,Mister Killeens,-,Mr A P Ryan,Andrew Slattery,11 -10,4,5,True,0.016907739
Naas,9 Jan 2026,2m,Yielding,Jerpoint Abbey,-,Mr Alan O'Sullivan,Emmet Mullins,11- 3,4,7,True,0.015609448
Naas,9 Jan 2026,2m,Yielding,Ballygorey Ruby,-,Michael Kenneally,E Sheehy,11- 3,4,7,True,0.015603037
Naas,9 Jan 2026,2m4f,Yielding To Soft,Karamoja,134,Paul Townend,W P Mullins,11- 7,6,0,True,0.015468344
Naas,9 Jan 2026,2m,Yielding,The Dancen Kid,73,Shane Fitzgerald,Ross O'Sullivan,11 -12,5,0,True,0.0154599305
Naas,9 Jan 2026,2m,Yielding,Can't Catch Molly,88,Patrick M O'Brien,Patrick Downey,11- 5,6,5,True,0.0148228165
Naas,9 Jan 2026,2m4f,Yielding To Soft,Honey Come Quick,114,Tiernan Power Roche,P J Rothwell,11- 7,7,3,True,0.014763855
Naas,9 Jan 2026,2m4f,Yielding To Soft,Sainte Tartare,130,Brian Hayes,W P Mullins,11- 7,8,0,True,0.014622313
Naas,9 Jan 2026,2m3f,Yielding,Coppola,82,Brian Barry,C A McBratney,10- 0,7,4,True,0.014600124
Naas,9 Jan 2026,2m4f,Yielding,I'll Sort That,142,Mr D L Queally,Declan Queally,11 -10,6,0,True,0.01448826
Naas,9 Jan 2026,2m,Yielding,Newbrook Diamond,115,Jack Kennedy,Gordon Elliott,11 -12,6,0,True,0.014443664
Naas,9 Jan 2026,2m3f,Yielding,Run For Cover,113,Conor Brassil,Martin Brassil,10 -11,7,0,True,0.0144233825
Naas,9 Jan 2026,2m4f,Yielding,Sortudo,140,Mr P W Mullins,W P Mullins,11 -10,6,0,True,0.01442324
Naas,9 Jan 2026,2m,Yielding To Soft,Champagne Mahler,134,Darragh O'Keeffe,Henry De Bromhead,11- 4,8,0,True,0.01441691
Naas,9 Jan 2026,2m,Yielding To Soft,Golden Joy,135,Jack Kennedy,Gordon Elliott,11 -13,7,0,True,0.014405315
Naas,9 Jan 2026,2m4f,Yielding,Fruit De Mer,127,Darragh O'Keeffe,Henry De Bromhead,11 -10,6,0,True,0.014404842
Naas,9 Jan 2026,2m,Yielding To Soft,Moudan,137,E Walsh,Ciaran Murphy,11- 4,7,0,True,0.014391936
Naas,9 Jan 2026,2m,Yielding,Takenasred,116,Sam Ewing,S R B Crawford,11 -12,8,0,True,0.0143118845
Naas,9 Jan 2026,2m3f,Yielding,Boston Bobby,108,Tiernan Power Roche,P J Rothwell,10- 1,7,0,True,0.01426537
