track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history
Ayr,29 Jan 2026,2m½f,Soft,3:43,Kinbara Firstdraft,115,J J Slevin,S R B Crawford,11- 9,7,0,True,0,0.057198334,0,False
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Follow Charlie,123,Ben Smith,R Mike Smith,11- 2,7,7,True,0,0.046979714,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Ballyfort,120,Bruce Lynn,N W Alexander,11- 2,8,0,True,0,0.040396914,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,The Skecher,-,Harry Skelton,Dan Skelton,11- 2,5,0,True,0,0.04013198,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,Myfriendcooper,-,Brian Hughes,Lucinda Hughes,10- 9,6,0,True,0,0.038898718,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Wotter Trotter,120,Harry Skelton,Dan Skelton,11- 2,6,0,True,0,0.037620228,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Netywell,127,Patrick Wadge,Lucinda Russell & Michael Scudamore,11 -13,9,0,True,0,0.033432197,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Great Pepper,121,Charlotte Jones,James Moffatt,11 -13,8,0,True,0,0.03314114,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,Blue Du Neuf,102,J J Slevin,S R B Crawford,11- 2,6,0,True,0,0.032394804,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Chumlee,121,Harry Reed,Sandy Forster,10- 2,11,0,True,0,0.032071948,0,False
Ayr,29 Jan 2026,2m,Soft,2:43,Run Baby Run,-,Ben Smith,R Mike Smith,11- 5,5,7,True,0,0.030180344,0,False
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Jakana,122,Brian Hughes,Leonard Kerr,10- 5,7,0,True,0,0.028024102,0,False
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Rock Dj,113,Jamie Hamilton,Mark Walford,10 -13,6,0,True,0,0.02751154,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,Bay Runner,-,Sean Quinlan,Lizzie Quinlan,11- 2,5,0,True,0,0.026992297,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Disguisedlimit,124,Craig Nichol,Oliver Greenall & Josh Guerriero,11- 7,7,0,True,0,0.026859825,0,False
Ayr,29 Jan 2026,2m4½f,Soft,1:43,Fostered Phil,120,Derek Fox,William Young Jnr,10 -11,12,0,True,0,0.026681393,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,Allfor,-,Conner McCann,Lucinda Russell & Michael Scudamore,11- 2,5,7,True,0,0.026316037,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,Finisk Pride,-,Jack Power,Lucinda Russell & Michael Scudamore,11- 2,5,5,True,0,0.025748456,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Flash Du Pistolet,123,Sean Quinlan,Stuart Coltherd,11- 4,8,0,True,0,0.025718229,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Pure Sirloin,118,Harry Reed,Sandy Forster,10- 2,8,0,True,0,0.02541413,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Tommy Combats,123,Callum Bewley,Martin Todhunter,10- 9,7,0,True,0,0.025412995,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Theme Tune,120,Bruce Lynn,N W Alexander,11- 0,11,0,True,0,0.025064439,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Buzz Iceclear,124,Jamie Hamilton,Mark Walford,11- 5,6,0,True,0,0.024475839,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Carcaci Castle,128,Jamie Hamilton,Sandy Thomson,11- 1,10,0,True,0,0.023830486,0,False
Ayr,29 Jan 2026,2m4½f,Soft,1:43,El Jefe,118,Conor Rabbitt,Andrew Hamilton,10 -13,9,3,True,0,0.022573099,0,False
Ayr,29 Jan 2026,2m½f,Soft,3:43,Coup De Coeur,125,Brian Hughes,Micky Hammond,12- 0,8,0,True,0,0.022398017,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Fox's Fancy,123,Derek Fox,Lucinda Russell & Michael Scudamore,11- 5,8,0,True,0,0.022376588,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Adveram,121,Callum Bewley,Ian Duncan,10- 7,7,0,True,0,0.020738224,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Carismatic Soldier,122,Sean Bowen,Olly Murphy,11- 8,7,0,True,0,0.020631777,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Canunclecani,120,Sean Quinlan,Jackie Stephen,10 -13,7,0,True,0,0.020548398,0,False
Ayr,29 Jan 2026,3m,Soft,2:13,Donny Boy,137,Bruce Lynn,N W Alexander,11- 4,10,0,True,0,0.02042738,0,False
Ayr,29 Jan 2026,2m,Soft,2:43,Irish Champ,119,J J Slevin,S R B Crawford,11- 5,6,0,True,0,0.020348797,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Rocheval,120,Patrick Wadge,Lucinda Russell & Michael Scudamore,11 -10,6,0,True,0,0.020331323,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Shoeshine Boy,122,Craig Nichol,Donald Whillans,10- 8,10,0,True,0,0.020240223,0,False
Ayr,29 Jan 2026,2m,Soft,4:13,El Gangster,112,Craig Nichol,Donald Whillans,11- 2,5,0,True,0,0.019627592,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,President Scottie,121,Danny McMenamin,Nicky Richards,11 -10,8,0,True,0,0.019247288,0,False
Ayr,29 Jan 2026,2m,Soft,1:13,Sagonige,-,Brian Hughes,Ruth Jefferson,11- 4,7,0,True,0,0.018528735,0,False
Ayr,29 Jan 2026,3m½f,Soft,3:13,Felicie Du Maquis,121,Richard Patrick,Clive Boultbee-Brooks,12- 1,11,0,True,0,0.01829384,0,False
