track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Clay Pigeons,-,Mr P W Mullins,W P Mullins,11- 8,6,0,True,0,0.1783884,0,False
Fakenham,18 Jan 2026,2m,Good To Soft,3:45,Lultimatom,113,Mr P W Mullins,W P Mullins,11- 8,5,0,True,0,0.06861908,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Lawsky,61,Alex Chadwick,James Owen,11- 8,6,3,True,0,0.022512285,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Kampari,-,Kevin Brogan,Laura Horsfall,11- 8,6,0,True,0,0.021264153,0,False
Fakenham,18 Jan 2026,2m5f,Good To Soft,3:10,Little Wren,-,Tristan Durrell,Dan Skelton,10- 4,6,0,True,0,0.020999229,0,False
Fakenham,18 Jan 2026,2m7½f,Good To Soft,1:00,Apieceovfortune,96,Paul O'Brien,Pam Sly,11- 2,6,0,True,0,0.020779131,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Callmesusie,-,Charlie Hammond,Louise Allan,11- 1,8,0,True,0,0.019379504,0,False
Fakenham,18 Jan 2026,2m7½f,Good To Soft,1:00,Castanea Breeze,101,Tom Cannon,Lucy Wadham,11- 5,6,0,True,0,0.017684743,0,False
Fakenham,18 Jan 2026,2m7½f,Good To Soft,1:00,Lelantos,99,Robert Dunne,Nicky Henderson,12- 0,10,0,True,0,0.014872225,0,False
Fakenham,18 Jan 2026,2m7½f,Good To Soft,1:00,Getaway With You,103,Nick Slatter,David Killahena & Graeme McPherson,11 -10,8,3,True,0,0.014414438,0,False
Fakenham,18 Jan 2026,2m7½f,Good To Soft,1:00,Jack The Savage,110,Isabelle Ryder,Laura Horsfall,11- 4,9,7,True,0,0.014370403,0,False
Fakenham,18 Jan 2026,2m,Good To Soft,3:45,All Good To Go,-,Harry Bannister,Alex Hales,11- 8,5,0,True,0,0.011450565,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Belle Montrose,124,Kevin Brogan,Samuel Drinkwater,10- 2,7,0,True,0,0.0097896615,0,False
Fakenham,18 Jan 2026,2m,Good To Soft,12:30,Lord Of The Glance,89,Luke Scott,Alex Hales,10- 6,7,0,True,0,0.00962199,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,King Jon Oliver,115,Robert Dunne,Olly Murphy,11- 8,6,0,True,0,0.009215568,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Pretending,123,Tom Cannon,Lucy Wadham,11- 9,7,0,True,0,0.008956461,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Overabottleofred,123,Robert Dunne,Tom Gretton,10- 7,7,0,True,0,0.008785651,0,False
Fakenham,18 Jan 2026,2m,Good To Soft,12:30,Lusso Milan,98,Tristan Durrell,Shaun Lycett,10 -10,7,0,True,0,0.008361771,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Jacks Touch,116,Tom Cannon,Sarah Humphrey,10- 8,11,0,True,0,0.008323592,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Miss Cynthia,122,Tristan Durrell,Dan Skelton,11- 6,6,0,True,0,0.008295705,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Masked Mistress,111,Tom Cannon,Jim & Suzi Best,11- 1,5,0,True,0,0.008247814,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Gata Ban,126,Harriet Tucker,Neil Mulholland,10- 2,9,7,True,0,0.008238271,0,False
Fakenham,18 Jan 2026,2m5f,Good To Soft,3:10,Crac De Megaudais,102,Conor O'Farrell,Tom Gretton,11- 3,7,0,True,0,0.008086425,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Mermaids Cave,122,Rian Corcoran,James Owen,12- 0,7,7,True,0,0.008071927,0,False
Fakenham,18 Jan 2026,2m5f,Good To Soft,3:10,Brother Boris,103,Tom Cannon,Lucy Wadham,11- 7,7,0,True,0,0.007928147,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Apples Moon,123,Sean Houlihan,Nicky Martin,11- 2,7,0,True,0,0.0079000415,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Moviddy,141,Jack Hogan,Noel Williams,10- 6,10,0,True,0,0.007878462,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Looking As You Are,122,Toby McCain-Mitchell,Alex Hales,11- 7,7,5,True,0,0.007846102,0,False
Fakenham,18 Jan 2026 ITV4,2m5f,Good To Soft,2:40,Gazette Bourgeoise,128,Harry Bannister,Ben Case,11- 1,10,0,True,0,0.007778678,0,False
Fakenham,18 Jan 2026,2m4f,Good To Soft,1:30,Oneinthewell,101,Nathan Howie,James Owen,11- 8,5,3,True,0,0.0077573867,0,False
Fakenham,18 Jan 2026,2m5f,Good To Soft,3:10,Flash In The Park,103,Robert Dunne,Charles & Adam Pogson,12- 0,8,0,True,0,0.0077527375,0,False
Fakenham,18 Jan 2026 ITV4,2m4f,Good To Soft,2:05,Princess Keri,122,Ned Fox,Evan Williams,10- 3,6,5,True,0,0.00739782,0,False
