track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,win_probability,actual_position,Race_id,inferred_position
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Mawhoob,-,Silvestre De Sousa,Michael Costa,9- 0,4,0,True,0.04457111,1,Jebel Ali_2026-01-10_12:30,6
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Political Truth,-,Qais Bin Saif Al Busaidi,Salem bin Ghadayer,9- 0,4,0,True,0.04457111,7,Jebel Ali_2026-01-10_12:30,7
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Fayadh,-,Hamed Al Busaidi,Qaiss Aboud,9- 0,5,6,True,0.04327931,2,Jebel Ali_2026-01-10_12:30,8
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Klimt Street,-,Reserve,Salman Al Sabri,9- 0,7,0,True,0.04316468,12,Jebel Ali_2026-01-10_12:30,9
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Serve To Lead,-,Daniel Tudhope,Simon & Ed Crisford,9- 0,4,0,True,0.042366087,4,Jebel Ali_2026-01-10_12:30,10
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Al Fareeq,-,Connor Beasley,A bin Harmash,9- 0,4,0,True,0.04151941,6,Jebel Ali_2026-01-10_12:30,11
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,La Yetal,-,Ray Dawson,Michael Costa,9- 0,4,0,True,0.04151941,3,Jebel Ali_2026-01-10_12:30,12
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Questor,-,Kieran Shoemark,Doug Watson,9- 0,4,0,True,0.03156829,11,Jebel Ali_2026-01-10_12:30,13
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Daayyem,-,Allaia Tiar,Khalifa Al Neyadi,9- 0,4,6,True,0.0314674,5,Jebel Ali_2026-01-10_12:30,14
Jebel Ali,10 Jan 2026 Dirt,1m,,12:30,Global View,-,Richard Mullen,Bhupat Seemar,9- 0,4,0,True,0.030930439,,Jebel Ali_2026-01-10_12:30,15
Kempton,10 Jan 2026,2m,Good,12:20,Gambino,-,Harry Skelton,Dan Skelton,11- 0,5,0,True,0.01586408,,Kempton_2026-01-10_12:20,1
Kempton,10 Jan 2026,2m,Good,12:20,My Fortune,90,Ben Jones,Ben Pauling,11- 0,6,0,True,0.0138455555,4,Kempton_2026-01-10_12:20,2
Kempton,10 Jan 2026,2m,Good,12:20,Shabalko d'Herm,121,Sam Twiston-Davies,Nigel & Willy Twiston-Davies,11 -10,6,0,True,0.011615665,6,Kempton_2026-01-10_12:20,3
Kempton,10 Jan 2026,2m,Good,12:20,Kocktail Bleu,124,Freddie Gordon,Chris Gordon,11- 6,6,0,True,0.01135214,2,Kempton_2026-01-10_12:20,4
Kempton,10 Jan 2026,2m,Good,12:20,Swingin Safari,130,Harry Cobden,Paul Nicholls,11- 6,6,0,True,0.010689173,3,Kempton_2026-01-10_12:20,5
Kempton,10 Jan 2026,2m,Good,12:20,Baron Noir,133,Tom Bellamy,Alan King,11- 6,6,0,True,0.010552355,1,Kempton_2026-01-10_12:20,6
Kempton,10 Jan 2026,2m,Good,12:20,The Egyptian Ginge,129,Mr Jamie Neild,Nigel & Willy Twiston-Davies,11- 0,5,7,True,0.009325453,5,Kempton_2026-01-10_12:20,7
Kempton,10 Jan 2026,2m,Good,12:20,Can U Feel It,103,Toby McCain-Mitchell,Christian Williams,11- 0,5,5,True,0.008716397,7,Kempton_2026-01-10_12:20,8
Kempton,10 Jan 2026,2m4½f,Good,12:55,Leader In The Park,141,Ben Jones,Ben Pauling,11- 9,8,0,True,0.022936502,2,Kempton_2026-01-10_12:55,1
Kempton,10 Jan 2026,2m4½f,Good,12:55,Old Cowboy,144,Freddie Mitchell,Gary & Josh Moore,11- 3,6,3,True,0.018469062,F,Kempton_2026-01-10_12:55,2
Kempton,10 Jan 2026,2m4½f,Good,12:55,Outlaw Peter,142,Freddie Gingell,Paul Nicholls,12- 0,10,0,True,0.017900035,,Kempton_2026-01-10_12:55,3
Kempton,10 Jan 2026,2m4½f,Good,12:55,Peso,139,Jonjo O'Neill Jr,Jonjo & A J O'Neill,11- 1,7,0,True,0.017503291,PU,Kempton_2026-01-10_12:55,4
Kempton,10 Jan 2026,2m4½f,Good,12:55,Lookaway,143,Jack Quinlan,Neil King,11 -12,9,0,True,0.015429145,1,Kempton_2026-01-10_12:55,5
Kempton,10 Jan 2026,2m4½f,Good,12:55,Go West,141,Harry Cobden,Paul Nicholls,11 -12,8,0,True,0.015165402,3,Kempton_2026-01-10_12:55,6
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Senator,-,Joe Anderson,Jamie Snowden,11- 0,4,3,True,0.01952565,3,Kempton_2026-01-10_1:30,1
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Wise Counsellor,-,Jack Quinlan,Daniel Steele,11- 0,4,0,True,0.019366397,6,Kempton_2026-01-10_1:30,2
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Precious Man,127,Harry Skelton,Dan Skelton,11 -10,4,0,True,0.015809396,1,Kempton_2026-01-10_1:30,3
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Frank Stamper,93,James Bowen,Warren Greatrex,11- 0,4,0,True,0.015210312,4,Kempton_2026-01-10_1:30,4
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,King Al,115,Tom Bellamy,Alan King,11- 0,4,0,True,0.015056433,2,Kempton_2026-01-10_1:30,5
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Chartwell Jock,92,Daniel Sansom,Seamus Mullins,11- 0,4,3,True,0.014634182,F,Kempton_2026-01-10_1:30,6
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Dissident,109,Conor O'Farrell,Gary & Josh Moore,11- 0,4,0,True,0.012765863,5,Kempton_2026-01-10_1:30,7
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Pourquoi Pas Papa,120,NON-RUNNER,Paul Nicholls,11- 0,4,0,True,0.012399313,,Kempton_2026-01-10_1:30,8
Kempton,10 Jan 2026 ITV4,2m,Good,1:30,Wertpol,114,Paul O'Brien,Harry Derham,11- 0,4,0,True,0.012357952,F,Kempton_2026-01-10_1:30,9
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Your Darling,143,Ben Jones,Ben Pauling,11- 9,11,0,True,0.014814038,2,Kempton_2026-01-10_2:05,1
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,The Doyen Chief,146,Tom Bellamy,Alan King,11- 9,9,0,True,0.011622089,1,Kempton_2026-01-10_2:05,2
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Welcom To Cartries,146,Harry Cobden,Paul Nicholls,11- 5,8,0,True,0.01143741,,Kempton_2026-01-10_2:05,3
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Beachcomber,144,Jonjo O'Neill Jr,Jonjo & A J O'Neill,11- 5,8,0,True,0.0107100895,5,Kempton_2026-01-10_2:05,4
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Soul Icon,145,Sam Twiston-Davies,Keiran Burke,12- 0,9,0,True,0.01000245,4,Kempton_2026-01-10_2:05,5
Kempton,10 Jan 2026 ITV4,3m,Good,2:05,Sea Invasion,144,Ben Godfrey,Anthony Honeyball,10- 2,8,0,True,0.009587373,3,Kempton_2026-01-10_2:05,6
Kempton,10 Jan 2026 ITV4,2m4½f,Good,2:40,Kalif Du Berlais,163,Harry Cobden,Paul Nicholls,11- 5,6,0,True,0.020184468,UR,Kempton_2026-01-10_2:40,1
Kempton,10 Jan 2026 ITV4,2m4½f,Good,2:40,Boombawn,167,Harry Skelton,Dan Skelton,11- 5,9,0,True,0.018515969,3,Kempton_2026-01-10_2:40,2
Kempton,10 Jan 2026 ITV4,2m4½f,Good,2:40,Edwardstone,170,Tom Cannon,Alan King,11- 2,12,0,True,0.015434071,1,Kempton_2026-01-10_2:40,3
Kempton,10 Jan 2026 ITV4,2m4½f,Good,2:40,Master Chewy,168,Sam Twiston-Davies,Nigel & Willy Twiston-Davies,11- 8,9,0,True,0.0147316735,2,Kempton_2026-01-10_2:40,4
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Lanesborough,150,Ben Jones,Ben Pauling,10 -12,7,0,True,0.016429573,5,Kempton_2026-01-10_3:17,1
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,French Ship,151,Callum Pritchard,Philip Hobbs & Johnson White,12- 0,6,3,True,0.012976425,7,Kempton_2026-01-10_3:17,2
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Beat The Bat,148,Bryan Carver,Harry Fry,11- 2,8,0,True,0.011488627,8,Kempton_2026-01-10_3:17,3
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Captain Teague,147,NON-RUNNER,Paul Nicholls,11- 7,8,0,True,0.011371139,,Kempton_2026-01-10_3:17,4
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Double Powerful,142,Conor O'Farrell,Neil Mulholland,11- 4,7,0,True,0.010915828,2,Kempton_2026-01-10_3:17,5
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Wreckless Eric,149,Kielan Woods,Jonjo & A J O'Neill,10 -10,6,0,True,0.010588427,9,Kempton_2026-01-10_3:17,6
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Just A Rose,147,Freddie Gingell,Paul Nicholls,10- 3,7,0,True,0.010386123,PU,Kempton_2026-01-10_3:17,7
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Iberico Lord,148,James Bowen,Nicky Henderson,11- 4,8,0,True,0.01027327,1,Kempton_2026-01-10_3:17,8
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,A Pai De Nom,148,Harry Skelton,Dan Skelton,10- 6,6,0,True,0.009933886,3,Kempton_2026-01-10_3:17,9
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Came From Nowhere,147,Lorcan Williams,Jeremy Scott,10- 6,7,0,True,0.009895993,,Kempton_2026-01-10_3:17,10
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Just Ennemi,143,Paul O'Brien,Harry Derham,10- 6,6,0,True,0.009826056,12,Kempton_2026-01-10_3:17,11
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Krak,145,J J Slevin,Nigel & Willy Twiston-Davies,10- 7,6,0,True,0.00977315,10,Kempton_2026-01-10_3:17,12
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Yellow Star,148,Freddie Mitchell,Gary & Josh Moore,10- 3,6,3,True,0.009374231,11,Kempton_2026-01-10_3:17,13
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Fasol,148,Miss Olive Nicholls,Paul Nicholls,10- 5,7,5,True,0.009276262,4,Kempton_2026-01-10_3:17,14
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,King Of The Lake,146,Chad Bament,Jeremy Scott,10 -10,8,7,True,0.009227789,F,Kempton_2026-01-10_3:17,15
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Ike Sport,147,Sam Twiston-Davies,Neil Mulholland,10- 9,8,0,True,0.009042185,6,Kempton_2026-01-10_3:17,16
Kempton,10 Jan 2026 ITV4,2m5f,Good,3:17,Goodwin,151,Rian Corcoran,Chris Gordon,10- 7,8,7,True,0.008433065,13,Kempton_2026-01-10_3:17,17
Kempton,10 Jan 2026,2m,Good,3:53,Courageous Strike,127,Harry Cobden,Paul Nicholls,10 -11,5,0,True,0.06086519,3,Kempton_2026-01-10_3:53,1
Kempton,10 Jan 2026,2m,Good,3:53,We're Red And Blue,130,Jonjo O'Neill Jr,Jonjo & A J O'Neill,11- 6,6,0,True,0.03751752,2,Kempton_2026-01-10_3:53,2
Kempton,10 Jan 2026,2m,Good,3:53,Washington,132,Megan Fox,Harry Derham,11 -13,10,7,True,0.024637202,8,Kempton_2026-01-10_3:53,3
Kempton,10 Jan 2026,2m,Good,3:53,Quaviste,127,Harry Skelton,Dan Skelton,10 -11,6,0,True,0.011652616,5,Kempton_2026-01-10_3:53,4
Kempton,10 Jan 2026,2m,Good,3:53,Oakley's Way,130,Ben Godfrey,Anthony Honeyball,10- 2,6,0,True,0.010721063,6,Kempton_2026-01-10_3:53,5
Kempton,10 Jan 2026,2m,Good,3:53,King William Rufus,131,Freddie Gordon,Chris Gordon,11- 5,9,0,True,0.010156059,4,Kempton_2026-01-10_3:53,6
Kempton,10 Jan 2026,2m,Good,3:53,Rare Edition,131,Daire McConville,Charlie Longsdon,11 -13,9,7,True,0.009227636,7,Kempton_2026-01-10_3:53,7
Kempton,10 Jan 2026,2m,Good,3:53,Williethebuilder,133,Toby McCain-Mitchell,Christian Williams,12- 2,7,5,True,0.009070639,1,Kempton_2026-01-10_3:53,8
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Sukhumvit,-,P Mxoli,Alec Laird,9- 6,5,0,True,0.028583469,10,Kenilworth_2026-01-10_1:25,1
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Give Me Everything,-,Juan Paul V'D Merwe,Dean Kannemeyer,9- 5,4,0,True,0.028149087,6,Kenilworth_2026-01-10_1:25,2
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Red Palace,116,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.017268574,9,Kenilworth_2026-01-10_1:25,3
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Rainbow Lorikeet,103,A Domeyer,Candice Bass,9- 6,5,0,True,0.016925804,3,Kenilworth_2026-01-10_1:25,4
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Minogue,107,M Yeni,Candice & Tammy Dawson,9- 6,5,0,True,0.016827226,5,Kenilworth_2026-01-10_1:25,5
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Double Grand Slam,123,Oisin Murphy,Justin Snaith,9- 6,5,0,True,0.016795905,4,Kenilworth_2026-01-10_1:25,6
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Little Suzie,108,S Veale,Justin Snaith,9- 5,4,0,True,0.016706115,8,Kenilworth_2026-01-10_1:25,7
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Keukenhof,123,Callan Murray,Dean Kannemeyer,8- 7,3,0,True,0.014642127,7,Kenilworth_2026-01-10_1:25,8
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Wish List,127,A Fortune,Justin Snaith,8- 7,3,0,True,0.014533107,1,Kenilworth_2026-01-10_1:25,9
Kenilworth,10 Jan 2026,1m1f,Good,1:25,Reet Petite,130,R Fourie,James Crawford,8- 7,3,0,True,0.012676714,2,Kenilworth_2026-01-10_1:25,10
Kenilworth,10 Jan 2026,5f,Good,2:00,Dance Variety,-,,A N Marcus,9- 6,6,0,True,0.038235784,,Kenilworth_2026-01-10_2:00,1
Kenilworth,10 Jan 2026,5f,Good,2:00,Outlaw King,110,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.03490577,3,Kenilworth_2026-01-10_2:00,2
Kenilworth,10 Jan 2026,5f,Good,2:00,Kingdundee,-,Calvin Habib,Dean Smith,9- 6,4,0,True,0.03235654,1,Kenilworth_2026-01-10_2:00,3
Kenilworth,10 Jan 2026,5f,Good,2:00,Meu Capitano,-,,Piet & Elbert Steyn,9- 6,5,0,True,0.031794857,,Kenilworth_2026-01-10_2:00,4
Kenilworth,10 Jan 2026,5f,Good,2:00,Arctic Wizard,-,,G W Ennion,9- 6,4,0,True,0.029619703,,Kenilworth_2026-01-10_2:00,5
Kenilworth,10 Jan 2026,5f,Good,2:00,Surjay,112,Luyolo Mxothwa,James Crawford,9- 6,7,0,True,0.029566696,5,Kenilworth_2026-01-10_2:00,6
Kenilworth,10 Jan 2026,5f,Good,2:00,Quantum Theory,102,K De Melo,Sean Tarry,9- 6,6,0,True,0.026951954,13,Kenilworth_2026-01-10_2:00,7
Kenilworth,10 Jan 2026,5f,Good,2:00,Constellation,-,Callan Murray,Mike & Mathew De Kock,8 -13,3,0,True,0.026846971,9,Kenilworth_2026-01-10_2:00,8
Kenilworth,10 Jan 2026,5f,Good,2:00,Truth,98,Ryan Munger,Candice & Tammy Dawson,9- 6,4,0,True,0.025733383,12,Kenilworth_2026-01-10_2:00,9
Kenilworth,10 Jan 2026,5f,Good,2:00,Asiye Phambili,118,S Veale,Lucinda Woodruff,9- 1,6,0,True,0.025668526,4,Kenilworth_2026-01-10_2:00,10
Kenilworth,10 Jan 2026,5f,Good,2:00,Cafe Culture,116,C Little,Lucinda Woodruff,9- 6,6,0,True,0.025668526,6,Kenilworth_2026-01-10_2:00,11
Kenilworth,10 Jan 2026,5f,Good,2:00,Tenango,117,A Domeyer,Candice Bass,9- 6,5,0,True,0.025496222,11,Kenilworth_2026-01-10_2:00,12
Kenilworth,10 Jan 2026,5f,Good,2:00,Snow Pilot,115,Rene Piechulek,Justin Snaith,9- 6,5,0,True,0.024514602,14,Kenilworth_2026-01-10_2:00,13
Kenilworth,10 Jan 2026,5f,Good,2:00,Buffalo Storm Cody,121,Gavin Lerena,Tony Peter,9- 6,4,0,True,0.022913583,7,Kenilworth_2026-01-10_2:00,14
Kenilworth,10 Jan 2026,5f,Good,2:00,I Am Giant,110,Oisin Murphy,Stuart Ferrie,9- 6,6,0,True,0.021034352,2,Kenilworth_2026-01-10_2:00,15
Kenilworth,10 Jan 2026,5f,Good,2:00,Direct Hit,126,NON-RUNNER,Alan Greeff,8- 7,3,0,True,0.019917592,,Kenilworth_2026-01-10_2:00,16
Kenilworth,10 Jan 2026,5f,Good,2:00,Lucky Lad,121,S'manga Khumalo,Sean Tarry,9- 6,5,0,True,0.018943245,10,Kenilworth_2026-01-10_2:00,17
Kenilworth,10 Jan 2026,5f,Good,2:00,O'Tenikwa,102,C Orffer,Andre Nel,9- 6,4,0,True,0.016343141,8,Kenilworth_2026-01-10_2:00,18
Kenilworth,10 Jan 2026,1m,Good,2:45,Legal Counsel,-,C Little,Justin Snaith,9- 6,4,0,True,0.03156829,9,Kenilworth_2026-01-10_2:45,1
Kenilworth,10 Jan 2026,1m,Good,2:45,Jet Force,-,Grant Van Niekerk,Des A McLachlan,9- 6,4,0,True,0.03156829,11,Kenilworth_2026-01-10_2:45,2
Kenilworth,10 Jan 2026,1m,Good,2:45,See It Again,123,A Fortune,Justin Snaith,9- 6,6,0,True,0.029929504,3,Kenilworth_2026-01-10_2:45,3
Kenilworth,10 Jan 2026,1m,Good,2:45,The Real Prince,125,Craig Zackey,Dean Kannemeyer,9- 6,5,0,True,0.028802276,1,Kenilworth_2026-01-10_2:45,4
Kenilworth,10 Jan 2026,1m,Good,2:45,Sugar Mountain,123,A Domeyer,Candice Bass,9- 6,7,0,True,0.028531348,6,Kenilworth_2026-01-10_2:45,5
Kenilworth,10 Jan 2026,1m,Good,2:45,Eight On Eighteen,124,Oisin Murphy,Justin Snaith,9- 6,4,0,True,0.02590296,8,Kenilworth_2026-01-10_2:45,6
Kenilworth,10 Jan 2026,1m,Good,2:45,Gladatorian,126,S Veale,Stuart Ferrie,9- 6,6,0,True,0.022825588,7,Kenilworth_2026-01-10_2:45,7
Kenilworth,10 Jan 2026,1m,Good,2:45,Dave The King,120,Ryan Munger,Mike & Mathew De Kock,9- 6,6,0,True,0.022349518,13,Kenilworth_2026-01-10_2:45,8
Kenilworth,10 Jan 2026,1m,Good,2:45,Questioning,110,R Fourie,Vaughan Marshall,9- 6,5,0,True,0.020592123,2,Kenilworth_2026-01-10_2:45,9
Kenilworth,10 Jan 2026,1m,Good,2:45,Fire Attack,119,Calvin Habib,Alec Laird,9- 6,4,0,True,0.020245386,14,Kenilworth_2026-01-10_2:45,10
Kenilworth,10 Jan 2026,1m,Good,2:45,Garrix,112,S'manga Khumalo,Piet & Elbert Steyn,9- 6,4,0,True,0.020167578,10,Kenilworth_2026-01-10_2:45,11
Kenilworth,10 Jan 2026,1m,Good,2:45,Cosmic Speed,123,Gavin Lerena,Sean Tarry,9- 6,4,0,True,0.020161336,5,Kenilworth_2026-01-10_2:45,12
Kenilworth,10 Jan 2026,1m,Good,2:45,Sail The Seas,117,M Yeni,Justin Snaith,9- 6,4,0,True,0.020028828,4,Kenilworth_2026-01-10_2:45,13
Kenilworth,10 Jan 2026,1m,Good,2:45,Jan Van Goyen,131,Callan Murray,Mike & Mathew De Kock,8- 9,3,0,True,0.01986343,12,Kenilworth_2026-01-10_2:45,14
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Poetic Force,72,Matthew Lloyd Slater,Tony Carroll,9- 8,12,7,True,0.03324626,4,Lingfield (AW)_2026-01-10_11:40,1
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,City Of York,71,Luke Morris,David Simcock,9- 3,6,0,True,0.030762864,,Lingfield (AW)_2026-01-10_11:40,2
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Reddeef,72,Darragh Keenan,Michael Keady,9- 9,4,0,True,0.02567574,8,Lingfield (AW)_2026-01-10_11:40,3
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Francesi,77,Myla Coppins,Tony Carroll,9- 9,7,7,True,0.02530493,1,Lingfield (AW)_2026-01-10_11:40,4
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Super Hit,75,Rob Hornby,Darryll Holland,9- 8,5,0,True,0.023215592,2,Lingfield (AW)_2026-01-10_11:40,5
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Stacey Racey,75,Josephine Gordon,Keiran Burke,8- 8,5,0,True,0.023215592,7,Lingfield (AW)_2026-01-10_11:40,6
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Amber Honey,77,Harry Davies,Ed Dunlop,9- 5,4,0,True,0.022128932,6,Lingfield (AW)_2026-01-10_11:40,7
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Three On Thursday,75,Neil Callan,Tony Carroll,9- 5,4,0,True,0.021902382,3,Lingfield (AW)_2026-01-10_11:40,8
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m,Standard,11:40,Dandy Khan,78,Hector Crouch,Jim Boyle,9- 7,4,0,True,0.020480651,5,Lingfield (AW)_2026-01-10_11:40,9
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Tilsworth Max,54,Jonny Peate,J R Jenkins,9- 9,6,0,True,0.05166728,1,Lingfield (AW)_2026-01-10_12:10,1
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Voodoo Ray,51,Tom Queally,Gary & Josh Moore,9- 9,7,0,True,0.05133552,7,Lingfield (AW)_2026-01-10_12:10,2
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Headshot,60,Myla Coppins,Tony Carroll,9- 9,8,7,True,0.050171323,5,Lingfield (AW)_2026-01-10_12:10,3
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Porfin,52,Grace McEntee,Phil McEntee,9- 9,8,0,True,0.047858085,3,Lingfield (AW)_2026-01-10_12:10,4
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Musaytir,46,Gina Mangan,Joe Ponting,9- 9,8,0,True,0.04451941,8,Lingfield (AW)_2026-01-10_12:10,5
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Spirit Charmer,54,William Cox,Patrick Chamings,9- 9,5,0,True,0.04354279,6,Lingfield (AW)_2026-01-10_12:10,6
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Zaltalla,59,Neil Callan,Michael Attwater,9- 9,5,0,True,0.041427445,4,Lingfield (AW)_2026-01-10_12:10,7
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Call Glory,59,Ryan Kavanagh,Ian Williams,10- 0,5,5,True,0.03791011,2,Lingfield (AW)_2026-01-10_12:10,8
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:10,Hannahs Story,43,Jack Dace,Daniel Steele,9- 9,5,5,True,0.037800703,9,Lingfield (AW)_2026-01-10_12:10,9
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Invincible Storm,51,Luke Morris,Ed de Giles,9- 9,4,0,True,0.06891764,6,Lingfield (AW)_2026-01-10_12:40,1
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Vitalline,60,Josephine Gordon,Keiran Burke,9- 9,8,0,True,0.06024133,2,Lingfield (AW)_2026-01-10_12:40,2
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Dr Ali,59,Jonny Peate,J R Jenkins,9- 9,4,0,True,0.054541282,4,Lingfield (AW)_2026-01-10_12:40,3
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Alyara,50,Dylan Hogan,Joe Ponting,9- 9,8,0,True,0.05243383,5,Lingfield (AW)_2026-01-10_12:40,4
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Under Curfew,53,Gina Mangan,Tony Carroll,9- 9,10,0,True,0.052049562,3,Lingfield (AW)_2026-01-10_12:40,5
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Miraflores,53,Kieran O'Neill,Rachel Cook & John Bridger,9- 9,4,0,True,0.046596944,8,Lingfield (AW)_2026-01-10_12:40,6
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Secret Road,60,Pat Cosgrave,James Owen,9 -13,8,0,True,0.043982837,1,Lingfield (AW)_2026-01-10_12:40,7
Lingfield (AW),10 Jan 2026 SKY Polytrack,7f,Standard,12:40,Valadero,61,Sean D Bowen,Brian Toomey,9- 9,5,0,True,0.03898744,7,Lingfield (AW)_2026-01-10_12:40,8
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Imperial Decision,23,Josephine Gordon,Keiran Burke,10- 2,4,0,True,0.056150272,,Lingfield (AW)_2026-01-10_1:10,1
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Genuine Warrior,50,Callum Shepherd,Harry Charlton,8- 8,3,0,True,0.04440412,,Lingfield (AW)_2026-01-10_1:10,2
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Al Bowlly,55,Harry Davies,Richard Hannon,8- 8,3,0,True,0.03650544,,Lingfield (AW)_2026-01-10_1:10,3
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Klammer Express,51,Sorin Moldoveanu,Jane Chapple-Hyam,8- 8,3,7,True,0.03415128,,Lingfield (AW)_2026-01-10_1:10,4
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:10,Siam Ruby,75,Edward Greatrex,Ralph Beckett,8- 3,3,0,True,0.022685422,,Lingfield (AW)_2026-01-10_1:10,5
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Woodstock City,82,Ryan Kavanagh,Ian Williams,9 -10,6,5,True,0.038286727,2,Lingfield (AW)_2026-01-10_1:47,1
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Johnjay,81,Josephine Gordon,Keiran Burke,8 -11,6,0,True,0.031161482,8,Lingfield (AW)_2026-01-10_1:47,2
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Annexation,81,Jack Doughty,Tony Carroll,9 -10,10,0,True,0.03071154,9,Lingfield (AW)_2026-01-10_1:47,3
Lingfield (AW),10 Jan 2026 SKY Polytrack,1m2f,Standard,1:47,Lenny's Spirit,80,William Carson,Denis Quinn,9- 7,8,0,True,0.025930239,6,Lingfield (AW)_2026-01-10_1:47,4
