track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history,actual_position,Race_id,inferred_position,was_bet,bet_roi,kelly_stake,action
Chelmsford (AW),15 Jan 2026Polytrack,7f,Standard,6:30,Kondratiev Wave,65,William Carson,Tony Carroll,9- 8,9,0,True,0,0.036378387,0,False,,Chelmsford (AW)_2026-01-14_6:30,3,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,7f,Standard,6:30,Tootsie,67,Grace McEntee,Phil McEntee,9- 2,4,0,True,0,0.027649378,0,False,,Chelmsford (AW)_2026-01-14_6:30,4,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,7f,Standard,6:30,Straight Back Up,65,Hollie Doyle,Dr Richard Newland & Jamie Insole,9- 1,4,0,True,0,0.026238412,0,False,,Chelmsford (AW)_2026-01-14_6:30,5,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,7f,Standard,6:30,My Boy Harry,66,Luke Morris,Jim & Suzi Best,9- 9,4,0,True,0,0.022754602,0,False,,Chelmsford (AW)_2026-01-14_6:30,6,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Vitalline,79,Tyler Heard,Keiran Burke,8- 4,8,0,True,0,0.039227676,0,False,,Chelmsford (AW)_2026-01-14_7:00,1,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Buraback,77,Lewis Edmunds,Derek Shaw,8 -10,7,0,True,0,0.038335156,0,False,,Chelmsford (AW)_2026-01-14_7:00,2,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Darn Hot Time,80,Hollie Doyle,Dr Richard Newland & Jamie Insole,9- 1,4,0,True,0,0.033274155,0,False,,Chelmsford (AW)_2026-01-14_7:00,3,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Siobhanbrogan,83,Jason Hart,Hugo Palmer,9- 9,5,0,True,0,0.032834064,0,False,,Chelmsford (AW)_2026-01-14_7:00,4,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Stapleford Park,70,Robert Havlin,Michael Attwater,9- 6,4,0,True,0,0.02935199,0,False,,Chelmsford (AW)_2026-01-14_7:00,5,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Massimo Blue,81,Jack Mitchell,George Baker,9- 6,4,0,True,0,0.02621456,0,False,,Chelmsford (AW)_2026-01-14_7:00,6,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Invincible Melody,80,Jack Dace,Stuart Williams,9- 0,4,5,True,0,0.022211686,0,False,,Chelmsford (AW)_2026-01-14_7:00,7,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,6f,Standard,7:00,Lazzar,81,Finley Marsh,Richard Hughes,9- 9,4,0,True,0,0.02182348,0,False,,Chelmsford (AW)_2026-01-14_7:00,8,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Carlton,83,Sean D Bowen,James Owen,9 -13,6,0,True,0,0.038961872,0,False,,Chelmsford (AW)_2026-01-14_7:30,1,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Pleasant Man,81,Lewis Edmunds,Joey Ramsden,9 -13,8,0,True,0,0.037850257,0,False,,Chelmsford (AW)_2026-01-14_7:30,2,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Parramount,86,Jack Doughty,Charlie Longsdon,9 -10,10,0,True,0,0.035185505,0,False,,Chelmsford (AW)_2026-01-14_7:30,3,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Atlantic Sunset,84,Jason Hart,Charlie Johnston,9- 8,4,0,True,0,0.030604541,0,False,,Chelmsford (AW)_2026-01-14_7:30,4,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Veraison,83,Hollie Doyle,Dr Richard Newland & Jamie Insole,9- 8,4,0,True,0,0.030363794,0,False,,Chelmsford (AW)_2026-01-14_7:30,5,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Relocal,84,Jack Mitchell,Roger Varian,9- 4,4,0,True,0,0.029436307,0,False,,Chelmsford (AW)_2026-01-14_7:30,6,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m5½f,Standard,7:30,Must Believe,81,Hector Crouch,Ismail Mohammed,9- 9,4,0,True,0,0.024407944,0,False,,Chelmsford (AW)_2026-01-14_7:30,7,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Global Effort,54,Grace McEntee,Phil McEntee,9- 9,6,0,True,0,0.08494573,0,False,3,Chelmsford (AW)_2026-01-14_8:00,1,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Snow Boots,25,Jack Doughty,Tony Carroll,9- 9,5,0,True,0,0.0693284,0,False,,Chelmsford (AW)_2026-01-14_8:00,2,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Bishop's Glory,58,Alistair Rawlinson,Joey Ramsden,9- 9,6,0,True,0,0.06057787,0,False,,Chelmsford (AW)_2026-01-14_8:00,3,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Tilsworth Ony Ta,54,Lewis Edmunds,J R Jenkins,9- 9,7,0,True,0,0.05852871,0,False,,Chelmsford (AW)_2026-01-14_8:00,4,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Marcus,58,Rob Hornby,Charlie Wallis,9- 9,5,0,True,0,0.051888887,0,False,,Chelmsford (AW)_2026-01-14_8:00,5,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Under Curfew,56,Gina Mangan,Tony Carroll,9- 9,10,0,True,0,0.05041351,0,False,,Chelmsford (AW)_2026-01-14_8:00,6,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,5f,Standard,8:00,Flicka's Girl,61,Sean Levey,Michael Attwater,9- 9,4,0,True,0,0.048172474,0,False,,Chelmsford (AW)_2026-01-14_8:00,7,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Oman,85,Marco Ghiani,Tony Carroll,9- 4,8,0,True,0,0.025324062,0,False,,Chelmsford (AW)_2026-01-14_8:30,1,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Melek Alreeh,87,Luke Morris,David Simcock,9 -13,7,0,True,0,0.02510485,0,False,,Chelmsford (AW)_2026-01-14_8:30,2,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Vice President,87,Finley Marsh,Richard Hughes,9 -12,5,0,True,0,0.024610076,0,False,,Chelmsford (AW)_2026-01-14_8:30,3,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,War Chant,85,Rob Hornby,Edward Smyth-Osbourne,9- 5,6,0,True,0,0.024543384,0,False,,Chelmsford (AW)_2026-01-14_8:30,4,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Monty Beau,87,Jason Hart,Hugo Palmer,9- 7,5,0,True,0,0.02373325,0,False,,Chelmsford (AW)_2026-01-14_8:30,5,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Bubbles Wonky,88,Thomas Greatrex,Mark Pattinson,9 -13,5,0,True,0,0.019814713,0,False,,Chelmsford (AW)_2026-01-14_8:30,6,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Desert Heart,81,Jack Doughty,Ed Walker,9- 9,4,0,True,0,0.019086903,0,False,,Chelmsford (AW)_2026-01-14_8:30,7,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Time Tested,86,Hector Crouch,Michael Bell,9 -10,5,0,True,0,0.01907775,0,False,,Chelmsford (AW)_2026-01-14_8:30,8,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Hinchinbrooke,88,Harry Davies,Jane Chapple-Hyam,9- 6,4,0,True,0,0.01874205,0,False,,Chelmsford (AW)_2026-01-14_8:30,9,False,0.0,,
Chelmsford (AW),15 Jan 2026Polytrack,1m2f,Standard,8:30,Rodoya,93,Lewis Edmunds,Julie Camacho,9- 9,4,0,True,0,0.016744295,0,False,,Chelmsford (AW)_2026-01-14_8:30,10,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,The Store Boy,-,Darragh O'Keeffe,Henry De Bromhead,11 -12,6,0,True,0,0.5035468,2,True,,Fairyhouse_2026-01-14_11:53,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Strutter,-,Paul Townend,W P Mullins,11 -12,7,0,True,0,0.1641115,0,False,,Fairyhouse_2026-01-14_11:53,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Swing Davis,-,Jack Kennedy,Gordon Elliott,11- 5,6,0,True,0,0.103640355,0,False,,Fairyhouse_2026-01-14_11:53,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Giant Haystacks,-,Danny Gilligan,Ross O'Sullivan,11 -12,7,0,True,0,0.079629354,0,False,,Fairyhouse_2026-01-14_11:53,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Onlymammycanloveme,78,J J Slevin,Seamus Neville,11 -12,7,0,True,0,0.07318605,0,False,,Fairyhouse_2026-01-14_11:53,5,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,I Am Lorenzo,-,Sean Flanagan,Paul Nolan,11 -12,7,0,True,0,0.07287192,0,False,,Fairyhouse_2026-01-14_11:53,6,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Torquay Road,118,Eoin Staples,Cian Collins,11 -12,7,5,True,0,0.057064343,0,False,,Fairyhouse_2026-01-14_11:53,7,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Supreme Jet,126,Phillip Enright,Oliver McKiernan,11 -12,10,0,True,0,0.053434726,0,False,,Fairyhouse_2026-01-14_11:53,8,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Union Station,131,Keith Donoghue,Gavin Cromwell,11 -12,7,0,True,0,0.023115141,0,False,,Fairyhouse_2026-01-14_11:53,9,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Sonny May,99,Sean O'Keeffe,Denis Hickey,11 -12,9,0,True,0,0.02178304,0,False,,Fairyhouse_2026-01-14_11:53,10,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Coral River,131,Donagh Meyler,Ross O'Sullivan,11 -12,7,0,True,0,0.020925798,0,False,,Fairyhouse_2026-01-14_11:53,11,False,0.0,,
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Promontory,104,Aidan Kelly,Sarah Joanna Connell,11 -12,9,3,True,0,0.020772925,0,False,,Fairyhouse_2026-01-14_11:53,12,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Rockstown Girl,117,Eoghan Finegan,Anthony McCann,11- 5,8,7,True,0,0.042442307,0,False,,Fairyhouse_2026-01-14_12:23,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Hardy Diamond,121,Danny Gilligan,Gordon Elliott,11- 9,7,0,True,0,0.04019046,0,False,,Fairyhouse_2026-01-14_12:23,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Quornofamonday,117,Donagh Meyler,J P Dempsey,11- 7,8,0,True,0,0.038843285,0,False,,Fairyhouse_2026-01-14_12:23,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Speakasyoufind,-,G B Noonan,P J Rothwell,10- 3,5,0,True,0,0.02787242,0,False,,Fairyhouse_2026-01-14_12:23,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,West Of Carrig,125,Mr A J Browne,Don Browne,11- 6,9,7,True,0,0.02766705,0,False,,Fairyhouse_2026-01-14_12:23,5,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Midleton Rare,-,Sam Ewing,Ian Patrick Donoghue,11- 3,8,0,True,0,0.026125709,0,False,,Fairyhouse_2026-01-14_12:23,6,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,One And Only,116,Phillip Enright,Oliver McKiernan,10- 5,8,0,True,0,0.025869355,0,False,,Fairyhouse_2026-01-14_12:23,7,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Our Boy Rocky,83,Brian Hayes,Liam P Cusack,11- 3,8,0,True,0,0.024993302,0,False,,Fairyhouse_2026-01-14_12:23,8,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Ag Obair Go Crua,112,Darragh O'Keeffe,J P Flavin,10 -13,7,0,True,0,0.02432611,0,False,,Fairyhouse_2026-01-14_12:23,9,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Tell Us This,115,Keith Donoghue,Gavin Cromwell,11 -10,7,0,True,0,0.021388846,0,False,,Fairyhouse_2026-01-14_12:23,10,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Duffys Getaway,83,Simon Torrens,P J Rothwell,10- 7,9,0,True,0,0.019069988,0,False,,Fairyhouse_2026-01-14_12:23,11,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Long Road,124,Dylan Robinson,P J Rothwell,10- 4,7,0,True,0,0.017413016,0,False,,Fairyhouse_2026-01-14_12:23,12,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Hello Jack,106,Jordan Gainford,Gordon Elliott,11 -12,6,0,True,0,0.016326124,0,False,,Fairyhouse_2026-01-14_12:23,13,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Don't Talk,114,Ben Harvey,Karl Thornton,11- 9,9,0,True,0,0.015883643,0,False,,Fairyhouse_2026-01-14_12:23,14,False,0.0,,
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Dundaniel,124,Mr P W Gleeson,Patrick J F Hassett,11 -10,11,7,True,0,0.01586475,0,False,,Fairyhouse_2026-01-14_12:23,15,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Sticwiththeprocess,120,Mark Walsh,T M Walsh,11- 8,6,0,True,0,0.09548162,3,True,,Fairyhouse_2026-01-14_12:58,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Coyote Spirit,120,Jack Kennedy,Gordon Elliott,11 -11,8,0,True,0,0.025443058,0,False,,Fairyhouse_2026-01-14_12:58,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Welluknow,119,Daniel King,M A Molloy,11- 6,7,0,True,0,0.019938882,0,False,,Fairyhouse_2026-01-14_12:58,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Heron's Butler,128,Liam McKenna,Dermot A McLoughlin,11- 9,6,5,True,0,0.01696016,0,False,,Fairyhouse_2026-01-14_12:58,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Nelson Muntz,121,Cian Quirke,David Harry Kelly,11 -11,7,0,True,0,0.012255461,0,False,,Fairyhouse_2026-01-14_12:58,5,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Roc Dino,109,Paul Townend,W P Mullins,11- 4,5,0,True,0,0.09725224,0,False,,Fairyhouse_2026-01-14_1:33,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Three Leaf Clover,58,Niall Moore,Dermot A McLoughlin,10 -11,5,5,True,0,0.027826844,0,False,,Fairyhouse_2026-01-14_1:33,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Elusive Power,-,Simon Torrens,Noel C Kelly,10 -11,6,0,True,0,0.025683723,0,False,,Fairyhouse_2026-01-14_1:33,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Thatsmyroadie,-,Patrick M O'Brien,Dermot A McLoughlin,11- 4,6,5,True,0,0.02496129,0,False,,Fairyhouse_2026-01-14_1:33,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Danalii,-,Jack G Gilligan,Paul John Gilligan,11- 4,5,5,True,0,0.022606494,0,False,,Fairyhouse_2026-01-14_1:33,5,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Puma's Dream,107,Jack Kennedy,Gordon Elliott,11- 4,5,0,True,0,0.022242807,0,False,,Fairyhouse_2026-01-14_1:33,6,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Grand Pretender,-,Benjamin P Kennedy,Francis J Flood,11- 4,6,7,True,0,0.021891633,0,False,,Fairyhouse_2026-01-14_1:33,7,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Premier Rogue,117,Donagh Meyler,Noel Meade,11- 4,5,0,True,0,0.020604508,0,False,,Fairyhouse_2026-01-14_1:33,8,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Zarushio,-,Ben Harvey,Tom Dreaper,11- 4,6,0,True,0,0.019505318,0,False,,Fairyhouse_2026-01-14_1:33,9,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Agameoftwohalves,119,Danny Gilligan,Gordon Elliott,11- 4,5,0,True,0,0.019205783,0,False,,Fairyhouse_2026-01-14_1:33,10,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Cola Blaze,-,Paddy Cleary,Nigel Thomas Slevin,11- 5,7,7,True,0,0.018753646,0,False,,Fairyhouse_2026-01-14_1:33,11,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Whenurreadydylan,-,Carl Millar,W J Austin,11- 4,6,5,True,0,0.016328398,0,False,,Fairyhouse_2026-01-14_1:33,12,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Starski,-,Conor Stone-Walsh,Gavin Cromwell,10 -11,5,0,True,0,0.015845101,0,False,,Fairyhouse_2026-01-14_1:33,13,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Mighty Park,-,,W P Mullins,11- 4,5,0,True,0,0.015306585,0,False,,Fairyhouse_2026-01-14_1:33,14,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Ballyhasty,-,Eoin Staples,W J Austin,11- 4,5,5,True,0,0.013305777,0,False,,Fairyhouse_2026-01-14_1:33,15,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Le Midnightdancer,77,,Gavin Cromwell,11- 4,5,0,True,0,0.012391789,0,False,,Fairyhouse_2026-01-14_1:33,16,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Coolboy Christy,101,Dylan Robinson,P J Rothwell,11- 4,5,0,True,0,0.011032368,0,False,,Fairyhouse_2026-01-14_1:33,17,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Juke Hill,107,Jordan Gainford,Gordon Elliott,11- 4,6,0,True,0,0.009544363,0,False,,Fairyhouse_2026-01-14_1:33,18,False,0.0,,
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Largy Spirit,104,Ms E Dunseath,Noel C Kelly,11- 4,7,7,True,0,0.008342383,0,False,,Fairyhouse_2026-01-14_1:33,19,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Noemie De La Vis,119,Paul Townend,W P Mullins,10- 6,4,0,True,0,0.07871913,0,False,,Fairyhouse_2026-01-14_2:08,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Dee's Lady,118,Keith Donoghue,J P Dempsey,11- 7,6,0,True,0,0.06743245,0,False,,Fairyhouse_2026-01-14_2:08,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Soldierstown,60,Darragh O'Keeffe,Peter Buchanan,11- 7,7,0,True,0,0.024991663,0,False,,Fairyhouse_2026-01-14_2:08,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Sound Judgement,-,Jack Kennedy,Gordon Elliott,11- 7,6,0,True,0,0.024316022,0,False,,Fairyhouse_2026-01-14_2:08,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Lucy Jordan,-,Jordan Gainford,Cian Collins,11- 7,7,0,True,0,0.018830787,0,False,,Fairyhouse_2026-01-14_2:08,5,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Not Leaving Yet,74,Phillip Enright,Robert Murphy,11- 7,6,0,True,0,0.015564472,0,False,,Fairyhouse_2026-01-14_2:08,6,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Isdistheone,-,John Shinnick,Robert Murphy,11- 7,6,3,True,0,0.01528107,0,False,,Fairyhouse_2026-01-14_2:08,7,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Leaving Omelas,-,Richard Condon,Michael Butler,11- 7,6,5,True,0,0.012648747,0,False,,Fairyhouse_2026-01-14_2:08,8,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Champagne Venture,109,Danny Gilligan,D Broad,11- 7,7,0,True,0,0.008681167,0,False,,Fairyhouse_2026-01-14_2:08,9,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Valette,90,Conor Stone-Walsh,Ian Patrick Donoghue,11- 7,6,0,True,0,0.008453697,0,False,,Fairyhouse_2026-01-14_2:08,10,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Two Seconds,102,Kevin Healy,Declan Queally,11- 7,6,7,True,0,0.006571075,0,False,,Fairyhouse_2026-01-14_2:08,11,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Miss Kingston,102,Paddy Cody,P F McEnery,11- 7,5,7,True,0,0.0057551065,0,False,,Fairyhouse_2026-01-14_2:08,12,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Sacramental,51,Thomas O'Connor,J R Finn,11 -12,8,7,True,0,0.023114085,0,False,,Fairyhouse_2026-01-14_2:43,1,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Clash Gold,66,Benjamin P Kennedy,Francis J Flood,11- 5,7,7,True,0,0.02013447,0,False,,Fairyhouse_2026-01-14_2:43,2,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Needs Must,98,Jack Kennedy,Gordon Elliott,11 -12,5,0,True,0,0.01747441,0,False,,Fairyhouse_2026-01-14_2:43,3,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Magic Hands Noel,62,Brian Hayes,Gerard Keane,11- 5,5,0,True,0,0.017204478,0,False,,Fairyhouse_2026-01-14_2:43,4,False,0.0,,
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Fervida,66,Ross Berry,J A Berry,11- 5,6,7,True,0,0.017059432,0,False,,Fairyhouse_2026-01-14_2:43,5,False,0.0,,
