URL,horse_name,odds_live,odds_1,odds_2,odds_3,odds_4,trend
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Blue Moon Boy,50/1,40/1,33/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Dreamed To Dream,20/1,18/1,14/1,12/1,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Gain Line,50/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Kai Lung,7/1,13/2,6/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Lynches Knock,5/1,9/2,4/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Mon Creuset,7/4,13/8,6/4,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Moulin Labbe,15/2,7/1,13/2,6/1,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Muhaajim,14/1,11/1,10/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Nile Star,200/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Saratoga,85/40,9/4,11/4,5/2,,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Alberta Rose,66/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Hunting Gold,66/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912003,Kashel Spring,200/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Bacchanalian,12/1,14/1,20/1,14/1,10/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Bring On The Night,125/1,100/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Farren Glory,5/1,11/2,5/1,11/2,5/1,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Glen Kiln,4/1,9/2,4/1,9/2,4/1,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Karbau,15/8,2/1,9/4,2/1,9/4,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Kel Histoire,7/1,6/1,11/2,5/1,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Workahead,10/3,3/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912005,Cola Blaze,200/1,125/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Arcadian Emperor,6/4,11/8,13/8,7/4,15/8,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Did I Ask You That,8/1,15/2,7/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Embrace The Day,50/1,40/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Genepi George,20/1,18/1,14/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Kilgame,7/1,6/1,11/2,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Le Roi Du Livet,33/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Newbrook Diamond,7/2,10/3,7/2,4/1,7/2,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Patton,100/1,80/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Regno,50/1,40/1,33/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Sharu,66/1,50/1,40/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Shuttle Diplomacy,9/4,5/2,9/4,,,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Thankyouforthedays,250/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,True Harmony,50/1,40/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Rathbawn Soldier,250/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,The Fly Window,100/1,80/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912007,Walkingmayotomilan,125/1,100/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Theflyingbee,14/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Beyond Your Dreams,18/1,16/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Granville Street,50/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,King Kali,7/2,4/1,3/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Matt Connor,15/2,8/1,13/2,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Doctor Churchill,22/1,20/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Club Manager,11/2,6/1,11/2,9/2,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Rebel Gold,12/1,14/1,,,,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Rony Has,12/1,11/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Peaceinthevalley,12/1,11/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Mystic Malina,5/1,9/2,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Justatan,8/1,7/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912008,Mon Sheriffe,8/1,15/2,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Beechwood Road,11/2,5/1,11/2,4/1,7/2,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Doctor Elvis,8/1,15/2,7/1,13/2,6/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Largy Star,11/1,10/1,9/1,8/1,15/2,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Love Sign d'Aunou,Evs,11/10,6/5,5/4,6/5,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Touch The Clouds,6/1,11/2,6/1,11/2,5/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Vienna Storm,15/2,7/1,13/2,7/1,15/2,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Esprit De Rue,125/1,100/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Eyecanboogie,50/1,66/1,50/1,40/1,33/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Fly Away Home,18/1,16/1,14/1,12/1,10/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912009,Hazy Daisy,200/1,,,,,no_data
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Flicker Of Hope,11/4,5/2,11/4,3/1,10/3,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Argento Boy,7/2,10/3,7/2,10/3,,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Blaze The Way,5/1,9/2,4/1,7/2,10/3,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Bossofthebrownies,6/1,7/1,13/2,15/2,7/1,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Eagle Fang,12/1,11/1,12/1,11/1,12/1,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,Lonesome Boatman,22/1,25/1,22/1,25/1,22/1,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,The Enabler,6/1,7/1,15/2,13/2,15/2,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912006,The Great Nudie,11/1,12/1,14/1,10/1,17/2,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Karl Des Tourelles,13/2,6/1,9/2,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Raglan Road,3/1,10/3,3/1,,,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Talk In The Park,11/1,10/1,9/1,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Goraibhmaithagat,7/1,8/1,9/1,11/1,12/1,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Bridie's Beau,9/2,4/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Built By Ballymore,11/2,13/2,,,,drifting
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Jacovec Cavern,33/1,25/1,,,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Prophet's Corner,12/1,11/1,12/1,11/1,10/1,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Mickie Angel,9/1,10/1,9/1,10/1,9/1,stable
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Three In A Row,10/1,12/1,10/1,9/1,,shortening
https://www.racingpost.com/racecards/192/naas/2026-01-25/912004,Rusheen,33/1,28/1,25/1,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,Rehill Relic,7/4,13/8,,,,stable
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,Largy Train,9/2,4/1,10/3,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,Dixie Cowboy,9/2,4/1,,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,The Jeweller's Pet,9/2,5/1,11/2,13/2,8/1,drifting
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,Huit Reflets,5/1,11/2,5/1,9/2,4/1,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910561,Cudgel,14/1,10/1,9/1,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910558,La Zoubida,6/4,11/8,6/5,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910558,Laffer Curve,3/1,10/3,7/2,10/3,,drifting
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910558,Rosa Diaz,9/2,10/3,,,,shortening
https://www.racingpost.com/racecards/57/sedgefield/2026-01-25/910558,Rosie Baloo,5/2,11/4,3/1,10/3,3/1,drifting
