horse_name,odds_live,odds_1,odds_2,odds_3,odds_4,trend
Beckon,13/8,7/4,13/8,7/4,15/8,drifting
Maskatto,-,13/8,7/4,13/8,7/4,stable
Norcross Brow,25/1,20/1,22/1,20/1,22/1,shortening
Popty Ping,100/1,11/1,10/1,8/1,9/1,shortening
Archangel Josepi,10/1,11/1,10/1,9/1,10/1,stable
Crystal Aurora,100/1,40/1,50/1,40/1,33/1,shortening
Sweet Mabel,28/1,25/1,28/1,33/1,28/1,stable
Pink Socks,10/11,5/6,4/5,8/11,4/6,shortening
Balqaa,12/1,14/1,16/1,14/1,12/1,stable
Dash Power,9/1,10/1,11/1,12/1,14/1,drifting
Masham Moor,25/1,22/1,25/1,22/1,20/1,shortening
Mickey Mongoose,18/1,16/1,14/1,16/1,14/1,shortening
Shoptilyoudrop,50/1,40/1,50/1,66/1,80/1,drifting
Stoneacre,40/1,33/1,40/1,33/1,50/1,drifting
Taskheer,9/4,5/2,11/4,3/1,10/3,drifting
Zaramara,40/1,33/1,28/1,33/1,28/1,shortening
Secret Road,2/1,15/8,2/1,15/8,7/4,shortening
Embarked,22/1,25/1,22/1,25/1,22/1,stable
Mr Slicker,80/1,66/1,80/1,66/1,80/1,stable
Relevant Range,11/10,Evs,11/10,6/5,11/10,stable
Spirit Of Bowland,15/2,7/1,15/2,7/1,13/2,shortening
Summer Evening,66/1,50/1,66/1,50/1,33/1,shortening
Top Gun Tina,22/1,33/1,40/1,33/1,28/1,drifting
Yorkstone,11/1,12/1,11/1,10/1,9/1,shortening
Teggy Lasso,150/1,125/1,150/1,125/1,150/1,stable
Venetian Prince,1/4,2/7,3/10,1/3,3/10,stable
Inherent Resolve,66/1,50/1,66/1,50/1,66/1,stable
Knowledge,10/1,11/1,10/1,9/1,8/1,shortening
Lorca's Waltz,18/1,16/1,14/1,12/1,14/1,shortening
Madjid,200/1,150/1,200/1,150/1,200/1,stable
You Got To My Soul,6/1,11/2,6/1,11/2,5/1,shortening
Northern Spirit,9/2,5/1,9/2,5/1,9/2,stable
Master Of My Fate,11/2,6/1,13/2,7/1,13/2,drifting
Star Chorus,10/3,7/2,10/3,3/1,10/3,stable
Moonstone Boy,13/2,7/1,13/2,7/1,15/2,drifting
Ay Gee Ell,10/3,3/1,11/4,3/1,11/4,shortening
Popular Dream,9/2,5/1,11/2,6/1,11/2,drifting
Skycutter,7/2,4/1,7/2,4/1,9/2,drifting
Mr Nugget,11/4,5/2,11/4,5/2,11/4,stable
Alnayef,10/1,11/1,10/1,11/1,10/1,stable
Spec Of Light,8/1,9/1,8/1,9/1,8/1,stable
The Corporate Guy,50/1,40/1,50/1,40/1,33/1,shortening
Harlington,5/2,11/4,5/2,11/4,5/2,stable
Lednikov,40/1,50/1,40/1,50/1,40/1,stable
Hackney Diamonds,9/1,10/1,9/1,10/1,9/1,stable
Rosco Rogers,16/1,18/1,16/1,14/1,16/1,stable
Tickettothestars,-,,,,,no_data
Mademoiselle Belle,10/1,11/1,12/1,14/1,16/1,drifting
Mythical Night,14/1,12/1,14/1,16/1,18/1,drifting
Al Najashi,11/8,5/4,11/8,7/5,6/4,drifting
Woody Y Fernandez,14/1,16/1,18/1,20/1,18/1,drifting
Container Express,15/2,8/1,15/2,8/1,15/2,stable
Oh So Perfect,22/1,20/1,22/1,25/1,22/1,stable
Trucial Pearl,33/1,40/1,33/1,28/1,25/1,shortening
Mon Petit Frere,11/1,10/1,9/1,10/1,11/1,stable
Second Avenue,7/2,4/1,7/2,4/1,7/2,stable
Rai Rogers,66/1,80/1,66/1,50/1,40/1,shortening
Double Combo,28/1,12/1,9/1,7/1,8/1,shortening
Morbeh,6/4,13/8,6/4,13/8,6/4,stable
Lord Mayor,10/3,2/1,15/8,7/4,15/8,shortening
Snaafy,350/1,66/1,10/1,7/1,15/2,shortening
Onyeisi,12/1,11/1,20/1,11/1,12/1,stable
Zooks,100/1,25/1,300/1,25/1,3/1,shortening
The Craftymaster,7/1,3/1,11/4,3/1,11/4,shortening
Arenas Del Tiempo,400/1,100/1,50/1,40/1,50/1,shortening
Marine,-,28/1,33/1,40/1,50/1,drifting
Gearing's Point,25/1,33/1,30/1,28/1,30/1,drifting
Forglen,10/3,3/1,10/3,16/5,10/3,stable
Fornido,25/1,33/1,30/1,28/1,25/1,stable
Lumberjack,66/1,50/1,40/1,35/1,33/1,shortening
Smith,66/1,9/1,10/1,11/1,10/1,shortening
Girl Of Gold,100/1,16/1,100/1,16/1,5/1,shortening
Karismatique,-,13/2,15/2,8/1,15/2,drifting
Completely Random,13/8,7/4,13/8,7/4,13/8,stable
Bolo Neighs,25/1,20/1,18/1,16/1,18/1,shortening
Zoulu Chief,9/1,6/1,2/1,9/4,2/1,shortening
Justcallmepete,25/1,20/1,11/1,12/1,11/1,shortening
Intervention,50/1,33/1,11/1,12/1,14/1,shortening
Dyrholaey,25/1,16/1,15/2,8/1,15/2,shortening
Prince Of Pillo,33/1,12/1,14/1,12/1,11/1,shortening
Morrophore,7/2,5/1,7/2,5/1,7/2,stable
Sky Safari,11/2,13/2,11/2,6/1,11/2,stable
Unassuming,10/1,14/1,16/1,14/1,16/1,drifting
Wujjood,8/1,14/1,8/1,14/1,8/1,stable
Lady Of Arabia,200/1,125/1,200/1,66/1,125/1,shortening
True Colors,50/1,25/1,50/1,25/1,8/1,shortening
Kimeko Glory,250/1,66/1,250/1,66/1,22/1,shortening
Thankyou Baroness,125/1,200/1,125/1,200/1,125/1,stable
Aiming High,66/1,100/1,66/1,100/1,66/1,stable
Bint Al Daar,400/1,350/1,400/1,350/1,250/1,shortening
Pinatubo's Legacy,-,,,,,no_data
Jungle Ruler,-,,,,,no_data
Factual,-,,,,,no_data
All You Can Be,-,,,,,no_data
Bennyworth,-,,,,,no_data
Charles Darnay,-,,,,,no_data
Northern Empire,-,,,,,no_data
Bear Steps,-,,,,,no_data
Gogo Yubari,-,,,,,no_data
Harry Brown,-,,,,,no_data
Watermelon Sugar,-,,,,,no_data
Griselda,-,,,,,no_data
Pinjarra,-,,,,,no_data
Southbank,-,,,,,no_data
Haziym,-,,,,,no_data
Rumba Bay,-,,,,,no_data
Porfin,-,,,,,no_data
Up The Anti,-,,,,,no_data
Bluebells Boy,-,,,,,no_data
Em Jay Kay,-,,,,,no_data
Dark Sun,-,,,,,no_data
Lady Kameko,-,,,,,no_data
Alashos,-,,,,,no_data
Fitzmaurice,-,,,,,no_data
East Tyrone,-,,,,,no_data
Meet Me In Meraki,100/1,5/1,11/2,5/1,11/2,shortening
Lenny's Spirit,66/1,25/1,22/1,25/1,22/1,shortening
Eupator,7/2,6/1,7/2,4/1,7/2,stable
Dodging The Bullet,66/1,40/1,50/1,40/1,50/1,shortening
King's Hand,100/1,200/1,100/1,9/2,5/1,shortening
Riyadh Gem,100/1,10/1,9/1,10/1,9/1,shortening
Bohemian Breeze,100/1,33/1,35/1,33/1,40/1,shortening
Tommy's Promise,3/1,10/3,3/1,11/4,3/1,stable
Muy Muy Loco,100/1,150/1,100/1,10/1,9/1,shortening
Welonlyhavedone,20/1,25/1,22/1,25/1,28/1,drifting
Lazare de Star,10/11,9/10,10/11,Evs,10/11,stable
Zeus Power,6/1,13/2,7/1,13/2,6/1,stable
Fierce Handay,7/2,4/1,9/2,4/1,9/2,drifting
Bon Viveur,9/2,11/2,5/1,9/2,5/1,drifting
Good Deal,66/1,80/1,100/1,125/1,100/1,drifting
Chase The Moon,22/1,25/1,28/1,33/1,28/1,drifting
Khmer,40/1,50/1,66/1,50/1,66/1,drifting
Court Compliance,15/8,2/1,15/8,2/1,15/8,stable
Gallant George,66/1,80/1,70/1,66/1,70/1,drifting
Grey Balls Of Fire,20/1,22/1,33/1,40/1,35/1,drifting
He Can't Dance,13/8,7/4,15/8,7/4,13/8,stable
Hens Tooth,10/1,11/1,10/1,11/1,12/1,drifting
Kaiser De Chanay,25/1,22/1,20/1,18/1,20/1,shortening
Kashchei,150/1,200/1,250/1,400/1,300/1,drifting
Live Your Dreams,200/1,250/1,300/1,250/1,300/1,drifting
Melbourne Shamrock,3/1,10/3,7/2,10/3,4/1,drifting
Native Policy,400/1,500/1,300/1,250/1,150/1,shortening
Shoe Shinner,300/1,500/1,400/1,300/1,400/1,drifting
Timesareachanging,25/1,33/1,28/1,25/1,28/1,drifting
Holly Brook,-,22/1,25/1,22/1,25/1,drifting
Balko d'Ange,17/2,9/1,10/1,9/1,17/2,stable
Sa Fureur,8/1,9/1,8/1,9/1,10/1,drifting
Son Of Anarchy,9/1,10/1,9/1,10/1,9/1,stable
Fad Eadrainn,33/1,40/1,33/1,40/1,33/1,stable
Timeless Treaty,6/1,13/2,6/1,13/2,7/1,drifting
Hgranca De Thaix,9/1,10/1,9/1,10/1,9/1,stable
Killaney King,17/2,9/1,17/2,8/1,15/2,shortening
Grimaud,7/1,8/1,15/2,8/1,9/1,drifting
The Nagger Reidy,13/2,7/1,13/2,7/1,13/2,stable
Zanoosh,15/2,8/1,15/2,7/1,15/2,stable
Catch The Beast,14/1,16/1,18/1,16/1,14/1,stable
Cafe Con Leche,50/1,66/1,50/1,40/1,35/1,shortening
I A Connect,8/1,10/1,9/1,8/1,9/1,drifting
Herculaneum,-,,,,,no_data
High Notions,-,,,,,no_data
Magic Boum,-,,,,,no_data
One Big Boum,-,,,,,no_data
Teescomponentsyess,-,,,,,no_data
Shellrunforbriggs,-,,,,,no_data
Low Style,-,,,,,no_data
Queen Nel,-,,,,,no_data
Teds Corner,-,,,,,no_data
Johnny Cakes,-,,,,,no_data
Little Boy Sivola,-,25/1,28/1,33/1,28/1,drifting
Ballybow,-,,,,,no_data
Built By Ballymore,-,33/1,40/1,33/1,40/1,drifting
Joystick,-,,,,,no_data
Kings Hill,-,,,,,no_data
Patter Merchant,-,,,,,no_data
Slade Steel,-,,,,,no_data
Spread Boss Ted,-,,,,,no_data
Wingmen,-,5/2,11/4,5/2,,stable
Yoradreamer,-,,,,,no_data
North Of Nashville,-,,,,,no_data
Le Grand Vert,-,,,,,no_data
Butty O Brien,-,,,,,no_data
Buckaway Freddie,-,,,,,no_data
Smackwater Jack,-,,,,,no_data
Milanaway,-,7/1,15/2,7/1,15/2,drifting
Made In The Woods,-,,,,,no_data
Plain Or Battered,-,,,,,no_data
Brown Boots,-,,,,,no_data
Ardaghs Choice,-,66/1,50/1,40/1,33/1,shortening
Duce Bigalow,-,,,,,no_data
Connemara Shore,-,,,,,no_data
Spanish Maid,-,,,,,no_data
Fox Le Bel,-,,,,,no_data
Givemegetmebuyme,22/1,25/1,33/1,28/1,33/1,drifting
Liskeveen,3/1,7/2,4/1,7/2,19/5,drifting
Low Kick,3/1,10/3,3/1,11/4,3/1,stable
Native Deal,50/1,66/1,80/1,66/1,50/1,stable
The Irish Avatar,8/11,10/11,Evs,10/11,Evs,drifting
Thenavvybank,33/1,50/1,40/1,33/1,40/1,drifting
Any News For Me,50/1,80/1,100/1,80/1,66/1,drifting
Ri Ra,100/1,125/1,100/1,150/1,125/1,drifting
Anothermanicmonday,400/1,500/1,300/1,250/1,300/1,shortening
Arnie Moon,100/1,125/1,110/1,100/1,80/1,shortening
Charlies Jetaway,200/1,250/1,300/1,200/1,150/1,shortening
Doctor On Call,100/1,12/1,4/1,11/4,3/1,shortening
Five Bar Gate,100/1,16/1,25/1,28/1,33/1,shortening
Georges Street,-,150/1,,,,no_data
Harbour Island,11/10,5/4,11/8,5/4,11/8,drifting
Joyau Allen,100/1,40/1,100/1,40/1,50/1,shortening
Kilwaughter,15/2,9/1,8/1,15/2,8/1,drifting
King Sacre,250/1,200/1,150/1,200/1,150/1,shortening
Nice One Eric,100/1,25/1,66/1,12/1,16/1,shortening
Play On Court,250/1,400/1,450/1,400/1,250/1,stable
October Hill,22/1,50/1,33/1,28/1,22/1,stable
Shanagolden Girl,200/1,150/1,125/1,250/1,400/1,drifting
Beauty In The Park,14/1,16/1,14/1,25/1,16/1,drifting
Bee's Kiss,-,200/1,250/1,300/1,250/1,drifting
Chatty Girl,100/1,9/1,10/1,9/1,10/1,shortening
Eremenko,50/1,5/2,11/4,5/2,11/4,shortening
Four Decades,100/1,150/1,125/1,150/1,125/1,drifting
Gilded Glance,100/1,33/1,28/1,33/1,30/1,shortening
Heron In The Park,9/4,5/2,9/4,5/2,9/4,stable
Klassy Pearl,66/1,14/1,12/1,14/1,12/1,shortening
Lyrical Choice,100/1,50/1,40/1,50/1,66/1,shortening
No Risk Today,100/1,16/1,14/1,16/1,18/1,shortening
Rene's Walk,100/1,66/1,80/1,100/1,66/1,shortening
She's Delighted,100/1,80/1,70/1,66/1,50/1,shortening
Miss Carbo,80/1,11/1,20/1,10/1,8/1,shortening
Upton's Mighty Oak,100/1,80/1,50/1,66/1,50/1,shortening
Avada Kedavra,-,7/1,15/2,8/1,9/1,drifting
Lion Of The Desert,-,,,,,no_data
Smile Back,-,,,,,no_data
Ribba Hill,-,,,,,no_data
Kilworth,-,,,,,no_data
It's A Breeze,-,,,,,no_data
Snapdance,-,,,,,no_data
Tell The Tale,-,,,,,no_data
Square Du Roule,-,,,,,no_data
Newmill Getaway,-,,,,,no_data
Jewel Of Windsor,-,,,,,no_data
Nowyouvebinandunit,-,,,,,no_data
Brucie Bonus,-,,,,,no_data
Emberscombe,-,,,,,no_data
Hypotenus,-,,,,,no_data
Jaipaletemps,-,,,,,no_data
Raffles Hermes,-,,,,,no_data
Jack Black,-,,,,,no_data
Cuban Court,-,,,,,no_data
Holy Legend,-,,,,,no_data
Valirann Gold,-,,,,,no_data
Brewin'upastorm,-,,,,,no_data
Aurigny Mill,-,,,,,no_data
Bourbali,-,,,,,no_data
Walk On High,-,,,,,no_data
Celtic Art,-,,,,,no_data
Staff Sergeant Len,-,12/1,14/1,12/1,14/1,drifting
Bataillon,20/1,18/1,16/1,14/1,16/1,shortening
Faitque de L'Isle,10/1,25/1,22/1,10/1,12/1,drifting
Zacony Rebel,66/1,50/1,66/1,50/1,40/1,shortening
Edgewell,8/1,9/1,8/1,17/2,8/1,stable
Lough Owel,12/1,40/1,12/1,14/1,12/1,stable
School For Scandal,22/1,25/1,22/1,25/1,22/1,stable
Daring Plan,100/1,33/1,25/1,9/1,10/1,shortening
Sweet Nightingale,100/1,80/1,66/1,25/1,28/1,shortening
Watchoutitscookie,14/1,16/1,14/1,16/1,14/1,stable
Steal The Moves,25/1,100/1,66/1,40/1,25/1,stable
Holkham Hall,33/1,50/1,33/1,28/1,22/1,shortening
Ted The Thief,15/8,10/3,3/1,10/3,2/1,stable
Break Heart Hill,66/1,100/1,66/1,100/1,66/1,stable
Alderley Charlie,100/1,50/1,66/1,50/1,66/1,shortening
Good For You,-,,,,,no_data
Little Ledgend,7/2,13/8,7/4,9/5,7/4,shortening
Best Night,20/1,25/1,20/1,16/1,25/1,drifting
Bel Ombre,9/4,5/2,9/4,11/4,10/3,drifting
Prairie Diamond,11/2,10/1,11/2,13/2,6/1,drifting
Taritino,12/1,50/1,14/1,25/1,12/1,stable
Bigz Belief,12/1,80/1,12/1,14/1,12/1,stable
Lucky Bounce,66/1,100/1,66/1,100/1,66/1,stable
Cotton End,50/1,66/1,50/1,66/1,50/1,stable
Saucats,33/1,40/1,100/1,80/1,33/1,stable
Mancero,18/1,25/1,40/1,20/1,25/1,drifting
Sawpit Sienna,14/1,22/1,14/1,20/1,14/1,stable
Absolut Grey,100/1,125/1,110/1,100/1,90/1,shortening
Poet's Reflection,125/1,150/1,125/1,150/1,125/1,stable
Zip Lock,,,,,,no_data
Tornado Valley,,,,,,no_data
Itchintogo,,,,,,no_data
Warwoven,,,,,,no_data
Unit Five,,,,,,no_data
Knightsbridge,,,,,,no_data
Shiki,,,,,,no_data
Lumbini,,,,,,no_data
By Choice,,,,,,no_data
Masvingo,,,,,,no_data
Mystical,,,,,,no_data
Magritte,,,,,,no_data
Tigroni,,,,,,no_data
Leaves Of Lorien,,,,,,no_data
Inhabit,,,,,,no_data
Double Cool,,,,,,no_data
Iransofar,,,,,,no_data
Fine Sierra,,,,,,no_data
Ninja,,,,,,no_data
O' Ole,,,,,,no_data
Damien,,,,,,no_data
Torque To Be Sure,,,,,,no_data
Saxobushi,,,,,,no_data
Spanish Treasure,,,,,,no_data
Benevac,,,,,,no_data
Cellarmaster,,,,,,no_data
Jimmy's Brother,,,,,,no_data
Memo,,,,,,no_data
Icarian Dream,,,,,,no_data
Recuperato,,,,,,no_data
Dragonne Rouge,,,,,,no_data
Hi Barbie,,,,,,no_data
Adorable Thought,,,,,,no_data
Crash The Party,,,,,,no_data
Norty Forty,,,,,,no_data
Yellow Brick,-,,,,,no_data
Bosustow,-,,,,,no_data
The Instructor,-,,,,,no_data
Need Some Luck,-,,,,,no_data
Depth Of Character,-,,,,,no_data
Oughton,-,,,,,no_data
West Of Africa,-,,,,,no_data
King Of Roseau,-,,,,,no_data
Cool Jakey,-,,,,,no_data
Run Harry Run,-,,,,,no_data
Magnatear,-,,,,,no_data
Mayfair,-,,,,,no_data
Meridius,-,,,,,no_data
Moravia,-,,,,,no_data
The Three Hundred,-,,,,,no_data
Tuff Tu Mus,-,,,,,no_data
Boom Torque,-,,,,,no_data
Getafix,-,,,,,no_data
Boomtown Boss,-,,,,,no_data
Lavish Empire,-,,,,,no_data
Mickey's Medal,-,,,,,no_data
Flying Trapeze,-,,,,,no_data
Axius,-,,,,,no_data
Al Fareeq,9/1,11/1,9/1,8/1,,shortening
Barons' War,33/1,40/1,50/1,40/1,33/1,stable
Concert Tour,10/3,7/2,10/3,7/2,4/1,drifting
Global View,14/1,16/1,14/1,16/1,14/1,stable
High Everest,33/1,40/1,50/1,40/1,33/1,stable
Hobalsalam,16/1,18/1,20/1,16/1,14/1,shortening
Justanotherdance,11/2,6/1,11/2,,,stable
Lobaaster,17/2,9/1,17/2,9/1,17/2,stable
Sarhan,-,,,,,no_data
Subtle Truth,28/1,33/1,50/1,40/1,28/1,stable
La Senora,50/1,66/1,50/1,,,stable
Cruzamento,14/1,16/1,14/1,,,stable
Libawi,17/2,9/1,17/2,9/1,10/1,drifting
Omaha Front,6/4,13/8,7/4,,,drifting
Ordep,-,,,,,no_data
Czarina Fierce,33/1,40/1,33/1,40/1,33/1,stable
A Besta,25/1,28/1,25/1,28/1,22/1,shortening
Almutanabbi,50/1,66/1,80/1,66/1,50/1,stable
Ashwaan,10/3,5/1,7/2,3/1,14/5,shortening
Dos And Donts,25/1,28/1,25/1,22/1,20/1,shortening
Fire D'Oro,25/1,28/1,25/1,28/1,22/1,shortening
Law Of Pharoahs,25/1,28/1,25/1,22/1,20/1,shortening
Music Lad,13/2,7/1,9/1,8/1,,drifting
Saleell,5/2,13/5,11/4,13/5,11/4,drifting
Saleett,17/2,9/1,10/1,9/1,12/1,drifting
State Glory,9/1,8/1,,,,shortening
Victory Reigns,40/1,50/1,40/1,33/1,,shortening
Waggad,40/1,50/1,66/1,50/1,40/1,stable
Watch Collector,15/2,8/1,17/2,9/1,10/1,drifting
Zaltan,9/2,5/1,9/2,5/1,9/2,stable
Sonnet Sixteen,14/1,16/1,20/1,25/1,28/1,drifting
Al Shibli,14/1,18/1,16/1,18/1,,drifting
Dapper Valley,5/1,11/2,5/1,11/2,6/1,drifting
Muzaahim,-,9/1,,,,no_data
Sirdin,-,22/1,33/1,22/1,20/1,shortening
Spirit Of Leros,11/1,10/1,12/1,14/1,16/1,drifting
Arigatou Gozaimasu,12/1,10/1,11/1,14/1,12/1,stable
No Escape,7/2,4/1,9/2,5/1,11/2,drifting
Royalcorrespondent,12/1,11/1,14/1,12/1,,stable
Whitegate,7/1,15/2,9/1,8/1,9/1,drifting
Irish Fighter,9/1,17/2,9/1,11/1,12/1,drifting
L'Karama,5/2,14/5,3/1,10/3,7/2,drifting
Houb Al Wattan,28/1,25/1,28/1,33/1,,drifting
Split The Profit,28/1,25/1,28/1,25/1,28/1,stable
Trip To Rome,10/1,9/1,10/1,9/1,10/1,stable
Batraan,40/1,50/1,40/1,50/1,66/1,drifting
Tajdif,-,33/1,40/1,50/1,33/1,stable
Flying Honours,17/2,8/1,15/2,7/1,13/2,shortening
Elraaed,7/2,4/1,7/2,14/5,,shortening
Mount Kosciuszko,9/1,10/1,11/1,10/1,17/2,stable
Aablan,20/1,18/1,16/1,14/1,12/1,shortening
Arlan,13/2,6/1,13/2,5/1,,shortening
Run With It,14/1,12/1,9/1,,,shortening
Secret Manner,10/3,7/2,10/3,7/2,3/1,shortening
