horse_name,odds_live,odds_1,odds_2,odds_3,odds_4,trend
Spun To Gold,8/1,,,,,no_data
Profit Street,5/2,9/4,,,,shortening
Teardrops,4/1,,,,,no_data
Penny Mountain,11/2,5/1,,,,shortening
Court Of Session,15/2,7/1,,,,shortening
Bad Habits,8/1,,,,,no_data
Chin Chin Ginny,50/1,,,,,no_data
Clonquest,6/1,11/2,5/1,,,shortening
Evolve,5/1,9/2,4/1,,,shortening
Lakota Chief,2/1,3/1,4/1,,,drifting
Somebody,13/2,6/1,11/2,,,shortening
Star Of Emerald,8/1,15/2,7/1,,,shortening
Evelyn's Garden,40/1,33/1,,,,shortening
Maria Da Silva,5/1,9/2,4/1,,,shortening
Populus,6/1,11/2,5/1,,,shortening
Spirit Of Tokyo,50/1,,,,,no_data
Thependleburyfox,125/1,100/1,,,,shortening
Em Jay Kay,5/1,9/2,,,,shortening
Digital,2/1,15/8,,,,stable
La Rochette,9/2,4/1,,,,shortening
He's An Angel,7/2,10/3,,,,stable
Azucena,11/2,9/1,,,,drifting
Classy Clarets,11/1,10/1,,,,shortening
Bowood,9/2,,,,,no_data
Criminal Shore,11/2,,,,,no_data
Flying Fletcher,11/4,,,,,no_data
The Green Man,9/4,,,,,no_data
Eve's Boy,10/1,,,,,no_data
Bajan Bandit,11/2,,,,,no_data
Lessay,33/1,,,,,no_data
Heavenly Heather,13/8,,,,,no_data
Lethal Nymph,4/1,,,,,no_data
King's Crown,11/4,,,,,no_data
Monks Dream,4/1,,,,,no_data
Farandaway,12/1,,,,,no_data
Aisling Oscar,2/1,,,,,no_data
Believe In Lies,10/1,9/1,,,,shortening
Wyvern,4/1,,,,,no_data
Amaysmont,-,,,,,no_data
Pallas Lord,4/1,5/1,,,,drifting
Moyowasi,7/2,,,,,no_data
Sovereign Class,11/1,10/1,,,,shortening
Rain Cap,14/1,,,,,no_data
Brazilian Belle,6/1,,,,,no_data
Emperor's Son,10/3,,,,,no_data
Beaumadier,5/1,,,,,no_data
Popular Dream,3/1,,,,,no_data
Hostility,6/1,,,,,no_data
Birkenhead,11/1,,,,,no_data
Basholo,22/1,,,,,no_data
Sam's Hope,6/1,,,,,no_data
Honour Your Dreams,40/1,,,,,no_data
Call Glory,5/6,,,,,no_data
Evoluir,12/1,,,,,no_data
For What Its Worth,33/1,,,,,no_data
Galette,33/1,,,,,no_data
Headshot,6/1,,,,,no_data
Laurens Dream,5/2,,,,,no_data
Lilac Wood,66/1,,,,,no_data
My Boy Jack,16/1,,,,,no_data
Our Nicola,33/1,,,,,no_data
Purpendicular,33/1,,,,,no_data
Zaramara,33/1,,,,,no_data
Pink Socks,1/2,,,,,no_data
Aim For The Bull,11/2,,,,,no_data
American Rose,11/1,,,,,no_data
Anificas Beauty,25/1,,,,,no_data
Captain Pickles,16/1,,,,,no_data
Embarked,25/1,,,,,no_data
Kodebreaker,12/1,,,,,no_data
Nutcracker,25/1,,,,,no_data
Sharp Call,33/1,,,,,no_data
Wrath Of Hector,14/1,,,,,no_data
Invited,5/2,,,,,no_data
Secret Guest,15/2,,,,,no_data
Good Morning Alex,10/1,,,,,no_data
Shiplake,11/8,,,,,no_data
Candonomore,11/1,,,,,no_data
The Turpinator,11/2,,,,,no_data
Showtime Mahomes,6/1,,,,,no_data
Ottawa,13/2,,,,,no_data
Cargin Bhui,7/4,,,,,no_data
Pickering Castle,25/1,,,,,no_data
Early Release,-,,,,,no_data
Sub Thirteen,12/1,,,,,no_data
Delagate This Lord,-,,,,,no_data
Gustav Graves,10/1,,,,,no_data
Dapperling,28/1,,,,,no_data
Minnesota Lad,6/1,,,,,no_data
Good Earth,10/1,,,,,no_data
Clover Time,6/1,,,,,no_data
Avalon Mill Mehmas,66/1,,,,,no_data
Marianne Mozart,10/1,,,,,no_data
Autumn Affair,8/11,,,,,no_data
Love Alive,5/1,,,,,no_data
Maybe Soon,20/1,,,,,no_data
Pantheon Princess,14/1,,,,,no_data
Power Of Chora,20/1,,,,,no_data
Sequential,20/1,,,,,no_data
Sirhana,16/1,,,,,no_data
Starfinch,20/1,,,,,no_data
Tabby Kat,12/1,,,,,no_data
Thunder Pants,16/1,,,,,no_data
Alligator Alley,5/1,9/2,,,,shortening
Paddy's Day,5/1,9/2,,,,shortening
Ziggy's Triton,4/1,10/3,,,,shortening
Atomic Force,3/1,11/2,,,,drifting
Spring Is Sprung,18/1,16/1,,,,shortening
Fidelius,4/1,7/2,,,,shortening
Juan Les Pins,13/2,6/1,,,,shortening
Machete,5/2,,,,,no_data
Cannon Rock,7/2,,,,,no_data
Codiak,4/1,,,,,no_data
Robusto,7/1,,,,,no_data
Charlie's Choice,7/2,,,,,no_data
Moon Sniper,9/1,,,,,no_data
