track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history,URL,odds_live,odds_1,odds_2,odds_3,odds_4,trend,decimal_odds_1,decimal_odds_2,decimal_odds_3,decimal_odds_4,decimal_odds_live,race_id,threshold,precision,recall,f1,pred_plus,p_est,d,edge,ev_per_unit,var_per_unit,sharpe_unit,kelly_full,kelly_clamped,suggested_stake_units,classification,action
ayr,29 Jan 2026,2m½f,Soft,3:43,kinbara firstdraft,115,J J Slevin,S R B Crawford,11- 9,7,0,True,0,0.057198334,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,10/1,11/1,10/1,11/1,14/1,drifting,12.0,11.0,12.0,15.0,11.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.06710950636553492,11.0,-0.02379958454355599,-0.26179542997911587,7.5753042830300075,-0.09511784886697784,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m4½f,Soft,1:43,follow charlie,123,Ben Smith,R Mike Smith,11- 2,7,7,True,0,0.046979714,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803260,14/1,12/1,,,,shortening,13.0,,,,15.0,ayr_1:43,0.1,0.1563100576553491,0.7270560190703218,,,0.05791274836553491,15.0,-0.008753918301131758,-0.13130877451697642,12.275743937014157,-0.037477433114733276,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,ballyfort,120,Bruce Lynn,N W Alexander,11- 2,8,0,True,0,0.040396914,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,7/2,11/4,5/2,11/4,9/4,shortening,3.75,3.5,3.75,3.25,4.5,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.05198822836553492,4.5,-0.1702339938566873,-0.7660529723550928,0.9980304126581951,-0.766808492704692,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,the skecher,-,Harry Skelton,Dan Skelton,11- 2,5,0,True,0,0.04013198,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,5/2,11/4,10/3,3/1,,drifting,3.75,4.333333333333334,4.0,,3.5,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.05174978776553492,3.5,-0.2339644979487508,-0.8188757428206278,0.6011289035890236,-1.0561709091692058,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,myfriendcooper,-,Brian Hughes,Lucinda Hughes,10- 9,6,0,True,0,0.038898718,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,12/1,11/1,,,,shortening,12.0,,,,13.0,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.050639851965534916,13.0,-0.026283224957542012,-0.3416819244480461,8.124752293576972,-0.11987177603177793,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,wotter trotter,120,Harry Skelton,Dan Skelton,11- 2,6,0,True,0,0.037620228,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,9/2,5/1,11/2,6/1,7/1,drifting,6.0,6.5,7.0,8.0,5.5,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04948921096553491,5.5,-0.13232897085264692,-0.727809339689558,1.4229608761471966,-0.6101282649429177,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,netywell,127,Patrick Wadge,Lucinda Russell & Michael Scudamore,11 -13,9,0,True,0,0.033432197,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,11/1,12/1,14/1,22/1,25/1,drifting,13.0,15.0,23.0,26.0,12.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04571998306553491,12.0,-0.03761335026779842,-0.45136020321358106,6.2826719348191835,-0.1800740254442988,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,great pepper,121,Charlotte Jones,James Moffatt,11 -13,8,0,True,0,0.03314114,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,16/1,20/1,22/1,25/1,20/1,drifting,21.0,23.0,26.0,21.0,17.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04545803176553491,17.0,-0.013365497646229796,-0.22721345998590659,12.540172143812635,-0.06416265198560495,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,blue du neuf,102,J J Slevin,S R B Crawford,11- 2,6,0,True,0,0.032394804,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,10/1,13/2,6/1,,,shortening,7.5,7.0,,,11.0,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.044786329365534915,11.0,-0.046122761543556,-0.5073503769791159,5.176442202167106,-0.22299355069531085,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,chumlee,121,Harry Reed,Sandy Forster,10- 2,11,0,True,0,0.032071948,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,28/1,25/1,,,,shortening,26.0,,,,29.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04449575896553491,29.0,0.010013000344845258,0.2903770100005125,35.755860462077,0.048561110776256994,0.010370607500018305,0.010370607500018305,1.0370607500018305,STRONG_BET_SINGLE,STRONG BET
ayr,29 Jan 2026,2m,Soft,2:43,run baby run,-,Ben Smith,R Mike Smith,11- 5,5,7,True,0,0.030180344,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/912044,200/1,,,,,no_data,,,,,201.0,ayr_2:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04279331536553491,201.0,0.03781819098742546,7.601456388472517,1654.9076820801813,0.18685723675262297,0.03800728194236259,0.03800728194236259,3.800728194236259,STRONG_BET_SINGLE,STRONG BET
ayr,29 Jan 2026,2m4½f,Soft,1:43,jakana,122,Brian Hughes,Leonard Kerr,10- 5,7,0,True,0,0.028024102,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803260,40/1,33/1,,,,shortening,34.0,,,,41.0,ayr_1:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04085269756553491,41.0,0.016462453663095886,0.6749606001869313,65.86789159548562,0.08316518180287252,0.016874015004673282,0.016874015004673282,1.6874015004673282,STRONG_BET_SINGLE,STRONG BET
ayr,29 Jan 2026,2m4½f,Soft,1:43,rock dj,113,Jamie Hamilton,Mark Walford,10 -13,6,0,True,0,0.02751154,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803260,4/1,7/2,5/1,,,drifting,4.5,6.0,,,5.0,ayr_1:43,0.1,0.1563100576553491,0.7270560190703218,,,0.04039139176553491,5.0,-0.1596086082344651,-0.7980430411723254,0.9689981809194498,-0.8107087008783044,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,bay runner,-,Sean Quinlan,Lizzie Quinlan,11- 2,5,0,True,0,0.026992297,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,20/1,22/1,28/1,25/1,,drifting,23.0,29.0,26.0,,21.0,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.039924073065534915,21.0,-0.007694974553512701,-0.16159446562376678,16.9035923818282,-0.03930402044203678,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,disguisedlimit,124,Craig Nichol,Oliver Greenall & Josh Guerriero,11- 7,7,0,True,0,0.026859825,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,9/1,8/1,9/1,8/1,9/1,stable,9.0,10.0,9.0,10.0,10.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.03980484826553492,10.0,-0.06019515173446509,-0.6019515173446508,3.822042232009266,-0.3079028953287877,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m4½f,Soft,1:43,fostered phil,120,Derek Fox,William Young Jnr,10 -11,12,0,True,0,0.026681393,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803260,12/1,14/1,16/1,18/1,20/1,drifting,15.0,17.0,19.0,21.0,13.0,ayr_1:43,0.1,0.1563100576553491,0.7270560190703218,,,0.03964425946553492,13.0,-0.03727881745754201,-0.4846246269480461,6.43426807452696,-0.19105389854876384,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,allfor,-,Conner McCann,Lucinda Russell & Michael Scudamore,11- 2,5,7,True,0,0.026316037,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,12/1,14/1,16/1,14/1,,drifting,15.0,17.0,15.0,,13.0,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.03931543906553492,13.0,-0.03760763785754201,-0.48889929214804606,6.383085268508633,-0.1935102996659116,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m,Soft,4:13,finisk pride,-,Jack Power,Lucinda Russell & Michael Scudamore,11- 2,5,5,True,0,0.025748456,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803262,4/1,9/4,2/1,,,shortening,3.25,3.0,,,5.0,ayr_4:13,0.1,0.1563100576553491,0.7270560190703218,,,0.03880461616553491,5.0,-0.1611953838344651,-0.8059769191723254,0.9324704482445103,-0.8346512853294813,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,flash du pistolet,123,Sean Quinlan,Stuart Coltherd,11- 4,8,0,True,0,0.025718229,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,10/1,9/1,10/1,11/1,10/1,stable,10.0,11.0,12.0,11.0,11.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.03877741186553491,11.0,-0.052131679043556,-0.573448469479116,4.510120627540015,-0.27002272710449304,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,3m½f,Soft,3:13,pure sirloin,118,Harry Reed,Sandy Forster,10- 2,8,0,True,0,0.02541413,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803259,50/1,33/1,,,,shortening,34.0,,,,51.0,ayr_3:13,0.1,0.1563100576553491,0.7270560190703218,,,0.03850372276553492,51.0,0.018895879628280016,0.9636898610422808,96.29210504279607,0.09820688802148914,0.019273797220845615,0.019273797220845615,1.9273797220845614,STRONG_BET_SINGLE,STRONG BET
ayr,29 Jan 2026,2m½f,Soft,3:43,tommy combats,123,Callum Bewley,Martin Todhunter,10- 9,7,0,True,0,0.025412995,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,4/1,7/2,11/4,13/2,,drifting,4.5,3.75,7.5,,5.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.038502701265534914,5.0,-0.1614972987344651,-0.8074864936723254,0.9255060815197972,-0.8393548968234585,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,3m½f,Soft,3:13,theme tune,120,Bruce Lynn,N W Alexander,11- 0,11,0,True,0,0.025064439,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803259,33/1,25/1,,,,shortening,26.0,,,,34.0,ayr_3:13,0.1,0.1563100576553491,0.7270560190703218,,,0.038189000865534915,34.0,0.008777236159652563,0.2984260294281871,42.460574846661714,0.04579771033330204,0.009043213012975365,0.009043213012975365,0.9043213012975365,STRONG_BET_SINGLE,STRONG BET
ayr,29 Jan 2026,3m½f,Soft,3:13,buzz iceclear,124,Jamie Hamilton,Mark Walford,11- 5,6,0,True,0,0.024475839,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803259,4/1,3/1,,,,shortening,4.0,,,,5.0,ayr_3:13,0.1,0.1563100576553491,0.7270560190703218,,,0.037659260865534915,5.0,-0.1623407391344651,-0.8117036956723254,0.9060260234149127,-0.8527607195003424,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,carcaci castle,128,Jamie Hamilton,Sandy Thomson,11- 1,10,0,True,0,0.023830486,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,7/1,6/1,11/2,6/1,5/1,shortening,7.0,6.5,7.0,6.0,8.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.037078443165534915,8.0,-0.08792155683446509,-0.7033724546757207,2.285032461949127,-0.4653065536907641,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m4½f,Soft,1:43,el jefe,118,Conor Rabbitt,Andrew Hamilton,10 -13,9,3,True,0,0.022573099,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803260,9/1,,,,,no_data,,,,,10.0,ayr_1:43,0.1,0.1563100576553491,0.7270560190703218,,,0.03594679486553491,10.0,-0.0640532051344651,-0.6405320513446509,3.4654622804430066,-0.34408067224164246,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,2m½f,Soft,3:43,coup de coeur,125,Brian Hughes,Micky Hammond,12- 0,8,0,True,0,0.022398017,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803258,16/1,20/1,9/1,10/1,9/1,shortening,21.0,10.0,11.0,10.0,17.0,ayr_3:43,0.1,0.1563100576553491,0.7270560190703218,,,0.035789221065534914,17.0,-0.02303430834622979,-0.39158324188590643,9.972913936385527,-0.12399753791972526,0.0,0.0,0.0,NO_BET,PASS
ayr,29 Jan 2026,3m½f,Soft,3:13,fox's fancy,123,Derek Fox,Lucinda Russell & Michael Scudamore,11- 5,8,0,True,0,0.022376588,0,False,https://www.racingpost.com/racecards/3/ayr/2026-01-29/4803259,14/1,12/1,,,,shortening,13.0,,,,15.0,ayr_3:13,0.1,0.1563100576553491,0.7270560190703218,,,0.03576993496553491,15.0,-0.030896731701131754,-0.46345097551697634,7.76035051157167,-0.1663654472564536,0.0,0.0,0.0,NO_BET,PASS
