combo_index,indices,names,tracks,p_mean,d_mean,expected_net_profit,expected_gross_return,l15_std,l15_sharpe,classification
43,"(53, 54, 60, 62)",The Store Boy|True Destiny|Noemie De La Vis|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,83.5,6525.489928318654,6540.489928318654,97658.19299956797,0.06681968740039582,L15_CANDIDATE
44,"(53, 54, 61, 62)",The Store Boy|True Destiny|Onlymammycanloveme|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,34.375,327.717453204215,342.717453204215,2872.2879231566385,0.11409630997022548,L15_STRONG
45,"(53, 55, 168, 56)",The Store Boy|Strutter|Parliamo|Swing Davis,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,21.25,119.08540956098797,134.08540956098798,980.1178125257399,0.12150111755862059,L15_STRONG
46,"(53, 55, 168, 57)",The Store Boy|Strutter|Parliamo|Roc Dino,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,23.25,199.74821759495813,214.74821759495816,1908.0266015242485,0.10468838193104175,L15_STRONG
47,"(53, 55, 168, 58)",The Store Boy|Strutter|Parliamo|Sticwiththeprocess,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,20.375,83.79543104612603,98.79543104612603,593.1351425160263,0.14127544473367956,L15_STRONG
48,"(53, 55, 168, 0)",The Store Boy|Strutter|Parliamo|Global Effort,Fairyhouse|Fairyhouse|Ludlow|Chelmsford (AW),0.2081022002725695,20.15625,74.97293641741054,89.97293641741054,503.20163227931755,0.14899183867470944,L15_STRONG
49,"(53, 55, 168, 59)",The Store Boy|Strutter|Parliamo|Giant Haystacks,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,24.25,240.07962161194322,255.07962161194325,2377.543141842954,0.10097802954096781,L15_STRONG
50,"(53, 55, 168, 60)",The Store Boy|Strutter|Parliamo|Noemie De La Vis,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,69.75,2075.158504384765,2090.158504384765,23901.031294080592,0.08682296922052503,L15_CANDIDATE
51,"(53, 55, 168, 61)",The Store Boy|Strutter|Parliamo|Onlymammycanloveme,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,20.625,93.87828205037229,108.87828205037229,700.5348191295434,0.1340094446226409,L15_STRONG
52,"(53, 55, 168, 62)",The Store Boy|Strutter|Parliamo|I Am Lorenzo,Fairyhouse|Fairyhouse|Ludlow|Fairyhouse,0.2081022002725695,47.25,1167.7019140026002,1182.7019140026002,13251.902750244692,0.08811579257786502,L15_CANDIDATE
53,"(53, 55, 56, 57)",The Store Boy|Strutter|Swing Davis|Roc Dino,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,8.25,23.38136821251428,38.38136821251428,231.77837709951453,0.10087812549690707,L15_STRONG
54,"(53, 55, 56, 58)",The Store Boy|Strutter|Swing Davis|Sticwiththeprocess,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,5.375,2.216051375832596,17.216051375832595,71.35340630302476,0.031057401330238314,L15_CANDIDATE
55,"(53, 55, 56, 0)",The Store Boy|Strutter|Swing Davis|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.2081022002725695,5.15625,0.6056468339111638,15.605646833911164,60.36654036713137,0.010032823319471343,L15_CANDIDATE
56,"(53, 55, 56, 59)",The Store Boy|Strutter|Swing Davis|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,9.25,30.743217547012254,45.74321754701226,289.0255326569363,0.10636851791050388,L15_STRONG
57,"(53, 55, 56, 60)",The Store Boy|Strutter|Swing Davis|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,54.75,365.7073622666702,380.7073622666702,2912.624911055141,0.1255593745966374,L15_STRONG
58,"(53, 55, 56, 61)",The Store Boy|Strutter|Swing Davis|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,5.625,4.05651370945709,19.05651370945709,84.47102465246192,0.048022546502149745,L15_CANDIDATE
59,"(53, 55, 56, 62)",The Store Boy|Strutter|Swing Davis|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,32.25,200.0657522404657,215.0657522404657,1614.5793295393357,0.12391199898338073,L15_STRONG
60,"(53, 55, 57, 58)",The Store Boy|Strutter|Roc Dino|Sticwiththeprocess,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,7.375,13.093301998538385,28.093301998538386,139.9311445028002,0.09356960557323513,L15_CANDIDATE
61,"(53, 55, 57, 0)",The Store Boy|Strutter|Roc Dino|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.2081022002725695,7.15625,10.521285445044413,25.521285445044413,118.58102875876745,0.08872654888538828,L15_CANDIDATE
62,"(53, 55, 57, 59)",The Store Boy|Strutter|Roc Dino|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,11.25,58.654738089003054,73.65473808900305,563.3010676977772,0.1041268008397821,L15_STRONG
63,"(53, 55, 57, 60)",The Store Boy|Strutter|Roc Dino|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,56.75,593.6341812157494,608.6341812157494,5668.443142589165,0.10472614195519586,L15_STRONG
64,"(53, 55, 57, 61)",The Store Boy|Strutter|Roc Dino|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,7.625,16.032749488245784,31.032749488245784,165.42554614045184,0.09691822008333248,L15_CANDIDATE
65,"(53, 55, 57, 62)",The Store Boy|Strutter|Roc Dino|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,34.25,329.08390714208366,344.08390714208366,3142.604611651252,0.10471693000194816,L15_STRONG
66,"(53, 55, 58, 0)",The Store Boy|Strutter|Sticwiththeprocess|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.2081022002725695,4.28125,-3.7324450584596325,11.267554941540368,36.03038596838002,-0.10359159243354198,NO_L15
67,"(53, 55, 58, 59)",The Store Boy|Strutter|Sticwiththeprocess|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,8.375,18.53192730989128,33.53192730989128,174.60727547129517,0.10613490909740393,L15_STRONG
68,"(53, 55, 58, 60)",The Store Boy|Strutter|Sticwiththeprocess|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,53.875,265.989378976448,280.989378976448,1763.3970012664715,0.15083919207382934,L15_STRONG
69,"(53, 55, 58, 61)",The Store Boy|Strutter|Sticwiththeprocess|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,4.75,-1.183089443762963,13.816910556237037,50.65736118749158,-0.023354738897356817,NO_L15
70,"(53, 55, 58, 62)",The Store Boy|Strutter|Sticwiththeprocess|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,31.375,143.62030947100786,158.62030947100786,977.3460439888805,0.14694929227404932,L15_STRONG
71,"(53, 55, 0, 59)",The Store Boy|Strutter|Global Effort|Giant Haystacks,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.2081022002725695,8.15625,15.479104750611038,30.47910475061104,148.01227693202435,0.10457987047736535,L15_STRONG
72,"(53, 55, 0, 60)",The Store Boy|Strutter|Global Effort|Noemie De La Vis,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.2081022002725695,53.65625,241.05988315389246,256.0598831538925,1496.3313920035703,0.16110059873242122,L15_STRONG
73,"(53, 55, 0, 61)",The Store Boy|Strutter|Global Effort|Onlymammycanloveme,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.2081022002725695,4.53125,-2.492990232067976,12.507009767932024,42.79117443628142,-0.058259448704316014,NO_L15
74,"(53, 55, 0, 62)",The Store Boy|Strutter|Global Effort|I Am Lorenzo,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.2081022002725695,31.15625,129.5089487786434,144.5089487786434,829.2588314024445,0.15617433770300349,L15_STRONG
75,"(53, 55, 59, 60)",The Store Boy|Strutter|Giant Haystacks|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,57.75,707.597590690289,722.597590690289,7062.90810197852,0.10018502017491505,L15_STRONG
76,"(53, 55, 59, 61)",The Store Boy|Strutter|Giant Haystacks|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,8.625,22.02086737764013,37.02086737764013,206.36542819769284,0.10670812243097569,L15_STRONG
77,"(53, 55, 59, 62)",The Store Boy|Strutter|Giant Haystacks|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,35.25,393.5929845928926,408.5929845928926,3915.788822921555,0.1005143541676577,L15_STRONG
78,"(53, 55, 60, 61)",The Store Boy|Strutter|Noemie De La Vis|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,54.125,294.4802313450829,309.4802313450829,2082.33450590874,0.1414183122401703,L15_STRONG
79,"(53, 55, 60, 62)",The Store Boy|Strutter|Noemie De La Vis|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,80.75,3328.7560086047006,3343.7560086047006,39360.38368658958,0.08457122865239844,L15_CANDIDATE
80,"(53, 55, 61, 62)",The Store Boy|Strutter|Onlymammycanloveme|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.2081022002725695,31.625,159.7475788337101,174.7475788337101,1154.1950856670583,0.1384060466185274,L15_STRONG
81,"(53, 168, 56, 57)",The Store Boy|Parliamo|Swing Davis|Roc Dino,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,23.5,200.27614865072266,215.27614865072266,2017.7310635773515,0.09925809849784517,L15_CANDIDATE
82,"(53, 168, 56, 58)",The Store Boy|Parliamo|Swing Davis|Sticwiththeprocess,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,20.625,84.03962823051049,99.03962823051049,627.7254414055452,0.13387959557977555,L15_STRONG
83,"(53, 168, 56, 0)",The Store Boy|Parliamo|Swing Davis|Global Effort,Fairyhouse|Ludlow|Fairyhouse|Chelmsford (AW),0.20180227617919727,20.40625,75.19554515505956,90.19554515505956,532.6636847299809,0.14116889758155346,L15_STRONG
84,"(53, 168, 56, 59)",The Store Boy|Parliamo|Swing Davis|Giant Haystacks,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,24.5,240.7062427099269,255.7062427099269,2514.093936320704,0.09574274025026797,L15_CANDIDATE
85,"(53, 168, 56, 60)",The Store Boy|Parliamo|Swing Davis|Noemie De La Vis,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,70.0,2080.2755224037196,2095.2755224037196,25268.75915243101,0.08232598640300011,L15_CANDIDATE
86,"(53, 168, 56, 61)",The Store Boy|Parliamo|Swing Davis|Onlymammycanloveme,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,20.875,94.14715174531155,109.14715174531155,741.2510525854809,0.1270111542060232,L15_STRONG
87,"(53, 168, 56, 62)",The Store Boy|Parliamo|Swing Davis|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,47.5,1170.5984060716241,1185.5984060716244,14010.465239511961,0.08355171552550104,L15_CANDIDATE
88,"(53, 168, 57, 58)",The Store Boy|Parliamo|Roc Dino|Sticwiththeprocess,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,22.625,143.77574150856384,158.77574150856384,1223.2675365017008,0.11753417565525655,L15_STRONG
89,"(53, 168, 57, 0)",The Store Boy|Parliamo|Roc Dino|Global Effort,Fairyhouse|Ludlow|Fairyhouse|Chelmsford (AW),0.20180227617919727,22.40625,129.65063972302414,144.65063972302414,1038.6679097224714,0.12482395817703308,L15_STRONG
90,"(53, 168, 57, 59)",The Store Boy|Parliamo|Roc Dino|Giant Haystacks,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,26.5,393.9918302809814,408.9918302809814,4887.533744514379,0.08061158262552888,L15_CANDIDATE
91,"(53, 168, 57, 60)",The Store Boy|Parliamo|Roc Dino|Noemie De La Vis,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,72.0,3332.013001673239,3347.013001673239,49095.817043448325,0.06786755374138101,L15_CANDIDATE
92,"(53, 168, 57, 61)",The Store Boy|Parliamo|Roc Dino|Onlymammycanloveme,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,22.875,159.91871497775207,174.91871497775207,1443.730986834632,0.11076766824017022,L15_STRONG
93,"(53, 168, 57, 62)",The Store Boy|Parliamo|Roc Dino|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,49.5,1879.1453894462986,1894.1453894462986,27222.842473818582,0.06902825784094943,L15_CANDIDATE
94,"(53, 168, 58, 0)",The Store Boy|Parliamo|Sticwiththeprocess|Global Effort,Fairyhouse|Ludlow|Fairyhouse|Chelmsford (AW),0.20180227617919727,19.53125,51.37144128157505,66.37144128157504,321.54970216300575,0.15976205524685239,L15_STRONG
95,"(53, 168, 58, 59)",The Store Boy|Parliamo|Sticwiththeprocess|Giant Haystacks,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,23.625,173.64379814759053,188.64379814759053,1524.580411319671,0.11389612306331887,L15_STRONG
96,"(53, 168, 58, 60)",The Store Boy|Parliamo|Sticwiththeprocess|Noemie De La Vis,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,69.125,1532.6403752233045,1547.6403752233045,15336.318143546298,0.09993535351040286,L15_CANDIDATE
97,"(53, 168, 58, 61)",The Store Boy|Parliamo|Sticwiththeprocess|Onlymammycanloveme,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,20.0,65.3720928311188,80.3720928311188,448.24781474256764,0.145839177974939,L15_STRONG
98,"(53, 168, 58, 62)",The Store Boy|Parliamo|Sticwiththeprocess|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,46.625,860.6091008452042,875.6091008452042,8502.75263718885,0.10121535196509442,L15_STRONG
99,"(53, 168, 0, 59)",The Store Boy|Parliamo|Global Effort|Giant Haystacks,Fairyhouse|Ludlow|Chelmsford (AW)|Fairyhouse,0.20180227617919727,23.40625,156.87818700700643,171.87818700700643,1294.6647049663818,0.12117283062187136,L15_STRONG
100,"(53, 168, 0, 60)",The Store Boy|Parliamo|Global Effort|Noemie De La Vis,Fairyhouse|Ludlow|Chelmsford (AW)|Fairyhouse,0.20180227617919727,68.90625,1395.731588428201,1410.731588428201,13028.665206131838,0.1071277499533345,L15_STRONG
101,"(53, 168, 0, 61)",The Store Boy|Parliamo|Global Effort|Onlymammycanloveme,Fairyhouse|Ludlow|Chelmsford (AW)|Fairyhouse,0.20180227617919727,19.78125,58.178328102570624,73.17832810257062,380.149867850884,0.1530405059232887,L15_STRONG
102,"(53, 168, 0, 62)",The Store Boy|Parliamo|Global Effort|I Am Lorenzo,Fairyhouse|Ludlow|Chelmsford (AW)|Fairyhouse,0.20180227617919727,46.40625,783.1117745385992,798.1117745385992,7223.11093357337,0.10841752006031885,L15_STRONG
103,"(53, 168, 59, 60)",The Store Boy|Parliamo|Giant Haystacks|Noemie De La Vis,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,73.0,3957.881741307999,3972.881741307999,61154.26900609246,0.0647196312805848,L15_CANDIDATE
104,"(53, 168, 59, 61)",The Store Boy|Parliamo|Giant Haystacks|Onlymammycanloveme,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,23.875,192.80449659397235,207.80449659397235,1799.1659228097858,0.10716326612771018,L15_STRONG
105,"(53, 168, 59, 62)",The Store Boy|Parliamo|Giant Haystacks|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,50.5,2233.4188811336358,2248.4188811336358,33909.3648627653,0.06586436785744919,L15_CANDIDATE
106,"(53, 168, 60, 61)",The Store Boy|Parliamo|Noemie De La Vis|Onlymammycanloveme,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,69.375,1689.1075601319947,1704.1075601319947,18092.38449211486,0.09336014060878224,L15_CANDIDATE
107,"(53, 168, 60, 62)",The Store Boy|Parliamo|Noemie De La Vis|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,96.0,18352.862752907477,18367.862752907477,340472.0866309405,0.05390416270101261,L15_CANDIDATE
108,"(53, 168, 61, 62)",The Store Boy|Parliamo|Onlymammycanloveme|I Am Lorenzo,Fairyhouse|Ludlow|Fairyhouse|Fairyhouse,0.20180227617919727,46.875,949.1774737670385,964.1774737670385,10031.046080695156,0.09462397701409622,L15_CANDIDATE
109,"(53, 56, 57, 58)",The Store Boy|Swing Davis|Roc Dino|Sticwiththeprocess,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,7.625,13.164492656848246,28.164492656848246,148.2020029188918,0.08882803469297867,L15_CANDIDATE
110,"(53, 56, 57, 0)",The Store Boy|Swing Davis|Roc Dino|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.20180227617919727,7.40625,10.586182436460213,25.586182436460213,125.63253518730616,0.084263064664557,L15_CANDIDATE
111,"(53, 56, 57, 59)",The Store Boy|Swing Davis|Roc Dino|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,11.5,58.83741656086483,73.83741656086484,595.8312802583155,0.09874845197008889,L15_CANDIDATE
112,"(53, 56, 57, 60)",The Store Boy|Swing Davis|Roc Dino|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,57.0,595.1259424015757,610.1259424015757,5993.991814720524,0.09928707959527369,L15_CANDIDATE
113,"(53, 56, 57, 61)",The Store Boy|Swing Davis|Roc Dino|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,7.875,16.111132908720286,31.111132908720283,175.15316913039325,0.09198310820586016,L15_CANDIDATE
114,"(53, 56, 57, 62)",The Store Boy|Swing Davis|Roc Dino|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,34.5,329.9283197330923,344.9283197330923,3323.171637895053,0.0992811553790444,L15_CANDIDATE
115,"(53, 56, 58, 0)",The Store Boy|Swing Davis|Sticwiththeprocess|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.20180227617919727,4.53125,-3.702426626306949,11.297573373693051,38.29822639593208,-0.0966735792940064,NO_L15
116,"(53, 56, 58, 59)",The Store Boy|Swing Davis|Sticwiththeprocess|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,8.625,18.61642616251457,33.61642616251457,184.8897432693804,0.10068933967521841,L15_STRONG
117,"(53, 56, 58, 60)",The Store Boy|Swing Davis|Sticwiththeprocess|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,54.125,266.67940067033237,281.67940067033237,1865.9790622666656,0.14291660933557754,L15_STRONG
118,"(53, 56, 58, 61)",The Store Boy|Swing Davis|Sticwiththeprocess|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,5.0,-1.1468327955258588,13.85316720447414,53.76476089854088,-0.02133056627351211,NO_L15
119,"(53, 56, 58, 62)",The Store Boy|Swing Davis|Sticwiththeprocess|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,31.625,144.01089679284007,159.01089679284007,1034.258127987263,0.1392407687170853,L15_STRONG
120,"(53, 56, 0, 59)",The Store Boy|Swing Davis|Global Effort|Giant Haystacks,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,8.40625,15.556133414814008,30.55613341481401,156.7764709351498,0.09922492400819996,L15_CANDIDATE
121,"(53, 56, 0, 60)",The Store Boy|Swing Davis|Global Effort|Noemie De La Vis,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,53.90625,241.6889029299117,256.6889029299117,1583.6894024725339,0.1526113027924384,L15_STRONG
122,"(53, 56, 0, 61)",The Store Boy|Swing Davis|Global Effort|Onlymammycanloveme,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,4.78125,-2.4599388817185,12.5400611182815,45.447825468506004,-0.05412665746622278,NO_L15
123,"(53, 56, 0, 62)",The Store Boy|Swing Davis|Global Effort|I Am Lorenzo,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,31.40625,129.8650059169513,144.8650059169513,877.7281530070907,0.14795583971191387,L15_STRONG
124,"(53, 56, 59, 60)",The Store Boy|Swing Davis|Giant Haystacks|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,58.0,709.368217786356,724.368217786356,7468.142988623157,0.09498589125395639,L15_CANDIDATE
125,"(53, 56, 59, 61)",The Store Boy|Swing Davis|Giant Haystacks|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,8.875,22.113903588458072,37.11390358845807,218.46171181844525,0.10122553469157125,L15_STRONG
126,"(53, 56, 59, 62)",The Store Boy|Swing Davis|Giant Haystacks|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,35.5,394.5952494514409,409.59524945144096,4140.549794066263,0.09530020627138147,L15_CANDIDATE
127,"(53, 56, 60, 61)",The Store Boy|Swing Davis|Noemie De La Vis|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,54.375,295.2399695165275,310.2399695165275,2203.102052794178,0.13401102737936121,L15_STRONG
128,"(53, 56, 60, 62)",The Store Boy|Swing Davis|Noemie De La Vis|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,81.0,3336.9405516363026,3351.9405516363026,41611.863422444185,0.08019204806474631,L15_CANDIDATE
129,"(53, 56, 61, 62)",The Store Boy|Swing Davis|Onlymammycanloveme|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,31.875,160.1776292224272,175.1776292224272,1221.1923282163323,0.13116494881390378,L15_STRONG
130,"(53, 57, 58, 0)",The Store Boy|Roc Dino|Sticwiththeprocess|Global Effort,Fairyhouse|Fairyhouse|Fairyhouse|Chelmsford (AW),0.20180227617919727,6.53125,3.6407557614106514,18.640755761410652,75.55562199879117,0.048186430937844714,L15_CANDIDATE
131,"(53, 57, 58, 59)",The Store Boy|Roc Dino|Sticwiththeprocess|Giant Haystacks,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,10.625,39.28674242719137,54.28674242719136,360.8567337695971,0.1088707477252607,L15_STRONG
132,"(53, 57, 58, 60)",The Store Boy|Roc Dino|Sticwiththeprocess|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,56.125,435.4741972773954,450.4741972773954,3634.864068144459,0.11980480950961617,L15_STRONG
133,"(53, 57, 58, 61)",The Store Boy|Roc Dino|Sticwiththeprocess|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,7.0,7.722357288026763,22.722357288026764,105.62366289570572,0.07311200043925693,L15_CANDIDATE
134,"(53, 57, 58, 62)",The Store Boy|Roc Dino|Sticwiththeprocess|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,33.625,239.55732399982196,254.55732399982196,2015.0180169556174,0.11888594642034828,L15_STRONG
135,"(53, 57, 0, 59)",The Store Boy|Roc Dino|Global Effort|Giant Haystacks,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,10.40625,34.399073893773,49.399073893773,306.25344180353227,0.11232224425363584,L15_STRONG
136,"(53, 57, 0, 60)",The Store Boy|Roc Dino|Global Effort|Noemie De La Vis,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,55.90625,395.56126099635026,410.56126099635026,3086.715759166673,0.1281495582551277,L15_STRONG
137,"(53, 57, 0, 61)",The Store Boy|Roc Dino|Global Effort|Onlymammycanloveme,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,6.78125,5.625163382853383,20.625163382853383,89.45937752074073,0.06287952743186946,L15_CANDIDATE
138,"(53, 57, 0, 62)",The Store Boy|Roc Dino|Global Effort|I Am Lorenzo,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,33.40625,216.96457506650435,231.96457506650435,1711.062886502173,0.12680105259604602,L15_STRONG
139,"(53, 57, 59, 60)",The Store Boy|Roc Dino|Giant Haystacks|Noemie De La Vis,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,60.0,1142.5033542559083,1157.5033542559083,14516.154728338499,0.07870564730379379,L15_CANDIDATE
140,"(53, 57, 59, 61)",The Store Boy|Roc Dino|Giant Haystacks|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,10.875,44.87264932252664,59.87264932252664,426.0662662959193,0.10531847478242004,L15_STRONG
141,"(53, 57, 59, 62)",The Store Boy|Roc Dino|Giant Haystacks|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,37.5,639.7717336757336,654.7717336757336,8048.684498630948,0.07948773911867914,L15_CANDIDATE
142,"(53, 57, 60, 61)",The Store Boy|Roc Dino|Noemie De La Vis|Onlymammycanloveme,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,56.375,481.0889815985897,496.0889815985898,4289.511016085405,0.11215473740352581,L15_STRONG
143,"(53, 57, 60, 62)",The Store Boy|Roc Dino|Noemie De La Vis|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,83.0,5339.063511805793,5354.063511805793,80844.50148094859,0.06604114582936688,L15_CANDIDATE
144,"(53, 57, 61, 62)",The Store Boy|Roc Dino|Onlymammycanloveme|I Am Lorenzo,Fairyhouse|Fairyhouse|Fairyhouse|Fairyhouse,0.20180227617919727,33.875,265.37760849504207,280.37760849504207,2378.0268815037025,0.11159571431220967,L15_STRONG
145,"(53, 58, 0, 59)",The Store Boy|Sticwiththeprocess|Global Effort|Giant Haystacks,Fairyhouse|Fairyhouse|Chelmsford (AW)|Fairyhouse,0.20180227617919727,7.53125,7.31234695526945,22.31234695526945,94.38361042496662,0.0774747535334288,L15_CANDIDATE
