track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Chatterbox (IRE),K E Buckley,0,J J Murphy,3rd,3 l,6,11-10,93,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Ar Nos Na Gaoithe (IRE),H E Sexton,7,P J Rothwell,2nd,1/2 l,6,11-5,88,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Pralognan (FR),K C Sexton,0,A J Martin,1st,N/A,6,11-9t,92,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Baron Blake (FR),P Hanlon,7,J J Hanlon,11th,5 1/2 l,4,11-8,96,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Feast (IRE),Anna McGuinness,7,P J McKenna,10th,13 l,8,11-8,91,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Every River,Niall Moore,5,W J Bryson,9th,28 l,9,11-0,83,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Small Bucks (IRE),P M O'Brien,7,P E Collins,8th,2 l,4,11-7h,95,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Live To Laugh (IRE),B W Harvey,0,Peter Fahey,7th,1 1/4 l,6,11-12,95,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Centaq (IRE),P J O'Hanlon,0,D A McLoughlin,6th,1 1/4 l,5,11-2h,85,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,I'm For Home (IRE),M P O'Connor,0,R K Watson,5th,3 1/4 l,7,10-9t1,78,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Sydney Cruiser (IRE),C P Millar,5,Ciaran Murphy,4th,3 1/2 l,7,10-12p,81,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Chatterbox (IRE),K E Buckley,0,J J Murphy,3rd,3 l,6,11-10,93,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Ar Nos Na Gaoithe (IRE),H E Sexton,7,P J Rothwell,2nd,1/2 l,6,11-5,88,True,1,13
Downpatrick Racing Results | 15th June 2025 16:50,N/A,16:50,Yielding To Soft,2m 1f 165y,Pralognan (FR),K C Sexton,0,A J Martin,1st,N/A,6,11-9t,92,True,1,13
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Campuna (IRE),Mr E Finegan,7,R K Watson,PU,N/A,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,No More Silver (FR),Mr H C Swan,0,G Elliott,8th,47 l,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Tina Yeats (IRE),M J Molloy,7,A J Martin,7th,13 l,5,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Bebinn Court (IRE),Mr O McGill,5,Gary McGill,6th,20 l,5,11-11t1,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Summer Dawn (IRE),Mr S Connor,7,S R B Crawford,5th,9 l,5,11-11t,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Shannon Bank (IRE),Mr D G Lavery,0,G P Cromwell,4th,2 1/4 l,6,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Walks The Talk (IRE),Mr F R Buckley,7,J C McConnell,3rd,1 1/2 l,6,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Beir Bua (IRE),Mr A P Ryan,7,A Slattery,2nd,10 l,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Liadawn (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Campuna (IRE),Mr E Finegan,7,R K Watson,PU,N/A,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,No More Silver (FR),Mr H C Swan,0,G Elliott,8th,47 l,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Tina Yeats (IRE),M J Molloy,7,A J Martin,7th,13 l,5,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Bebinn Court (IRE),Mr O McGill,5,Gary McGill,6th,20 l,5,11-11t1,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Summer Dawn (IRE),Mr S Connor,7,S R B Crawford,5th,9 l,5,11-11t,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Shannon Bank (IRE),Mr D G Lavery,0,G P Cromwell,4th,2 1/4 l,6,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Walks The Talk (IRE),Mr F R Buckley,7,J C McConnell,3rd,1 1/2 l,6,11-11,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Beir Bua (IRE),Mr A P Ryan,7,A Slattery,2nd,10 l,4,11-6,-,True,1,14
Downpatrick Racing Results | 15th June 2025 17:20,N/A,17:20,Yielding To Soft ace (Turf),2m 1f 165y,Liadawn (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,1,14
