Race_id,Predicted_Winner,Actual_Winner,Prediction_Hit,Bet_Placed,Bet_Won,Total_Staked,Money_Made
Naas_2026-01-25_12:55,Mon Creuset,Kai Lung,0,0,0,0.0,0.0
Naas_2026-01-25_1:25,Karbau,Glen Kiln,0,0,0,0.0,0.0
Naas_2026-01-25_1:55,Did I Ask You That,Shuttle Diplomacy,0,0,0,0.0,0.0
Naas_2026-01-25_2:25,Mon Sheriffe,Matt Connor,0,0,0,0.0,0.0
Naas_2026-01-25_2:55,Love Sign d'Aunou,Love Sign d'Aunou,1,0,0,0.0,0.0
Naas_2026-01-25_3:25,Argento Boy,Argento Boy,1,0,0,0.0,0.0
Naas_2026-01-25_3:55,Jacovec Cavern,Rusheen,0,0,0,0.0,0.0
Sedgefield_2026-01-25_1:40,The Jeweller's Pet,Largy Train,0,0,0,0.0,0.0
Sedgefield_2026-01-25_2:10,Rosie Baloo,Rosie Baloo,1,0,0,0.0,0.0
Sedgefield_2026-01-25_2:40,Macho Sun,Kazar Forez,0,0,0,0.0,0.0
Sedgefield_2026-01-25_3:10,Ghasham,Indian River,0,0,0,0.0,0.0
Sedgefield_2026-01-25_3:40,Carrhill,Slaney Opera,0,0,0,0.0,0.0
Sedgefield_2026-01-25_4:10,Imperial Rule,National Question,0,0,0,0.0,0.0
Sha Tin_2026-01-25_4:30,Yee Cheong Glory,Gold Patch,0,0,0,0.0,0.0
Sha Tin_2026-01-25_5:00,Lucky Eight,Lucky Eight,1,0,0,0.0,0.0
Sha Tin_2026-01-25_5:30,Noisy Boy,Winning Wing,0,0,0,0.0,0.0
Sha Tin_2026-01-25_6:00,Packing Glory,Island Buddy,0,0,0,0.0,0.0
Sha Tin_2026-01-25_6:30,Golden Luck,Turin Champions,0,0,0,0.0,0.0
Sha Tin_2026-01-25_7:00,Beauty Waves,Ka Ying Rising,0,0,0,0.0,0.0
Sha Tin_2026-01-25_7:35,Forza Toro,Positive Smile,0,0,0,0.0,0.0
Sha Tin_2026-01-25_8:05,Lucky Sweynesse,Romantic Warrior,0,0,0,0.0,0.0
Sha Tin_2026-01-25_8:40,Mugen,Invincible Shield,0,0,0,0.0,0.0
Sha Tin_2026-01-25_9:15,Flying Fortune,Happy Index,0,0,0,0.0,0.0
Sha Tin_2026-01-25_9:50,Do You Just,Flying Luck,0,0,0,0.0,0.0
Sharjah_2026-01-25_12:00,Perfect Balance,Yuvraaj,0,0,0,0.0,0.0
